Locus	chromosome	position	fst
25271	LG06	144335678	0.0243
14572	LG06	144508433	0.0136
4065	LG06	144698626	0.0291
10299	LG06	144772365	0.0402
14955	LG06	144778935	0.024
23148	LG06	144792983	0.0817
12963	LG06	144982908	0.0141
25630	LG06	145175366	0.0355
19551	LG06	145912245	0.3765
23232	LG06	146089546	0.0199
9967	LG06	146196709	0.1241
7907	LG06	146237931	0.0046
9502	LG06	146261406	0.3046
6260	LG06	146319235	0.1139
12746	LG06	146514068	0.6961
15140	LG06	146514156	0.1096
3734	LG06	146615082	0.045
13308	LG06	146778317	0.008
7713	LG06	146917927	0.0314
13575	LG06	146918015	0.1228
7870	LG06	146998728	0.6395
927	LG06	147109770	0.0031
11563	LG06	147178557	0.0714
13917	LG06	147258596	0.569
21453	LG06	147268799	0.1977
23753	LG06	147290383	0.0262
15573	LG06	147327067	0.8589
20091	LG06	147331392	0.006
18841	LG06	147345481	0.1855
12477	LG06	147468380	0.0872
11663	LG06	147475742	0.0934
1017	LG06	147493436	0.0127
10177	LG06	147578634	0.0156
5610	LG06	147654658	0.0293
9369	LG06	147738635	0.0091
14140	LG06	148206207	0.1031
7144	LG06	148206876	0.0258
18743	LG06	148381573	0.3789
20101	LG06	148423641	0.2662
5576	LG06	148547634	0.0306
3940	LG06	148555946	0.7247
2522	LG06	148717476	0.3487
21614	LG06	148717564	0.363
954	LG06	148753207	0.2392
21699	LG06	148932338	0.0519
926	LG06	149260729	0.0435
6833	LG06	149291752	0.1665
6342	LG06	149468683	0.0779
13537	LG06	149638294	0.0177
11008	LG06	150151870	0.1327
5770	LG06	150190412	0.0118
14176	LG06	150293127	0.0275
22921	LG06	150382307	0.5421
19990	LG06	150710398	0.6641
248	LG06	150757326	0.0157
21611	LG06	150757414	0.0234
24028	LG06	151162896	0.0231
13341	LG06	151242730	0.7544
15701	LG06	151252603	0.0256
18120	LG06	151258694	0.0112
13148	LG06	151456010	0.1504
381	LG06	151579589	0.5298
10178	LG06	152013385	0.0053
11092	LG06	152023100	0.1623
5719	LG06	152128437	0.0301
8016	LG06	152204426	0.045
9135	LG06	152870844	0.0366
4452	LG06	152986598	0.0912
8758	LG06	153087102	0.075
813	LG06	153562670	0.1046
8872	LG06	153628869	0.0242
6112	LG06	153628957	0.0156
5077	LG06	153643725	0.3979
3692	LG06	153737556	0.0773
22020	LG06	153918506	0.3764
15298	LG06	154061756	0.0074
8327	LG06	154278141	0.7149
14593	LG06	154345521	0.015
24665	LG06	154959514	0.3741
3887	LG06	154967453	0.4809
6810	LG06	155334167	0.0325
6157	LG06	155402484	0.3076
7726	LG06	155454142	0.0755
25368	LG06	155748965	0.0232
20867	LG06	155912966	0.0076
2331	LG06	156491941	0.0286
9684	LG06	156906567	0.8178
12544	LG06	156983641	0.138
6652	LG06	157002976	0.0293
9582	LG06	157438261	0.0481
16968	LG06	157735954	0.5691
21921	LG06	157736042	0.0541
15615	LG06	157781223	0.8336
23650	LG06	157787018	0.9434
22783	LG06	157840009	0.2462
3973	LG06	158194372	0.4151
24868	LG06	158208954	0.0237
13547	LG06	158435035	0.3289
14906	LG06	159047316	0.5032
12288	LG06	159175585	0.0472
733	LG06	159348797	0.0183
4398	LG06	159686951	0.1818
23788	LG06	160267223	0.3385
5232	LG06	160532482	0.1018
1054	LG06	160587539	0.7131
5336	LG06	160748328	0.9451
11395	LG06	160989206	0.5092
4191	LG06	161429863	0.4687
20705	LG06	161743905	0.0753
23765	LG06	162022311	0.0165
15407	LG06	162271444	0.1918
4887	LG06	162897239	0.008
19466	LG06	163297999	0.0707
5465	LG06	163446358	0.0615
7391	LG06	163454119	0.0687
8465	LG06	163454207	0.0144
14522	LG06	163557874	0.0313
16504	LG06	163710820	0.8107
18159	LG06	164174265	0.0848
12220	LG06	164452489	0.1181
14932	LG06	164691846	0.0657
4572	LG06	164746243	0.0305
17898	LG06	164788320	0.6982
23587	LG06	164857473	0.1658
20402	LG06	165063719	0.0628
10435	LG06	165539350	0.033
17066	LG06	165654809	0.2681
3396	LG06	166003744	0.6647
13556	LG07	166699409	0.708
23748	LG07	166699497	0.069
4472	LG07	166960004	0.1209
3957	LG07	166976836	0.0139
23248	LG07	167304420	0.0624
16573	LG07	167786807	0.0174
23457	LG07	168476663	0.0133
5946	LG07	168872288	0.0444
9664	LG07	169050757	0.0272
5322	LG07	170949829	0.034
13732	LG07	171032082	0.084
20810	LG07	171185870	0.2376
15536	LG07	172045330	0.1003
8890	LG07	172643291	0.0237
16410	LG07	172723580	0.0943
6894	LG07	173042131	0.0297
23190	LG07	173096348	0.0437
13652	LG07	173479699	0.0876
7763	LG07	173631546	0.0215
25479	LG07	174019774	0.0079
8334	LG07	174198757	0.2047
63	LG07	174403914	0.0185
10210	LG07	175032935	0.044
8898	LG07	175165646	0.3013
11216	LG07	175303284	0.0109
17318	LG07	175313153	0.0357
17835	LG07	175536824	0.9654
11760	LG07	175672613	0.0714
14667	LG07	175691405	0.1903
3284	LG07	175693340	0.2012
23562	LG07	175906333	0.2844
8191	LG07	176232589	0.0111
3095	LG07	176953912	0.0455
11576	LG07	177030519	0.1533
12578	LG07	177121662	0.0832
8100	LG07	177581927	0.0337
14999	LG07	177582680	0.0084
7875	LG07	177606100	0.4435
23986	LG07	177851570	-0.0014
15934	LG07	177936259	0.7329
10215	LG07	177956825	0.3139
4137	LG07	177965124	0.0829
11997	LG07	178066350	0.0472
13198	LG07	178131081	0.1735
16062	LG07	178229946	0.0305
25059	LG07	178349402	0.1846
23563	LG07	178502623	0.3629
2520	LG07	178515495	0.1047
14810	LG07	178773316	0.8742
5031	LG07	178882261	0.233
17322	LG07	179379514	0.1204
2735	LG07	179389736	0.9257
3195	LG07	179451298	0.8361
22035	LG07	179523435	0.0178
14640	LG07	179699179	0.0614
1737	LG07	180794101	0.0727
25567	LG07	180899043	0.0094
10999	LG07	180923115	0.3687
14546	LG07	180985253	0.5246
22166	LG07	181008092	0.748
11149	LG07	181022968	0.0296
10285	LG07	181048379	-0.0006
16881	LG07	181295582	0.0236
24274	LG07	181391026	0.3018
4637	LG07	181565333	0.0058
24467	LG07	181607994	0.8003
21874	LG07	181717513	0.8132
4660	LG07	182032444	0.3775
16218	LG07	182222508	0.0296
17141	LG07	182300089	0.0199
7479	LG07	182389666	0.6584
925	LG07	182399640	0.5332
7171	LG07	182439698	0.0896
6697	LG07	182456874	0.1242
3324	LG07	182560791	0.0138
18517	LG07	182711911	0.2188
17036	LG07	182756455	0.1061
3111	LG07	183111272	0.0597
9164	LG07	183145017	0.0262
14474	LG07	183534774	0.0039
2069	LG07	183586578	0.4683
22303	LG07	183647418	0.0002
23947	LG07	183761621	0.047
7458	LG07	183915234	0.0163
17631	LG07	184048764	0.031
18619	LG07	184337090	0.1514
8813	LG07	184375569	0.1019
15473	LG07	184657858	0.9636
19904	LG07	184657946	0.1197
24287	LG07	184762832	0.032
21934	LG07	184810448	0.583
24440	LG07	184945899	0.0279
6298	LG07	185444332	0.0582
19785	LG07	185818904	0.065
21829	LG07	185891850	0.7472
11943	LG07	186596194	0.1209
10913	LG07	186620694	0.0728
5417	LG07	186793430	0.0046
4856	LG07	186798598	0.1233
13935	LG07	187070129	0.3287
18796	LG07	187071612	0.0038
12962	LG07	187144988	0.0227
2319	LG07	187150602	0.5
15645	LG07	187156688	0.0188
6534	LG07	187173568	0.0879
6635	LG07	187200847	0.0712
12380	LG07	187200935	0.0695
16164	LG07	187228783	0.1308
23908	LG07	187283734	0.2634
20990	LG07	187284579	0.5928
9800	LG07	187349940	0.0111
24999	LG07	187350028	0.0085
22324	LG07	187356527	0.1583
2454	LG07	187747804	0.0635
20197	LG07	187926469	0.0326
12303	LG07	188020070	0.0349
24684	LG07	188143177	0.0313
11768	LG07	188143265	0.1722
11902	LG07	188199670	0.0264
22276	LG07	188493478	0.0063
11500	LG07	188574510	0.0573
4681	LG07	189237881	0.9914
16168	LG07	189485280	0.0302
2830	LG07	189486121	0.1463
1490	LG07	189577757	0.0844
3798	LG07	189614659	0.1725
21016	LG07	189661344	0.2968
11417	LG07	189773093	0.0768
20163	LG07	190458636	0.0349
11860	LG07	190488046	0.4626
22729	LG07	190686685	0.0191
7604	LG07	190811021	0.105
19107	LG07	191413461	0.2031
24414	LG07	191533316	0.0571
17670	LG07	191638111	0.4889
19046	LG07	191639175	0.0364
11886	LG07	192094924	0.1139
3307	LG07	192326849	0.1572
23211	LG07	192337369	0.2538
12406	LG07	192753721	0.0097
24833	LG07	192821552	0.0726
12299	LG07	193061752	0.0279
12946	LG07	193074674	0.3312
8693	LG07	193096201	0.2223
20753	LG07	193219547	0.5986
1258	LG07	193335565	0.0465
11406	LG07	193420529	0.0144
12394	LG07	193467553	0.0552
20472	LG07	193482612	0.402
11176	LG07	193516027	0.0394
19020	LG07	193524473	0.0356
22989	LG07	193561142	0.0277
16425	LG07	193737013	0.016
4514	LG07	193835548	0.1384
19879	LG07	193855658	0.02
12564	LG07	193971085	0.1157
22430	LG07	194055763	0.2557
16718	LG07	194119388	0.1587
25032	LG07	194216449	0.1553
16834	LG07	194283694	0.2646
24680	LG07	194350323	0.7992
7313	LG07	194371584	0.9339
19685	LG07	194839928	0.0423
17993	LG07	195029525	0.1877
11566	LG07	195095348	0.1607
2087	LG07	195095436	0.1058
21723	LG07	195284308	0.0513
20395	LG07	195707213	0.182
17216	LG07	195779657	0.064
20248	LG07	196017881	0.112
19520	LG07	196022398	0.097
9667	LG07	196279099	0.1989
5739	LG07	196545049	0.0036
7395	LG07	196708990	-0.0008
19372	LG07	197068809	0.0164
7058	LG08	197946107	0.4279
14421	LG08	198049543	0.1017
11126	LG08	198049631	0.0112
8103	LG08	198053529	0.3755
17867	LG08	198510638	-0.0007
200	LG08	198614126	0.1201
174	LG08	198698709	0.044
4596	LG08	199148026	0.0283
19342	LG08	201129104	0.1375
17856	LG08	201562780	0.0342
7466	LG08	201587111	0.1731
15973	LG08	202098242	0.056
3193	LG08	202189792	0.1877
16186	LG08	202327350	0.4893
23100	LG08	202802040	0.0126
24606	LG08	202813945	0.0299
3207	LG08	203035046	0.4972
12508	LG08	203186442	0.0097
16965	LG08	203198008	0.0425
16238	LG08	203198096	0.0445
7046	LG08	203574576	0.8453
3244	LG08	203881848	0.0099
17168	LG08	203956398	0.0689
6771	LG08	204099175	0.0918
820	LG08	204169558	0.2018
16032	LG08	204248906	0.3444
21540	LG08	204343177	0.1789
9813	LG08	204358166	0.0246
11257	LG08	204430806	0.1604
15024	LG08	204457064	0.051
8002	LG08	204479952	0.0213
10038	LG08	204547768	0.0121
21600	LG08	204557417	0.0032
5623	LG08	204625973	0.2574
24759	LG08	205185917	0.0069
16803	LG08	205454513	0.0259
19587	LG08	205564974	0.4402
8803	LG08	205565062	0.0631
22900	LG08	205687530	0.0146
16134	LG08	205692188	0.1135
14537	LG08	205705719	0.0693
11132	LG08	205968296	0.1554
8208	LG08	206143205	0.0671
15112	LG08	206298804	0.1185
3373	LG08	206353278	0.0379
10421	LG08	206615038	0.4839
5844	LG08	206943601	0.0803
5060	LG08	206976678	0.2269
16292	LG08	207177629	0.0646
10844	LG08	207184260	0.1852
12064	LG08	207429328	-0.0016
23580	LG08	207511931	0.4403
1693	LG08	207630106	0.2145
5834	LG08	207654629	0.0923
3960	LG08	207728927	0.0064
18900	LG08	207734177	0.0373
10431	LG08	207751305	0.0146
545	LG08	207799835	0.1294
23076	LG08	207810179	0.0367
15748	LG08	207833278	0.9882
20791	LG08	207990196	0.0184
24825	LG08	207990642	0.0114
4491	LG08	208019458	0.4062
15432	LG08	208191123	0.0306
18628	LG08	208202024	0.0474
21539	LG08	208209923	0.243
16698	LG08	208282639	0.0445
4040	LG08	208298840	0.0572
571	LG08	208458261	0.0047
2506	LG08	208682680	0.0294
7865	LG08	208751318	-0.0018
9679	LG08	208839274	0.1127
13723	LG08	208891123	0.0104
17666	LG08	208891211	0.0705
20578	LG08	209149940	0.0456
22563	LG08	209206784	0.9523
23593	LG08	209211051	0.0488
2408	LG08	209246794	0.7749
16121	LG08	209379836	0.6684
18615	LG08	209508464	0.9248
10726	LG08	209524406	0.1703
17267	LG08	210011323	0.9424
14044	LG08	210074241	0.1487
4368	LG08	210131223	0.0102
23293	LG08	210230659	0.0912
1089	LG08	210499025	0.011
7501	LG08	210514703	0.0152
256	LG08	210570741	0.7594
15568	LG08	210623712	0.2526
16141	LG08	210904349	0.0029
24384	LG08	211142681	0.0705
17870	LG08	211226622	0.9446
1098	LG08	211346639	0.2471
20530	LG08	211458814	0.0218
11260	LG08	211557042	0.0192
9229	LG08	211573745	0.3975
23395	LG08	211573833	0.1317
20285	LG08	211593211	0.0261
6910	LG08	211767822	0.0309
13925	LG08	212052546	0.2744
21531	LG08	212425339	0.0516
16911	LG08	212425427	0.0263
20760	LG08	212496657	0.0748
3161	LG08	212517088	0.3047
528	LG08	212542340	0.1215
4891	LG08	212942152	0.3812
10061	LG08	213045473	0.6379
25277	LG08	213168251	0.0149
5450	LG08	213212594	0.0213
17190	LG08	213212682	0.0153
10951	LG08	213793397	0.4532
21123	LG08	213941584	0.993
7974	LG08	213953489	0.6018
8815	LG08	214053692	0.0298
11420	LG08	214413213	0.0763
20270	LG08	214735329	0.0583
24993	LG08	214961820	0.0608
9284	LG08	215100283	0.1288
943	LG08	215252449	0.0467
5206	LG08	215399345	0.1034
13241	LG08	215400370	0.2019
11759	LG08	215488900	0.9559
18889	LG08	215532811	0.0244
6229	LG08	215770068	0.0226
7807	LG08	215856460	0.5426
18073	LG08	215974811	0.0605
24415	LG08	216152844	0.0404
2234	LG08	216335493	0.086
17392	LG08	216423970	0.0169
22332	LG08	216484306	0.2226
16942	LG08	216501574	0.0812
9888	LG08	216685397	0.0268
12521	LG08	216925645	0.0098
10166	LG08	217044451	0.0364
8997	LG08	217429845	0.4431
1266	LG08	218154900	0.0858
19923	LG08	218319998	0.0449
2851	LG08	218455031	0.0473
4317	LG08	218902912	0.2789
13724	LG08	218950220	-0.0019
18702	LG08	218950308	0.1917
24554	LG08	219150016	0.0243
373	LG08	219321800	0.0029
11300	LG08	219625522	0.03
9940	LG08	219753725	0.0282
10392	LG08	219862853	0.0333
17885	LG08	220398552	0.0502
16205	LG08	220720001	0.0044
10401	LG08	220760774	0.0271
22526	LG08	221712394	0.8315
2400	LG08	221837984	0.0075
23159	LG08	221933682	0.3795
21092	LG08	221962077	0.0368
22824	LG08	222144128	0.7436
21470	LG08	222148209	0.0962
4609	LG08	222148297	0.4541
3197	LG08	222232490	0.1181
18726	LG08	222516919	0.0729
24683	LG08	222736549	0.3208
7522	LG08	222784038	0.0676
24253	LG08	222922109	0.0134
23564	LG08	223104923	0.0145
10991	LG08	223170699	0.0095
2368	LG08	223570792	0.3335
23592	LG08	223586848	0.2216
14342	LG09	224325097	0.0147
21802	LG09	224792468	0.2954
18502	LG09	225123645	0.0406
7128	LG09	225388070	0.114
5198	LG09	225576882	0.0688
708	LG09	225837617	0.0389
4556	LG09	226055675	0.0361
3651	LG09	226055763	0.3073
17384	LG09	226353475	0.1188
12566	LG09	226667637	0.0715
20522	LG09	226690372	0.0167
15806	LG09	226783720	0.0494
10172	LG09	227258617	0.3686
25269	LG09	227338959	0.0411
9606	LG09	227620273	0.0095
3458	LG09	227676983	0.0516
4615	LG09	227853679	0.0784
18186	LG09	228086106	0.1293
20937	LG09	228277264	0.0266
20726	LG09	228619888	0.0102
5685	LG09	228678443	0.1786
25028	LG09	228819015	0.7688
8194	LG09	229069992	0.9538
16637	LG09	229094001	0.0354
9077	LG09	229478926	0.0331
7109	LG09	229500259	0.245
3948	LG09	229854704	0.2372
5124	LG09	229897151	0.0452
1504	LG09	230267951	0.075
21120	LG09	230331111	0.2721
12803	LG09	230472961	0.051
15471	LG09	230651323	0.6749
5011	LG09	230651411	0.6809
6099	LG09	231032723	0.0186
415	LG09	231127358	0.3711
1047	LG09	231129979	0.2006
20890	LG09	231236716	0.0191
19199	LG09	231236804	0.0379
21454	LG09	231288582	0.1658
22698	LG09	231622087	0.0133
7902	LG09	231806529	0.3566
14628	LG09	231972849	0.2057
14594	LG09	232012870	0.1773
12990	LG09	232076460	0.0456
20036	LG09	232120715	0.2238
4146	LG09	232394528	0.1073
14042	LG09	232763182	0.1207
11691	LG09	232763272	0.383
13279	LG09	233579913	0.0053
4702	LG09	233632383	0.1909
7514	LG09	233645551	0.0024
15907	LG09	233648290	0.7308
5853	LG09	234093621	0.0652
23935	LG09	234120960	0.0161
561	LG09	234257091	0.0846
12713	LG09	234449491	0.0278
9489	LG09	234604087	0.0593
12567	LG09	234604175	0.0603
25293	LG09	234604595	0.6577
5882	LG09	234644742	0.1814
19371	LG09	234872376	0.227
9576	LG09	234910707	0.1992
18401	LG09	235045465	0.1253
23924	LG09	235094607	0.1019
11848	LG09	235324169	0.0081
18757	LG09	235480768	0.0492
22918	LG09	235678060	0.0163
13940	LG09	235679299	0.1078
16806	LG09	235680117	0.0224
2230	LG09	235688493	0.0157
15462	LG09	235765201	0.0729
20446	LG09	235855124	0.8702
17230	LG09	235950736	0.2181
7104	LG09	235950824	0.0142
12017	LG09	236469364	0.6528
11849	LG09	236747312	-0.0008
23143	LG09	236776354	0.0395
20265	LG09	236805274	0.0575
1311	LG09	236805360	0.0075
9215	LG09	236990673	0.0331
22806	LG09	237054654	0.3519
18482	LG09	237111607	0.0067
22873	LG09	237171463	0.0538
7465	LG09	237364276	0.0894
22092	LG09	237428576	0.0044
24117	LG09	237479919	0.0006
17185	LG09	237694452	0.017
17702	LG09	237702097	0.2767
10198	LG09	238023374	0.2956
21686	LG09	238109162	0.5806
410	LG09	238109252	0.2942
7314	LG09	238136310	0.2937
8322	LG09	238221186	0.0142
19752	LG09	238336688	0.0721
8199	LG09	238647888	0.4033
5930	LG09	238686205	0.0283
2792	LG09	238801441	0.0297
17951	LG09	238852406	0.0246
12201	LG09	238863752	0.0579
15311	LG09	239073662	0.6961
9668	LG09	239302317	0.1755
23785	LG09	239317698	0.0526
7818	LG09	239657727	0.1731
19083	LG09	240206027	0.055
15650	LG09	240274888	0.1337
13054	LG09	240276077	0.3001
22246	LG09	240302238	-0.0019
16967	LG09	240306853	0.0515
13476	LG09	240306941	0.0658
14260	LG09	240320472	0.2194
15586	LG09	240372208	0.1488
13129	LG09	240701255	0.0858
9611	LG09	240824298	0.0041
17901	LG09	241019994	0.0791
4617	LG09	241021822	0.0711
17959	LG09	241052638	0.1166
1582	LG09	241123479	0.0505
4090	LG09	241246858	0.2728
18043	LG09	241293722	0.9142
17038	LG09	241312613	0.8366
16009	LG09	241589869	0.13
10687	LG09	241713352	0.1253
4142	LG09	241770982	0.2646
11056	LG09	241804011	0.037
21118	LG09	241827184	0.0367
5451	LG09	241835689	0.057
22640	LG09	241835777	0.3734
9966	LG09	241856574	0.0377
4960	LG09	241993802	0.0434
14555	LG09	242065200	0.043
39	LG09	242065288	0.0576
17442	LG09	242207114	0.2049
986	LG09	242596322	0.0229
8603	LG09	242618279	0.6659
379	LG09	242674496	0.0167
7759	LG09	243462795	0.3205
21239	LG09	243549215	0.0198
11459	LG09	243604242	0.084
9545	LG09	243668451	0.4237
4459	LG09	243677462	0.0402
13207	LG09	244132740	0.1916
263	LG09	244160367	0.208
3031	LG09	244208903	0.0531
13721	LG09	244298468	0.0467
14755	LG09	244521547	0.0531
9082	LG09	244591836	0.052
12516	LG09	244621663	0.4261
13461	LG09	244742250	0.0156
23178	LG09	245024832	0.329
4629	LG09	245114552	0.0061
19360	LG09	245828056	0.9469
5980	LG09	246069836	0.3767
18319	LG09	246072515	0.077
12384	LG09	246581894	0.4645
17912	LG09	247217818	0.092
9387	LG09	247638093	0.033
23136	LG09	247725446	0.1693
2895	LG09	247725534	0.0296
19310	LG09	247727203	0.1697
17968	LG09	247753972	0.1771
20068	LG09	247812081	0.2214
22753	LG09	247868041	0.0234
8124	LG09	247949728	0.9065
13163	LG09	248102044	0.0561
917	LG09	248149227	0.0097
5577	LG09	248152917	0.0323
1794	LG09	248326573	0.4723
19682	LG09	248541832	0.0723
11638	LG09	248615465	0.2474
12554	LG09	248680648	0.0179
4226	LG09	248790775	0.1109
10138	LG10	249867296	0.0564
3962	LG10	250170512	0.0225
18050	LG10	250680818	0.0335
7384	LG10	250917914	0.0136
5928	LG10	250935446	0.0172
5002	LG10	250935534	0.0414
16612	LG10	251125697	0.0076
11954	LG10	251821514	0.233
17879	LG10	251858764	-0.0014
6583	LG10	252030954	0.0639
9252	LG10	252055429	0.0732
1592	LG10	252067978	0.0301
18111	LG10	252090667	0.05
1073	LG10	252168670	0.0817
17351	LG10	252210979	0.0218
17343	LG10	252376394	0.0235
21870	LG10	252402479	0.005
14554	LG10	252657598	0.3346
22771	LG10	253349654	0.6338
7781	LG10	253717374	0.0312
18248	LG10	253870345	0.0261
22011	LG10	253872430	0.0057
4426	LG10	253965490	0.0859
10260	LG10	254043122	0.0046
25250	LG10	254194592	0.7988
3963	LG10	254255502	0.0091
21089	LG10	254304954	0.0566
10995	LG10	254946788	0.0872
5203	LG10	255107940	0.0862
6	LG10	255130893	0.042
13295	LG10	255155997	0.2488
13881	LG10	255327699	0.0208
5962	LG10	255400291	0.0047
18330	LG10	255408706	0.3832
244	LG10	255416499	0.0457
885	LG10	255416587	0.0239
3434	LG10	255568603	0.1011
9159	LG10	255769505	-0.0006
10291	LG10	256113189	0.4162
16787	LG10	256209892	0.0248
11408	LG10	256467489	0.1776
10396	LG10	256805674	0.1569
19829	LG10	256927004	0.06
21800	LG10	256927533	0.023
14287	LG10	256995266	0.0039
7214	LG10	256996917	0.9424
6701	LG10	257034614	0.0287
12987	LG10	257333518	0.0381
21681	LG10	257345485	0.028
4620	LG10	257378972	0.8194
7791	LG10	257379060	0.1176
8160	LG10	258313636	0.0243
9986	LG10	259168147	0.2851
16280	LG10	259197169	0.6396
3176	LG10	259327929	0.0076
4206	LG10	259358704	0.0259
3753	LG10	259426433	0.7065
24659	LG10	259469312	0.0855
22961	LG10	259483078	0.0992
17181	LG10	259614420	0.2172
10966	LG10	259998542	0.1483
92	LG10	260061530	0.6407
12725	LG10	260385110	0.0371
21971	LG10	260432646	0.6831
8033	LG10	260460954	0.9823
17999	LG10	260930993	0.0759
13125	LG10	260958346	0.0156
12182	LG10	261267899	0.5928
198	LG10	262107953	0.8809
11049	LG10	262143270	0.0017
14190	LG10	262218733	0.0458
20081	LG10	262224023	0.092
13791	LG10	262263419	0.7531
3121	LG10	262423493	0.0589
9755	LG10	262942652	0.0064
12945	LG10	263014140	0.6848
7453	LG10	263215886	0.0047
17990	LG10	263465637	0.2134
15313	LG10	263778322	0.0226
23615	LG10	264288195	0.4971
4083	LG10	264704534	0.212
3015	LG10	264729141	0.8131
8507	LG10	264825465	0.2399
15234	LG10	264825553	0.2175
15009	LG10	265228884	0.0888
24591	LG10	265276988	0.0852
10015	LG10	265375997	0.6525
8525	LG10	265932603	0.4871
4251	LG10	266203738	0.4855
8597	LG10	266368570	0.0984
14526	LG10	266368658	0.262
11895	LG10	266442549	0.1464
12199	LG10	266458360	0.0665
5217	LG10	266458448	0.0798
22392	LG10	266521131	0.0161
7505	LG10	266617089	0.0221
1907	LG10	266664382	0.2625
19023	LG10	266664470	0.2548
11319	LG10	266843741	0.0268
4171	LG10	267109331	0.0163
25620	LG10	267255987	0.0668
1262	LG10	267308614	0.0055
9549	LG10	267414052	0.0828
17760	LG10	267661064	0.3112
24634	LG10	267800541	0.0207
16422	LG10	268005151	0.0127
24307	LG10	268065409	0.0077
15002	LG10	268159689	0.0075
18366	LG10	268159777	0.0995
21884	LG10	268235611	0.026
9538	LG10	268417084	0.0232
18754	LG10	268668482	0.0214
20945	LG10	268932242	0.0193
20920	LG10	268970169	0.2097
9452	LG10	268983317	0.4302
7879	LG10	269033454	0.0287
16245	LG10	269330783	0.0092
23189	LG10	269333191	0.0238
16145	LG10	269480773	0.0411
3248	LG10	269587104	0.1702
10580	LG10	269717554	0.2775
19564	LG10	269911374	-0.0019
1872	LG10	270798090	0.1408
6040	LG10	271569712	0.0604
11910	LG10	271569800	0.0683
2558	LG10	271586315	0.0559
4958	LG10	271673407	0.4913
11081	LG10	271687616	0.3896
7913	LG10	271974091	0.0665
11	LG10	272444707	0.0523
2705	LG10	272444795	0.0267
25444	LG10	272563307	0.5269
472	LG10	272806595	0.016
12916	LG10	272830887	0.0165
6033	LG10	272843537	0.0842
23146	LG10	272995942	0.0538
716	LG10	273085728	0.1696
5594	LG10	273287536	0.0999
8804	LG10	273324764	0.0118
8798	LG10	273758898	0.0164
20295	LG10	274331820	0.4958
16791	LG10	274705528	0.0964
24444	LG10	274797787	0.0377
12107	LG11	275469123	0.0913
19742	LG11	275527873	0.0137
21313	LG11	275722650	0.0158
1027	LG11	275750269	0.0284
6484	LG11	275912507	0.0164
12726	LG11	276193011	0.1467
6769	LG11	276202915	0.0149
5807	LG11	276690848	0.0272
19228	LG11	276998493	0.0074
7711	LG11	277192370	0.1242
15749	LG11	277323732	0.07
3258	LG11	277323820	0.0219
19021	LG11	277335998	0.0192
6803	LG11	277410983	0.0212
11282	LG11	277411071	0.0095
18879	LG11	277565598	-0.0012
21335	LG11	277860959	0.1282
21256	LG11	277896796	0.1186
756	LG11	277997547	0.0258
16270	LG11	278104792	0.4938
14618	LG11	278108549	0.0251
22947	LG11	278279319	0.0757
10978	LG11	278579272	0.1476
23066	LG11	278584864	0.1703
5966	LG11	278607221	0.3319
24196	LG11	278702038	0.2079
18571	LG11	279182543	0.0947
23094	LG11	279220057	0.1811
16564	LG11	279246476	0.1079
15060	LG11	279379402	0.0472
19201	LG11	279533006	0.0262
24124	LG11	279717789	0.0675
11708	LG11	279784478	0.9861
7940	LG11	279805102	0.5061
10307	LG11	280132372	0.009
3931	LG11	280165693	0.2035
18236	LG11	280210928	0.053
7929	LG11	280292273	0.0229
19943	LG11	280302217	0.0165
21590	LG11	280302735	0.5077
14760	LG11	280400403	0.216
19964	LG11	280446436	0.0355
7769	LG11	280508436	0.2045
15954	LG11	280675523	0.3901
6757	LG11	280730951	0.0208
8196	LG11	280820267	0.3711
2468	LG11	280913689	0.1544
4336	LG11	280993478	0.0497
12889	LG11	281226491	0.2635
6203	LG11	281325901	0.1545
12897	LG11	281374078	0.0114
9158	LG11	281696512	0.8977
6550	LG11	281779471	0.7536
2064	LG11	282176092	0.9889
5281	LG11	282376001	0.1291
12810	LG11	282432017	0.4517
1547	LG11	282615852	0.0538
1756	LG11	282956035	0.0145
25225	LG11	282993673	0.7839
15010	LG11	283644359	0.1297
18313	LG11	283644447	0.1209
18947	LG11	283707157	0.0478
3972	LG11	283764140	0.5253
21509	LG11	283799025	0.0239
11978	LG11	283846458	0.0387
19037	LG11	283889075	0.6973
19949	LG11	283946814	1
16151	LG11	284078790	0.1657
14131	LG11	284241413	0.0788
19729	LG11	284569495	0.1249
13895	LG11	284640453	0.0543
4344	LG11	284790454	0.1234
12254	LG11	284933518	0.9246
20796	LG11	285044200	0.2579
1167	LG11	285465516	-0.0006
5541	LG11	285481107	0.768
3155	LG11	285481195	0.0757
15034	LG11	286054558	0.0092
7942	LG11	286107749	0.0145
9205	LG11	286107837	0.4461
17087	LG11	286236564	0.7095
23927	LG11	286262686	0.2566
9585	LG11	286309892	0.7315
16429	LG11	286466708	0.3729
6797	LG11	286466796	0.1718
6890	LG11	286650722	0.0515
21789	LG11	286717469	0.0778
8536	LG11	286745705	0.3482
11594	LG11	286745793	0.2093
4834	LG11	286928650	0.9763
24071	LG11	286971168	0.0258
4188	LG11	286997728	0.7924
9203	LG11	287381496	0.0395
19660	LG11	287381584	0.003
17709	LG11	287570147	0.0255
24226	LG11	288018287	0.2098
15113	LG11	288198642	0.0049
5984	LG11	288244844	0.3387
