Locus	chromosome	position	fst
5945	LG14	12869078	0.1798
5946	LG07	2718878	0.0444
5952	LG23	17392054	0.0115
5962	LG10	5834804	0.0047
5966	LG11	3737428	0.3319
5973	LG17	6461537	0.344
5980	LG09	21886663	0.3767
5984	LG11	13375051	0.3387
5995	LG19	15587543	0.3253
6026	LG20	22696754	0.0555
6028	LG21	10135672	0.4594
6031	LG15	4924703	0.6074
6033	LG10	23278050	0.0842
6040	LG10	22004225	0.0604
6051	LG11	21094436	0.0121
6065	LG18	22189991	0.0449
6071	LG12	25107373	0.0605
6077	LG01	16099585	0.0728
6080	LG23	8352729	0.311
6085	LG21	15957906	0.6823
6094	LG12	8466885	0.4444
6099	LG09	6849550	0.0186
6100	LG17	15529893	0.0386
6112	LG06	12940167	0.0156
6126	LG21	18946600	0.0077
6144	LG12	6428619	0.7664
6147	LG03	2759270	0.1476
6156	LG02	15037451	0.0067
6157	LG06	14713694	0.3076
6187	LG18	4274680	0.0746
6195	LG02	6622660	0.0976
6203	LG11	6456108	0.1545
6218	LG01	18938963	0.035
6225	LG01	17343059	0.1392
6229	LG08	18383781	0.0226
6230	LG18	7614232	0.3371
6244	LG15	7405534	0.1403
6248	LG19	16037056	0.2781
6259	LG04	26274693	0.1033
6260	LG06	5630445	0.1139
6270	LG14	23746030	0.0941
6274	LG12	13367814	0.0482
6275	LG02	8423715	0.0187
6279	LG20	4903810	0.1779
6292	LG05	11214699	0.0794
6298	LG07	19290922	0.0582
6306	LG22	5816842	0.0697
6312	LG12	26603732	0.0031
6314	LG21	17634614	0.0728
6315	LG16	4018052	0.1404
6318	LG22	4155074	0.2397
6319	LG15	19420916	0.0798
6329	LG23	21886964	0.0042
6333	LG20	1257328	0.0365
6342	LG06	8779893	0.0779
6353	LG14	3355942	0.0081
6360	LG14	26156845	0.0086
6368	LG18	599429	0.7363
6377	LG11	27229186	0.3396
6384	LG04	6617904	0.0282
6388	LG22	4388180	0.277
6390	LG12	23443612	0.0641
6393	LG04	31961476	0.0804
6399	LG14	5683106	0.0086
6403	LG16	8943107	0.3639
6408	LG19	14198859	0.0316
6409	LG01	4436885	0.0169
6410	LG01	26825592	0.2209
6417	LG15	20574788	-0.0018
6426	LG17	8751324	0.8141
6429	LG03	23213450	0.8746
6431	LG03	8422729	0.7208
6443	LG19	20268119	0.1752
6454	LG16	1542135	0.0583
6458	LG11	20093783	0.1049
6462	LG12	25449456	0.371
6484	LG11	1042714	0.0164
6487	LG16	10711332	0.1725
6492	LG19	5269679	0.6698
6498	LG16	22280826	0.263
6500	LG18	2040940	0.1711
6519	LG04	18598746	0.0854
6522	LG04	23060319	0.1346
6525	LG16	30168231	0.0127
6533	LG17	9465918	0.0264
6534	LG07	21020158	0.0879
6540	LG14	2424570	0.0239
6550	LG11	6909678	0.7536
6554	LG05	4972861	2e-04
6563	LG19	7243278	0.0241
6565	LG22	13653995	0.8538
6566	LG22	4033916	0.0052
6567	LG04	5614539	0.0048
6576	LG20	11159306	0.0745
6583	LG10	2465467	0.0639
6597	LG14	17715921	0.4412
6602	LG16	27639940	0.0336
6604	LG18	1703870	0.0052
6608	LG14	4655642	0.0086
6609	LG04	6791037	0.2919
6617	LG22	4318361	9e-04
6631	LG14	15779407	0.8571
6635	LG07	21047437	0.0712
6637	LG18	15123738	6e-04
6638	LG23	16622970	0.0385
6640	LG04	4559510	0.0428
6652	LG06	16314186	0.0293
6657	LG03	7628668	-5e-04
6658	LG15	22394483	0.5303
6660	LG13	12796553	0.7703
6675	LG18	13914452	0.0388
6677	LG19	5644692	0.2139
6683	LG02	14489616	0.0116
6687	LG01	19131955	0.1433
6693	LG13	22157376	0.1335
6697	LG07	16303464	0.1242
6701	LG10	7469127	0.0287
6709	LG02	8318815	0.7145
6721	LG21	14929531	0.042
6724	LG04	12927236	0.003
6728	LG03	17912149	0.0069
6729	LG11	19415556	0.0776
6735	LG18	13764485	0.0391
6757	LG11	5861158	0.0208
6768	LG03	22113564	0.4559
6769	LG11	1333122	0.0149
6771	LG08	6712888	0.0918
6773	LG18	13092359	0.7611
6797	LG11	11597003	0.1718
6801	LG01	23099470	0.0012
6802	LG22	7924236	0.7756
6803	LG11	2541190	0.0212
6807	LG05	9917870	0.01
6810	LG06	14645377	0.0325
6816	LG23	3208908	0.0476
6823	LG13	5583349	0.0379
6833	LG06	8602962	0.1665
6835	LG16	27854868	0.0348
6845	LG18	15567870	0.0975
6846	LG23	10359919	0.0528
6860	LG18	4956850	0.1751
6870	LG17	18989918	0.3712
6877	LG16	23192196	0.0122
6878	LG15	20381790	0.2402
6883	LG03	14829943	0.0494
6886	LG18	10393365	0.1162
6887	LG02	11466154	0.0081
6890	LG11	11780929	0.0515
6894	LG07	6888721	0.0297
6899	LG19	11783148	0.0647
6910	LG08	14381535	0.0309
6913	LG22	19647984	0.0627
6925	LG16	10109560	0.0835
6926	LG15	8356855	0.5096
6938	LG15	8293172	0.0135
6944	LG05	18764110	0.4633
6947	LG20	16306049	0.0243
6953	LG23	8013738	0.0341
6960	LG19	20652306	0.0029
6962	LG19	17900522	0.8011
6969	LG15	12665066	0.3327
6971	LG03	2817594	0.3717
6983	LG22	10201369	0.2565
6988	LG21	6125777	0.3603
6989	LG22	16484663	0.0517
6993	LG03	23801182	0.0068
6995	LG04	11127341	0.012
6996	LG15	25019581	0.022
7023	LG18	17910715	0.0438
7028	LG11	20055468	0.1108
7046	LG08	6188289	0.8453
7048	LG23	21266614	0.4924
7055	LG03	7555515	0.0636
7058	LG08	559820	0.4279
7074	LG04	1318831	0.0184
7081	LG04	2557433	0.0126
7083	LG15	19440584	0.0114
7086	LG12	20716376	0.209
7089	LG14	9364782	0.436
7092	LG13	1854710	0.0347
7096	LG15	17339557	0.3307
7104	LG09	11767651	0.0142
7109	LG09	5317086	0.245
7117	LG03	5072653	0.2147
7127	LG20	22112286	0.4898
7128	LG09	1204897	0.114
7132	LG02	8637797	0.1543
7134	LG16	9928551	0.0195
7138	LG15	12403451	0.0238
7139	LG04	26379247	0.0487
7142	LG04	20628733	0.3735
7144	LG06	7518086	0.0258
7146	LG16	14444768	0.0052
7161	LG11	16069381	0.0441
7164	LG03	20693275	0.0307
7171	LG07	16286288	0.0896
7183	LG13	16489759	0.2548
7192	LG22	5979214	0.0392
7193	LG15	22684695	0.0349
7203	LG14	11703918	0.0342
7206	LG22	16046449	0.5736
7209	LG18	7478963	0.0358
7214	LG10	7431430	0.9424
7216	LG23	11281788	0.0171
7223	LG15	22520795	0.1127
7227	LG16	2099638	0.0949
7241	LG01	77324	0.1202
7252	LG20	6464030	0.1071
7271	LG15	4420847	0.4398
7275	LG01	22595118	0.0604
7283	LG23	18658490	0.0438
7286	LG01	21876491	0.1088
7298	LG13	1297768	0.036
7299	LG16	24335206	0.0183
7301	LG13	17075597	0.0485
7313	LG07	28218174	0.9339
7314	LG09	13953137	0.2937
7326	LG01	20934271	0.0716
7327	LG03	7200162	0.1381
7332	LG02	14302912	0.0108
7333	LG19	12679218	0.0282
7335	LG19	13457677	0.0764
7341	LG01	25623962	0.026
7366	LG14	16456477	0.0038
7367	LG17	16378214	0.6916
7370	LG15	4576668	0.1822
7384	LG10	1352427	0.0136
7390	LG02	8993371	0.735
7391	LG06	22765329	0.0687
7395	LG07	30555580	-8e-04
7399	LG04	4348381	0.1399
7421	LG19	3097487	0.0631
7431	LG12	3326685	0.1832
7434	LG11	28306877	0.0046
7453	LG10	13650399	0.0047
7457	LG11	22023654	0.187
7458	LG07	17761824	0.0163
7465	LG09	13181103	0.0894
7466	LG08	4200824	0.1731
7479	LG07	16236256	0.6584
7485	LG03	10832030	0.4833
7489	LG13	16655985	0.0504
7490	LG16	25266093	0.0273
7494	LG05	13987237	0.0572
7498	LG14	17772081	0.0544
7501	LG08	13128416	0.0152
7505	LG10	17051602	0.0221
7509	LG03	1901276	0.0338
7514	LG09	9462378	0.0024
7522	LG08	25397751	0.0676
7526	LG15	16449383	0.111
7537	LG16	24064939	0.0191
7545	LG01	9399694	0.8814
7559	LG15	1919932	0.1124
7565	LG12	19921439	0.0539
7570	LG13	18649897	0.0762
7571	LG16	18094498	0.0448
7573	LG01	13566886	0.2047
7574	LG12	6911449	0.0859
7583	LG22	17211593	0.1286
7598	LG04	26623344	0.0371
7603	LG20	11490090	0.0343
7604	LG07	24657611	0.105
7605	LG13	3180911	0.1108
7620	LG23	18579738	0.0026
7637	LG04	33296125	0.0272
7643	LG04	27733899	0.3906
7647	LG19	4764986	0.0698
7674	LG12	19252364	0.0809
7688	LG21	17537300	0.3756
7690	LG14	11180651	0.9966
7697	LG23	13180325	0.2057
7698	LG14	27129721	0.1077
7703	LG21	19625156	0.2663
7707	LG05	12082823	0.9978
7711	LG11	2322577	0.1242
7713	LG06	6229137	0.0314
7715	LG03	14049056	0.0739
7726	LG06	14765352	0.0755
7730	LG15	12292251	0.0169
7736	LG13	6632801	0.0193
7747	LG13	8626858	0.1394
7749	LG11	25187021	0.1791
7754	LG23	22966482	0.468
7755	LG11	25803771	0.2115
7759	LG09	19279622	0.3205
7763	LG07	7478136	0.0215
7768	LG13	25049770	0.0738
7769	LG11	5638643	0.2045
7775	LG13	18791841	0.3028
7781	LG10	4151887	0.0312
7789	LG21	5373123	0.0084
7791	LG10	7813573	0.1176
7803	LG13	19032494	0
7807	LG08	18470173	0.5426
7818	LG09	15474554	0.1731
7823	LG01	17686137	0.0261
7828	LG19	6872835	0.7407
7833	LG13	8128067	0.0556
7847	LG18	18341285	0.0485
7855	LG01	13272763	0.3392
7865	LG08	11365031	-0.0018
7869	LG17	10688746	0.001
7870	LG06	6309938	0.6395
7875	LG07	11452690	0.4435
7879	LG10	19467967	0.0287
7890	LG14	13284482	0.1164
7902	LG09	7623356	0.3566
7907	LG06	5549141	0.0046
7910	LG14	6573265	0.0157
7913	LG10	22408604	0.0665
7915	LG06	1682281	0.1919
7922	LG05	20956146	0.0202
7929	LG11	5422480	0.0229
7940	LG11	4935309	0.5061
7942	LG11	11237956	0.0145
7952	LG14	26291480	0.1487
7957	LG13	14587252	0.5052
7962	LG04	22010636	0.0086
7965	LG04	10785649	1
7974	LG08	16567202	0.6018
7975	LG03	8603130	0.5115
7976	LG18	13994590	0.0628
7988	LG21	19601801	0.5554
7992	LG20	17181919	0.0103
8002	LG08	7093665	0.0213
8016	LG06	11515636	0.045
8018	LG04	18659305	0.1168
8019	LG16	24992183	0.3217
8023	LG15	17442202	0.0244
8026	LG21	5322559	0.0264
8027	LG05	11481749	0.0649
8033	LG10	10895467	0.9823
8037	LG12	5532228	0.0198
8045	LG02	18447659	0.5389
8048	LG05	10285673	0.8039
8055	LG12	3340389	0.216
8056	LG22	15240992	0.0068
8058	LG05	21116866	0.0385
8062	LG12	3185817	0.0075
8064	LG12	6180142	0.1731
8067	LG19	16381195	0.0341
8079	LG05	5792527	0.0322
8086	LG13	14527894	0.988
8095	LG04	33023845	0.0036
8098	LG05	7346643	0.089
8100	LG07	11428517	0.0337
8103	LG08	667242	0.3755
8124	LG09	23766555	0.9065
8135	LG11	22730482	0.1893
8148	LG01	8752897	0.106
8149	LG23	18211048	0.172
8150	LG19	9468457	0.0076
8152	LG11	22005892	0.1772
8160	LG10	8748149	0.0243
8168	LG12	5940810	0.1633
8183	LG18	2018315	0.0983
8190	LG11	28080960	0.3608
8191	LG07	10079179	0.0111
8194	LG09	4886819	0.9538
8196	LG11	5950474	0.3711
8198	LG13	16144580	0.0193
8199	LG09	14464715	0.4033
8205	LG03	8108048	0.1802
8206	LG16	26782565	0.0259
8208	LG08	8756918	0.0671
8209	LG16	8038342	0.2025
8212	LG13	9273834	0.1066
8217	LG18	1681718	0.7836
8231	LG05	21184752	-4e-04
8241	LG13	17644845	0.0012
8242	LG01	7621451	8e-04
8246	LG15	19655061	0.2782
8252	LG13	1229103	0.1613
8260	LG16	27304295	0.0309
8267	LG12	11939803	0.1143
8277	LG02	5947585	0.8953
8278	LG12	6752117	-0.001
8288	LG13	18629424	0.0296
8289	LG22	20459822	0.2609
8295	LG13	24899963	0.4262
8301	LG15	14495834	0.0397
8305	LG02	11675992	0.0426
8312	LG01	9665796	0.1226
8315	LG11	14528223	0.0936
8316	LG03	4477954	0.1533
8320	LG17	11946391	0.0332
8322	LG09	14038013	0.0142
8327	LG06	13589351	0.7149
8334	LG07	8045347	0.2047
8346	LG11	16053706	0.0158
8350	LG14	14632551	0.1512
8375	LG03	11594755	0.1318
8389	LG14	9808133	0.6638
8409	LG21	18330944	-0.0017
8414	LG19	14776072	0.1183
8426	LG13	6509003	0.0387
8427	LG15	19711784	0.0243
8450	LG02	2934383	7e-04
8465	LG06	22765417	0.0144
8471	LG21	4831712	0.591
8484	LG22	19029332	0.0977
8493	LG11	17108879	0.0145
8499	LG04	23394825	0.8374
8507	LG10	15259978	0.2399
8514	LG21	5112341	0.049
8517	LG18	22543513	0.0212
8525	LG10	16367116	0.4871
8527	LG15	7756968	-0.0017
8530	LG22	3244164	0.0174
8534	LG20	10902826	0.8553
8536	LG11	11875912	0.3482
8547	LG02	11866579	0.0262
8552	LG04	28035744	0.3488
8554	LG23	4965463	0.0083
8568	LG01	14990824	0.0514
8572	LG03	20677019	0.3327
8586	LG21	9106710	0.0485
8590	LG04	25049798	0.6011
8596	LG13	3111762	0.4441
8597	LG10	16803083	0.0984
8601	LG15	10911179	0.6663
8603	LG09	18435106	0.6659
8606	LG18	18859511	0.0351
8641	LG11	17280494	0.0665
8642	LG20	22696666	0.0076
8670	LG11	27130781	0.0967
8671	LG16	14413278	0.4917
8690	LG19	14692145	0.6023
8693	LG07	26942791	0.2223
8703	LG05	3371670	0.0495
8704	LG02	22597571	0.1842
8724	LG04	17119035	0.0378
8726	LG14	17015235	0.0806
8727	LG15	1282872	0.0144
8743	LG15	10299258	0.1165
8747	LG19	10319156	0.1192
8758	LG06	12398312	0.075
8759	LG15	24908542	0.0072
8769	LG17	9185034	0.025
8778	LG02	19375815	0.6116
8788	LG15	20999563	0.1347
8789	LG01	11152405	0.2159
8794	LG22	10702141	0.1445
8798	LG10	24193411	0.0164
8803	LG08	8178775	0.0631
8804	LG10	23759277	0.0118
8808	LG18	9852172	0.0401
8810	LG12	7061780	0.0459
8813	LG07	18222159	0.1019
8815	LG08	16667405	0.0298
8816	LG17	6318548	0.0098
8820	LG05	23467616	0.8538
8827	LG17	4130127	0.037
8831	LG21	12302764	0.2611
8840	LG21	7607298	0.5553
8847	LG14	1030467	0.21
8867	LG21	20949290	0.011
8872	LG06	12940079	0.0242
8885	LG14	23077035	0.1575
8890	LG07	6489881	0.0237
8898	LG07	9012236	0.3013
8915	LG20	7955725	0.013
8936	LG23	7449359	0.7711
8955	LG15	10868462	0.3072
8997	LG08	20043558	0.4431
9000	LG01	20164805	0.0374
9043	LG03	19476998	0.0493
9050	LG13	14493837	0.0171
9054	LG19	14616405	0.0219
9061	LG12	8785295	0.2094
9077	LG09	5295753	0.0331
9079	LG21	5024714	0.0325
9082	LG09	20408663	0.052
9085	LG20	18816719	0.1032
9091	LG12	25336179	0.0948
9100	LG16	12442275	0.0121
9102	LG14	7840939	0.043
9119	LG14	8731210	0.4683
9131	LG20	2330881	0.0318
9134	LG21	5010586	0.0222
9135	LG06	12182054	0.0366
9144	LG16	19012335	0.0074
9156	LG18	19232226	0.0299
9158	LG11	6826719	0.8977
9159	LG10	6204018	-6e-04
9164	LG07	16991607	0.0262
9165	LG13	8397560	0.3449
9168	LG19	9468369	0.0957
9174	LG05	21240325	0.1374
9184	LG22	2675465	0.2269
9187	LG15	12299422	0.0516
9190	LG17	6640394	0.5584
9191	LG11	18886155	0.0467
9192	LG21	16443926	-3e-04
9203	LG11	12511703	0.0395
9205	LG11	11238044	0.4461
9210	LG18	5958819	0.0137
9211	LG22	11875758	0.8248
9213	LG11	27848202	0.0133
9215	LG09	12807500	0.0331
9216	LG06	92177	0.7093
9218	LG20	23516462	0.0546
9228	LG15	14543912	0.0284
9229	LG08	14187458	0.3975
9247	LG18	1960035	0.0274
9251	LG11	26642181	0.8216
9252	LG10	2489942	0.0732
9275	LG22	20046047	0.0377
9280	LG05	12095423	0.0367
9284	LG08	17713996	0.1288
9289	LG16	23744969	0.3301
9299	LG06	683028	0.0834
9305	LG01	16799615	0.3064
9308	LG04	32661853	0.2206
9316	LG04	30729475	0.0351
9323	LG21	22259790	0.1364
9326	LG19	12260534	0.5792
9331	LG19	4094309	0.0929
9350	LG01	3570289	0.1568
9354	LG15	23136934	0.2573
9355	LG20	22453977	0.8805
9363	LG12	10454862	0.0201
9369	LG06	7049845	0.0091
9378	LG14	886773	0.0476
9387	LG09	23454920	0.033
9393	LG16	12409656	0.03
9408	LG11	16231009	0.095
9415	LG23	3879604	0.4979
9418	LG22	9230332	0.0059
9421	LG01	24972595	0.2054
9452	LG10	19417830	0.4302
9456	LG01	12895039	0.918
9458	LG11	16016506	0.04
9461	LG05	18045280	0.4488
9489	LG09	10420914	0.0593
9502	LG06	5572616	0.3046
9506	LG14	25014414	0.0142
9538	LG10	18851597	0.0232
9545	LG09	19485278	0.4237
9549	LG10	17848565	0.0828
9563	LG20	20191387	0.0588
9565	LG20	6360309	0.1631
9576	LG09	10727534	0.1992
9582	LG06	16749471	0.0481
9585	LG11	11440099	0.7315
9590	LG17	14394793	-0.0017
9593	LG12	17830910	0.0928
9596	LG01	11383360	0.0295
9604	LG02	17526987	0.0051
9606	LG09	3437100	0.0095
9610	LG22	14641840	0.1312
9611	LG09	16641125	0.0041
9632	LG02	6571036	0.0098
9640	LG18	3955603	0.5622
9645	LG01	10419488	0.0126
9658	LG12	21292189	0.2796
9663	LG13	3663429	0.0072
9664	LG07	2897347	0.0272
9667	LG07	30125689	0.1989
9668	LG09	15119144	0.1755
9673	LG02	549312	0.0742
9675	LG14	20158765	-2e-04
9679	LG08	11452987	0.1127
9681	LG04	1199563	0.2371
9682	LG16	21936621	0.6991
9684	LG06	16217777	0.8178
9691	LG11	21257364	0.025
9704	LG03	24677592	0.1493
9705	LG22	16598331	0.0185
9714	LG04	15238228	0.9404
9717	LG14	5541915	0.9498
9726	LG20	6963568	0.0022
9729	LG01	10497992	0.0207
9738	LG13	8668477	0.018
9740	LG16	13248239	0.0327
9741	LG02	5980256	0.0538
9755	LG10	13377165	0.0064
9770	LG14	1996083	0.0723
9776	LG04	1846805	0.0303
9789	LG15	20443398	0.6897
9800	LG07	21196530	0.0111
9801	LG01	8078099	0.0301
9812	LG18	1096221	0.0162
9813	LG08	6971879	0.0246
9819	LG13	197290	0.0442
9825	LG01	12866887	0.6225
9833	LG17	10130791	0.1462
9840	LG04	3791168	0.5785
9845	LG13	18630044	0.0808
9850	LG04	4223942	0.0822
9852	LG21	10137258	0.3646
9853	LG03	22734972	0.5835
9855	LG20	8445572	0.0521
9864	LG03	22541811	0.1603
9865	LG21	10935303	0.0333
9870	LG01	25537657	0.0953
9872	LG16	22294421	0.0256
9878	LG04	28655265	0.3106
9886	LG23	2904649	0.0346
9888	LG08	19299110	0.0268
9894	LG01	23601228	0.0482
9896	LG12	26878070	0.8813
9898	LG04	20122738	0.0263
9922	LG17	1142573	0.012
9926	LG01	23296870	0.0231
9940	LG08	22367438	0.0282
9943	LG14	13142370	0.1202
9964	LG21	10996710	0.0121
9965	LG01	22419167	0.0644
9966	LG09	17673401	0.0377
9967	LG06	5507919	0.1241
9970	LG20	21800201	-0.0015
9979	LG12	20945653	0.0056
9983	LG03	9887414	0.0281
9986	LG10	9602660	0.2851
9987	LG18	16244437	0.0265
9992	LG04	14860399	0.0514
10006	LG13	9576401	0.3877
10012	LG02	8567215	0.1136
10015	LG10	15810510	0.6525
10022	LG04	30922281	0.8768
10024	LG05	2172020	0.2106
10029	LG13	1297680	0.3956
10038	LG08	7161481	0.0121
10039	LG01	21639498	0.0139
10045	LG15	7792632	0.0858
10061	LG08	15659186	0.6379
10063	LG03	6310553	0.4215
10076	LG15	10908966	0.0409
10079	LG14	25560788	0.6874
10086	LG14	26250657	0.1187
10092	LG14	16098827	0.0304
10113	LG02	11368661	0.0268
10134	LG22	18177595	0.0177
10136	LG04	19736434	0.4403
10138	LG10	301809	0.0564
10139	LG18	10073218	0.0035
10150	LG22	3525998	0.0122
10151	LG18	11939298	0.1278
10153	LG05	17965979	0.0688
10160	LG20	15783678	0.2517
10166	LG08	19658164	0.0364
10172	LG09	3075444	0.3686
10177	LG06	6889844	0.0156
10178	LG06	11324595	0.0053
10188	LG11	24474143	0.1956
10191	LG02	5034803	0.0353
10198	LG09	13840201	0.2956
10199	LG19	20452984	0.1703
10207	LG12	19645674	0.0565
10210	LG07	8879525	0.044
10215	LG07	11803415	0.3139
10217	LG12	22048248	0.0478
10218	LG14	18095079	0.0262
10226	LG21	6811994	0.3586
10227	LG02	21921775	0.0306
10232	LG16	26051334	0.0278
10236	LG23	16472284	0.0285
10245	LG14	12893504	0.0121
10260	LG10	4477635	0.0046
10263	LG12	5229610	0.1212
10276	LG05	19239849	0.0675
10284	LG15	22995467	0.0615
10285	LG07	14894969	-6e-04
10291	LG10	6547702	0.4162
10295	LG12	23243263	0.0197
10299	LG06	4083575	0.0402
10304	LG02	21825266	0.0588
10306	LG14	15462903	0.2703
10307	LG11	5262579	0.009
10316	LG22	16614805	0.1787
10319	LG23	12543949	0.0206
10334	LG13	17465274	0.247
10342	LG16	23334848	0.0404
10350	LG03	7068423	0.0346
10366	LG01	7718267	-0.0015
10374	LG02	22089412	0.4752
10386	LG06	3618928	0.1653
10392	LG08	22476566	0.0333
10396	LG10	7240187	0.1569
10399	LG01	22235777	0.0365
10401	LG08	23374487	0.0271
10410	LG14	6016044	0.0188
10413	LG03	19637006	0.067
10414	LG16	17455883	0.081
10421	LG08	9228751	0.4839
10425	LG16	24274630	0.005
10429	LG05	2555026	0.0994
10431	LG08	10365018	0.0146
10435	LG06	24850560	0.033
10440	LG18	9448091	0.9441
10441	LG21	10658867	0.2527
10445	LG23	22081947	0.0169
10456	LG12	11310204	0.0251
10460	LG13	6966466	0.9865
10462	LG14	11822248	0.3134
10471	LG16	16729483	0.0267
10475	LG15	9190720	0.0591
10476	LG13	10039372	0.1573
10488	LG05	5151374	0.0219
10495	LG04	30851725	0.0139
10497	LG12	3555248	0.0826
10498	LG23	16901532	0.0119
10501	LG21	13147913	0.0284
10514	LG23	21207956	0.0603
10524	LG01	15222575	0.0299
10529	LG20	6701710	0.4714
10530	LG20	5796135	0.0463
10539	LG15	4351655	0.0121
10552	LG21	7506255	0.205
10560	LG17	11340830	0.029
10567	LG05	2974965	0.0259
10568	LG20	21700706	0.0357
10576	LG21	8043328	0.0206
10577	LG02	21140684	0.0103
10580	LG10	20152067	0.2775
10585	LG04	22250919	0.1008
10595	LG18	19191660	0.0846
10598	LG23	11912700	0.1314
10620	LG19	1053140	0.7378
10648	LG05	11265067	-0.0021
10665	LG03	22711876	0.0628
10675	LG23	19071795	-4e-04
10676	LG21	3879500	0.0118
10685	LG03	11289964	0.0595
10687	LG09	17530179	0.1253
10691	LG15	8792435	1e-04
10706	LG04	9581815	0.326
10711	LG20	6584996	0.1027
10718	LG12	19212702	0.0255
10726	LG08	12138119	0.1703
10730	LG13	12192317	0.6269
10732	LG20	10708777	-7e-04
10738	LG20	24076299	0.4148
10742	LG15	16381554	0.0778
10752	LG13	15104410	0.0281
10756	LG15	21461663	0.2084
10760	LG18	19613888	0.0173
10761	LG18	17229667	0.0287
10785	LG21	17775041	0.9627
10799	LG11	13643360	0.0202
10806	LG02	21825178	0.3768
10813	LG12	1339414	0.1493
10820	LG23	22823800	0.0456
10821	LG14	25883171	0.2389
10823	LG06	3377386	0.0281
10828	LG11	16821051	0.8103
10836	LG20	17324031	0.064
10838	LG05	17222349	0.0578
10839	LG15	20569522	0.1289
10840	LG17	2067492	0.852
10844	LG08	9797973	0.1852
10848	LG13	19995938	0.213
10849	LG05	20154474	0.0265
10857	LG04	19775761	0.0951
10860	LG03	10767775	0.0485
10872	LG13	2826437	0.0063
10878	LG02	11133801	0.0192
10882	LG05	11668653	0.0305
10894	LG18	11058911	0.0919
10913	LG07	20467284	0.0728
10921	LG18	12320425	0.0497
10928	LG23	8351205	0.3973
10933	LG13	23401812	0.0053
10951	LG08	16407110	0.4532
10953	LG21	14345198	0.0522
10954	LG14	13316350	0.115
10960	LG13	24575456	0.1728
10965	LG05	13105253	0.0443
10966	LG10	10433055	0.1483
10978	LG11	3709479	0.1476
10979	LG19	10854621	0.0709
10991	LG08	25784412	0.0095
10995	LG10	5381301	0.0872
10999	LG07	14769705	0.3687
11001	LG03	14489701	0.097
11003	LG14	1334127	0.2124
11008	LG06	9463080	0.1327
11019	LG11	17081030	0.7896
11027	LG17	10674849	0.0928
11049	LG10	12577783	0.0017
11052	LG05	8177311	-0.0018
11054	LG01	22931034	0.0975
11056	LG09	17620838	0.037
11059	LG05	6974071	0.0837
11072	LG18	1753151	0.0532
11081	LG10	22122129	0.3896
11090	LG17	6752875	0.0444
11092	LG06	11334310	0.1623
11113	LG18	8305419	0.0376
11115	LG01	9595976	0.0729
11116	LG13	23508205	0.0657
11119	LG13	16168416	0.0045
11126	LG08	663344	0.0112
11129	LG16	15293227	0.0121
11132	LG08	8582009	0.1554
11133	LG15	24264749	0.3833
11140	LG01	11291570	0.5225
11144	LG22	17277163	0.0026
11146	LG20	10708865	0.6587
11149	LG07	14869558	0.0296
11154	LG13	20413713	0.2502
11162	LG03	25703336	0.1407
11166	LG03	2817506	0.8004
11170	LG13	20663798	0.2251
11176	LG07	27362617	0.0394
11190	LG19	14330578	0.9899
11191	LG05	20436363	0.222
11210	LG11	25211807	0.112
11214	LG02	22650212	0.0106
11216	LG07	9149874	0.0109
11225	LG13	20699326	0.0269
11234	LG16	11625756	0.0049
11244	LG04	34560907	0.0093
11254	LG05	21626691	0.0097
11257	LG08	7044519	0.1604
11260	LG08	14170755	0.0192
11262	LG20	3439675	0.0219
11268	LG21	11120561	0.0131
11273	LG02	17972205	0.6575
11282	LG11	2541278	0.0095
11290	LG03	12068762	0.0759
11300	LG08	22239235	0.03
11304	LG02	4112741	0.2389
11313	LG14	11519823	0.3477
11319	LG10	17278254	0.0268
11325	LG13	7918800	0.2925
11336	LG23	17114644	0.3323
11337	LG17	15326186	0.1834
11343	LG23	6939864	0.1154
11348	LG13	5718070	0.0182
11354	LG14	18914944	0.0286
11367	LG22	5685661	0.0758
11370	LG01	17483374	0.051
11378	LG02	7657629	0.0234
11386	LG15	19591012	0.0299
11395	LG06	20300416	0.5092
11400	LG01	5957030	0.0523
11406	LG07	27267119	0.0144
11408	LG10	6902002	0.1776
11413	LG02	22543785	0.0274
11415	LG12	25161775	0.0123
11417	LG07	23619683	0.0768
11420	LG08	17026926	0.0763
11422	LG18	13594708	0.1064
11433	LG15	21253207	0.0169
11437	LG01	4662599	0.0515
11441	LG21	86016	0.9879
11443	LG21	5151457	0.0331
11447	LG14	8514447	0.0312
11454	LG18	7277678	0.1696
11459	LG09	19421069	0.084
11462	LG17	7614145	0.0122
11469	LG22	4116742	0.217
11476	LG16	23192284	0.0376
11479	LG01	24916735	0.8223
11482	LG11	20660135	0.4273
11483	LG05	16568600	0.2081
11500	LG07	22421100	0.0573
11504	LG01	24263046	0.5123
11505	LG15	4956975	0.0979
11506	LG12	24036984	0.0292
11509	LG05	3589620	0.9769
11520	LG18	17374494	0.1855
11537	LG22	19413456	0.0123
11552	LG15	14987505	0.0775
11563	LG06	6489767	0.0714
11565	LG22	16696270	0.1806
11566	LG07	28941938	0.1607
11574	LG17	10579200	0.0215
11576	LG07	10877109	0.1533
11579	LG13	17644758	0.0476
11580	LG20	23814200	0.235
11591	LG12	9634261	-0.0019
11594	LG11	11876000	0.2093
11609	LG20	677054	0.0871
11611	LG22	18943071	0.4646
