Locus	chromosome	position	fst
7922	PCodG	137570881	0.0202
24976	PCodG	137576476	0.2488
18694	PCodG	137683607	0.0338
8058	PCodG	137731601	0.0385
20449	PCodG	137737082	0.0321
8231	PCodG	137799487	-0.0004
14897	PCodG	137824871	0.0439
9174	PCodG	137855060	0.1374
15212	PCodG	137942523	0.0259
17718	PCodG	138110794	0.0121
11254	PCodG	138241426	0.0097
18637	PCodG	138266818	0.0212
2075	PCodG	138269224	0.0802
5469	PCodG	138521539	0.005
15139	PCodG	138538610	0.2217
11717	PCodG	138655112	0.1386
19522	PCodG	138922316	0.0161
14824	PCodG	139118592	0.0244
24371	PCodG	139304383	0.0248
19408	PCodG	139566912	0.0568
13258	PCodG	139920458	0.2773
15279	PCodG	139986155	0.0175
17738	PCodG	140018563	0.0584
3226	PCodG	140082263	0.2216
8820	PCodG	140082351	0.8538
13192	PCodG	140371565	0.1026
4613	PCodG	140588195	0.0211
20744	PCodG	140589857	0.1044
9216	PCodG	140780967	0.7093
20128	PCodG	140865480	0.8792
17934	PCodG	140866107	0.0498
17816	PCodG	140925825	0.0221
14626	PCodG	140925913	0.5153
4213	PCodG	140926698	0.0594
4727	PCodG	141178586	0.0142
12701	PCodG	141342227	0.1243
9299	PCodG	141371818	0.0834
12123	PCodG	142264424	0.026
7915	PCodG	142371071	0.1919
17347	PCodG	142533332	0.0599
22877	PCodG	143073985	0.246
13991	PCodG	143384058	0.0736
14298	PCodG	143433955	0.1085
24966	PCodG	143441582	0.0675
5367	PCodG	143441670	0.0802
24876	PCodG	143959422	0.0411
13627	PCodG	144027560	0.0225
10823	PCodG	144066176	0.0281
20756	PCodG	144257032	0.1723
13286	PCodG	144259667	0.0991
19689	PCodG	144304879	0.2239
10386	PCodG	144307718	0.1653
25271	PCodG	144335678	0.0243
14572	PCodG	144508433	0.0136
4065	PCodG	144698626	0.0291
10299	PCodG	144772365	0.0402
14955	PCodG	144778935	0.024
23148	PCodG	144792983	0.0817
12963	PCodG	144982908	0.0141
25630	PCodG	145175366	0.0355
19551	PCodG	145912245	0.3765
23232	PCodG	146089546	0.0199
9967	PCodG	146196709	0.1241
7907	PCodG	146237931	0.0046
9502	PCodG	146261406	0.3046
6260	PCodG	146319235	0.1139
12746	PCodG	146514068	0.6961
15140	PCodG	146514156	0.1096
3734	PCodG	146615082	0.045
13308	PCodG	146778317	0.008
7713	PCodG	146917927	0.0314
13575	PCodG	146918015	0.1228
7870	PCodG	146998728	0.6395
927	PCodG	147109770	0.0031
11563	PCodG	147178557	0.0714
13917	PCodG	147258596	0.569
21453	PCodG	147268799	0.1977
23753	PCodG	147290383	0.0262
15573	PCodG	147327067	0.8589
20091	PCodG	147331392	0.006
18841	PCodG	147345481	0.1855
12477	PCodG	147468380	0.0872
11663	PCodG	147475742	0.0934
1017	PCodG	147493436	0.0127
10177	PCodG	147578634	0.0156
5610	PCodG	147654658	0.0293
9369	PCodG	147738635	0.0091
14140	PCodG	148206207	0.1031
7144	PCodG	148206876	0.0258
18743	PCodG	148381573	0.3789
20101	PCodG	148423641	0.2662
5576	PCodG	148547634	0.0306
3940	PCodG	148555946	0.7247
2522	PCodG	148717476	0.3487
21614	PCodG	148717564	0.363
954	PCodG	148753207	0.2392
21699	PCodG	148932338	0.0519
926	PCodG	149260729	0.0435
6833	PCodG	149291752	0.1665
6342	PCodG	149468683	0.0779
13537	PCodG	149638294	0.0177
11008	PCodG	150151870	0.1327
5770	PCodG	150190412	0.0118
14176	PCodG	150293127	0.0275
22921	PCodG	150382307	0.5421
19990	PCodG	150710398	0.6641
248	PCodG	150757326	0.0157
21611	PCodG	150757414	0.0234
24028	PCodG	151162896	0.0231
13341	PCodG	151242730	0.7544
15701	PCodG	151252603	0.0256
18120	PCodG	151258694	0.0112
13148	PCodG	151456010	0.1504
381	PCodG	151579589	0.5298
10178	PCodG	152013385	0.0053
11092	PCodG	152023100	0.1623
5719	PCodG	152128437	0.0301
8016	PCodG	152204426	0.045
9135	PCodG	152870844	0.0366
4452	PCodG	152986598	0.0912
8758	PCodG	153087102	0.075
813	PCodG	153562670	0.1046
8872	PCodG	153628869	0.0242
6112	PCodG	153628957	0.0156
5077	PCodG	153643725	0.3979
3692	PCodG	153737556	0.0773
22020	PCodG	153918506	0.3764
15298	PCodG	154061756	0.0074
8327	PCodG	154278141	0.7149
14593	PCodG	154345521	0.015
24665	PCodG	154959514	0.3741
3887	PCodG	154967453	0.4809
6810	PCodG	155334167	0.0325
6157	PCodG	155402484	0.3076
7726	PCodG	155454142	0.0755
25368	PCodG	155748965	0.0232
20867	PCodG	155912966	0.0076
2331	PCodG	156491941	0.0286
9684	PCodG	156906567	0.8178
12544	PCodG	156983641	0.138
6652	PCodG	157002976	0.0293
9582	PCodG	157438261	0.0481
16968	PCodG	157735954	0.5691
21921	PCodG	157736042	0.0541
15615	PCodG	157781223	0.8336
23650	PCodG	157787018	0.9434
22783	PCodG	157840009	0.2462
3973	PCodG	158194372	0.4151
24868	PCodG	158208954	0.0237
13547	PCodG	158435035	0.3289
14906	PCodG	159047316	0.5032
12288	PCodG	159175585	0.0472
733	PCodG	159348797	0.0183
4398	PCodG	159686951	0.1818
23788	PCodG	160267223	0.3385
5232	PCodG	160532482	0.1018
1054	PCodG	160587539	0.7131
5336	PCodG	160748328	0.9451
11395	PCodG	160989206	0.5092
4191	PCodG	161429863	0.4687
20705	PCodG	161743905	0.0753
23765	PCodG	162022311	0.0165
15407	PCodG	162271444	0.1918
4887	PCodG	162897239	0.008
19466	PCodG	163297999	0.0707
5465	PCodG	163446358	0.0615
7391	PCodG	163454119	0.0687
8465	PCodG	163454207	0.0144
14522	PCodG	163557874	0.0313
16504	PCodG	163710820	0.8107
18159	PCodG	164174265	0.0848
12220	PCodG	164452489	0.1181
14932	PCodG	164691846	0.0657
4572	PCodG	164746243	0.0305
17898	PCodG	164788320	0.6982
23587	PCodG	164857473	0.1658
20402	PCodG	165063719	0.0628
10435	PCodG	165539350	0.033
17066	PCodG	165654809	0.2681
3396	PCodG	166003744	0.6647
13556	PCodG	166699409	0.708
23748	PCodG	166699497	0.069
4472	PCodG	166960004	0.1209
3957	PCodG	166976836	0.0139
23248	PCodG	167304420	0.0624
16573	PCodG	167786807	0.0174
23457	PCodG	168476663	0.0133
5946	PCodG	168872288	0.0444
9664	PCodG	169050757	0.0272
5322	PCodG	170949829	0.034
13732	PCodG	171032082	0.084
20810	PCodG	171185870	0.2376
15536	PCodG	172045330	0.1003
8890	PCodG	172643291	0.0237
16410	PCodG	172723580	0.0943
6894	PCodG	173042131	0.0297
23190	PCodG	173096348	0.0437
13652	PCodG	173479699	0.0876
7763	PCodG	173631546	0.0215
25479	PCodG	174019774	0.0079
8334	PCodG	174198757	0.2047
63	PCodG	174403914	0.0185
10210	PCodG	175032935	0.044
8898	PCodG	175165646	0.3013
11216	PCodG	175303284	0.0109
17318	PCodG	175313153	0.0357
17835	PCodG	175536824	0.9654
11760	PCodG	175672613	0.0714
14667	PCodG	175691405	0.1903
3284	PCodG	175693340	0.2012
23562	PCodG	175906333	0.2844
8191	PCodG	176232589	0.0111
3095	PCodG	176953912	0.0455
11576	PCodG	177030519	0.1533
12578	PCodG	177121662	0.0832
8100	PCodG	177581927	0.0337
14999	PCodG	177582680	0.0084
7875	PCodG	177606100	0.4435
23986	PCodG	177851570	-0.0014
15934	PCodG	177936259	0.7329
10215	PCodG	177956825	0.3139
4137	PCodG	177965124	0.0829
11997	PCodG	178066350	0.0472
13198	PCodG	178131081	0.1735
16062	PCodG	178229946	0.0305
25059	PCodG	178349402	0.1846
23563	PCodG	178502623	0.3629
2520	PCodG	178515495	0.1047
14810	PCodG	178773316	0.8742
5031	PCodG	178882261	0.233
17322	PCodG	179379514	0.1204
2735	PCodG	179389736	0.9257
3195	PCodG	179451298	0.8361
22035	PCodG	179523435	0.0178
14640	PCodG	179699179	0.0614
1737	PCodG	180794101	0.0727
25567	PCodG	180899043	0.0094
10999	PCodG	180923115	0.3687
14546	PCodG	180985253	0.5246
22166	PCodG	181008092	0.748
11149	PCodG	181022968	0.0296
10285	PCodG	181048379	-0.0006
16881	PCodG	181295582	0.0236
24274	PCodG	181391026	0.3018
4637	PCodG	181565333	0.0058
24467	PCodG	181607994	0.8003
21874	PCodG	181717513	0.8132
4660	PCodG	182032444	0.3775
16218	PCodG	182222508	0.0296
17141	PCodG	182300089	0.0199
7479	PCodG	182389666	0.6584
925	PCodG	182399640	0.5332
7171	PCodG	182439698	0.0896
6697	PCodG	182456874	0.1242
3324	PCodG	182560791	0.0138
18517	PCodG	182711911	0.2188
17036	PCodG	182756455	0.1061
3111	PCodG	183111272	0.0597
9164	PCodG	183145017	0.0262
14474	PCodG	183534774	0.0039
2069	PCodG	183586578	0.4683
22303	PCodG	183647418	0.0002
23947	PCodG	183761621	0.047
7458	PCodG	183915234	0.0163
17631	PCodG	184048764	0.031
18619	PCodG	184337090	0.1514
8813	PCodG	184375569	0.1019
15473	PCodG	184657858	0.9636
19904	PCodG	184657946	0.1197
24287	PCodG	184762832	0.032
21934	PCodG	184810448	0.583
24440	PCodG	184945899	0.0279
6298	PCodG	185444332	0.0582
19785	PCodG	185818904	0.065
21829	PCodG	185891850	0.7472
11943	PCodG	186596194	0.1209
10913	PCodG	186620694	0.0728
5417	PCodG	186793430	0.0046
4856	PCodG	186798598	0.1233
13935	PCodG	187070129	0.3287
18796	PCodG	187071612	0.0038
12962	PCodG	187144988	0.0227
2319	PCodG	187150602	0.5
15645	PCodG	187156688	0.0188
6534	PCodG	187173568	0.0879
6635	PCodG	187200847	0.0712
12380	PCodG	187200935	0.0695
16164	PCodG	187228783	0.1308
23908	PCodG	187283734	0.2634
20990	PCodG	187284579	0.5928
9800	PCodG	187349940	0.0111
24999	PCodG	187350028	0.0085
22324	PCodG	187356527	0.1583
2454	PCodG	187747804	0.0635
20197	PCodG	187926469	0.0326
12303	PCodG	188020070	0.0349
24684	PCodG	188143177	0.0313
11768	PCodG	188143265	0.1722
11902	PCodG	188199670	0.0264
22276	PCodG	188493478	0.0063
11500	PCodG	188574510	0.0573
4681	PCodG	189237881	0.9914
16168	PCodG	189485280	0.0302
2830	PCodG	189486121	0.1463
1490	PCodG	189577757	0.0844
3798	PCodG	189614659	0.1725
21016	PCodG	189661344	0.2968
11417	PCodG	189773093	0.0768
20163	PCodG	190458636	0.0349
11860	PCodG	190488046	0.4626
22729	PCodG	190686685	0.0191
7604	PCodG	190811021	0.105
19107	PCodG	191413461	0.2031
24414	PCodG	191533316	0.0571
17670	PCodG	191638111	0.4889
19046	PCodG	191639175	0.0364
11886	PCodG	192094924	0.1139
3307	PCodG	192326849	0.1572
23211	PCodG	192337369	0.2538
12406	PCodG	192753721	0.0097
24833	PCodG	192821552	0.0726
12299	PCodG	193061752	0.0279
12946	PCodG	193074674	0.3312
8693	PCodG	193096201	0.2223
20753	PCodG	193219547	0.5986
1258	PCodG	193335565	0.0465
11406	PCodG	193420529	0.0144
12394	PCodG	193467553	0.0552
20472	PCodG	193482612	0.402
11176	PCodG	193516027	0.0394
19020	PCodG	193524473	0.0356
22989	PCodG	193561142	0.0277
16425	PCodG	193737013	0.016
4514	PCodG	193835548	0.1384
19879	PCodG	193855658	0.02
12564	PCodG	193971085	0.1157
22430	PCodG	194055763	0.2557
16718	PCodG	194119388	0.1587
25032	PCodG	194216449	0.1553
16834	PCodG	194283694	0.2646
24680	PCodG	194350323	0.7992
7313	PCodG	194371584	0.9339
19685	PCodG	194839928	0.0423
17993	PCodG	195029525	0.1877
11566	PCodG	195095348	0.1607
2087	PCodG	195095436	0.1058
21723	PCodG	195284308	0.0513
20395	PCodG	195707213	0.182
17216	PCodG	195779657	0.064
20248	PCodG	196017881	0.112
19520	PCodG	196022398	0.097
9667	PCodG	196279099	0.1989
5739	PCodG	196545049	0.0036
7395	PCodG	196708990	-0.0008
19372	PCodG	197068809	0.0164
7058	PCodG	197946107	0.4279
14421	PCodG	198049543	0.1017
11126	PCodG	198049631	0.0112
8103	PCodG	198053529	0.3755
17867	PCodG	198510638	-0.0007
200	PCodG	198614126	0.1201
174	PCodG	198698709	0.044
4596	PCodG	199148026	0.0283
19342	PCodG	201129104	0.1375
17856	PCodG	201562780	0.0342
7466	PCodG	201587111	0.1731
15973	PCodG	202098242	0.056
3193	PCodG	202189792	0.1877
16186	PCodG	202327350	0.4893
23100	PCodG	202802040	0.0126
24606	PCodG	202813945	0.0299
3207	PCodG	203035046	0.4972
12508	PCodG	203186442	0.0097
16965	PCodG	203198008	0.0425
16238	PCodG	203198096	0.0445
7046	PCodG	203574576	0.8453
3244	PCodG	203881848	0.0099
17168	PCodG	203956398	0.0689
6771	PCodG	204099175	0.0918
820	PCodG	204169558	0.2018
16032	PCodG	204248906	0.3444
21540	PCodG	204343177	0.1789
9813	PCodG	204358166	0.0246
11257	PCodG	204430806	0.1604
15024	PCodG	204457064	0.051
8002	PCodG	204479952	0.0213
10038	PCodG	204547768	0.0121
21600	PCodG	204557417	0.0032
5623	PCodG	204625973	0.2574
24759	PCodG	205185917	0.0069
16803	PCodG	205454513	0.0259
19587	PCodG	205564974	0.4402
8803	PCodG	205565062	0.0631
22900	PCodG	205687530	0.0146
16134	PCodG	205692188	0.1135
14537	PCodG	205705719	0.0693
11132	PCodG	205968296	0.1554
8208	PCodG	206143205	0.0671
15112	PCodG	206298804	0.1185
3373	PCodG	206353278	0.0379
10421	PCodG	206615038	0.4839
5844	PCodG	206943601	0.0803
5060	PCodG	206976678	0.2269
16292	PCodG	207177629	0.0646
10844	PCodG	207184260	0.1852
12064	PCodG	207429328	-0.0016
23580	PCodG	207511931	0.4403
1693	PCodG	207630106	0.2145
5834	PCodG	207654629	0.0923
3960	PCodG	207728927	0.0064
18900	PCodG	207734177	0.0373
10431	PCodG	207751305	0.0146
545	PCodG	207799835	0.1294
23076	PCodG	207810179	0.0367
15748	PCodG	207833278	0.9882
20791	PCodG	207990196	0.0184
24825	PCodG	207990642	0.0114
4491	PCodG	208019458	0.4062
15432	PCodG	208191123	0.0306
18628	PCodG	208202024	0.0474
21539	PCodG	208209923	0.243
16698	PCodG	208282639	0.0445
4040	PCodG	208298840	0.0572
571	PCodG	208458261	0.0047
2506	PCodG	208682680	0.0294
7865	PCodG	208751318	-0.0018
9679	PCodG	208839274	0.1127
13723	PCodG	208891123	0.0104
17666	PCodG	208891211	0.0705
20578	PCodG	209149940	0.0456
22563	PCodG	209206784	0.9523
23593	PCodG	209211051	0.0488
2408	PCodG	209246794	0.7749
16121	PCodG	209379836	0.6684
18615	PCodG	209508464	0.9248
10726	PCodG	209524406	0.1703
17267	PCodG	210011323	0.9424
14044	PCodG	210074241	0.1487
4368	PCodG	210131223	0.0102
23293	PCodG	210230659	0.0912
1089	PCodG	210499025	0.011
7501	PCodG	210514703	0.0152
256	PCodG	210570741	0.7594
15568	PCodG	210623712	0.2526
16141	PCodG	210904349	0.0029
24384	PCodG	211142681	0.0705
17870	PCodG	211226622	0.9446
1098	PCodG	211346639	0.2471
20530	PCodG	211458814	0.0218
11260	PCodG	211557042	0.0192
9229	PCodG	211573745	0.3975
23395	PCodG	211573833	0.1317
20285	PCodG	211593211	0.0261
6910	PCodG	211767822	0.0309
13925	PCodG	212052546	0.2744
21531	PCodG	212425339	0.0516
16911	PCodG	212425427	0.0263
20760	PCodG	212496657	0.0748
3161	PCodG	212517088	0.3047
528	PCodG	212542340	0.1215
4891	PCodG	212942152	0.3812
10061	PCodG	213045473	0.6379
25277	PCodG	213168251	0.0149
5450	PCodG	213212594	0.0213
17190	PCodG	213212682	0.0153
10951	PCodG	213793397	0.4532
21123	PCodG	213941584	0.993
7974	PCodG	213953489	0.6018
8815	PCodG	214053692	0.0298
11420	PCodG	214413213	0.0763
20270	PCodG	214735329	0.0583
24993	PCodG	214961820	0.0608
9284	PCodG	215100283	0.1288
943	PCodG	215252449	0.0467
5206	PCodG	215399345	0.1034
13241	PCodG	215400370	0.2019
11759	PCodG	215488900	0.9559
18889	PCodG	215532811	0.0244
6229	PCodG	215770068	0.0226
7807	PCodG	215856460	0.5426
18073	PCodG	215974811	0.0605
24415	PCodG	216152844	0.0404
2234	PCodG	216335493	0.086
17392	PCodG	216423970	0.0169
22332	PCodG	216484306	0.2226
16942	PCodG	216501574	0.0812
9888	PCodG	216685397	0.0268
12521	PCodG	216925645	0.0098
10166	PCodG	217044451	0.0364
8997	PCodG	217429845	0.4431
1266	PCodG	218154900	0.0858
19923	PCodG	218319998	0.0449
2851	PCodG	218455031	0.0473
4317	PCodG	218902912	0.2789
13724	PCodG	218950220	-0.0019
18702	PCodG	218950308	0.1917
24554	PCodG	219150016	0.0243
373	PCodG	219321800	0.0029
11300	PCodG	219625522	0.03
9940	PCodG	219753725	0.0282
10392	PCodG	219862853	0.0333
17885	PCodG	220398552	0.0502
16205	PCodG	220720001	0.0044
10401	PCodG	220760774	0.0271
22526	PCodG	221712394	0.8315
2400	PCodG	221837984	0.0075
23159	PCodG	221933682	0.3795
21092	PCodG	221962077	0.0368
22824	PCodG	222144128	0.7436
21470	PCodG	222148209	0.0962
4609	PCodG	222148297	0.4541
3197	PCodG	222232490	0.1181
18726	PCodG	222516919	0.0729
24683	PCodG	222736549	0.3208
7522	PCodG	222784038	0.0676
24253	PCodG	222922109	0.0134
23564	PCodG	223104923	0.0145
10991	PCodG	223170699	0.0095
2368	PCodG	223570792	0.3335
23592	PCodG	223586848	0.2216
14342	PCodG	224325097	0.0147
21802	PCodG	224792468	0.2954
18502	PCodG	225123645	0.0406
7128	PCodG	225388070	0.114
5198	PCodG	225576882	0.0688
708	PCodG	225837617	0.0389
4556	PCodG	226055675	0.0361
3651	PCodG	226055763	0.3073
17384	PCodG	226353475	0.1188
12566	PCodG	226667637	0.0715
20522	PCodG	226690372	0.0167
15806	PCodG	226783720	0.0494
10172	PCodG	227258617	0.3686
25269	PCodG	227338959	0.0411
9606	PCodG	227620273	0.0095
3458	PCodG	227676983	0.0516
4615	PCodG	227853679	0.0784
18186	PCodG	228086106	0.1293
20937	PCodG	228277264	0.0266
20726	PCodG	228619888	0.0102
5685	PCodG	228678443	0.1786
25028	PCodG	228819015	0.7688
8194	PCodG	229069992	0.9538
16637	PCodG	229094001	0.0354
9077	PCodG	229478926	0.0331
7109	PCodG	229500259	0.245
3948	PCodG	229854704	0.2372
5124	PCodG	229897151	0.0452
1504	PCodG	230267951	0.075
21120	PCodG	230331111	0.2721
12803	PCodG	230472961	0.051
15471	PCodG	230651323	0.6749
5011	PCodG	230651411	0.6809
6099	PCodG	231032723	0.0186
415	PCodG	231127358	0.3711
1047	PCodG	231129979	0.2006
20890	PCodG	231236716	0.0191
19199	PCodG	231236804	0.0379
21454	PCodG	231288582	0.1658
22698	PCodG	231622087	0.0133
7902	PCodG	231806529	0.3566
14628	PCodG	231972849	0.2057
14594	PCodG	232012870	0.1773
12990	PCodG	232076460	0.0456
20036	PCodG	232120715	0.2238
4146	PCodG	232394528	0.1073
14042	PCodG	232763182	0.1207
11691	PCodG	232763272	0.383
13279	PCodG	233579913	0.0053
4702	PCodG	233632383	0.1909
7514	PCodG	233645551	0.0024
15907	PCodG	233648290	0.7308
5853	PCodG	234093621	0.0652
23935	PCodG	234120960	0.0161
561	PCodG	234257091	0.0846
12713	PCodG	234449491	0.0278
9489	PCodG	234604087	0.0593
12567	PCodG	234604175	0.0603
25293	PCodG	234604595	0.6577
5882	PCodG	234644742	0.1814
19371	PCodG	234872376	0.227
9576	PCodG	234910707	0.1992
18401	PCodG	235045465	0.1253
23924	PCodG	235094607	0.1019
11848	PCodG	235324169	0.0081
18757	PCodG	235480768	0.0492
22918	PCodG	235678060	0.0163
13940	PCodG	235679299	0.1078
16806	PCodG	235680117	0.0224
2230	PCodG	235688493	0.0157
15462	PCodG	235765201	0.0729
20446	PCodG	235855124	0.8702
17230	PCodG	235950736	0.2181
7104	PCodG	235950824	0.0142
12017	PCodG	236469364	0.6528
11849	PCodG	236747312	-0.0008
23143	PCodG	236776354	0.0395
20265	PCodG	236805274	0.0575
1311	PCodG	236805360	0.0075
9215	PCodG	236990673	0.0331
22806	PCodG	237054654	0.3519
18482	PCodG	237111607	0.0067
22873	PCodG	237171463	0.0538
7465	PCodG	237364276	0.0894
22092	PCodG	237428576	0.0044
24117	PCodG	237479919	0.0006
17185	PCodG	237694452	0.017
17702	PCodG	237702097	0.2767
10198	PCodG	238023374	0.2956
21686	PCodG	238109162	0.5806
410	PCodG	238109252	0.2942
7314	PCodG	238136310	0.2937
8322	PCodG	238221186	0.0142
19752	PCodG	238336688	0.0721
8199	PCodG	238647888	0.4033
5930	PCodG	238686205	0.0283
2792	PCodG	238801441	0.0297
17951	PCodG	238852406	0.0246
12201	PCodG	238863752	0.0579
15311	PCodG	239073662	0.6961
9668	PCodG	239302317	0.1755
23785	PCodG	239317698	0.0526
7818	PCodG	239657727	0.1731
19083	PCodG	240206027	0.055
15650	PCodG	240274888	0.1337
13054	PCodG	240276077	0.3001
22246	PCodG	240302238	-0.0019
16967	PCodG	240306853	0.0515
13476	PCodG	240306941	0.0658
14260	PCodG	240320472	0.2194
15586	PCodG	240372208	0.1488
13129	PCodG	240701255	0.0858
9611	PCodG	240824298	0.0041
17901	PCodG	241019994	0.0791
4617	PCodG	241021822	0.0711
17959	PCodG	241052638	0.1166
1582	PCodG	241123479	0.0505
4090	PCodG	241246858	0.2728
18043	PCodG	241293722	0.9142
17038	PCodG	241312613	0.8366
16009	PCodG	241589869	0.13
10687	PCodG	241713352	0.1253
4142	PCodG	241770982	0.2646
11056	PCodG	241804011	0.037
21118	PCodG	241827184	0.0367
5451	PCodG	241835689	0.057
22640	PCodG	241835777	0.3734
9966	PCodG	241856574	0.0377
4960	PCodG	241993802	0.0434
14555	PCodG	242065200	0.043
39	PCodG	242065288	0.0576
17442	PCodG	242207114	0.2049
986	PCodG	242596322	0.0229
8603	PCodG	242618279	0.6659
379	PCodG	242674496	0.0167
7759	PCodG	243462795	0.3205
21239	PCodG	243549215	0.0198
11459	PCodG	243604242	0.084
9545	PCodG	243668451	0.4237
4459	PCodG	243677462	0.0402
13207	PCodG	244132740	0.1916
263	PCodG	244160367	0.208
3031	PCodG	244208903	0.0531
13721	PCodG	244298468	0.0467
14755	PCodG	244521547	0.0531
9082	PCodG	244591836	0.052
12516	PCodG	244621663	0.4261
13461	PCodG	244742250	0.0156
23178	PCodG	245024832	0.329
4629	PCodG	245114552	0.0061
19360	PCodG	245828056	0.9469
5980	PCodG	246069836	0.3767
18319	PCodG	246072515	0.077
12384	PCodG	246581894	0.4645
17912	PCodG	247217818	0.092
9387	PCodG	247638093	0.033
23136	PCodG	247725446	0.1693
2895	PCodG	247725534	0.0296
19310	PCodG	247727203	0.1697
17968	PCodG	247753972	0.1771
20068	PCodG	247812081	0.2214
22753	PCodG	247868041	0.0234
8124	PCodG	247949728	0.9065
13163	PCodG	248102044	0.0561
917	PCodG	248149227	0.0097
5577	PCodG	248152917	0.0323
1794	PCodG	248326573	0.4723
19682	PCodG	248541832	0.0723
11638	PCodG	248615465	0.2474
12554	PCodG	248680648	0.0179
4226	PCodG	248790775	0.1109
10138	PCodG	249867296	0.0564
3962	PCodG	250170512	0.0225
18050	PCodG	250680818	0.0335
7384	PCodG	250917914	0.0136
5928	PCodG	250935446	0.0172
5002	PCodG	250935534	0.0414
16612	PCodG	251125697	0.0076
11954	PCodG	251821514	0.233
17879	PCodG	251858764	-0.0014
6583	PCodG	252030954	0.0639
9252	PCodG	252055429	0.0732
1592	PCodG	252067978	0.0301
18111	PCodG	252090667	0.05
1073	PCodG	252168670	0.0817
17351	PCodG	252210979	0.0218
17343	PCodG	252376394	0.0235
21870	PCodG	252402479	0.005
14554	PCodG	252657598	0.3346
22771	PCodG	253349654	0.6338
7781	PCodG	253717374	0.0312
18248	PCodG	253870345	0.0261
22011	PCodG	253872430	0.0057
4426	PCodG	253965490	0.0859
10260	PCodG	254043122	0.0046
25250	PCodG	254194592	0.7988
3963	PCodG	254255502	0.0091
21089	PCodG	254304954	0.0566
10995	PCodG	254946788	0.0872
5203	PCodG	255107940	0.0862
6	PCodG	255130893	0.042
13295	PCodG	255155997	0.2488
13881	PCodG	255327699	0.0208
5962	PCodG	255400291	0.0047
18330	PCodG	255408706	0.3832
244	PCodG	255416499	0.0457
885	PCodG	255416587	0.0239
3434	PCodG	255568603	0.1011
9159	PCodG	255769505	-0.0006
10291	PCodG	256113189	0.4162
16787	PCodG	256209892	0.0248
11408	PCodG	256467489	0.1776
10396	PCodG	256805674	0.1569
19829	PCodG	256927004	0.06
21800	PCodG	256927533	0.023
14287	PCodG	256995266	0.0039
7214	PCodG	256996917	0.9424
6701	PCodG	257034614	0.0287
12987	PCodG	257333518	0.0381
21681	PCodG	257345485	0.028
4620	PCodG	257378972	0.8194
7791	PCodG	257379060	0.1176
8160	PCodG	258313636	0.0243
9986	PCodG	259168147	0.2851
16280	PCodG	259197169	0.6396
3176	PCodG	259327929	0.0076
4206	PCodG	259358704	0.0259
3753	PCodG	259426433	0.7065
24659	PCodG	259469312	0.0855
22961	PCodG	259483078	0.0992
17181	PCodG	259614420	0.2172
10966	PCodG	259998542	0.1483
92	PCodG	260061530	0.6407
12725	PCodG	260385110	0.0371
21971	PCodG	260432646	0.6831
8033	PCodG	260460954	0.9823
17999	PCodG	260930993	0.0759
13125	PCodG	260958346	0.0156
12182	PCodG	261267899	0.5928
198	PCodG	262107953	0.8809
11049	PCodG	262143270	0.0017
14190	PCodG	262218733	0.0458
20081	PCodG	262224023	0.092
13791	PCodG	262263419	0.7531
3121	PCodG	262423493	0.0589
9755	PCodG	262942652	0.0064
12945	PCodG	263014140	0.6848
7453	PCodG	263215886	0.0047
17990	PCodG	263465637	0.2134
15313	PCodG	263778322	0.0226
23615	PCodG	264288195	0.4971
4083	PCodG	264704534	0.212
3015	PCodG	264729141	0.8131
8507	PCodG	264825465	0.2399
15234	PCodG	264825553	0.2175
15009	PCodG	265228884	0.0888
24591	PCodG	265276988	0.0852
10015	PCodG	265375997	0.6525
8525	PCodG	265932603	0.4871
4251	PCodG	266203738	0.4855
8597	PCodG	266368570	0.0984
14526	PCodG	266368658	0.262
11895	PCodG	266442549	0.1464
12199	PCodG	266458360	0.0665
5217	PCodG	266458448	0.0798
22392	PCodG	266521131	0.0161
7505	PCodG	266617089	0.0221
1907	PCodG	266664382	0.2625
19023	PCodG	266664470	0.2548
11319	PCodG	266843741	0.0268
4171	PCodG	267109331	0.0163
25620	PCodG	267255987	0.0668
1262	PCodG	267308614	0.0055
9549	PCodG	267414052	0.0828
17760	PCodG	267661064	0.3112
24634	PCodG	267800541	0.0207
16422	PCodG	268005151	0.0127
24307	PCodG	268065409	0.0077
15002	PCodG	268159689	0.0075
18366	PCodG	268159777	0.0995
21884	PCodG	268235611	0.026
9538	PCodG	268417084	0.0232
18754	PCodG	268668482	0.0214
20945	PCodG	268932242	0.0193
20920	PCodG	268970169	0.2097
9452	PCodG	268983317	0.4302
7879	PCodG	269033454	0.0287
16245	PCodG	269330783	0.0092
23189	PCodG	269333191	0.0238
16145	PCodG	269480773	0.0411
3248	PCodG	269587104	0.1702
10580	PCodG	269717554	0.2775
19564	PCodG	269911374	-0.0019
1872	PCodG	270798090	0.1408
6040	PCodG	271569712	0.0604
11910	PCodG	271569800	0.0683
2558	PCodG	271586315	0.0559
4958	PCodG	271673407	0.4913
11081	PCodG	271687616	0.3896
7913	PCodG	271974091	0.0665
11	PCodG	272444707	0.0523
2705	PCodG	272444795	0.0267
25444	PCodG	272563307	0.5269
472	PCodG	272806595	0.016
12916	PCodG	272830887	0.0165
6033	PCodG	272843537	0.0842
23146	PCodG	272995942	0.0538
716	PCodG	273085728	0.1696
