locus,prob,log10(PO),qval,alpha,fst,log10q,outlier
13650_74,1,1000,0,1.8059,0.58598,-Inf,True
13693_54,1,1000,0,1.6872,0.55764,-Inf,True
13762_65,0.88169,0.87231,0.013028,-1.478,0.065601,-1.88512225010716,True
13774_83,0.95355,1.3123,0.0045289,-1.8534,0.046313,-2.34400726861438,True
13791_31,0.999,2.9995,5.422e-05,1.0378,0.40377,-4.26584048675553,True
13796_49,0.88099,0.8694,0.013224,-1.5517,0.06293,-1.87863715943661,True
13845_74,0.9998,3.6989,8.0332e-06,1.2728,0.4593,-5.09511142041178,True
13850_62,0.62573,0.2232,0.048135,-1.0134,0.1044,-1.31753902384881,True
13917_31,0.9994,3.2216,2.9596e-05,1.4321,0.49693,-4.52876698135035,True
13923_66,0.9964,2.4421,0.00031179,1.1474,0.42978,-3.50613781799408,True
14011_86,1,1000,0,1.6328,0.54422,-Inf,True
14020_91,0.90255,0.96667,0.0092519,-1.8693,0.051039,-2.03376906998733,True
14117_54,1,1000,0,2.0469,0.63951,-Inf,True
14122_74,0.9541,1.3178,0.0043537,-1.8645,0.045988,-2.3611415001533,True
14293_50,0.9812,1.7176,0.0016144,-2.0982,0.036302,-2.79198885110716,True
14305_64,1,1000,0,2.4433,0.72209,-Inf,True
14329_39,0.99945,3.2594,2.2399e-05,1.0467,0.40579,-4.64977137024513,True
14379_31,0.9507,1.2852,0.0050683,-1.8041,0.048171,-2.29513768650988,True
14459_42,0.72999,0.43193,0.032322,0.77765,0.35209,-1.4905017740704,True
14474_74,0.69073,0.34898,0.038976,-1.4954,0.083379,-1.40920273338324,True
14492_91,0.9978,2.6566,0.00018043,-2.2863,0.029394,-3.74369125087807,True
14546_28,0.9994,3.2216,2.9596e-05,1.3545,0.47865,-4.52876698135035,True
14626_69,0.99995,4.301,2.7305e-06,1.4796,0.50821,-5.56375781912844,True
14702_38,0.85384,0.76656,0.016311,0.98078,0.3958,-1.78751941227863,True
14720_65,1,1000,0,2.4795,0.72906,-Inf,True
14727_89,0.71874,0.40746,0.033924,-1.5427,0.078832,-1.46949294546286,True
14764_88,0.82639,0.67761,0.019654,-1.5341,0.068567,-1.70654904828399,True
14803_47,0.95795,1.3576,0.0035919,-1.8002,0.047665,-2.44467576277665,True
14810_81,1,1000,0,1.5425,0.52357,-Inf,True
14852_48,1,1000,0,2.166,0.6663,-Inf,True
14864_28,0.99935,3.1868,3.7233e-05,-2.2869,0.02904,-4.42907196966516,True
15039_89,0.97985,1.6869,0.0017388,-2.3365,0.030834,-2.7597503684812,True
15098_61,0.79719,0.59447,0.023792,-1.2899,0.079771,-1.62356904882212,True
15122_43,0.99485,2.2859,0.00043271,-2.3928,0.027505,-3.36380306806766,True
15185_71,0.62133,0.21506,0.049675,-1.1017,0.10156,-1.30386212421815,True
15311_57,1,1000,0,1.7,0.56044,-Inf,True
15332_59,0.62598,0.22367,0.047111,-1.2311,0.096903,-1.32687767712724,True
15373_43,1,1000,0,1.7715,0.57767,-Inf,True
15471_80,1,1000,0,1.7832,0.5796,-Inf,True
15473_44,1,1000,0,2.4627,0.72587,-Inf,True
15543_86,0.9926,2.1275,0.00057133,-2.2724,0.03031,-3.24311297094665,True
15573_81,1,1000,0,1.7247,0.56655,-Inf,True
15615_75,1,1000,0,1.8969,0.60563,-Inf,True
15646_86,0.99995,4.301,2.7305e-06,1.3689,0.482,-5.56375781912844,True
15677_86,1,1000,0,1.2121,0.44452,-Inf,True
15748_37,1,1000,0,2.9823,0.8121,-Inf,True
15780_34,1,1000,0,1.9174,0.61152,-Inf,True
15791_77,1,1000,0,1.7704,0.57692,-Inf,True
15828_89,0.99995,4.301,2.7305e-06,1.57,0.52944,-5.56375781912844,True
15907_79,1,1000,0,1.2534,0.45448,-Inf,True
15934_88,1,1000,0,1.1539,0.43091,-Inf,True
16011_36,0.69258,0.35275,0.03854,-1.2724,0.089266,-1.41408828968057,True
16057_61,0.9988,2.9203,6.7563e-05,1.4138,0.49264,-4.17029107469429,True
16121_54,1,1000,0,1.8449,0.59385,-Inf,True
16245_77,0.95155,1.2931,0.0049771,-2.0669,0.040523,-2.30302363331427,True
16257_32,0.95935,1.3729,0.0033466,1.1409,0.42971,-2.47539619328133,True
16280_87,1,1000,0,1.5612,0.52746,-Inf,True
16456_30,1,1000,0,1.6378,0.54627,-Inf,True
16504_64,1,1000,0,1.2023,0.44217,-Inf,True
16517_67,1,1000,0,1.7818,0.57986,-Inf,True
16620_53,1,1000,0,1.2481,0.45302,-Inf,True
16667_54,0.9687,1.4906,0.0027079,0.91439,0.37633,-2.56736737774542,True
16748_47,1,1000,0,1.5616,0.52748,-Inf,True
16898_80,0.9998,3.6989,8.0332e-06,1.1239,0.42386,-5.09511142041178,True
16965_75,0.9842,1.7944,0.0012908,-1.8217,0.044394,-2.88914104326813,True
17016_46,1,1000,0,2.4694,0.72719,-Inf,True
17038_31,1,1000,0,1.3487,0.47705,-Inf,True
17087_78,1,1000,0,1.5879,0.53396,-Inf,True
17097_62,1,1000,0,1.6935,0.55865,-Inf,True
17128_83,0.9469,1.2512,0.0055444,-1.7639,0.050045,-2.25614544514838,True
17267_57,1,1000,0,2.2697,0.6873,-Inf,True
17325_91,1,1000,0,1.3772,0.48387,-Inf,True
17329_78,0.91735,1.0453,0.0076115,-1.7615,0.052828,-2.11852974828478,True
17342_48,1,1000,0,1.4199,0.49408,-Inf,True
17391_85,0.85379,0.76638,0.016546,0.7754,0.34767,-1.78130698000864,True
17436_89,1,1000,0,1.5654,0.52854,-Inf,True
17454_72,0.90715,0.98987,0.0082367,-1.6946,0.055841,-2.08424675175545,True
17497_83,1,1000,0,1.586,0.53348,-Inf,True
17625_52,1,1000,0,1.7311,0.56819,-Inf,True
17670_29,0.99635,2.4361,0.0003206,1.3148,0.46943,-3.49403648198187,True
17825_50,1,1000,0,2.6751,0.7642,-Inf,True
17835_82,1,1000,0,2.3656,0.70726,-Inf,True
17870_82,1,1000,0,2.0392,0.63858,-Inf,True
17875_70,0.99995,4.301,2.7305e-06,1.2421,0.45175,-5.56375781912844,True
17879_62,0.9834,1.7726,0.0014979,-2.1048,0.035936,-2.82451717922523,True
17898_53,1,1000,0,1.3235,0.47121,-Inf,True
17909_49,0.9981,2.7204,0.00013708,-2.1687,0.032299,-3.86302590424217,True
17944_29,0.94655,1.2482,0.0057387,-1.9716,0.043656,-2.2411864781194,True
18043_70,1,1000,0,2.1331,0.6584,-Inf,True
18075_88,1,1000,0,3.1535,0.83529,-Inf,True
18099_48,1,1000,0,1.573,0.53044,-Inf,True
18166_40,1,1000,0,1.5507,0.52507,-Inf,True
18196_91,1,1000,0,1.4974,0.51255,-Inf,True
18243_78,0.9979,2.6768,0.0001748,1.3745,0.48342,-3.75745857170162,True
18250_77,0.9998,3.6989,8.0332e-06,-2.495,0.024063,-5.09511142041178,True
18398_56,0.88464,0.88473,0.012051,1.0311,0.40643,-1.91897691354867,True
18415_67,0.99115,2.0492,0.00071551,-1.9394,0.039811,-3.14538429214254,True
18476_33,1,1000,0,2.5296,0.73798,-Inf,True
18566_86,1,1000,0,1.9008,0.60673,-Inf,True
18586_88,0.97435,1.5796,0.0022249,-1.928,0.042206,-2.65268950397481,True
18615_90,1,1000,0,2.3184,0.69727,-Inf,True
18741_63,1,1000,0,3.1351,0.83284,-Inf,True
18796_47,0.85629,0.77514,0.016076,-1.7172,0.059979,-1.79382200248,True
18804_34,0.75969,0.49986,0.028937,-1.6238,0.072458,-1.53854649571113,True
18821_37,0.95745,1.3522,0.0037563,1.1866,0.44067,-2.4252397297335,True
18938_79,1,1000,0,1.8253,0.58968,-Inf,True
18979_56,0.9246,1.0886,0.0073283,1.1439,0.43175,-2.13499676018113,True
19035_42,0.86784,0.81735,0.014057,-1.5237,0.065222,-1.85210735516715,True
19037_28,1,1000,0,1.6731,0.55388,-Inf,True
19046_67,0.94995,1.2783,0.0051606,-1.619,0.054457,-2.28729980195021,True
19094_49,1,1000,0,1.8186,0.58775,-Inf,True
19181_79,1,1000,0,1.7057,0.5617,-Inf,True
19183_90,1,1000,0,2.0311,0.63642,-Inf,True
19241_70,0.99795,2.6873,0.00015311,1.1281,0.42506,-3.81499644350819,True
19255_72,0.96245,1.4087,0.0031858,-1.9686,0.04192,-2.49678149206997,True
19275_70,0.9999,3.9999,5.0003e-06,1.4113,0.49205,-5.30100393877677,True
19304_91,0.9995,3.3008,1.9049e-05,1.2809,0.46114,-4.72012781819734,True
19360_67,1,1000,0,2.3992,0.71346,-Inf,True
19425_39,0.99615,2.4128,0.0003659,1.3114,0.46863,-3.43663759051339,True
19458_30,1,1000,0,2.4708,0.72683,-Inf,True
19587_85,0.97025,1.5134,0.0023954,1.2173,0.44748,-2.62062195478066,True
19598_28,0.81514,0.64439,0.021069,-1.4161,0.073492,-1.67635607686405,True
19651_48,0.71249,0.39412,0.035568,-1.1361,0.092524,-1.44894055464508,True
19685_46,0.65548,0.27935,0.04312,-1.1549,0.096692,-1.36532124782132,True
19718_50,1,1000,0,1.4046,0.49048,-Inf,True
19720_40,0.76824,0.52045,0.026107,-1.2355,0.084079,-1.58324303083125,True
19735_57,1,1000,0,1.7453,0.57076,-Inf,True
19772_39,1,1000,0,2.3168,0.69783,-Inf,True
19918_47,0.88169,0.87231,0.013028,1.1139,0.42607,-1.88512225010716,True
19971_69,0.99935,3.1868,3.7233e-05,-2.493,0.024253,-4.42907196966516,True
19975_77,0.9882,1.9229,0.00086481,0.97232,0.38899,-3.06307929717719,True
19990_74,1,1000,0,1.6942,0.55876,-Inf,True
20017_89,0.99525,2.3212,0.0004084,1.2434,0.45265,-3.38891426658513,True
20070_33,0.9944,2.2494,0.00044593,-2.0376,0.036495,-3.35073330944858,True
20083_40,0.9401,1.1957,0.0059546,0.94061,0.3833,-2.2251474069146,True
20128_60,1,1000,0,2.0127,0.63267,-Inf,True
20154_72,1,1000,0,2.1194,0.65588,-Inf,True
20222_82,1,1000,0,1.2042,0.44262,-Inf,True
20230_54,1,1000,0,1.4329,0.49714,-Inf,True
20425_46,0.99955,3.3466,1.5975e-05,1.3898,0.487,-4.79655913316956,True
20446_35,1,1000,0,1.4494,0.50122,-Inf,True
20473_75,1,1000,0,2.3552,0.70474,-Inf,True
20500_53,0.80239,0.60858,0.022865,-1.4243,0.074258,-1.6408287942833,True
20574_42,0.9999,3.9999,5.0003e-06,1.256,0.4552,-5.30100393877677,True
20586_75,1,1000,0,1.9009,0.60785,-Inf,True
20624_60,0.99645,2.4482,0.00030307,1.2638,0.45739,-3.5184570510269,True
20672_73,1,1000,0,1.3116,0.4682,-Inf,True
20688_76,0.68923,0.34593,0.039414,-1.2608,0.090012,-1.4043494877486,True
20719_30,1,1000,0,1.5313,0.52084,-Inf,True
20835_91,0.89669,0.93852,0.0097794,-1.5531,0.061593,-2.00968778986297,True
20837_42,1,1000,0,1.7554,0.57313,-Inf,True
20859_64,0.9792,1.6728,0.0017821,1.1827,0.43895,-2.74906792979989,True
20895_28,0.73104,0.43425,0.031928,-1.3242,0.084071,-1.49582828522403,True
20908_32,0.66488,0.29755,0.042165,-1.1456,0.096185,-1.37504789533688,True
20928_88,1,1000,0,1.4301,0.49659,-Inf,True
21084_81,0.80404,0.61311,0.022258,0.96756,0.39439,-1.65251386192343,True
21097_61,0.88744,0.89677,0.011278,-1.6855,0.057864,-1.94776790974767,True
21290_80,1,1000,0,1.4161,0.4932,-Inf,True
21296_44,1,1000,0,1.7409,0.56957,-Inf,True
21403_62,0.9686,1.4892,0.0027706,1.2095,0.44559,-2.55742617011537,True
21419_81,1,1000,0,2.1799,0.66892,-Inf,True
21583_80,0.88369,0.8807,0.01244,-1.4823,0.065234,-1.9051796196452,True
21596_52,0.86649,0.81226,0.014495,1.0233,0.40522,-1.83878178030898,True
21671_32,0.9983,2.7688,0.0001124,1.283,0.46177,-3.94923368876696,True
21686_40,0.9991,3.0453,5.1362e-05,1.1887,0.4394,-4.28935807348958,True
21704_83,0.89044,0.90997,0.010704,0.89743,0.37492,-1.97045389957625,True
21748_28,1,1000,0,1.9697,0.62236,-Inf,True
21807_77,1,1000,0,1.4916,0.51123,-Inf,True
21829_90,1,1000,0,1.4608,0.50386,-Inf,True
21844_32,0.83899,0.71691,0.018297,-1.5186,0.067761,-1.73762011192264,True
21863_80,0.9972,2.5516,0.00024636,1.1374,0.4274,-3.60842980458178,True
21874_61,1,1000,0,1.4843,0.50957,-Inf,True
21905_34,0.99685,2.5003,0.00026144,-2.3606,0.027775,-3.58262796514768,True
21934_70,1,1000,0,1.5356,0.52139,-Inf,True
21971_88,1,1000,0,1.8357,0.59176,-Inf,True
22022_82,0.95365,1.3133,0.0044413,-1.8055,0.047742,-2.35248989020301,True
22166_90,1,1000,0,1.2739,0.45929,-Inf,True
22373_54,1,1000,0,1.2222,0.4469,-Inf,True
22526_47,1,1000,0,1.487,0.51022,-Inf,True
22563_78,1,1000,0,2.1663,0.66635,-Inf,True
22761_86,0.62413,0.22024,0.048647,-0.99226,0.10531,-1.31294393697052,True
22771_46,0.9988,2.9203,6.7563e-05,1.1371,0.42726,-4.17029107469429,True
22788_50,0.91425,1.0278,0.0079168,0.84282,0.36136,-2.10145032638699,True
22800_60,1,1000,0,2.2221,0.67826,-Inf,True
22824_44,1,1000,0,1.6974,0.55982,-Inf,True
22913_52,1,1000,0,1.7234,0.56589,-Inf,True
22921_81,0.99935,3.1868,3.7233e-05,1.428,0.49597,-4.42907196966516,True
22923_53,1,1000,0,2.9447,0.80665,-Inf,True
22978_85,1,1000,0,1.5142,0.51656,-Inf,True
23029_65,0.9997,3.5227,1.2097e-05,1.1081,0.42007,-4.91732231935189,True
23055_40,0.95185,1.2959,0.004797,1.1717,0.43735,-2.3190302815341,True
23057_90,1,1000,0,2.504,0.73315,-Inf,True
23082_30,0.82669,0.67852,0.019382,-1.339,0.075291,-1.71260141076575,True
23100_30,0.98585,1.843,0.0011258,-2.055,0.037144,-2.94853875567582,True
23150_85,0.84174,0.72581,0.017538,-1.4726,0.069205,-1.75601993425892,True
23190_41,0.81629,0.64771,0.020781,-1.4302,0.072914,-1.6823335576435,True
23203_56,1,1000,0,1.5845,0.53365,-Inf,True
23214_64,0.76369,0.50943,0.027161,0.94711,0.39088,-1.56605424446197,True
23233_91,1,1000,0,1.6261,0.54284,-Inf,True
23271_34,0.99975,3.6019,1.1166e-05,1.3049,0.46688,-4.95210237648559,True
23345_62,0.89854,0.94727,0.0095995,-1.8376,0.052341,-2.01775138705377,True
23346_64,0.79829,0.59743,0.023174,-1.5142,0.07173,-1.63499899737126,True
23351_84,1,1000,0,1.5178,0.51747,-Inf,True
23364_76,1,1000,0,1.7368,0.5696,-Inf,True
23368_84,0.99995,4.301,2.7305e-06,1.193,0.43996,-5.56375781912844,True
23402_69,1,1000,0,1.5752,0.53121,-Inf,True
23412_55,0.79789,0.59635,0.023483,-1.4819,0.072829,-1.6292464218955,True
23449_84,1,1000,0,1.9297,0.61428,-Inf,True
23494_54,0.65918,0.28648,0.042641,-1.0689,0.099455,-1.37017261895828,True
23503_79,1,1000,0,1.4495,0.50115,-Inf,True
23615_58,0.99815,2.732,0.00012701,1.3282,0.47252,-3.89616208397439,True
23645_49,0.9996,3.3977,1.4584e-05,-2.3661,0.027139,-4.83612334435308,True
23650_52,1,1000,0,2.2193,0.67718,-Inf,True
23685_83,0.99995,4.301,2.7305e-06,1.2073,0.44352,-5.56375781912844,True
23694_52,0.89604,0.93548,0.0099598,0.81392,0.3553,-2.00174938243659,True
23727_36,1,1000,0,1.3854,0.48586,-Inf,True
23792_68,0.99975,3.6019,1.1166e-05,1.1366,0.42676,-4.95210237648559,True
23883_54,0.9663,1.4575,0.0029685,-1.8671,0.044531,-2.52746294673792,True
23944_64,1,1000,0,1.7464,0.57169,-Inf,True
23986_50,0.96935,1.5,0.0025198,-2.2402,0.034211,-2.59863392840232,True
23992_46,0.9931,2.1581,0.00053705,1.351,0.47803,-3.26998527908028,True
24025_40,0.9628,1.413,0.0031116,-2.2048,0.035842,-2.50701623718302,True
24029_90,0.82709,0.67974,0.019109,-1.4662,0.070756,-1.71876203957216,True
24083_62,1,1000,0,1.4888,0.51063,-Inf,True
24135_88,0.99985,3.8238,5.482e-06,1.377,0.48393,-5.26106096879652,True
24194_44,0.82574,0.67565,0.019927,-1.3207,0.076214,-1.70055807919791,True
24265_91,0.72654,0.42436,0.033115,-1.2539,0.086942,-1.47997524061709,True
24292_65,0.65138,0.27149,0.043605,-1.3204,0.091741,-1.36046370917389,True
24307_70,0.9551,1.3278,0.0041793,-1.7363,0.050025,-2.37889645305636,True
24372_49,0.9986,2.8532,9.0063e-05,-2.3673,0.027293,-4.04545359077586,True
24402_81,0.99935,3.1868,3.7233e-05,1.3717,0.48272,-4.42907196966516,True
24451_47,1,1000,0,2.9949,0.8141,-Inf,True
24467_66,1,1000,0,1.3536,0.47829,-Inf,True
24478_46,1,1000,0,1.4063,0.49087,-Inf,True
24504_88,0.89319,0.92235,0.010329,-2.0663,0.047204,-1.98594172257566,True
24643_67,1,1000,0,2.3693,0.70768,-Inf,True
24673_38,0.99975,3.6019,1.1166e-05,1.1079,0.42,-4.95210237648559,True
24680_34,1,1000,0,1.3915,0.48732,-Inf,True
24734_83,0.74254,0.46,0.030763,-1.6158,0.074514,-1.51197131451706,True
24751_43,1,1000,0,1.8284,0.59094,-Inf,True
24808_90,0.86434,0.80424,0.014717,-1.5285,0.065112,-1.83218071012287,True
24874_53,0.76809,0.52009,0.026457,-1.5226,0.074501,-1.57745940267727,True
24910_64,0.9994,3.2216,2.9596e-05,-2.5884,0.022373,-4.52876698135035,True
24935_75,0.88589,0.89007,0.011663,1.0736,0.41652,-1.93318972437417,True
24980_70,0.9031,0.96939,0.008911,-2.0082,0.047393,-2.05007355633209,True
24985_69,1,1000,0,2.0451,0.63912,-Inf,True
25009_49,1,1000,0,2.8042,0.78531,-Inf,True
25028_90,1,1000,0,1.8703,0.59973,-Inf,True
25087_60,0.9986,2.8532,9.0063e-05,-2.18,0.031678,-4.04545359077586,True
25129_40,0.99745,2.5923,0.00020509,-2.08,0.034824,-3.68805551491538,True
25139_50,0.959,1.369,0.0034273,-1.9104,0.044336,-2.46504787904192,True
25170_36,1,1000,0,1.788,0.58088,-Inf,True
25225_45,1,1000,0,1.9085,0.60838,-Inf,True
25241_70,1,1000,0,1.8214,0.58829,-Inf,True
25250_29,1,1000,0,1.6493,0.54857,-Inf,True
25293_70,0.83009,0.68891,0.018566,0.78039,0.34951,-1.73128165388271,True
25296_85,0.99915,3.0702,4.6203e-05,-2.265,0.029493,-4.33532982441907,True
25334_51,0.9986,2.8532,9.0063e-05,1.2928,0.46416,-4.04545359077586,True
25416_62,1,1000,0,1.9866,0.62612,-Inf,True
25444_50,0.97575,1.6046,0.0020181,1.0854,0.41609,-2.69505731759754,True
25638_76,1,1000,0,1.7369,0.568,-Inf,True
