locus,prob,log10(PO),qval,alpha,fst,log10q,outlier
23271_34,0.9851,1.8203,0.00068777,1.2289,0.46378,-3.16255677169314,True
23351_84,1,1000,0,1.4607,0.51853,-Inf,True
23364_76,1,1000,0,1.688,0.57271,-Inf,True
23368_84,0.9999,3.9999,3.1009e-06,1.1392,0.44168,-5.50851223897017,True
23402_69,1,1000,0,1.5234,0.53357,-Inf,True
23449_84,1,1000,0,1.8701,0.61484,-Inf,True
23503_79,0.99945,3.2594,1.7223e-05,1.387,0.50085,-4.76389119841272,True
23615_58,0.77539,0.53809,0.023376,1.0034,0.41698,-1.63122980140978,True
23645_49,0.9936,2.191,0.00031856,-2.3917,0.028607,-3.49680875731667,True
23650_52,1,1000,0,2.1683,0.67964,-Inf,True
23685_83,0.9976,2.6187,9.7382e-05,1.1466,0.44368,-4.01152131029901,True
23727_36,1,1000,0,1.3333,0.4881,-Inf,True
23792_68,0.99745,2.5923,0.00011424,1.0839,0.42874,-3.9421818055679,True
23883_54,0.69218,0.35193,0.032255,-1.4174,0.088112,-1.49140295376993,True
23944_64,1,1000,0,1.693,0.57372,-Inf,True
23986_50,0.77899,0.54712,0.021881,-1.8544,0.066979,-1.65993283386705,True
24025_40,0.71269,0.39454,0.029698,-1.6857,0.078918,-1.52727279708718,True
24083_62,1,1000,0,1.4406,0.51382,-Inf,True
24135_88,0.9952,2.3166,0.00022998,1.3197,0.48505,-3.638309930362,True
24372_49,0.989,1.9538,0.00056594,-2.39,0.029106,-3.24722960953639,True
24402_81,0.95615,1.3385,0.0029241,1.2704,0.47456,-2.53400777921569,True
24451_47,1,1000,0,2.9387,0.81516,-Inf,True
24467_66,1,1000,0,1.2981,0.47967,-Inf,True
24478_46,1,1000,0,1.3472,0.4914,-Inf,True
24643_67,1,1000,0,2.3184,0.70998,-Inf,True
24673_38,0.98795,1.9137,0.00060275,1.0464,0.4202,-3.21986278095051,True
24680_34,1,1000,0,1.3354,0.48859,-Inf,True
24751_43,1,1000,0,1.7745,0.59282,-Inf,True
24910_64,0.99315,2.1613,0.00034012,-2.6171,0.023674,-3.46836782959549,True
24985_69,1,1000,0,1.9831,0.63918,-Inf,True
25009_49,1,1000,0,2.7593,0.78823,-Inf,True
25028_90,1,1000,0,1.8087,0.59985,-Inf,True
25087_60,0.987,1.8804,0.00064236,-2.2076,0.033648,-3.19222151056894,True
25129_40,0.97005,1.5104,0.0020104,-2.0809,0.039052,-2.69671752441548,True
25170_36,1,1000,0,1.7419,0.58456,-Inf,True
25225_45,1,1000,0,1.8483,0.60889,-Inf,True
25241_70,1,1000,0,1.7765,0.59212,-Inf,True
25250_29,1,1000,0,1.6047,0.55263,-Inf,True
25296_85,0.9944,2.2494,0.00029835,-2.3076,0.030328,-3.52527395781988,True
25334_51,0.82949,0.68707,0.012984,1.0416,0.42434,-1.88659149318182,True
25416_62,1,1000,0,1.9352,0.62849,-Inf,True
25638_76,0.99995,4.301,1.1858e-06,1.6845,0.5701,-5.92598855399106,True
