locus	n_missing	p_missing
7117_67	377	0.555228276878
7127_63	220	0.324005891016
7128_68	22	0.0324005891016
7129_73	373	0.549337260677
7142_63	225	0.331369661267
7144_64	418	0.615611192931
7151_56	375	0.552282768778
7158_55	600	0.883652430044
7163_41	336	0.494845360825
7171_55	248	0.365243004418
7176_64	434	0.639175257732
7187_83	246	0.362297496318
7193_58	27	0.039764359352
7195_90	472	0.695139911635
7206_46	98	0.144329896907
7219_45	44	0.0648011782032
7220_67	377	0.555228276878
7227_78	87	0.128129602356
7239_32	35	0.0515463917526
7244_58	93	0.136966126657
7267_90	361	0.531664212077
7271_32	40	0.0589101620029
7274_63	116	0.170839469809
7278_71	494	0.727540500736
7296_88	472	0.695139911635
7301_41	406	0.59793814433
7322_91	234	0.344624447717
7324_73	377	0.555228276878
7327_56	106	0.156111929308
7328_48	27	0.039764359352
7348_90	47	0.0692194403535
7362_88	352	0.518409425626
7364_65	107	0.157584683358
7370_61	102	0.150220913108
7395_88	281	0.413843888071
7405_81	96	0.141384388807
7412_67	382	0.562592047128
7416_32	90	0.132547864507
7419_28	429	0.631811487482
7450_31	470	0.692194403535
7452_31	284	0.418262150221
7476_58	553	0.814432989691
7479_31	97	0.142857142857
7485_91	126	0.185567010309
7493_78	604	0.889543446244
7501_37	340	0.500736377025
7507_76	27	0.039764359352
7509_89	466	0.686303387334
7522_77	410	0.60382916053
7535_35	87	0.128129602356
7555_82	431	0.634756995582
7559_86	87	0.128129602356
7568_41	13	0.019145802651
7570_65	188	0.276877761414
7573_38	429	0.631811487482
7574_52	32	0.0471281296024
7576_75	368	0.541973490427
7588_77	211	0.310751104566
7596_90	372	0.547864506627
7604_75	278	0.40942562592
7605_40	504	0.742268041237
7610_56	36	0.0530191458027
7615_90	283	0.416789396171
7618_60	36	0.0530191458027
7620_90	429	0.631811487482
7627_43	23	0.0338733431517
7632_73	472	0.695139911635
7638_71	98	0.144329896907
7643_33	129	0.189985272459
7646_59	42	0.0618556701031
7648_38	242	0.356406480118
7656_62	35	0.0515463917526
7659_56	377	0.555228276878
7661_73	375	0.552282768778
7663_51	135	0.19882179676
7671_61	154	0.226804123711
7672_64	469	0.690721649485
7685_45	18	0.0265095729013
7688_59	203	0.298969072165
7698_46	184	0.270986745214
7701_85	153	0.225331369661
7708_74	142	0.20913107511
7726_74	35	0.0515463917526
7734_38	52	0.0765832106038
7742_65	371	0.546391752577
7747_33	424	0.624447717231
7749_60	344	0.506627393225
7755_36	278	0.40942562592
7759_51	323	0.475699558174
7762_87	591	0.870397643594
7765_87	144	0.212076583211
7767_79	331	0.487481590574
7769_76	315	0.463917525773
7775_39	31	0.0456553755523
7777_58	17	0.0250368188513
7781_62	136	0.20029455081
7791_84	287	0.422680412371
7798_89	148	0.217967599411
7803_76	31	0.0456553755523
7807_85	475	0.699558173785
7823_79	14	0.020618556701
7839_84	376	0.553755522828
7841_33	97	0.142857142857
7854_54	97	0.142857142857
7859_30	541	0.79675994109
7861_38	90	0.132547864507
7875_29	280	0.412371134021
7880_35	44	0.0648011782032
7885_90	431	0.634756995582
7890_57	23	0.0338733431517
7891_58	386	0.568483063328
7915_45	27	0.039764359352
7929_68	101	0.148748159057
7937_66	276	0.40648011782
7939_50	388	0.571428571429
7940_62	282	0.415316642121
7945_53	225	0.331369661267
7950_91	296	0.435935198822
7952_34	380	0.559646539028
7957_84	18	0.0265095729013
7971_70	314	0.462444771723
7974_36	47	0.0692194403535
7975_63	53	0.0780559646539
7976_88	339	0.499263622975
7994_50	473	0.696612665685
7998_87	7	0.0103092783505
8006_54	162	0.238586156112
8019_80	33	0.0486008836524
8020_39	192	0.282768777614
8023_61	430	0.633284241532
8025_69	420	0.618556701031
8045_72	149	0.219440353461
8055_51	428	0.630338733432
8056_84	374	0.550810014728
8062_31	39	0.0574374079529
8078_87	13	0.019145802651
8095_30	501	0.737849779087
8097_79	269	0.39617083947
8098_76	254	0.374079528719
8103_28	231	0.340206185567
8106_58	496	0.730486008837
8111_78	207	0.304860088365
8122_66	196	0.288659793814
8124_33	226	0.332842415317
8129_77	404	0.59499263623
8130_65	378	0.556701030928
8134_65	32	0.0471281296024
8140_70	384	0.565537555228
8143_81	44	0.0648011782032
8145_75	138	0.20324005891
8149_58	230	0.338733431517
8150_34	196	0.288659793814
8155_67	176	0.259204712813
8160_84	468	0.689248895434
8165_77	281	0.413843888071
8171_56	469	0.690721649485
8174_67	233	0.343151693667
8177_53	517	0.761413843888
8181_52	86	0.126656848306
8187_43	379	0.558173784978
8195_49	148	0.217967599411
8196_88	227	0.334315169367
8198_34	465	0.684830633284
8199_45	407	0.59941089838
8202_35	49	0.0721649484536
8203_72	146	0.215022091311
8204_91	552	0.812960235641
8205_41	373	0.549337260677
8209_47	86	0.126656848306
8225_30	475	0.699558173785
8238_91	23	0.0338733431517
8240_85	250	0.368188512518
8242_28	191	0.281296023564
8244_41	473	0.696612665685
8245_57	131	0.19293078056
8246_32	469	0.690721649485
8252_76	92	0.135493372607
8254_42	484	0.712812960236
8255_66	236	0.347569955817
8274_40	50	0.0736377025037
8278_38	224	0.329896907216
8288_52	289	0.425625920471
8289_59	270	0.39764359352
8294_91	365	0.537555228277
8295_66	15	0.0220913107511
8305_69	39	0.0574374079529
8316_73	199	0.293078055965
8330_45	177	0.260677466863
8333_62	272	0.40058910162
8334_51	561	0.826215022091
8356_62	472	0.695139911635
8359_34	543	0.79970544919
8370_41	282	0.415316642121
8374_71	35	0.0515463917526
8379_85	257	0.378497790869
8387_41	554	0.815905743741
8393_45	302	0.444771723122
8398_42	475	0.699558173785
8402_69	375	0.552282768778
8410_72	86	0.126656848306
8411_43	564	0.830633284242
8423_40	360	0.530191458027
8424_83	96	0.141384388807
8429_36	106	0.156111929308
8432_28	289	0.425625920471
8448_32	578	0.851251840943
8449_32	38	0.0559646539028
8450_75	37	0.0544918998527
8457_44	504	0.742268041237
8472_50	194	0.285714285714
8484_54	475	0.699558173785
8486_35	243	0.357879234168
8492_51	272	0.40058910162
8496_43	421	0.620029455081
8499_62	17	0.0250368188513
8502_88	310	0.456553755523
8504_72	226	0.332842415317
8505_51	200	0.294550810015
8508_39	515	0.758468335788
8509_72	20	0.0294550810015
8510_85	278	0.40942562592
8520_75	296	0.435935198822
8525_86	193	0.284241531664
8526_77	36	0.0530191458027
8527_76	28	0.0412371134021
8532_64	347	0.511045655376
8534_89	83	0.122238586156
8536_56	36	0.0530191458027
8543_91	156	0.229749631811
8551_67	191	0.281296023564
8568_90	38	0.0559646539028
8571_36	321	0.472754050074
8577_35	588	0.865979381443
8584_84	543	0.79970544919
8596_44	44	0.0648011782032
8597_43	50	0.0736377025037
8600_38	385	0.567010309278
8601_60	40	0.0589101620029
8614_70	181	0.266568483063
8623_62	21	0.0309278350515
8628_86	23	0.0338733431517
8630_46	29	0.0427098674521
8637_57	26	0.0382916053019
8641_48	148	0.217967599411
8658_85	28	0.0412371134021
8662_31	339	0.499263622975
8670_47	142	0.20913107511
8678_50	229	0.337260677467
8690_59	27	0.039764359352
8693_71	44	0.0648011782032
8694_56	269	0.39617083947
8704_87	382	0.562592047128
8705_35	473	0.696612665685
8707_31	329	0.484536082474
8712_55	435	0.640648011782
8722_88	15	0.0220913107511
8725_47	376	0.553755522828
8726_71	185	0.272459499264
8732_30	534	0.786450662739
8744_80	361	0.531664212077
8745_48	86	0.126656848306
8747_48	150	0.220913107511
8748_63	477	0.702503681885
8750_65	479	0.705449189985
8758_62	216	0.318114874816
8759_35	12	0.0176730486009
8778_32	55	0.0810014727541
8780_52	339	0.499263622975
8786_39	264	0.388807069219
8789_47	92	0.135493372607
8798_38	81	0.119293078056
8803_51	363	0.534609720177
8804_51	323	0.475699558174
8805_68	26	0.0382916053019
8817_39	338	0.497790868925
8818_43	567	0.835051546392
8824_32	588	0.865979381443
8831_82	28	0.0412371134021
8847_86	51	0.0751104565538
8850_30	370	0.544918998527
8851_70	515	0.758468335788
8857_70	30	0.0441826215022
8866_80	377	0.555228276878
8872_88	102	0.150220913108
8878_38	27	0.039764359352
8890_67	41	0.060382916053
8898_61	33	0.0486008836524
8901_88	341	0.502209131075
8916_51	367	0.540500736377
8933_87	568	0.836524300442
8936_51	23	0.0338733431517
8938_68	467	0.687776141384
8939_55	569	0.837997054492
8953_50	590	0.868924889543
8968_91	57	0.0839469808542
8993_34	241	0.354933726068
8997_45	59	0.0868924889543
9000_35	21	0.0309278350515
9002_55	35	0.0515463917526
9006_41	223	0.328424153166
9027_40	309	0.455081001473
9030_36	570	0.839469808542
9043_45	192	0.282768777614
9045_91	471	0.693667157585
9057_76	469	0.690721649485
9061_67	58	0.0854197349043
9065_58	57	0.0839469808542
9066_50	41	0.060382916053
9069_62	343	0.505154639175
9070_30	477	0.702503681885
9072_44	380	0.559646539028
9074_65	470	0.692194403535
9076_70	168	0.247422680412
9085_44	55	0.0810014727541
9086_55	346	0.509572901325
9096_52	226	0.332842415317
9097_89	43	0.0633284241532
9109_87	367	0.540500736377
9115_73	30	0.0441826215022
9117_33	471	0.693667157585
9119_36	425	0.625920471281
9126_61	91	0.134020618557
9144_58	189	0.278350515464
9149_78	412	0.60677466863
9156_43	333	0.490427098675
9166_67	374	0.550810014728
9168_58	339	0.499263622975
9174_67	394	0.580265095729
9185_52	319	0.469808541973
9187_88	260	0.382916053019
9192_71	241	0.354933726068
9209_80	540	0.79528718704
9210_32	240	0.353460972018
9218_71	252	0.371134020619
9222_53	499	0.734904270987
9225_43	113	0.166421207658
9232_76	386	0.568483063328
9233_69	312	0.459499263623
9235_71	158	0.232695139912
9236_37	430	0.633284241532
9249_56	545	0.80265095729
9260_38	33	0.0486008836524
9270_51	35	0.0515463917526
9275_59	23	0.0338733431517
9276_86	574	0.845360824742
9277_43	46	0.0677466863034
9280_40	501	0.737849779087
9284_49	21	0.0309278350515
9286_44	501	0.737849779087
9297_31	435	0.640648011782
9302_57	612	0.901325478645
9306_74	36	0.0530191458027
9308_32	290	0.427098674521
9324_42	375	0.552282768778
9331_63	63	0.0927835051546
9347_41	422	0.621502209131
9350_55	416	0.612665684831
9354_91	146	0.215022091311
9357_61	364	0.536082474227
9359_63	95	0.139911634757
9381_86	59	0.0868924889543
9383_66	605	0.891016200295
9389_31	45	0.0662739322533
9397_71	483	0.711340206186
9399_69	194	0.285714285714
9404_32	83	0.122238586156
9406_35	231	0.340206185567
9409_57	432	0.636229749632
9416_90	93	0.136966126657
9421_74	43	0.0633284241532
9428_43	55	0.0810014727541
9429_70	591	0.870397643594
9430_59	391	0.575846833579
9445_37	321	0.472754050074
9450_48	355	0.522827687776
9452_90	137	0.20176730486
9471_70	147	0.216494845361
9474_63	34	0.0500736377025
9478_81	163	0.240058910162
9482_65	116	0.170839469809
9502_68	385	0.567010309278
9513_49	477	0.702503681885
9514_34	32	0.0471281296024
9530_91	139	0.20471281296
9543_62	92	0.135493372607
9555_75	100	0.147275405007
9568_74	25	0.0368188512518
9576_74	25	0.0368188512518
9577_74	531	0.782032400589
9579_65	32	0.0471281296024
9585_44	37	0.0544918998527
9590_88	226	0.332842415317
9593_81	131	0.19293078056
9596_54	328	0.483063328424
9617_38	478	0.703976435935
9624_43	364	0.536082474227
9630_70	102	0.150220913108
9633_68	508	0.748159057437
9640_91	431	0.634756995582
9655_35	471	0.693667157585
9657_90	375	0.552282768778
9658_59	139	0.20471281296
9667_77	143	0.210603829161
9668_44	91	0.134020618557
9673_90	273	0.40206185567
9679_61	22	0.0324005891016
9681_41	477	0.702503681885
9682_66	51	0.0751104565538
9693_84	370	0.544918998527
9701_90	510	0.751104565538
9704_88	180	0.265095729013
9710_60	515	0.758468335788
9725_68	39	0.0574374079529
9744_91	142	0.20913107511
9745_41	491	0.723122238586
9749_36	15	0.0220913107511
9755_40	31	0.0456553755523
9761_80	525	0.773195876289
9770_54	24	0.0353460972018
9776_73	281	0.413843888071
9786_88	421	0.620029455081
9790_83	93	0.136966126657
9809_63	29	0.0427098674521
9831_79	462	0.680412371134
9833_50	337	0.496318114875
9837_60	296	0.435935198822
9840_88	14	0.020618556701
9842_79	87	0.128129602356
9845_73	52	0.0765832106038
9850_31	28	0.0412371134021
9853_60	473	0.696612665685
9855_72	24	0.0353460972018
9860_66	375	0.552282768778
9864_31	53	0.0780559646539
9866_90	372	0.547864506627
9870_83	102	0.150220913108
9878_88	31	0.0456553755523
9899_69	474	0.698085419735
9900_44	26	0.0382916053019
9903_70	91	0.134020618557
9913_83	472	0.695139911635
9932_39	131	0.19293078056
9940_91	469	0.690721649485
9947_53	88	0.129602356406
9952_75	483	0.711340206186
9957_41	552	0.812960235641
9967_43	30	0.0441826215022
9971_34	46	0.0677466863034
9976_50	330	0.486008836524
9978_90	36	0.0530191458027
9979_31	39	0.0574374079529
9980_34	101	0.148748159057
9985_49	214	0.315169366716
9996_74	20	0.0294550810015
9998_63	375	0.552282768778
10001_46	224	0.329896907216
10004_46	4	0.00589101620029
10012_73	78	0.114874815906
10015_56	471	0.693667157585
10024_74	261	0.384388807069
10030_77	587	0.864506627393
10032_79	12	0.0176730486009
10044_67	28	0.0412371134021
10047_89	466	0.686303387334
10050_87	486	0.715758468336
10054_29	382	0.562592047128
10061_54	84	0.123711340206
10068_70	7	0.0103092783505
10076_78	340	0.500736377025
10086_28	469	0.690721649485
10091_83	381	0.561119293078
10100_68	474	0.698085419735
10129_33	272	0.40058910162
10135_55	105	0.154639175258
10136_53	27	0.039764359352
10137_70	131	0.19293078056
10151_59	365	0.537555228277
10156_87	353	0.519882179676
10160_86	45	0.0662739322533
10167_80	319	0.469808541973
10172_28	38	0.0559646539028
10183_66	345	0.508100147275
10184_77	192	0.282768777614
10192_53	418	0.615611192931
10194_87	322	0.474226804124
10199_57	240	0.353460972018
10207_37	106	0.156111929308
10211_85	217	0.319587628866
10226_68	96	0.141384388807
10230_50	25	0.0368188512518
10241_90	540	0.79528718704
10244_79	461	0.678939617084
10263_54	138	0.20324005891
10272_73	86	0.126656848306
10275_58	142	0.20913107511
10276_87	102	0.150220913108
10288_29	372	0.547864506627
10289_31	367	0.540500736377
10295_35	464	0.683357879234
10300_52	164	0.241531664212
10307_76	467	0.687776141384
10312_88	496	0.730486008837
10314_29	44	0.0648011782032
10316_84	421	0.620029455081
10317_59	98	0.144329896907
10334_74	151	0.222385861561
10341_46	562	0.827687776141
10342_60	153	0.225331369661
10343_55	534	0.786450662739
10346_31	42	0.0618556701031
10351_54	37	0.0544918998527
10353_53	153	0.225331369661
10366_90	226	0.332842415317
10389_80	91	0.134020618557
10398_67	34	0.0500736377025
10403_39	291	0.428571428571
10414_65	181	0.266568483063
10419_65	338	0.497790868925
10421_35	273	0.40206185567
10440_61	19	0.0279823269514
10441_90	82	0.120765832106
10443_56	280	0.412371134021
10461_65	406	0.59793814433
10462_76	13	0.019145802651
10466_64	105	0.154639175258
10470_68	45	0.0662739322533
10477_34	20	0.0294550810015
10480_69	234	0.344624447717
10494_41	469	0.690721649485
10496_79	541	0.79675994109
10497_84	354	0.521354933726
10504_51	339	0.499263622975
10514_46	218	0.321060382916
10520_76	99	0.145802650957
10523_52	270	0.39764359352
10529_88	43	0.0633284241532
10530_40	95	0.139911634757
10540_71	480	0.706921944035
10542_39	572	0.842415316642
10549_65	473	0.696612665685
10550_90	466	0.686303387334
10553_67	11	0.0162002945508
10560_91	425	0.625920471281
10568_84	238	0.350515463918
10575_83	472	0.695139911635
10577_87	251	0.369661266568
10584_45	377	0.555228276878
10585_49	37	0.0544918998527
10590_68	481	0.708394698085
10594_68	38	0.0559646539028
10595_82	131	0.19293078056
10618_50	146	0.215022091311
10620_63	149	0.219440353461
10628_45	135	0.19882179676
10637_54	578	0.851251840943
10638_42	528	0.777614138439
10641_58	30	0.0441826215022
10644_48	10	0.0147275405007
10664_64	334	0.491899852725
10666_83	475	0.699558173785
10670_36	407	0.59941089838
10672_70	25	0.0368188512518
10677_34	201	0.296023564065
10684_45	113	0.166421207658
10685_49	380	0.559646539028
10687_73	140	0.20618556701
10689_70	41	0.060382916053
10691_55	94	0.138438880707
10699_33	82	0.120765832106
10713_85	34	0.0500736377025
10729_45	336	0.494845360825
10730_82	21	0.0309278350515
10737_78	338	0.497790868925
10753_48	45	0.0662739322533
10754_88	85	0.125184094256
10761_72	307	0.452135493373
10769_49	214	0.315169366716
10772_87	239	0.351988217968
10778_62	563	0.829160530191
10806_85	427	0.628865979381
10810_91	54	0.079528718704
10813_33	20	0.0294550810015
10821_79	146	0.215022091311
10824_38	28	0.0412371134021
10826_89	469	0.690721649485
10828_61	45	0.0662739322533
10836_31	285	0.419734904271
10839_47	157	0.231222385862
10840_73	33	0.0486008836524
10855_80	23	0.0338733431517
10880_73	328	0.483063328424
10885_69	355	0.522827687776
10898_84	376	0.553755522828
10904_59	374	0.550810014728
10906_43	57	0.0839469808542
10919_80	23	0.0338733431517
10921_83	32	0.0471281296024
10926_50	371	0.546391752577
10928_90	391	0.575846833579
10932_33	346	0.509572901325
10940_34	350	0.515463917526
10945_89	235	0.346097201767
10954_68	311	0.458026509573
10957_76	148	0.217967599411
10963_64	389	0.572901325479
10965_50	185	0.272459499264
10966_41	193	0.284241531664
10980_38	138	0.20324005891
10983_77	186	0.273932253314
10987_31	418	0.615611192931
10994_73	12	0.0176730486009
10995_83	471	0.693667157585
11003_88	19	0.0279823269514
11010_88	25	0.0368188512518
11012_31	399	0.587628865979
11019_91	356	0.524300441826
11023_36	273	0.40206185567
11042_59	117	0.172312223859
11052_86	301	0.443298969072
11072_67	150	0.220913107511
11077_50	171	0.251840942563
11079_81	572	0.842415316642
11080_83	307	0.452135493373
11081_39	17	0.0250368188513
11089_37	232	0.341678939617
11093_34	374	0.550810014728
11096_64	239	0.351988217968
11101_39	204	0.300441826215
11102_71	198	0.291605301915
11113_61	151	0.222385861561
11116_61	30	0.0441826215022
11124_34	150	0.220913107511
11132_52	34	0.0500736377025
11136_77	226	0.332842415317
11138_87	240	0.353460972018
11146_32	160	0.235640648012
11154_54	27	0.039764359352
11158_48	344	0.506627393225
11162_74	252	0.371134020619
11170_63	470	0.692194403535
11178_33	370	0.544918998527
11181_50	378	0.556701030928
11193_76	59	0.0868924889543
11194_53	366	0.539027982327
11198_86	550	0.810014727541
11212_51	147	0.216494845361
11217_44	529	0.779086892489
11226_69	371	0.546391752577
11228_55	459	0.675994108984
11236_75	468	0.689248895434
11245_75	429	0.631811487482
11246_56	431	0.634756995582
11259_69	102	0.150220913108
11272_74	427	0.628865979381
11273_53	22	0.0324005891016
11278_86	34	0.0500736377025
11286_63	292	0.430044182622
11290_55	135	0.19882179676
11292_84	450	0.662739322533
11293_67	193	0.284241531664
11295_48	493	0.726067746686
11299_40	29	0.0427098674521
11301_83	48	0.0706921944035
11304_43	54	0.079528718704
11307_51	27	0.039764359352
11310_42	138	0.20324005891
11313_30	279	0.410898379971
11314_62	594	0.874815905744
11315_58	23	0.0338733431517
11317_64	341	0.502209131075
11319_65	461	0.678939617084
11325_30	197	0.290132547865
11329_31	483	0.711340206186
11336_73	54	0.079528718704
11337_73	143	0.210603829161
11344_91	603	0.888070692194
11346_31	192	0.282768777614
11347_35	371	0.546391752577
11351_34	428	0.630338733432
11359_29	229	0.337260677467
11363_89	542	0.79823269514
11373_85	421	0.620029455081
11375_49	282	0.415316642121
11376_45	169	0.248895434462
11378_33	42	0.0618556701031
11385_82	293	0.431516936672
11392_56	140	0.20618556701
11395_61	263	0.387334315169
11396_52	33	0.0486008836524
11400_72	285	0.419734904271
11415_86	471	0.693667157585
11417_69	203	0.298969072165
11421_60	571	0.840942562592
11422_44	147	0.216494845361
11425_54	137	0.20176730486
11436_66	284	0.418262150221
11439_69	380	0.559646539028
11444_32	53	0.0780559646539
11454_52	239	0.351988217968
11456_75	568	0.836524300442
11459_79	48	0.0706921944035
11460_73	249	0.366715758468
11463_79	517	0.761413843888
11469_80	429	0.631811487482
11472_48	231	0.340206185567
11479_91	281	0.413843888071
11484_62	379	0.558173784978
11486_81	61	0.0898379970545
11494_47	368	0.541973490427
11504_80	29	0.0427098674521
11521_42	88	0.129602356406
11535_79	133	0.19587628866
11543_52	433	0.637702503682
11546_83	46	0.0677466863034
11547_53	32	0.0471281296024
11548_28	267	0.39322533137
11566_83	137	0.20176730486
11576_49	30	0.0441826215022
11591_74	37	0.0544918998527
11593_71	373	0.549337260677
11609_60	26	0.0382916053019
11611_65	43	0.0633284241532
11613_51	422	0.621502209131
11618_88	28	0.0412371134021
11632_78	368	0.541973490427
11638_54	86	0.126656848306
11656_82	43	0.0633284241532
11663_57	35	0.0515463917526
11675_33	376	0.553755522828
11686_48	93	0.136966126657
11687_81	439	0.646539027982
11691_39	81	0.119293078056
11692_91	378	0.556701030928
11699_28	410	0.60382916053
11702_70	466	0.686303387334
11705_78	17	0.0250368188513
11706_38	309	0.455081001473
11710_46	19	0.0279823269514
11711_41	25	0.0368188512518
11723_37	309	0.455081001473
11725_90	39	0.0574374079529
11728_39	366	0.539027982327
11734_61	31	0.0456553755523
11738_50	449	0.661266568483
11741_70	25	0.0368188512518
11752_76	430	0.633284241532
11762_60	30	0.0441826215022
11764_73	590	0.868924889543
11769_49	29	0.0427098674521
11778_91	488	0.718703976436
11780_83	282	0.415316642121
11790_56	472	0.695139911635
11798_82	519	0.764359351988
11806_77	418	0.615611192931
11812_84	156	0.229749631811
11820_83	339	0.499263622975
11823_58	88	0.129602356406
11828_89	365	0.537555228277
11843_82	330	0.486008836524
11850_76	118	0.173784977909
11878_34	497	0.731958762887
11882_82	92	0.135493372607
11886_36	334	0.491899852725
11889_51	14	0.020618556701
11895_82	40	0.0589101620029
11898_43	502	0.739322533137
11899_67	15	0.0220913107511
11905_56	266	0.39175257732
11911_89	30	0.0441826215022
11931_80	24	0.0353460972018
11943_89	366	0.539027982327
11945_78	178	0.262150220913
11947_74	18	0.0265095729013
11948_85	373	0.549337260677
11951_82	290	0.427098674521
11954_46	306	0.450662739323
11961_35	516	0.759941089838
11973_45	100	0.147275405007
11979_51	85	0.125184094256
11988_77	270	0.39764359352
11992_77	375	0.552282768778
11993_69	371	0.546391752577
12005_79	243	0.357879234168
12010_47	476	0.701030927835
12017_58	466	0.686303387334
12024_31	498	0.733431516937
12025_90	331	0.487481590574
12026_65	19	0.0279823269514
12031_65	53	0.0780559646539
12034_79	44	0.0648011782032
12046_35	362	0.533136966127
12054_79	50	0.0736377025037
12055_74	57	0.0839469808542
12058_36	132	0.19440353461
12068_61	143	0.210603829161
12079_72	83	0.122238586156
12082_77	367	0.540500736377
12083_81	23	0.0338733431517
12092_33	480	0.706921944035
12108_31	188	0.276877761414
12110_39	479	0.705449189985
12114_57	27	0.039764359352
12116_58	32	0.0471281296024
12122_32	232	0.341678939617
12124_57	331	0.487481590574
12127_32	32	0.0471281296024
12139_35	583	0.858615611193
12147_74	476	0.701030927835
12149_51	12	0.0176730486009
12155_76	380	0.559646539028
12158_35	375	0.552282768778
12161_60	221	0.325478645066
12162_91	522	0.768777614138
12173_66	276	0.40648011782
12177_51	555	0.817378497791
12184_55	389	0.572901325479
12190_36	80	0.117820324006
12192_50	103	0.151693667158
12200_43	236	0.347569955817
12201_32	465	0.684830633284
12205_45	380	0.559646539028
12211_47	352	0.518409425626
12213_66	141	0.20765832106
12216_86	135	0.19882179676
12217_91	193	0.284241531664
12220_36	42	0.0618556701031
12233_71	364	0.536082474227
12236_51	363	0.534609720177
12254_48	470	0.692194403535
12263_86	97	0.142857142857
12275_56	22	0.0324005891016
12276_36	503	0.740795287187
12277_88	328	0.483063328424
12280_38	474	0.698085419735
12281_39	286	0.421207658321
12283_49	27	0.039764359352
12303_54	399	0.587628865979
12304_32	279	0.410898379971
12305_74	434	0.639175257732
12312_87	26	0.0382916053019
12320_71	32	0.0471281296024
12321_58	568	0.836524300442
12323_82	370	0.544918998527
12331_56	467	0.687776141384
12346_66	8	0.0117820324006
12352_91	225	0.331369661267
12373_62	294	0.432989690722
12379_52	380	0.559646539028
12383_46	377	0.555228276878
12391_30	497	0.731958762887
12392_78	32	0.0471281296024
12394_86	19	0.0279823269514
12403_62	29	0.0427098674521
12406_34	210	0.309278350515
12408_66	320	0.471281296024
12415_40	200	0.294550810015
12431_56	434	0.639175257732
12437_37	36	0.0530191458027
12439_71	193	0.284241531664
12449_48	34	0.0500736377025
12450_80	41	0.060382916053
12458_66	329	0.484536082474
12465_60	474	0.698085419735
12479_28	472	0.695139911635
12483_49	198	0.291605301915
12495_63	374	0.550810014728
12496_51	465	0.684830633284
12499_89	481	0.708394698085
12506_43	116	0.170839469809
12516_86	56	0.0824742268041
12537_82	369	0.543446244477
12544_88	465	0.684830633284
12545_33	31	0.0456553755523
12557_40	336	0.494845360825
12564_38	470	0.692194403535
12566_31	19	0.0279823269514
12567_36	412	0.60677466863
12568_39	109	0.160530191458
12577_64	14	0.020618556701
12578_41	50	0.0736377025037
12584_34	234	0.344624447717
12600_87	469	0.690721649485
12602_70	465	0.684830633284
12614_55	13	0.019145802651
12615_79	96	0.141384388807
12622_87	183	0.269513991163
12624_85	291	0.428571428571
12636_76	419	0.617083946981
12637_36	312	0.459499263623
12641_38	428	0.630338733432
12649_44	264	0.388807069219
12657_28	17	0.0250368188513
12658_69	411	0.60530191458
12673_80	602	0.886597938144
12674_37	480	0.706921944035
12675_45	286	0.421207658321
12693_72	107	0.157584683358
12701_83	333	0.490427098675
12702_66	178	0.262150220913
12703_91	425	0.625920471281
12705_51	141	0.20765832106
12706_56	12	0.0176730486009
12710_83	361	0.531664212077
12711_50	556	0.818851251841
12726_51	32	0.0471281296024
12740_73	472	0.695139911635
12741_63	385	0.567010309278
12746_41	241	0.354933726068
12762_73	479	0.705449189985
12772_57	337	0.496318114875
12774_90	97	0.142857142857
12775_72	38	0.0559646539028
12793_64	492	0.724594992636
12794_86	475	0.699558173785
12795_74	241	0.354933726068
12809_76	578	0.851251840943
12810_70	466	0.686303387334
12818_51	179	0.263622974963
12823_53	473	0.696612665685
12832_90	553	0.814432989691
12845_45	359	0.528718703976
12857_71	470	0.692194403535
12858_70	133	0.19587628866
12863_45	111	0.163475699558
12876_44	24	0.0353460972018
12878_47	31	0.0456553755523
12881_70	82	0.120765832106
12885_47	567	0.835051546392
12892_46	90	0.132547864507
12895_73	24	0.0353460972018
12902_61	295	0.434462444772
12909_28	369	0.543446244477
12911_62	192	0.282768777614
12912_53	447	0.658321060383
12913_64	415	0.611192930781
12919_71	516	0.759941089838
12920_87	27	0.039764359352
12935_65	465	0.684830633284
12944_60	22	0.0324005891016
12945_47	425	0.625920471281
12950_79	546	0.80412371134
12971_34	195	0.287187039764
12972_32	331	0.487481590574
12973_83	282	0.415316642121
12979_84	244	0.359351988218
12988_48	213	0.313696612666
13010_57	468	0.689248895434
13013_89	371	0.546391752577
13022_69	142	0.20913107511
13036_55	17	0.0250368188513
13038_30	82	0.120765832106
13048_47	525	0.773195876289
13052_50	39	0.0574374079529
13056_48	161	0.237113402062
13059_58	276	0.40648011782
13062_40	404	0.59499263623
13090_73	468	0.689248895434
13100_82	144	0.212076583211
13101_59	109	0.160530191458
13121_83	592	0.871870397644
13125_52	11	0.0162002945508
13129_52	468	0.689248895434
13134_37	471	0.693667157585
13135_70	330	0.486008836524
13142_87	103	0.151693667158
13152_71	367	0.540500736377
13159_91	190	0.279823269514
13168_62	204	0.300441826215
13169_49	549	0.80854197349
13180_86	326	0.480117820324
13187_85	422	0.621502209131
13192_68	430	0.633284241532
13196_77	49	0.0721649484536
13199_68	470	0.692194403535
13207_59	46	0.0677466863034
13209_81	30	0.0441826215022
13212_58	156	0.229749631811
13227_59	324	0.477172312224
13238_90	421	0.620029455081
13240_35	107	0.157584683358
13241_67	473	0.696612665685
13258_31	41	0.060382916053
13259_47	466	0.686303387334
