Locus	fst	chromosome	position
1490	-0.002	LG07	23424347
3798	-0.0017	LG07	23461249
21016	-0.001	LG07	23507934
11860	0	LG07	24334636
22729	-0.0026	LG07	24533275
7604	-2e-04	LG07	24657611
19632	0.001	LG07	24868754
6357	-2e-04	LG07	25230566
19107	0.0054	LG07	25260051
24414	0.0111	LG07	25379906
19046	2e-04	LG07	25485765
11886	0.0018	LG07	25941514
3307	-0.0047	LG07	26173439
23211	-0.0014	LG07	26183959
24833	-0.0076	LG07	26668142
12299	0.012	LG07	26908342
12946	0.0077	LG07	26921264
8693	0.0044	LG07	26942791
20753	-0.0044	LG07	27066137
1258	8e-04	LG07	27182155
11488	2e-04	LG07	27215381
12394	0.0059	LG07	27314143
20472	-0.0016	LG07	27329202
11176	3e-04	LG07	27362617
22989	0.0146	LG07	27407732
16425	-9e-04	LG07	27583603
21785	-0.0015	LG07	27794160
22430	7e-04	LG07	27902353
16718	0.0211	LG07	27965978
16834	0.0838	LG07	28130284
24680	0.0274	LG07	28196913
964	0.0624	LG07	28218086
7313	0.0247	LG07	28218174
1036	-0.0125	LG07	28626276
19685	-0.004	LG07	28686518
17993	6e-04	LG07	28876115
11566	0.0012	LG07	28941938
2087	6e-04	LG07	28942026
21723	0.0442	LG07	29130898
3606	0.0031	LG07	29181476
20395	0.0183	LG07	29553803
19520	0.0045	LG07	29868988
23402	-0.0115	LG07	30073509
5739	0.0015	LG07	30391639
23193	0.0029	LG07	30495206
7395	0.0162	LG07	30555580
19372	3e-04	LG07	30915399
11126	0.0297	LG08	663344
8103	-0.0019	LG08	667242
17867	-0.0021	LG08	1124351
4596	-3e-04	LG08	1761739
17856	0.0171	LG08	4176493
7466	0.002	LG08	4200824
3193	0.0091	LG08	4803505
16186	-0.0031	LG08	4941063
23100	-0.0055	LG08	5415753
24606	0.0025	LG08	5427658
22626	0.0024	LG08	5588163
3207	-0.0012	LG08	5648759
16965	8e-04	LG08	5811721
16238	-0.0026	LG08	5811809
20526	-0.0037	LG08	5973861
7046	0.0041	LG08	6188289
17168	-0.0035	LG08	6570111
6771	-0.0058	LG08	6712888
16032	0.0072	LG08	6862619
9813	0.0023	LG08	6971879
10038	0.0032	LG08	7161481
23980	0.0197	LG08	7162711
21600	4e-04	LG08	7171130
5623	-0.0075	LG08	7239686
16134	-0.0021	LG08	8305901
11132	3e-04	LG08	8582009
8208	4e-04	LG08	8756918
5844	0.0075	LG08	9557314
5060	-0.007	LG08	9590391
12064	0.017	LG08	10043041
23580	0.0112	LG08	10125644
5834	-0.0029	LG08	10268342
3960	0.0316	LG08	10342640
545	4e-04	LG08	10413548
23076	0.0059	LG08	10423892
20791	0.0129	LG08	10603909
24825	0.0108	LG08	10604355
4491	0.0222	LG08	10633171
15432	-0.0047	LG08	10804836
18628	0.012	LG08	10815737
21539	-0.0028	LG08	10823636
4383	-0.0076	LG08	10859832
16698	0.0067	LG08	10896352
4040	4e-04	LG08	10912553
16165	0.0072	LG08	10923168
571	0.0135	LG08	11071974
2506	0.0033	LG08	11296393
7865	0.008	LG08	11365031
20578	0.0621	LG08	11763653
22563	-0.0048	LG08	11820497
23593	0.0029	LG08	11824764
2408	-0.0044	LG08	11860507
10726	0.0109	LG08	12138119
17267	-0.0086	LG08	12625036
14044	0.0099	LG08	12687954
1089	0.0047	LG08	13112738
7501	-0.004	LG08	13128416
15568	0.0734	LG08	13237425
227	-0.0017	LG08	13650675
17870	-0.0043	LG08	13840335
20530	0.0051	LG08	14072527
11260	0.0019	LG08	14170755
23395	8e-04	LG08	14187546
20285	0.0011	LG08	14206924
6910	0.0048	LG08	14381535
1821	-0.0032	LG08	14640764
13925	0.0037	LG08	14666259
21531	0.0016	LG08	15039052
16911	0.0204	LG08	15039140
528	-0.0103	LG08	15156053
4891	8e-04	LG08	15555865
10061	0.002	LG08	15659186
17190	0.016	LG08	15826395
10951	0.025	LG08	16407110
7974	0.0028	LG08	16567202
8815	0.0046	LG08	16667405
20270	0.0487	LG08	17349042
24993	0.0184	LG08	17575533
5206	-0.001	LG08	18013058
13241	3e-04	LG08	18014083
11759	0	LG08	18102613
6229	0	LG08	18383781
7807	-0.003	LG08	18470173
18073	-0.0106	LG08	18588524
24415	-3e-04	LG08	18766557
2234	0.0364	LG08	18949206
12521	-0.0039	LG08	19539358
10166	-0.0124	LG08	19658164
8997	-0.001	LG08	20043558
13738	-0.0044	LG08	20524780
19923	0.0047	LG08	20933711
10885	-0.0103	LG08	21474587
13724	0.1074	LG08	21563933
18702	0.0124	LG08	21564021
24554	0.0157	LG08	21763729
373	0.0133	LG08	21935513
11300	0.007	LG08	22239235
9940	-7e-04	LG08	22367438
10392	0.0046	LG08	22476566
23649	0.0105	LG08	22941280
16205	0.014	LG08	23333714
10401	-0.0094	LG08	23374487
9419	-0.0056	LG08	24203128
22526	-0.0058	LG08	24326107
23159	2e-04	LG08	24547395
21092	-0.0026	LG08	24575790
22824	8e-04	LG08	24757841
4609	-0.0097	LG08	24762010
3197	-0.0059	LG08	24846203
24683	-0.0076	LG08	25350262
7522	0.0175	LG08	25397751
24253	-0.0106	LG08	25535822
23564	0.0157	LG08	25718636
17933	0.0051	LG08	25718638
10991	0.0504	LG08	25784412
2368	0.0183	LG08	26184505
15881	0.0037	LG08	26492037
21802	0.0045	LG09	609295
18502	0.0049	LG09	940472
11018	0.0012	LG09	1255390
5198	0.0248	LG09	1393709
708	-0.0023	LG09	1654444
4556	0.0764	LG09	1872502
18276	0.0763	LG09	1894085
17384	0.0247	LG09	2170302
20522	-0.0012	LG09	2507199
15806	5e-04	LG09	2600547
24222	0.0112	LG09	2832681
9606	0.028	LG09	3437100
3458	-0.0137	LG09	3493810
18196	0.0062	LG09	3577647
4615	-0.0053	LG09	3670506
18186	-0.0029	LG09	3902933
20937	-0.001	LG09	4094091
3297	0.0495	LG09	4200504
7151	5e-04	LG09	4221656
3683	0.0165	LG09	4680682
8194	0.0127	LG09	4886819
9077	0.0037	LG09	5295753
5124	0.0041	LG09	5713978
1504	-0.0061	LG09	6084778
6099	0.0178	LG09	6849550
415	0.0013	LG09	6944185
1047	0.016	LG09	6946806
21454	1e-04	LG09	7105409
22698	0.0153	LG09	7438914
7902	0.0293	LG09	7623356
14594	0.005	LG09	7829697
12990	0.0021	LG09	7893287
20036	-0.0032	LG09	7937542
4146	0.0249	LG09	8211355
4702	0.0119	LG09	9449210
15907	-0.0014	LG09	9465117
23935	0.0258	LG09	9937787
5174	2e-04	LG09	10347416
25293	-0.0027	LG09	10421422
18401	-0.0044	LG09	10862292
23924	0.0098	LG09	10911434
25396	-0.0058	LG09	11014032
11848	0.01	LG09	11140996
23308	0	LG09	11265092
617	1e-04	LG09	11297440
18757	-0.0012	LG09	11297595
22918	0.0866	LG09	11494887
13940	0.0472	LG09	11496126
2230	0.0027	LG09	11505320
20446	-0.0077	LG09	11671951
11849	0.0076	LG09	12564139
23111	0.0043	LG09	12799024
22806	3e-04	LG09	12871481
22873	0.0122	LG09	12988290
11307	0.0127	LG09	12988378
7465	-0.0095	LG09	13181103
22092	0.0127	LG09	13245403
7328	8e-04	LG09	13296658
10198	0.0032	LG09	13840201
21686	-0.0024	LG09	13925989
410	-0.0104	LG09	13926079
19752	-0.0088	LG09	14153515
8199	-0.0028	LG09	14464715
5930	-0.009	LG09	14503032
17951	-0.0042	LG09	14669233
12201	-0.01	LG09	14680579
17588	-0.0042	LG09	14872263
15311	2e-04	LG09	14890489
15650	0.0047	LG09	16091715
13054	-0.0115	LG09	16092904
22246	-0.0027	LG09	16119065
16967	0.0308	LG09	16123680
14260	0.0335	LG09	16137299
15586	0.0281	LG09	16189035
9611	-0.0023	LG09	16641125
17901	-0.0028	LG09	16836821
18043	0.0147	LG09	17110549
9980	-0.0095	LG09	17129352
17038	-0.0104	LG09	17129440
16009	-0.0065	LG09	17406696
10687	5e-04	LG09	17530179
4142	0.0137	LG09	17587809
11056	0.0072	LG09	17620838
21118	4e-04	LG09	17644011
22640	-0.0067	LG09	17652604
9966	0.0074	LG09	17673401
22488	0.0126	LG09	17756102
4960	-0.0016	LG09	17810629
14555	0.0066	LG09	17882027
39	7e-04	LG09	17882115
986	0.0021	LG09	18413149
8603	-0.0101	LG09	18435106
16667	0.0078	LG09	19262015
7759	-0.0048	LG09	19279622
21239	-0.0152	LG09	19366042
9545	1e-04	LG09	19485278
18188	0.023	LG09	19813932
13207	0.0286	LG09	19949567
263	-6e-04	LG09	19977194
13721	0.003	LG09	20115295
12648	3e-04	LG09	20115383
14755	0.0025	LG09	20338374
23178	0.007	LG09	20841659
19360	0	LG09	21644883
18319	0.0061	LG09	21889342
17912	-0.0018	LG09	23034645
11209	-0.0026	LG09	23570711
20068	-1e-04	LG09	23628908
22753	0.0527	LG09	23684868
8124	-0.0057	LG09	23766555
13163	0.0034	LG09	23918871
917	0.0296	LG09	23966054
1794	-0.0011	LG09	24143400
11638	0.0331	LG09	24432292
12554	0.0119	LG09	24497475
4226	0.0191	LG09	24607602
8569	0.0043	LG10	90948
10138	0.0502	LG10	301809
3962	0.0165	LG10	605025
7384	0.0355	LG10	1352427
5002	0.0094	LG10	1370047
16612	4e-04	LG10	1560210
11954	-0.0034	LG10	2256027
17879	-0.0071	LG10	2293277
9252	9e-04	LG10	2489942
1592	-0.0115	LG10	2502491
18111	0.0099	LG10	2525180
1073	-0.0043	LG10	2603183
17343	0.007	LG10	2810907
14554	0.0866	LG10	3092111
10181	-0.0111	LG10	3618393
22771	-0.0025	LG10	3784167
22011	0.0207	LG10	4306943
4426	-0.0013	LG10	4400003
25250	0.0016	LG10	4629105
10995	-0.0112	LG10	5381301
5203	-0.01	LG10	5542453
13881	-0.0022	LG10	5762212
5962	0.0039	LG10	5834804
18330	0.0067	LG10	5843219
885	0.0144	LG10	5851100
3434	0.0044	LG10	6003116
9159	0.0104	LG10	6204018
10291	0.0051	LG10	6547702
16787	0.002	LG10	6644405
11408	0.004	LG10	6902002
10396	0.0037	LG10	7240187
19829	0.0068	LG10	7361517
21800	0.0276	LG10	7362046
14287	0.0048	LG10	7429779
7214	0.005	LG10	7431430
6701	0.0072	LG10	7469127
12987	0.0021	LG10	7768031
21681	0.0239	LG10	7779998
4620	-9e-04	LG10	7813485
18629	-0.0072	LG10	8019257
8160	0.0263	LG10	8748149
9986	-0.0089	LG10	9602660
3753	-0.0039	LG10	9860946
24659	-0.006	LG10	9903825
17181	-0.0042	LG10	10048933
92	-0.0016	LG10	10496043
12725	-3e-04	LG10	10819623
8033	0.0121	LG10	10895467
17999	0.0097	LG10	11365506
13125	0.0028	LG10	11392859
12182	0.0176	LG10	11702412
198	5e-04	LG10	12542466
11049	0.0061	LG10	12577783
14190	0.0055	LG10	12653246
11546	-0.0015	LG10	12653334
13791	-0.001	LG10	12697932
9755	0.0128	LG10	13377165
7453	0.0413	LG10	13650399
24796	0.0376	LG10	13900062
17990	0.0404	LG10	13900150
15313	-1e-04	LG10	14212835
19765	0.04	LG10	14845344
4083	0.012	LG10	15139047
8507	0.002	LG10	15259978
15234	0.0115	LG10	15260066
24591	0.0153	LG10	15711501
4251	0.0138	LG10	16638251
14526	-2e-04	LG10	16803171
12199	0.0263	LG10	16892873
5217	0.0446	LG10	16892961
22392	0.0058	LG10	16955644
7505	0.0162	LG10	17051602
13301	-4e-04	LG10	17347191
4171	6e-04	LG10	17543844
9549	0.0019	LG10	17848565
17760	-0.002	LG10	18095577
24634	-4e-04	LG10	18235054
16422	0.0039	LG10	18439664
24307	0.0021	LG10	18499922
18366	0.0082	LG10	18594290
21884	0.0059	LG10	18670124
18754	1e-04	LG10	19102995
9452	0.1006	LG10	19417830
7879	-0.009	LG10	19467967
16245	-0.012	LG10	19765296
23189	-5e-04	LG10	19767704
16145	0.0256	LG10	19915286
3248	-0.0024	LG10	20021617
10580	0.0252	LG10	20152067
19564	-0.0066	LG10	20345887
21007	-0.002	LG10	21861823
6040	-0.0049	LG10	22004225
11910	0.0068	LG10	22004313
2558	0.0091	LG10	22020828
8486	1e-04	LG10	22526695
11	3e-04	LG10	22879220
11165	0.0013	LG10	22994901
25444	-0.005	LG10	22997820
472	0.0118	LG10	23241108
12916	0.0208	LG10	23265400
23146	-0.0041	LG10	23430455
5594	-0.0061	LG10	23722049
8804	0.0085	LG10	23759277
8798	0.0078	LG10	24193411
20295	0.0127	LG10	24766333
16791	0.0105	LG10	25140041
24444	-0.0055	LG10	25232300
19742	0.0113	LG11	658080
21313	-0.0016	LG11	852857
6484	0.0074	LG11	1042714
6769	-0.0097	LG11	1333122
7711	0.011	LG11	2322577
15749	0.0241	LG11	2453939
3258	0.0098	LG11	2454027
23150	0.0017	LG11	2463269
19021	0.0035	LG11	2466205
6803	0.0195	LG11	2541190
11282	-0.0033	LG11	2541278
8526	0.0547	LG11	2619748
18879	0.0245	LG11	2695805
21335	-0.0056	LG11	2991166
21256	0.0012	LG11	3027003
16270	-0.0022	LG11	3234999
14618	-0.0031	LG11	3238756
3428	-8e-04	LG11	3481234
23066	-0.0076	LG11	3715071
5966	0.0155	LG11	3737428
24196	0.0013	LG11	3832245
18571	0.0023	LG11	4312750
23094	0.0113	LG11	4350264
16564	-0.005	LG11	4376683
24124	0.0042	LG11	4847996
7940	0.0049	LG11	4935309
10307	-0.0096	LG11	5262579
3931	-0.0093	LG11	5295900
18236	-0.0011	LG11	5341135
18322	-0.0018	LG11	5422392
7929	0.0137	LG11	5422480
19943	0	LG11	5432424
21590	-0.0083	LG11	5432942
19964	-0.0018	LG11	5576643
15954	3e-04	LG11	5805730
25650	-0.0141	LG11	5808741
17440	0.0889	LG11	5861074
6757	0.0035	LG11	5861158
2468	0.0043	LG11	6043896
12889	0.0015	LG11	6356698
6203	0.0214	LG11	6456108
12897	0.0176	LG11	6504285
9158	0.0075	LG11	6826719
6550	-0.0028	LG11	6909678
12810	0.003	LG11	7562224
1547	0.0174	LG11	7746059
1756	0.0215	LG11	8086242
752	0.0088	LG11	8223689
18313	0.0054	LG11	8774654
18947	0.0052	LG11	8837364
11978	0.0091	LG11	8976665
14131	0.0186	LG11	9371620
22145	0.0732	LG11	9814031
18762	0.0084	LG11	9890924
12254	-0.0055	LG11	10063725
4956	0.0039	LG11	10490527
8192	0.0025	LG11	10551327
1167	4e-04	LG11	10595723
10886	-0.0106	LG11	10701151
15114	0.004	LG11	11123840
9205	0.0171	LG11	11238044
17087	0.0127	LG11	11366771
9585	0.0127	LG11	11440099
16429	0.0055	LG11	11596915
6890	-0.0025	LG11	11780929
21789	-3e-04	LG11	11847676
11594	0.0014	LG11	11876000
23709	0.0416	LG11	12516720
17709	0.0048	LG11	12700354
13355	0.0012	LG11	13376613
13107	0.0103	LG11	13398459
10799	0.0578	LG11	13643360
14920	0.0333	LG11	13818187
20923	0.0269	LG11	14468605
3430	0.0386	LG11	14468693
3886	0.0162	LG11	14501523
8315	-0.0039	LG11	14528223
2604	0.0024	LG11	14815925
16257	0.011	LG11	15142617
308	-0.001	LG11	15470496
9458	-0.0081	LG11	16016506
8346	0.0029	LG11	16053706
7161	-0.005	LG11	16069381
17726	0.0484	LG11	16223640
9408	0.0237	LG11	16231009
5003	0.007	LG11	16390445
11013	0.0074	LG11	16408884
21360	-0.0064	LG11	16819948
10828	-0.0048	LG11	16821051
25416	0.0031	LG11	16875369
11019	0.0323	LG11	17081030
19478	0.0405	LG11	17498265
20140	0.0014	LG11	18447554
4837	-0.0022	LG11	18564220
3266	0.0188	LG11	18795306
3188	-0.0039	LG11	18842454
19830	-0.0055	LG11	18942693
16789	-0.0035	LG11	18944992
24334	0.029	LG11	19199537
6729	-0.0041	LG11	19415556
19784	0.0052	LG11	19585086
15354	0.0106	LG11	19828160
15955	-0.0041	LG11	19958585
2153	-0.0095	LG11	20773096
1478	0.0087	LG11	20773184
14020	-0.0085	LG11	21264705
11299	-0.0047	LG11	21449192
12903	0.0015	LG11	21543078
22851	-0.0055	LG11	21940307
8152	-0.0029	LG11	22005892
7457	-0.0076	LG11	22023654
5464	0.0127	LG11	22086835
20666	0.0088	LG11	22294272
3039	0.0056	LG11	22402420
12942	-0.0077	LG11	22635948
18250	0.001	LG11	22636036
19035	0.0225	LG11	23667786
5614	0.0015	LG11	23808690
1655	0.0044	LG11	24272512
6158	-0.0043	LG11	24273058
17644	0.0017	LG11	24432463
4696	0.0065	LG11	24477363
8448	0.0421	LG11	24477451
22637	0.1174	LG11	24477451
3362	4e-04	LG11	24536157
12605	0.0143	LG11	24712171
2922	0.0091	LG11	24771036
11912	-0.003	LG11	25064455
5572	0.018	LG11	25112679
7749	-0.0018	LG11	25187021
4901	0.0292	LG11	26061747
53	-0.006	LG11	26240806
23448	-0.0025	LG11	26240894
23014	-0.0075	LG11	26491712
25289	-0.0028	LG11	26514142
9251	-0.0073	LG11	26642181
21807	-0.0046	LG11	26732894
8670	0.0016	LG11	27130781
4361	-0.0023	LG11	27160901
1473	-0.0053	LG11	27198631
6377	0.0197	LG11	27229186
13880	7e-04	LG11	27245517
5	-0.0073	LG11	27261814
11535	0.0058	LG11	27770790
494	-0.004	LG11	27847476
9213	0.0052	LG11	27848202
12431	0.0042	LG11	27862706
14536	0.0105	LG11	27881862
15756	5e-04	LG11	27938726
12122	-0.0042	LG11	27973144
8190	0.0032	LG11	28080960
411	-0.0053	LG11	28215278
7434	-0.003	LG11	28306877
16135	-0.0019	LG11	28354202
15256	0.0022	LG12	446630
5476	0.025	LG12	468391
18166	-2e-04	LG12	567544
1354	-0.002	LG12	3284303
7431	0.0051	LG12	3326685
4473	-0.0051	LG12	4009809
780	0.0036	LG12	4213605
16343	-0.0034	LG12	4298091
23258	0.0322	LG12	4735969
4568	-1e-04	LG12	4779086
10263	0.0123	LG12	5229610
11770	0.0198	LG12	5439863
8037	0.0163	LG12	5532228
15646	0.0062	LG12	5579243
2335	-0.0025	LG12	6026045
20544	0.0047	LG12	6086824
8064	-0.0036	LG12	6180142
12813	0.004	LG12	6182623
17582	0.0069	LG12	6410601
6144	-0.0071	LG12	6428619
15017	0.0092	LG12	6450207
8278	-0.0056	LG12	6752117
7574	-7e-04	LG12	6911449
8810	-0.0093	LG12	7061780
11878	-0.0053	LG12	7385906
14666	0.0137	LG12	7566813
3833	0.023	LG12	7696087
13458	-0.0122	LG12	7732046
15003	-3e-04	LG12	8128215
4711	-0.0076	LG12	8167261
6094	-0.0025	LG12	8466885
11880	-0.0101	LG12	8638270
16820	0.0015	LG12	8664407
9061	0.0059	LG12	8785295
17406	0.0162	LG12	8874489
18315	0.0044	LG12	9291719
11591	-0.0091	LG12	9634261
960	0.0366	LG12	10174457
23201	-3e-04	LG12	10284210
13176	-0.0027	LG12	10454950
21202	0.0286	LG12	10615963
541	0.003	LG12	10886813
16175	-0.0077	LG12	10948702
10456	0.028	LG12	11310204
13408	0.0222	LG12	11313784
1881	-0.0025	LG12	11484342
18478	0.0989	LG12	11760945
15061	0.0108	LG12	11994413
1581	-0.0171	LG12	12097734
24389	1e-04	LG12	12107149
25048	-0.0015	LG12	12140034
10698	0.018	LG12	12379590
12403	0.0142	LG12	12909587
18792	0.0077	LG12	13201639
25241	0.0032	LG12	13367902
10758	0.0169	LG12	14411711
14495	-0.0102	LG12	17024962
5817	-0.0037	LG12	17403958
5396	7e-04	LG12	17700891
4550	0.0077	LG12	17753872
16035	0.0089	LG12	18326476
18070	-0.0021	LG12	18432995
3505	-0.0017	LG12	18593577
13285	0.006	LG12	18663488
18133	-0.0024	LG12	18750265
522	0.0257	LG12	18820544
772	1e-04	LG12	19202962
10718	0.0024	LG12	19212702
7674	-0.0028	LG12	19252364
24470	0.0021	LG12	19492656
5133	-0.0018	LG12	19492744
10207	-0.0085	LG12	19645674
19222	-0.0038	LG12	19916291
7565	-0.0022	LG12	19921439
12474	-0.0064	LG12	19929123
11992	-0.0049	LG12	19963181
12668	0.0083	LG12	20070737
25622	-0.0026	LG12	20249556
98	0.0051	LG12	20292473
3343	0.0025	LG12	20424695
5672	4e-04	LG12	20538654
7086	-0.0011	LG12	20716376
9979	-0.0045	LG12	20945653
9658	-0.0074	LG12	21292189
12770	-0.0037	LG12	21570169
22206	-0.0018	LG12	21990158
3304	0.0042	LG12	21990246
4411	0.0031	LG12	22019003
10217	-0.008	LG12	22048248
18012	-0.0028	LG12	22709819
3480	0.0202	LG12	23074809
10295	0.0068	LG12	23243263
3437	0.0121	LG12	23290112
18434	0.0034	LG12	23397580
1568	-0.0051	LG12	23698751
11506	0.0066	LG12	24036984
25411	0.0025	LG12	24292619
12851	5e-04	LG12	24393793
16846	0.0208	LG12	25008399
187	-1e-04	LG12	25008487
6071	0.0072	LG12	25107373
11415	7e-04	LG12	25161775
9091	-0.0053	LG12	25336179
23977	0.0032	LG12	25429189
6462	0.0099	LG12	25449456
15242	0.0138	LG12	25621100
11805	-0.0089	LG12	25684710
6312	0.0064	LG12	26603732
167	6e-04	LG12	26759763
9896	0.0303	LG12	26878070
24954	0.0325	LG13	922820
2274	0.0066	LG13	1229015
12028	8e-04	LG13	1250680
10029	0.0261	LG13	1297680
15595	-0.0014	LG13	1320012
16187	0.0052	LG13	1500096
3708	8e-04	LG13	1535521
19069	0.053	LG13	1656421
7092	-0.006	LG13	1854710
14365	0.0041	LG13	3111674
8596	0.0158	LG13	3111762
7605	-0.0062	LG13	3180911
13514	-0.0074	LG13	3195046
15145	-0.0022	LG13	3341126
14758	0.0021	LG13	3432489
13318	0.0065	LG13	3584634
9663	8e-04	LG13	3663429
4507	0.057	LG13	4567648
3062	-4e-04	LG13	4642806
1635	-0.0047	LG13	5076698
24464	0.0044	LG13	5444037
4643	2e-04	LG13	5556883
11348	0.0016	LG13	5718070
3929	0.0034	LG13	6072318
8426	0.0052	LG13	6509003
15763	-0.0051	LG13	6534830
19626	0.0108	LG13	6621179
7736	0.0134	LG13	6632801
24135	7e-04	LG13	6936637
10460	-0.0017	LG13	6966466
2258	-0.0056	LG13	7099455
16752	0.1031	LG13	7127580
4396	0.0244	LG13	7298301
11988	0.0114	LG13	7790511
22677	0.007	LG13	7980396
9165	0.0169	LG13	8397560
14990	-0.0063	LG13	8544475
7747	0	LG13	8626858
13762	0.0216	LG13	8670969
18558	0.0025	LG13	9131344
17739	-0.0011	LG13	9164472
16482	0.0038	LG13	9438752
17586	0.0147	LG13	9571485
10006	-0.0035	LG13	9576401
23503	-0.0012	LG13	9971401
5475	0.0138	LG13	10028046
19170	0.0021	LG13	10600670
1482	-0.0018	LG13	10971676
16650	0.104	LG13	11699849
17446	0	LG13	11956125
5741	-0.0037	LG13	11956213
25378	0.0052	LG13	12217627
15546	0.0099	LG13	12413111
1571	-0.002	LG13	12440085
19683	8e-04	LG13	13024843
12083	0.0234	LG13	13895706
8086	-0.0019	LG13	14527894
4442	6e-04	LG13	14527982
7957	-0.0044	LG13	14587252
21653	0.0052	LG13	14590679
5845	0.0052	LG13	14709344
14122	0.0032	LG13	14951265
18591	-0.0092	LG13	15078131
10752	0.003	LG13	15104410
20056	-0.003	LG13	15343655
18467	-0.0035	LG13	15756260
8198	0.0041	LG13	16144580
4575	-0.0059	LG13	16159529
11119	-0.005	LG13	16168416
7183	0.0157	LG13	16489759
4671	0.002	LG13	16647496
7301	3e-04	LG13	17075597
705	0.0127	LG13	17217650
5560	-0.0012	LG13	17284812
21896	-0.0025	LG13	17395032
20198	4e-04	LG13	17432380
10334	0.0045	LG13	17465274
11579	-2e-04	LG13	17644758
8241	-0.0076	LG13	17644845
16227	-0.0043	LG13	17695584
16369	-0.0036	LG13	18299287
2826	-0.0039	LG13	18593933
8288	-0.0067	LG13	18629424
9845	-0.0076	LG13	18630044
4227	0.013	LG13	18686608
25273	-0.0027	LG13	18720674
7775	0.0032	LG13	18791841
23792	-0.0088	LG13	18856816
2824	0.0125	LG13	18962061
14869	-0.0014	LG13	19009416
4664	-0.0017	LG13	19009504
7803	0.0072	LG13	19032494
3132	-0.0034	LG13	19057220
16005	-8e-04	LG13	19499378
17592	0.0245	LG13	19931606
17182	0.0061	LG13	19947481
10848	0.0046	LG13	19995938
1228	0.0033	LG13	20016866
7027	-0.0012	LG13	20020878
18514	0.0133	LG13	20554528
18586	-0.0028	LG13	20555449
23389	0.011	LG13	20567864
11170	0.0136	LG13	20663798
11225	0.0289	LG13	20699326
20770	-0.0038	LG13	20742960
1048	0.002	LG13	21014787
14505	0.0024	LG13	21021074
1689	-0.0029	LG13	21043471
14011	0.0738	LG13	21916385
4140	-0.0029	LG13	22202718
21827	0.0056	LG13	23147873
20699	-0.0013	LG13	23508293
2682	0.0193	LG13	23528989
20257	0	LG13	23629689
23883	-0.0032	LG13	23701508
4156	0.0089	LG13	24013669
19509	0.0624	LG13	24173924
10960	-3e-04	LG13	24575456
3541	0.0036	LG13	24575544
25323	0.0952	LG13	24709216
8295	0.0095	LG13	24899963
18633	0.1021	LG13	25006236
16766	0.0207	LG13	25053940
12401	0.0457	LG13	25603015
2587	7e-04	LG14	202833
22950	0.0031	LG14	242580
9378	0.0205	LG14	886773
490	-0.002	LG14	1523992
616	-0.0019	LG14	1538720
18528	0.0257	LG14	1687979
1078	8e-04	LG14	1738653
17625	3e-04	LG14	1955317
25478	-0.0059	LG14	2041548
21704	0.0183	LG14	2137806
23776	-0.0026	LG14	2289824
618	-0.004	LG14	2325174
6540	0.0033	LG14	2424570
24167	-0.0026	LG14	2490084
12158	0.0327	LG14	2519559
12622	-0.0032	LG14	2527534
940	0.0312	LG14	2567418
13525	8e-04	LG14	2593121
22282	0.0032	LG14	2687638
20625	0.006	LG14	3709595
13411	0.1805	LG14	3709681
25091	1e-04	LG14	3830858
16233	0.0137	LG14	4113927
24451	1e-04	LG14	4188617
8330	-3e-04	LG14	4242362
2550	0.0075	LG14	4334323
5892	0.006	LG14	4398890
14127	0.0089	LG14	4585306
13188	4e-04	LG14	4639051
6608	-0.0049	LG14	4655642
1975	0.0319	LG14	5051097
91	0.0195	LG14	5057159
19651	-0.0087	LG14	5180737
9717	0.0053	LG14	5541915
21726	-0.0047	LG14	5603751
6399	3e-04	LG14	5683106
3594	0.0253	LG14	5903591
5781	0.0041	LG14	5998727
14517	7e-04	LG14	6015956
7910	0.0294	LG14	6573265
21403	0.0026	LG14	6790576
554	0.0078	LG14	7209191
2204	0.0147	LG14	7233760
20732	0.0155	LG14	7233848
24090	0.0101	LG14	7610411
17597	-0.001	LG14	7665891
14620	-0.0101	LG14	7777852
19720	0.0169	LG14	7840851
9102	0.0142	LG14	7840939
20609	0.001	LG14	8091522
22892	0.0181	LG14	8176240
2425	0.0227	LG14	8286219
5580	0.0034	LG14	8286307
691	-0.0046	LG14	8500453
15239	2e-04	LG14	8514359
11447	0.0063	LG14	8514447
14839	-0.0055	LG14	8562765
14702	0.012	LG14	8731298
20364	-0.007	LG14	8805051
2843	-0.0044	LG14	9081425
24342	0.0018	LG14	9467759
2974	7e-04	LG14	9719363
8389	-0.0018	LG14	9808133
21492	0.009	LG14	10086345
21779	-0.0069	LG14	10097824
1441	-0.0053	LG14	10322868
3308	-0.0059	LG14	10599926
445	-0.0016	LG14	11240709
11313	-0.0011	LG14	11519823
3417	0.0017	LG14	11676361
24098	4e-04	LG14	11755005
10462	4e-04	LG14	11822248
19928	-0.0061	LG14	12103261
8461	-7e-04	LG14	12165644
4989	-0.0036	LG14	12252629
14864	-0.0046	LG14	12377418
5945	0.0193	LG14	12869078
721	-0.0056	LG14	12869166
5151	-0.0075	LG14	12928347
9943	0.001	LG14	13142370
10954	0.0254	LG14	13316350
21989	0.0149	LG14	14128458
15316	-0.0042	LG14	14880637
17654	5e-04	LG14	14918702
10306	0.0188	LG14	15462903
4185	0.0155	LG14	15778586
6631	-0.0018	LG14	15779407
10092	0.0217	LG14	16098827
13911	0.0706	LG14	16316919
75	0.1124	LG14	16964648
