Locus	fst	chromosome	position
778	5824	-0.0085	LG04	9835263
779	5834	-0.0016	LG08	10268342
780	5845	0.0017	LG13	14709344
781	5851	0.0032	LG02	21921687
782	5853	0.0195	LG09	9910448
783	5859	-0.0078	LG23	5934977
784	5882	0.0132	LG09	10461569
785	5894	-0.005	LG01	5179409
786	5902	0.0231	LG03	12836004
787	5923	-5e-04	LG21	20491767
788	5924	-0.0066	LG03	2481805
789	5925	0.0182	LG01	15884506
790	5928	3e-04	LG10	1369959
791	5945	-0.0076	LG14	12869078
792	5962	-0.0069	LG10	5834804
793	5966	0.0041	LG11	3737428
794	5973	-0.0156	LG17	6461537
795	5980	0.0193	LG09	21886663
796	5984	0.1102	LG11	13375051
797	5995	0.0483	LG19	15587543
798	6026	-9e-04	LG20	22696754
799	6028	0.0691	LG21	10135672
800	6031	0.1268	LG15	4924703
801	6033	-0.0042	LG10	23278050
802	6040	-3e-04	LG10	22004225
803	6051	0.0327	LG11	21094436
804	6065	0.023	LG18	22189991
805	6069	0.0244	LG06	5096580
806	6077	-0.0064	LG01	16099585
807	6080	0.0167	LG23	8352729
808	6085	0.0144	LG21	15957906
809	6094	0.0137	LG12	8466885
810	6126	0.0533	LG21	18946600
811	6144	0.0183	LG12	6428619
812	6147	0.0139	LG03	2759270
813	6156	0.0814	LG02	15037451
814	6158	0.0468	LG11	24273058
815	6182	-0.0147	LG04	17601862
816	6187	-0.005	LG18	4274680
817	6195	-0.0079	LG02	6622660
818	6218	0.0064	LG01	18938963
819	6220	0.06	LG01	15305774
820	6225	0.0114	LG01	17343059
821	6229	0.0459	LG08	18383781
822	6230	-1e-04	LG18	7614232
823	6244	-0.0018	LG15	7405534
824	6248	0.0035	LG19	16037056
825	6260	-0.0058	LG06	5630445
826	6270	-0.003	LG14	23746030
827	6274	0.049	LG12	13367814
828	6275	-0.0106	LG02	8423715
829	6279	0.0085	LG20	4903810
830	6306	0.0264	LG22	5816842
831	6312	0.0228	LG12	26603732
832	6314	-0.0116	LG21	17634614
833	6315	0.0191	LG16	4018052
834	6318	0.0054	LG22	4155074
835	6319	0.0056	LG15	19420916
836	6329	-0.0019	LG23	21886964
837	6333	-0.0125	LG20	1257328
838	6342	-0.0026	LG06	8779893
839	6353	0.0534	LG14	3355942
840	6357	0.0728	LG07	25230566
841	6360	0.034	LG14	26156845
842	6368	0.0151	LG18	599429
843	6377	-0.0144	LG11	27229186
844	6388	0.0122	LG22	4388180
845	6390	0.0451	LG12	23443612
846	6403	-0.0066	LG16	8943107
847	6408	0.0039	LG19	14198859
848	6409	0.0467	LG01	4436885
849	6410	0.0195	LG01	26825592
850	6417	0.0617	LG15	20574788
851	6426	0.1166	LG17	8751324
852	6429	-0.0021	LG03	23213450
853	6431	0.0296	LG03	8422729
854	6441	0.0167	LG02	8567129
855	6443	-0.0091	LG19	20268119
856	6454	0.0081	LG16	1542135
857	6458	0.0247	LG11	20093783
858	6462	0.0021	LG12	25449456
859	6467	0.0388	LG17	6538332
860	6492	-0.0072	LG19	5269679
861	6498	0.0132	LG16	22280826
862	6500	0.0154	LG18	2040940
863	6519	-0.0107	LG04	18598746
864	6520	0.0079	LG19	9865843
865	6522	0.014	LG04	23060319
866	6525	0.0679	LG16	30168231
867	6526	-0.0028	LG15	25143238
868	6533	0.061	LG17	9465918
869	6534	0.0117	LG07	21020158
870	6554	0.0129	LG05	4972861
871	6563	-0.0027	LG19	7243278
872	6565	0.0994	LG22	13653995
873	6566	0.0334	LG22	4033916
874	6567	0.0087	LG04	5614539
875	6576	0.0509	LG20	11159306
876	6583	0.0032	LG10	2465467
877	6597	5e-04	LG14	17715921
878	6604	0.0076	LG18	1703870
879	6606	0.0189	LG11	28332595
880	6608	0.0196	LG14	4655642
881	6609	0.0059	LG04	6791037
882	6617	-0.0039	LG22	4318361
883	6631	0.0016	LG14	15779407
884	6635	0.042	LG07	21047437
885	6637	0.0056	LG18	15123738
886	6657	0.0042	LG03	7628668
887	6658	0.0091	LG15	22394483
888	6660	0.0262	LG13	12796553
889	6672	-5e-04	LG04	31308425
890	6677	0.0116	LG19	5644692
891	6683	0.0752	LG02	14489616
892	6687	0.0204	LG01	19131955
893	6690	0.0498	LG06	3601332
894	6693	-0.0037	LG13	22157376
895	6697	0.0102	LG07	16303464
896	6709	0.003	LG02	8318815
897	6724	0.0164	LG04	12927236
898	6729	0.0286	LG11	19415556
899	6735	-0.0052	LG18	13764485
900	6768	0.0121	LG03	22113564
901	6771	0.1928	LG08	6712888
902	6773	0.0322	LG18	13092359
903	6797	0.0036	LG11	11597003
904	6801	0.0319	LG01	23099470
905	6802	0.0448	LG22	7924236
906	6807	0.0329	LG05	9917870
907	6816	0.0094	LG23	3208908
908	6823	0.0038	LG13	5583349
909	6835	-9e-04	LG16	27854868
910	6845	0.0021	LG18	15567870
911	6846	0.0133	LG23	10359919
912	6860	0.0264	LG18	4956850
913	6870	0.0176	LG17	18989918
914	6878	0.0356	LG15	20381790
915	6882	0.0251	LG07	8078705
916	6883	0.0036	LG03	14829943
917	6886	0.0455	LG18	10393365
918	6887	0.0024	LG02	11466154
919	6890	0.0382	LG11	11780929
920	6913	0.0095	LG22	19647984
921	6925	0.0337	LG16	10109560
922	6926	0.014	LG15	8356855
923	6938	0.0048	LG15	8293172
924	6944	0.0174	LG05	18764110
925	6947	-0.0084	LG20	16306049
926	6953	-0.0012	LG23	8013738
927	6956	0.0643	LG04	29887394
928	6960	0.0366	LG19	20652306
929	6962	0.0189	LG19	17900522
930	6969	0.0021	LG15	12665066
931	6970	0.0401	LG16	12280659
932	6971	0.0795	LG03	2817594
933	6983	0.0608	LG22	10201369
934	6988	0.0498	LG21	6125777
935	6989	0.0344	LG22	16484663
936	6993	0.026	LG03	23801182
937	6995	0.0476	LG04	11127341
938	7000	0.0303	LG04	11009190
939	7027	0.0124	LG13	20020878
940	7028	0.0202	LG11	20055468
941	7046	0.0036	LG08	6188289
942	7048	-5e-04	LG23	21266614
943	7055	3e-04	LG03	7555515
944	7058	0.0205	LG08	559820
945	7074	0.0855	LG04	1318831
946	7081	0.0049	LG04	2557433
947	7083	0.0423	LG15	19440584
948	7086	0.0187	LG12	20716376
949	7089	0.0288	LG14	9364782
950	7096	0.0155	LG15	17339557
951	7104	0.0373	LG09	11767651
952	7106	-6e-04	LG18	20842216
953	7109	0.0137	LG09	5317086
954	7117	0.0178	LG03	5072653
955	7127	0.026	LG20	22112286
956	7128	0.0175	LG09	1204897
957	7132	0.0156	LG02	8637797
958	7138	1e-04	LG15	12403451
959	7139	0.0092	LG04	26379247
960	7142	0.0395	LG04	20628733
961	7146	0.0354	LG16	14444768
962	7151	0.0107	LG09	4221656
963	7164	0.0089	LG03	20693275
964	7171	4e-04	LG07	16286288
965	7173	0.0182	LG01	18990205
966	7183	-0.0017	LG13	16489759
967	7193	0.0013	LG15	22684695
968	7203	-0.004	LG14	11703918
969	7205	0.0664	LG22	14969164
970	7206	0.0341	LG22	16046449
971	7214	-0.0026	LG10	7431430
972	7216	0.0052	LG23	11281788
973	7227	-8e-04	LG16	2099638
974	7230	-0.011	LG17	13836722
975	7271	0.042	LG15	4420847
976	7275	0.0198	LG01	22595118
977	7283	0.0347	LG23	18658490
978	7286	0.0156	LG01	21876491
979	7290	-0.0019	LG08	7585018
980	7298	-0.0081	LG13	1297768
981	7301	0.0071	LG13	17075597
982	7313	-5e-04	LG07	28218174
983	7314	0.0369	LG09	13953137
984	7315	0.0479	LG21	11456566
985	7322	-0.0038	LG03	14577642
986	7327	0.0668	LG03	7200162
987	7328	0.1292	LG09	13296658
988	7333	-0.0024	LG19	12679218
989	7335	0.0156	LG19	13457677
990	7341	0.0051	LG01	25623962
991	7345	0.0327	LG05	10239778
992	7366	0.0201	LG14	16456477
993	7367	-0.0025	LG17	16378214
994	7370	-0.0048	LG15	4576668
995	7390	0.0264	LG02	8993371
996	7391	-7e-04	LG06	22765329
997	7395	0.0045	LG07	30555580
998	7412	2e-04	LG18	21670328
999	7421	0.0174	LG19	3097487
1000	7431	-0.0079	LG12	3326685
1001	7433	0.0483	LG12	12096075
1002	7450	-0.009	LG16	23321770
1003	7458	-0.0035	LG07	17761824
1004	7466	-9e-04	LG08	4200824
1005	7479	0.0295	LG07	16236256
1006	7485	0.0677	LG03	10832030
1007	7489	0.0317	LG13	16655985
1008	7501	0.0368	LG08	13128416
1009	7509	0.0256	LG03	1901276
1010	7514	0.0363	LG09	9462378
1011	7522	0.0047	LG08	25397751
1012	7537	-0.0058	LG16	24064939
1013	7545	0.0173	LG01	9399694
1014	7559	-0.0019	LG15	1919932
1015	7565	0.0444	LG12	19921439
1016	7570	-0.0031	LG13	18649897
1017	7571	0.028	LG16	18094498
1018	7573	0.0216	LG01	13566886
1019	7574	0.0023	LG12	6911449
1020	7583	-0.0047	LG22	17211593
1021	7604	-3e-04	LG07	24657611
1022	7610	-0.0066	LG02	19846598
1023	7620	0.0076	LG23	18579738
1024	7627	0.0651	LG23	9303595
1025	7637	0.0177	LG04	33296125
1026	7643	0.0025	LG04	27733899
1027	7647	-0.0036	LG19	4764986
1028	7666	0.0013	LG06	23577967
1029	7688	0.0289	LG21	17537300
1030	7690	0.0023	LG14	11180651
1031	7698	-0.0116	LG14	27129721
1032	7703	0.0187	LG21	19625156
1033	7711	0.0131	LG11	2322577
1034	7715	-0.0034	LG03	14049056
1035	7726	0.0165	LG06	14765352
1036	7730	0.0231	LG15	12292251
1037	7731	0.0122	LG19	11089861
1038	7735	0.0077	LG06	18310874
1039	7736	0.0342	LG13	6632801
1040	7747	0.0125	LG13	8626858
1041	7749	0.0061	LG11	25187021
1042	7754	0.0499	LG23	22966482
1043	7755	0.0223	LG11	25803771
1044	7759	-0.0017	LG09	19279622
1045	7763	0.0019	LG07	7478136
1046	7768	-0.0091	LG13	25049770
1047	7769	0.0588	LG11	5638643
1048	7775	-0.0054	LG13	18791841
1049	7781	-0.0054	LG10	4151887
1050	7789	0.018	LG21	5373123
1051	7791	-0.0132	LG10	7813573
1052	7803	0.0338	LG13	19032494
1053	7806	0.0396	LG02	22686739
1054	7807	0.0147	LG08	18470173
1055	7818	0.0245	LG09	15474554
1056	7823	-0.0039	LG01	17686137
1057	7828	0.0319	LG19	6872835
1058	7833	0.0038	LG13	8128067
1059	7847	0.0545	LG18	18341285
1060	7855	0.001	LG01	13272763
1061	7865	-0.0054	LG08	11365031
1062	7869	0.0036	LG17	10688746
1063	7870	0.0386	LG06	6309938
1064	7875	0.0604	LG07	11452690
1065	7879	0.0734	LG10	19467967
1066	7890	2e-04	LG14	13284482
1067	7910	0.0018	LG14	6573265
1068	7913	-0.0106	LG10	22408604
1069	7915	0.0143	LG06	1682281
1070	7929	0.0465	LG11	5422480
1071	7940	0.0627	LG11	4935309
1072	7942	0.0331	LG11	11237956
1073	7952	-0.0109	LG14	26291480
1074	7953	0.0073	LG14	27471012
1075	7957	0.004	LG13	14587252
1076	7962	-0.0062	LG04	22010636
1077	7974	0.0213	LG08	16567202
1078	7975	0.0306	LG03	8603130
1079	7976	0.0588	LG18	13994590
1080	7988	0.0481	LG21	19601801
1081	7992	0.0353	LG20	17181919
1082	8002	0.006	LG08	7093665
1083	8018	-0.0011	LG04	18659305
1084	8019	0.0629	LG16	24992183
1085	8026	0.0095	LG21	5322559
1086	8027	0.0215	LG05	11481749
1087	8033	-0.0011	LG10	10895467
1088	8045	-9e-04	LG02	18447659
1089	8046	0.0099	LG14	21864304
1090	8048	0.0132	LG05	10285673
1091	8055	0.0557	LG12	3340389
1092	8056	0.029	LG22	15240992
1093	8057	0.0528	LG06	22944848
1094	8062	0.0484	LG12	3185817
1095	8064	0.0062	LG12	6180142
1096	8086	0.0137	LG13	14527894
1097	8095	-0.0032	LG04	33023845
1098	8098	-0.0014	LG05	7346643
1099	8100	0.0066	LG07	11428517
1100	8103	0.0098	LG08	667242
1101	8124	0.0184	LG09	23766555
1102	8130	-0.0147	LG13	13481551
1103	8135	7e-04	LG11	22730482
1104	8149	0.1659	LG23	18211048
1105	8150	0.0909	LG19	9468457
1106	8152	0.0103	LG11	22005892
1107	8168	-0.0052	LG12	5940810
1108	8183	-0.0122	LG18	2018315
1109	8190	-0.0039	LG11	28080960
1110	8192	0.0288	LG11	10551327
1111	8194	0.0994	LG09	4886819
1112	8196	0.0234	LG11	5950474
1113	8198	0.0143	LG13	16144580
1114	8199	0.082	LG09	14464715
1115	8204	0.0454	LG19	20764017
1116	8205	-0.0017	LG03	8108048
1117	8208	0.0113	LG08	8756918
1118	8209	0.0573	LG16	8038342
1119	8212	0.0232	LG13	9273834
1120	8217	0.0645	LG18	1681718
1121	8218	3e-04	LG01	8477564
1122	8231	0.0101	LG05	21184752
1123	8241	0.0198	LG13	17644845
1124	8242	0.0205	LG01	7621451
1125	8246	0.0026	LG15	19655061
1126	8252	0.0084	LG13	1229103
1127	8260	-2e-04	LG16	27304295
1128	8267	0.0233	LG12	11939803
1129	8277	0.0093	LG02	5947585
1130	8278	0.0095	LG12	6752117
1131	8288	0.0079	LG13	18629424
1132	8289	0.0563	LG22	20459822
1133	8295	0.1342	LG13	24899963
1134	8305	0.016	LG02	11675992
1135	8312	0.0203	LG01	9665796
1136	8316	0.0069	LG03	4477954
1137	8322	0.0273	LG09	14038013
1138	8327	0.0674	LG06	13589351
1139	8330	0.0078	LG14	4242362
1140	8334	0.0507	LG07	8045347
1141	8336	0.0432	LG01	3590892
1142	8346	-5e-04	LG11	16053706
1143	8375	0.0042	LG03	11594755
1144	8388	-9e-04	LG14	12461609
1145	8389	0.0042	LG14	9808133
1146	8409	0.0366	LG21	18330944
1147	8414	-5e-04	LG19	14776072
1148	8445	0.0224	LG01	6120990
1149	8450	0.0421	LG02	2934383
1150	8461	-0.0032	LG14	12165644
1151	8465	-0.0014	LG06	22765417
1152	8471	-0.0028	LG21	4831712
1153	8484	-1e-04	LG22	19029332
1154	8486	-0.0061	LG10	22526695
1155	8493	0.0066	LG11	17108879
1156	8499	0.1267	LG04	23394825
1157	8507	0.0126	LG10	15259978
1158	8514	0.0114	LG21	5112341
1159	8525	0.1548	LG10	16367116
1160	8526	0.0192	LG11	2619748
1161	8527	0.0011	LG15	7756968
1162	8534	0	LG20	10902826
1163	8536	0.0353	LG11	11875912
1164	8547	0.0102	LG02	11866579
1165	8554	0.0133	LG23	4965463
1166	8568	0.0045	LG01	14990824
1167	8572	0.0294	LG03	20677019
1168	8590	0.02	LG04	25049798
1169	8596	0.0244	LG13	3111762
1170	8597	0.0325	LG10	16803083
1171	8601	0.0048	LG15	10911179
1172	8603	0.0087	LG09	18435106
1173	8606	0.0145	LG18	18859511
1174	8641	0.0108	LG11	17280494
1175	8642	0.0481	LG20	22696666
1176	8649	0.0396	LG01	18885301
1177	8670	0.0023	LG11	27130781
1178	8671	0.0167	LG16	14413278
1179	8690	-0.0129	LG19	14692145
1180	8693	-0.0068	LG07	26942791
1181	8703	0.0106	LG05	3371670
1182	8704	0.0339	LG02	22597571
1183	8724	0.0098	LG04	17119035
1184	8726	0.0231	LG14	17015235
1185	8727	0.0508	LG15	1282872
1186	8746	0.0997	LG16	30888212
1187	8747	-1e-04	LG19	10319156
1188	8758	0.0077	LG06	12398312
1189	8759	-0.005	LG15	24908542
1190	8778	-7e-04	LG02	19375815
1191	8789	0.0065	LG01	11152405
1192	8798	0.0607	LG10	24193411
1193	8803	-0.0018	LG08	8178775
1194	8805	0.0139	LG06	19987845
1195	8808	0.0022	LG18	9852172
1196	8813	0.0194	LG07	18222159
1197	8816	-0.0031	LG17	6318548
1198	8820	0.059	LG05	23467616
1199	8827	-0.001	LG17	4130127
1200	8831	0.0587	LG21	12302764
1201	8840	0.0809	LG21	7607298
1202	8842	0.0138	LG05	17854897
1203	8847	0.0898	LG14	1030467
1204	8849	0.0076	LG05	22279915
1205	8872	-0.0042	LG06	12940079
1206	8873	0.0097	LG20	13387010
1207	8885	0.0299	LG14	23077035
1208	8890	0.032	LG07	6489881
1209	8898	-7e-04	LG07	9012236
1210	8902	0.0102	LG13	6992877
1211	8907	0.0208	LG23	15164927
1212	8915	-0.009	LG20	7955725
1213	8936	0.0029	LG23	7449359
1214	8943	0.0964	LG13	3879446
1215	8948	-0.0065	LG01	25476939
1216	8955	0.0374	LG15	10868462
1217	8979	0.0146	LG21	13555372
1218	8997	0.0051	LG08	20043558
1219	9000	0.0114	LG01	20164805
1220	9002	0.0449	LG19	19069826
1221	9008	0.0119	LG20	15722835
1222	9043	1e-04	LG03	19476998
1223	9050	0.0216	LG13	14493837
1224	9054	0.0188	LG19	14616405
1225	9061	0.013	LG12	8785295
1226	9082	0.015	LG09	20408663
1227	9085	0.0124	LG20	18816719
1228	9097	0.0236	LG18	18493608
1229	9100	0.0389	LG16	12442275
1230	9102	0.0135	LG14	7840939
1231	9119	0.0029	LG14	8731210
1232	9131	-0.0098	LG20	2330881
1233	9134	0.0043	LG21	5010586
1234	9135	0.0151	LG06	12182054
1235	9144	0.0077	LG16	19012335
1236	9158	0.0141	LG11	6826719
1237	9159	0.0037	LG10	6204018
1238	9162	0.0023	LG16	13623596
1239	9165	-0.0085	LG13	8397560
1240	9166	0.0554	LG13	16972178
1241	9168	0.0256	LG19	9468369
1242	9174	0.0443	LG05	21240325
1243	9184	-0.014	LG22	2675465
1244	9187	0.0275	LG15	12299422
1245	9190	-0.0017	LG17	6640394
1246	9191	0.0211	LG11	18886155
1247	9192	-0.0036	LG21	16443926
1248	9203	0.0724	LG11	12511703
1249	9205	-0.0076	LG11	11238044
1250	9210	0.0101	LG18	5958819
1251	9211	-2e-04	LG22	11875758
1252	9213	0.0021	LG11	27848202
1253	9215	0.0295	LG09	12807500
1254	9216	0.0861	LG06	92177
1255	9218	0.0147	LG20	23516462
1256	9228	-0.0012	LG15	14543912
1257	9229	0.0715	LG08	14187458
1258	9247	0.0082	LG18	1960035
1259	9251	0.0034	LG11	26642181
1260	9252	0.0091	LG10	2489942
1261	9274	-0.0046	LG20	17339015
1262	9275	0.0115	LG22	20046047
1263	9277	-0.0125	LG01	23131469
1264	9284	0.0073	LG08	17713996
1265	9289	0.0506	LG16	23744969
1266	9299	0.015	LG06	683028
1267	9308	0.0371	LG04	32661853
1268	9316	0.0058	LG04	30729475
1269	9323	-0.0037	LG21	22259790
1270	9326	0.0101	LG19	12260534
1271	9331	0.0361	LG19	4094309
1272	9347	0.0024	LG22	17143940
1273	9350	0.0191	LG01	3570289
1274	9354	0.0162	LG15	23136934
1275	9355	0.0588	LG20	22453977
1276	9359	0.0486	LG10	1083496
1277	9363	0.005	LG12	10454862
1278	9369	0.0599	LG06	7049845
1279	9387	-0.0027	LG09	23454920
1280	9393	-0.0035	LG16	12409656
1281	9415	-8e-04	LG23	3879604
1282	9419	0.0665	LG08	24203128
1283	9421	0.0014	LG01	24972595
1284	9434	-0.0092	LG07	10877021
1285	9443	-4e-04	LG18	803193
1286	9449	0.1052	LG15	13018839
1287	9452	0.0027	LG10	19417830
1288	9456	-0.006	LG01	12895039
1289	9461	0.0313	LG05	18045280
1290	9489	0.0178	LG09	10420914
1291	9492	0.0665	LG23	4941457
1292	9502	0.0382	LG06	5572616
1293	9506	-0.0051	LG14	25014414
1294	9530	0.0109	LG02	486766
1295	9538	0.0155	LG10	18851597
1296	9545	0.2065	LG09	19485278
1297	9563	0.0147	LG20	20191387
1298	9565	0.0295	LG20	6360309
1299	9576	0.0628	LG09	10727534
1300	9579	0.0067	LG15	7844392
1301	9582	0.0025	LG06	16749471
1302	9585	0.0229	LG11	11440099
1303	9590	-0.0026	LG17	14394793
1304	9593	0.0052	LG12	17830910
1305	9596	0.014	LG01	11383360
1306	9610	-0.0072	LG22	14641840
1307	9611	0.0443	LG09	16641125
1308	9640	0.0137	LG18	3955603
1309	9645	0.0254	LG01	10419488
1310	9655	-0.0027	LG23	16731817
1311	9658	0.0011	LG12	21292189
1312	9664	-0.0098	LG07	2897347
1313	9667	0.0214	LG07	30125689
1314	9668	0.0231	LG09	15119144
1315	9673	0.0445	LG02	549312
1316	9675	0.005	LG14	20158765
1317	9679	0.0068	LG08	11452987
1318	9681	0.0954	LG04	1199563
1319	9682	0.0055	LG16	21936621
1320	9684	0.0171	LG06	16217777
1321	9691	0.0186	LG11	21257364
1322	9704	0.0548	LG03	24677592
1323	9705	0.0258	LG22	16598331
1324	9714	0.0605	LG04	15238228
1325	9717	-9e-04	LG14	5541915
1326	9726	-2e-04	LG20	6963568
1327	9729	-0.0023	LG01	10497992
1328	9731	0.0445	LG14	23757247
1329	9738	0.0448	LG13	8668477
1330	9741	-8e-04	LG02	5980256
1331	9755	-0.0019	LG10	13377165
1332	9766	-0.0133	LG21	18252963
1333	9770	0.0352	LG14	1996083
1334	9776	-0.0149	LG04	1846805
1335	9789	0.019	LG15	20443398
1336	9801	0.113	LG01	8078099
1337	9812	1e-04	LG18	1096221
1338	9819	-0.0049	LG13	197290
1339	9825	0.0153	LG01	12866887
1340	9833	0.0259	LG17	10130791
1341	9840	0.006	LG04	3791168
1342	9845	-0.002	LG13	18630044
1343	9850	-0.0119	LG04	4223942
1344	9852	0.0028	LG21	10137258
1345	9853	0.0044	LG03	22734972
1346	9855	0.024	LG20	8445572
1347	9864	7e-04	LG03	22541811
1348	9865	0.0421	LG21	10935303
1349	9870	-0.0113	LG01	25537657
1350	9878	0.0088	LG04	28655265
1351	9888	0.0039	LG08	19299110
1352	9894	0.0331	LG01	23601228
1353	9896	0.0145	LG12	26878070
1354	9898	-0.0027	LG04	20122738
1355	9922	0.0182	LG17	1142573
1356	9940	0.0023	LG08	22367438
1357	9941	0.0148	LG23	18507418
1358	9943	-0.0011	LG14	13142370
1359	9965	0.0176	LG01	22419167
1360	9966	0.0083	LG09	17673401
1361	9967	0.0099	LG06	5507919
1362	9970	0.0402	LG20	21800201
1363	9979	0.0079	LG12	20945653
1364	9980	0.0153	LG09	17129352
1365	9987	0.0036	LG18	16244437
1366	9992	-0.0045	LG04	14860399
1367	9996	-0.0022	LG01	26278925
1368	10006	-0.005	LG13	9576401
1369	10012	0.0117	LG02	8567215
1370	10015	0.0767	LG10	15810510
1371	10022	0.0099	LG04	30922281
1372	10024	0.0202	LG05	2172020
1373	10029	0.0211	LG13	1297680
1374	10039	0.0201	LG01	21639498
1375	10061	0.0725	LG08	15659186
1376	10063	1e-04	LG03	6310553
1377	10068	0.001	LG11	1638789
1378	10076	0.0201	LG15	10908966
1379	10079	0.0853	LG14	25560788
1380	10086	0.0289	LG14	26250657
1381	10134	-6e-04	LG22	18177595
1382	10136	0.016	LG04	19736434
1383	10139	-0.0026	LG18	10073218
1384	10150	0.0218	LG22	3525998
1385	10151	0.01	LG18	11939298
1386	10153	-1e-04	LG05	17965979
1387	10160	0.0108	LG20	15783678
1388	10172	0.0222	LG09	3075444
1389	10178	0.0335	LG06	11324595
1390	10188	0.0165	LG11	24474143
1391	10191	-0.0049	LG02	5034803
1392	10198	-4e-04	LG09	13840201
1393	10199	0.0087	LG19	20452984
1394	10207	0.0078	LG12	19645674
1395	10210	0.0209	LG07	8879525
1396	10215	0.0238	LG07	11803415
1397	10218	0.0105	LG14	18095079
1398	10222	-6e-04	LG03	27941905
1399	10226	0.0304	LG21	6811994
1400	10227	-0.0086	LG02	21921775
1401	10232	0.0304	LG16	26051334
1402	10245	0.0359	LG14	12893504
1403	10260	0.0615	LG10	4477635
1404	10263	0.0735	LG12	5229610
1405	10276	0.0434	LG05	19239849
1406	10284	0.0062	LG15	22995467
1407	10285	0.005	LG07	14894969
1408	10291	-0.0093	LG10	6547702
1409	10295	-0.0109	LG12	23243263
1410	10299	-0.0046	LG06	4083575
1411	10304	0.0014	LG02	21825266
1412	10306	0.0218	LG14	15462903
1413	10316	-0.0086	LG22	16614805
1414	10334	0.0082	LG13	17465274
1415	10342	0.0124	LG16	23334848
1416	10350	-0.004	LG03	7068423
1417	10366	0.0164	LG01	7718267
1418	10374	0.0082	LG02	22089412
1419	10380	0.0527	LG07	30175738
1420	10386	3e-04	LG06	3618928
1421	10396	-0.0062	LG10	7240187
1422	10399	-0.0015	LG01	22235777
1423	10401	-0.0019	LG08	23374487
1424	10410	0.0875	LG14	6016044
1425	10413	0.0088	LG03	19637006
1426	10414	5e-04	LG16	17455883
1427	10421	0.1438	LG08	9228751
1428	10425	0.0315	LG16	24274630
1429	10429	-0.006	LG05	2555026
1430	10431	0.0506	LG08	10365018
1431	10435	0.0075	LG06	24850560
1432	10440	0.0287	LG18	9448091
1433	10441	-0.0038	LG21	10658867
1434	10445	0.0025	LG23	22081947
1435	10456	0.0353	LG12	11310204
1436	10460	0.0367	LG13	6966466
1437	10462	0.0103	LG14	11822248
1438	10471	-0.0013	LG16	16729483
1439	10476	-0.0129	LG13	10039372
1440	10477	0.0618	LG01	18299147
1441	10488	0.0513	LG05	5151374
1442	10495	-0.0016	LG04	30851725
1443	10497	9e-04	LG12	3555248
1444	10498	0.041	LG23	16901532
1445	10501	0.0215	LG21	13147913
1446	10514	0.0172	LG23	21207956
1447	10529	0.0113	LG20	6701710
1448	10530	0.0066	LG20	5796135
1449	10539	0.0319	LG15	4351655
1450	10552	-0.0021	LG21	7506255
1451	10560	0.021	LG17	11340830
1452	10567	0.0302	LG05	2974965
1453	10576	0.0063	LG21	8043328
1454	10577	0.0075	LG02	21140684
1455	10580	2e-04	LG10	20152067
1456	10585	-0.0052	LG04	22250919
1457	10595	-0.0012	LG18	19191660
1458	10598	0.031	LG23	11912700
1459	10620	-0.0092	LG19	1053140
1460	10648	0.0057	LG05	11265067
1461	10660	0.0181	LG05	20217032
1462	10662	0.0107	LG14	6109399
1463	10675	0.0661	LG23	19071795
1464	10685	-0.0066	LG03	11289964
1465	10687	0.0163	LG09	17530179
1466	10691	0.016	LG15	8792435
1467	10698	0.0806	LG12	12379590
1468	10711	-0.0098	LG20	6584996
1469	10713	0.002	LG04	30555991
1470	10715	-0.0153	LG14	13820701
1471	10730	0.0607	LG13	12192317
1472	10732	-0.0024	LG20	10708777
1473	10738	0.0279	LG20	24076299
1474	10742	-0.0062	LG15	16381554
1475	10756	-0.0077	LG15	21461663
1476	10760	0.0108	LG18	19613888
1477	10761	0.0047	LG18	17229667
1478	10785	0.0095	LG21	17775041
1479	10806	0.0031	LG02	21825178
1480	10813	0.032	LG12	1339414
1481	10820	0.0024	LG23	22823800
1482	10821	0.0209	LG14	25883171
1483	10823	0.0048	LG06	3377386
1484	10828	0.0323	LG11	16821051
1485	10836	-0.0138	LG20	17324031
1486	10838	0.0212	LG05	17222349
1487	10839	0.0078	LG15	20569522
1488	10840	0.0131	LG17	2067492
1489	10844	0.0038	LG08	9797973
1490	10849	2e-04	LG05	20154474
1491	10860	0.03	LG03	10767775
1492	10872	0.0267	LG13	2826437
1493	10878	-0.0026	LG02	11133801
1494	10882	-0.0016	LG05	11668653
1495	10886	0.0549	LG11	10701151
1496	10906	0.0027	LG04	9318400
1497	10921	-3e-04	LG18	12320425
1498	10928	0.0021	LG23	8351205
1499	10933	0.0084	LG13	23401812
1500	10951	0.002	LG08	16407110
1501	10953	0.0051	LG21	14345198
1502	10954	-0.0105	LG14	13316350
1503	10960	0.1275	LG13	24575456
1504	10965	0.0149	LG05	13105253
1505	10966	0.048	LG10	10433055
1506	10978	0.0462	LG11	3709479
1507	10995	-0.0046	LG10	5381301
1508	10999	0.0033	LG07	14769705
1509	11001	-0.0012	LG03	14489701
1510	11003	0.007	LG14	1334127
1511	11018	0.1456	LG09	1255390
1512	11019	0.0184	LG11	17081030
1513	11027	0.0306	LG17	10674849
1514	11049	-0.0092	LG10	12577783
1515	11052	0.0238	LG05	8177311
1516	11054	0.0097	LG01	22931034
1517	11059	0.0078	LG05	6974071
1518	11069	0.0144	LG11	5204595
