Locus	chromosome	fst	c_pos
8079	PCodG	0.0391	122407262
13902	PCodG	0.1361	122475342
14064	PCodG	0.015	122529710
3381	PCodG	0.0248	122965196
20425	PCodG	0.4738	123112043
14657	PCodG	0.0337	123112131
2370	PCodG	0.2847	123528599
11059	PCodG	0.0783	123588806
23421	PCodG	0.0295	123738715
8098	PCodG	0.0735	123961378
16370	PCodG	0.1438	124258449
592	PCodG	0.0419	124293905
11052	PCodG	-2.00E-04	124792046
12823	PCodG	0.0256	125724080
23990	PCodG	0.1377	125881110
17919	PCodG	0.0564	126049583
17944	PCodG	0.001	126192583
18906	PCodG	0.0873	126194573
24751	PCodG	0.8756	126409728
6807	PCodG	0.007	126532605
22431	PCodG	0.1206	126681907
22408	PCodG	0.0067	126705329
4471	PCodG	0.0135	126820739
4761	PCodG	0.0352	126837664
7345	PCodG	0.01	126854513
8048	PCodG	0.7902	126900408
15308	PCodG	-0.0017	126946280
20232	PCodG	0.3361	127148313
109	PCodG	0.2447	127150787
13066	PCodG	0.0538	127293795
1968	PCodG	0.0318	127295457
15086	PCodG	0.0459	127340219
25641	PCodG	0.0708	127472335
2810	PCodG	0.0824	127589333
17328	PCodG	0.0702	127617112
16580	PCodG	0.0427	127691286
18979	PCodG	0.4333	127739638
18355	PCodG	0.1227	127753513
17737	PCodG	0.095	127753602
2046	PCodG	0.2515	127804469
6292	PCodG	0.0841	127829434
10648	PCodG	-0.002	127879802
4644	PCodG	0.1061	127907886
4878	PCodG	0.1014	128001873
8027	PCodG	0.0569	128096484
15382	PCodG	0.0306	128161440
18686	PCodG	0.0029	128161528
24504	PCodG	-0.0016	128202298
22739	PCodG	0.1034	128248230
12670	PCodG	0.5819	128265819
10882	PCodG	0.0252	128283388
14853	PCodG	0.0067	128369790
18925	PCodG	0.1626	128377943
17683	PCodG	0.017	128650998
9280	PCodG	0.0437	128710158
20042	PCodG	0.006	129214291
24009	PCodG	0.1023	129350613
17782	PCodG	0.014	129355752
13081	PCodG	0.5218	129557306
11687	PCodG	0.1391	129653214
10965	PCodG	0.0445	129719988
21649	PCodG	0.1346	129769488
4818	PCodG	0.47	129997482
15300	PCodG	0.037	130255653
3952	PCodG	0.0506	130492422
7494	PCodG	0.0686	130601972
20381	PCodG	0.035	130641770
19118	PCodG	0.0204	130676171
19867	PCodG	0.0561	130676259
23500	PCodG	0.0168	130728683
17629	PCodG	0.0761	130728929
19165	PCodG	0.0279	130729017
24409	PCodG	0.0412	130905470
20144	PCodG	0.0661	131015975
13979	PCodG	0.127	131021582
13846	PCodG	0.0926	131025514
12291	PCodG	0.0222	131025602
4162	PCodG	0.2457	131406625
13010	PCodG	0.053	131697970
14596	PCodG	0.0238	132789916
21290	PCodG	0.6808	132794799
14762	PCodG	0.0855	132976617
11483	PCodG	0.2266	133183335
16697	PCodG	0.0208	133203961
10838	PCodG	0.0488	133837084
12337	PCodG	0.0776	133898311
20929	PCodG	0.2488	133898399
3585	PCodG	0.2493	133913426
11738	PCodG	0.1818	133932121
20573	PCodG	0.0504	134388226
8842	PCodG	0.082	134469632
17363	PCodG	0.0066	134492523
16695	PCodG	0.1127	134543986
25170	PCodG	0.826	134576744
10153	PCodG	0.0806	134580714
9461	PCodG	0.4116	134660015
23233	PCodG	0.75	134660103
1454	PCodG	0.0401	134814784
982	PCodG	0.0023	135060896
3728	PCodG	0.1156	135156499
17779	PCodG	0.0749	135262869
5427	PCodG	0.0783	135354718
1961	PCodG	0.067	135373884
6944	PCodG	0.484	135378845
22737	PCodG	0.0992	135423910
3057	PCodG	0.1968	135544449
15494	PCodG	0.0562	135594554
19937	PCodG	0.2286	135612065
24920	PCodG	0.0316	135773617
10276	PCodG	0.0629	135854584
5738	PCodG	0.0224	135934670
2934	PCodG	-0.0017	135989127
23313	PCodG	0.0688	136124858
4646	PCodG	0.1415	136358365
4255	PCodG	0.05	136388364
19856	PCodG	0.1283	136482045
13631	PCodG	0.061	136503363
5775	PCodG	0.0697	136532121
534	PCodG	0.0041	136724791
10849	PCodG	0.0329	136769209
13168	PCodG	0.0174	136819964
24990	PCodG	0.0259	136821588
10660	PCodG	0.0101	136831767
22541	PCodG	0.1899	136851664
11191	PCodG	0.2267	137051098
5600	PCodG	0.0602	137228044
1962	PCodG	0.0026	137238672
19450	PCodG	0.1577	137465699
297	PCodG	0.0842	137473312
7922	PCodG	0.0216	137570881
24976	PCodG	0.2254	137576476
18694	PCodG	0.0288	137683607
8058	PCodG	0.0425	137731601
20449	PCodG	0.0285	137737082
8231	PCodG	0.0021	137799487
14897	PCodG	0.0405	137824871
9174	PCodG	0.1312	137855060
15212	PCodG	0.025	137942523
17718	PCodG	0.0101	138110794
11254	PCodG	0.0109	138241426
18637	PCodG	0.0167	138266818
2075	PCodG	0.0791	138269224
5469	PCodG	0.005	138521539
15139	PCodG	0.202	138538610
11717	PCodG	0.1387	138655112
8849	PCodG	0.197	138894650
19522	PCodG	0.0182	138922316
14824	PCodG	0.0253	139118592
24371	PCodG	0.0178	139304383
19408	PCodG	0.0609	139566912
13258	PCodG	0.2368	139920458
15279	PCodG	0.0195	139986155
17738	PCodG	0.0509	140018563
3226	PCodG	0.2399	140082263
8820	PCodG	0.8659	140082351
13192	PCodG	0.0893	140371565
4613	PCodG	0.0184	140588195
20744	PCodG	0.0888	140589857
9216	PCodG	0.735	140780967
20128	PCodG	0.8897	140865480
17934	PCodG	0.0551	140866107
17816	PCodG	0.0175	140925825
14626	PCodG	0.472	140925913
4213	PCodG	0.0672	140926698
4727	PCodG	0.0197	141178586
12701	PCodG	0.108	141342227
9299	PCodG	0.075	141371818
12123	PCodG	0.024	142264424
7915	PCodG	0.1852	142371071
17347	PCodG	0.0641	142533332
13991	PCodG	0.0784	143384058
14298	PCodG	0.1162	143433955
24966	PCodG	0.0642	143441582
5367	PCodG	0.093	143441670
24876	PCodG	0.0422	143959422
13627	PCodG	0.0273	144027560
10823	PCodG	0.0251	144066176
20756	PCodG	0.1506	144257032
13286	PCodG	0.1052	144259667
6690	PCodG	0.6165	144290122
19689	PCodG	0.205	144304879
10386	PCodG	0.1463	144307718
25271	PCodG	0.0279	144335678
14572	PCodG	0.0162	144508433
4065	PCodG	0.033	144698626
10299	PCodG	0.0344	144772365
14955	PCodG	0.0182	144778935
23148	PCodG	0.0932	144792983
12963	PCodG	0.015	144982908
25630	PCodG	0.0311	145175366
6069	PCodG	4.00E-04	145785370
19551	PCodG	0.3457	145912245
23232	PCodG	0.022	146089546
9967	PCodG	0.1088	146196709
7907	PCodG	0.0045	146237931
9502	PCodG	0.2986	146261406
6260	PCodG	0.1034	146319235
12746	PCodG	0.7092	146514068
15140	PCodG	0.0912	146514156
3734	PCodG	0.0415	146615082
13308	PCodG	0.0064	146778317
7713	PCodG	0.0351	146917927
13575	PCodG	0.1121	146918015
7870	PCodG	0.6637	146998728
927	PCodG	0.0056	147109770
11563	PCodG	0.0838	147178557
13917	PCodG	0.6049	147258596
21453	PCodG	0.2167	147268799
23753	PCodG	0.0205	147290383
15573	PCodG	0.8716	147327067
20091	PCodG	0.0061	147331392
18841	PCodG	0.1655	147345481
12477	PCodG	0.1011	147468380
11663	PCodG	0.0815	147475742
1017	PCodG	0.0155	147493436
10177	PCodG	0.0192	147578634
4799	PCodG	0.02	147590910
5610	PCodG	0.0207	147654658
9369	PCodG	0.0056	147738635
14140	PCodG	0.0961	148206207
7144	PCodG	0.0314	148206876
18743	PCodG	0.365	148381573
20101	PCodG	0.278	148423641
5576	PCodG	0.0278	148547634
3940	PCodG	0.7238	148555946
16571	PCodG	0.2102	148556034
2522	PCodG	0.3224	148717476
21614	PCodG	0.3378	148717564
954	PCodG	0.2567	148753207
21699	PCodG	0.0432	148932338
926	PCodG	0.0487	149260729
6833	PCodG	0.189	149291752
6342	PCodG	0.0642	149468683
13537	PCodG	0.0142	149638294
11008	PCodG	0.1513	150151870
5770	PCodG	0.0067	150190412
14176	PCodG	0.0232	150293127
22921	PCodG	0.5611	150382307
11065	PCodG	0.059	150391099
19990	PCodG	0.6357	150710398
248	PCodG	0.0149	150757326
21611	PCodG	0.0265	150757414
24028	PCodG	0.0248	151162896
13341	PCodG	0.7421	151242730
15701	PCodG	0.0201	151252603
18120	PCodG	0.0123	151258694
13148	PCodG	0.1693	151456010
381	PCodG	0.4972	151579589
11521	PCodG	0.0675	151735571
10178	PCodG	0.0052	152013385
11092	PCodG	0.1474	152023100
5719	PCodG	0.0365	152128437
16166	PCodG	0.0397	152152870
8016	PCodG	0.0482	152204426
15332	PCodG	0.0013	152377204
9135	PCodG	0.0376	152870844
4452	PCodG	0.0995	152986598
8758	PCodG	0.0732	153087102
813	PCodG	0.0894	153562670
20021	PCodG	0.032	153621481
8872	PCodG	0.0208	153628869
6112	PCodG	0.0178	153628957
5077	PCodG	0.3638	153643725
3692	PCodG	0.0877	153737556
22020	PCodG	0.4051	153918506
15298	PCodG	0.0076	154061756
8327	PCodG	0.7324	154278141
14593	PCodG	0.007	154345521
4235	PCodG	0.0338	154959425
24665	PCodG	0.392	154959514
3887	PCodG	0.4645	154967453
6810	PCodG	0.0372	155334167
6157	PCodG	0.3299	155402484
7726	PCodG	0.0741	155454142
13323	PCodG	0.0206	155702152
25368	PCodG	0.0204	155748965
20867	PCodG	0.0052	155912966
2331	PCodG	0.0255	156491941
9684	PCodG	0.7922	156906567
12544	PCodG	0.126	156983641
6652	PCodG	0.0308	157002976
9582	PCodG	0.0416	157438261
16968	PCodG	0.5368	157735954
21921	PCodG	0.0438	157736042
15615	PCodG	0.8553	157781223
23650	PCodG	0.9366	157787018
22783	PCodG	0.2255	157840009
3973	PCodG	0.4314	158194372
24868	PCodG	0.0184	158208954
2885	PCodG	0.0593	158284461
23346	PCodG	0.0017	158408537
13547	PCodG	0.3102	158435035
7735	PCodG	0.0174	158999664
14906	PCodG	0.478	159047316
12288	PCodG	0.0381	159175585
733	PCodG	0.0218	159348797
4058	PCodG	0.1425	159440656
4398	PCodG	0.2179	159686951
23788	PCodG	0.3041	160267223
5232	PCodG	0.0876	160532482
1054	PCodG	0.6931	160587539
8805	PCodG	0.0353	160676635
5336	PCodG	0.9489	160748328
12069	PCodG	0.0185	160926344
4191	PCodG	0.491	161429863
20705	PCodG	0.09	161743905
23765	PCodG	0.0117	162022311
16839	PCodG	0.0891	162148622
15407	PCodG	0.1795	162271444
4887	PCodG	0.0108	162897239
23817	PCodG	0.0919	163171412
19466	PCodG	0.074	163297999
5465	PCodG	0.0721	163446358
7391	PCodG	0.0819	163454119
8465	PCodG	0.0171	163454207
14522	PCodG	0.0331	163557874
8057	PCodG	0.083	163633638
16898	PCodG	0.7564	163704175
16504	PCodG	0.7958	163710820
24663	PCodG	0.0484	163770166
18159	PCodG	0.0755	164174265
7666	PCodG	0.0116	164266757
12220	PCodG	0.0962	164452489
18782	PCodG	0.0929	164597168
20465	PCodG	0.0207	164635530
14932	PCodG	0.0832	164691846
4572	PCodG	0.0364	164746243
17898	PCodG	0.716	164788320
23587	PCodG	0.1423	164857473
20402	PCodG	0.0495	165063719
10435	PCodG	0.0287	165539350
17066	PCodG	0.2538	165654809
3396	PCodG	0.6966	166003744
16904	PCodG	0.0042	166394661
13556	PCodG	0.7334	166699409
23748	PCodG	0.0605	166699497
4472	PCodG	0.1091	166960004
3957	PCodG	0.0115	166976836
23248	PCodG	0.0502	167304420
16573	PCodG	0.0198	167786807
23992	PCodG	0.535	168476177
23457	PCodG	0.0091	168476663
24940	PCodG	0.1478	168672702
5946	PCodG	0.0462	168872288
9664	PCodG	0.0228	169050757
5322	PCodG	0.0365	170949829
13732	PCodG	0.0797	171032082
3049	PCodG	0.0478	171185782
20810	PCodG	0.2494	171185870
15536	PCodG	0.093	172045330
8890	PCodG	0.0314	172643291
16410	PCodG	0.0946	172723580
6894	PCodG	0.03	173042131
23190	PCodG	0.0353	173096348
13652	PCodG	0.0726	173479699
7763	PCodG	0.0185	173631546
25479	PCodG	0.01	174019774
8334	PCodG	0.2231	174198757
6882	PCodG	0.176	174232115
63	PCodG	0.0149	174403914
10210	PCodG	0.0492	175032935
8898	PCodG	0.301	175165646
11216	PCodG	0.0137	175303284
17318	PCodG	0.0284	175313153
17835	PCodG	0.967	175536824
11760	PCodG	0.0604	175672613
14667	PCodG	0.171	175691405
3284	PCodG	0.2187	175693340
23562	PCodG	0.2994	175906333
8191	PCodG	0.014	176232589
3095	PCodG	0.0385	176953912
9434	PCodG	0.8379	177030431
11576	PCodG	0.1393	177030519
12578	PCodG	0.0748	177121662
8100	PCodG	0.0328	177581927
14999	PCodG	0.0062	177582680
7875	PCodG	0.4388	177606100
23986	PCodG	-0.0017	177851570
15934	PCodG	0.7179	177936259
10215	PCodG	0.2738	177956825
4137	PCodG	0.0912	177965124
11997	PCodG	0.0539	178066350
13198	PCodG	0.183	178131081
16062	PCodG	0.0352	178229946
25059	PCodG	0.1612	178349402
20885	PCodG	0.0053	178441722
23563	PCodG	0.3879	178502623
2520	PCodG	0.1062	178515495
14810	PCodG	0.866	178773316
5031	PCodG	0.1992	178882261
17322	PCodG	0.1282	179379514
2735	PCodG	0.9132	179389736
3195	PCodG	0.818	179451298
22035	PCodG	0.0217	179523435
1555	PCodG	0.143	179584887
14640	PCodG	0.0706	179699179
23944	PCodG	0.8851	180536844
121	PCodG	0.0292	180793076
1737	PCodG	0.0667	180794101
20028	PCodG	0.0392	180840916
25567	PCodG	0.005	180899043
10999	PCodG	0.3901	180923115
14546	PCodG	0.4969	180985253
22166	PCodG	0.7586	181008092
11149	PCodG	0.0314	181022968
10285	PCodG	-0.0015	181048379
16881	PCodG	0.0242	181295582
24274	PCodG	0.2785	181391026
4637	PCodG	0.003	181565333
24467	PCodG	0.8208	181607994
21874	PCodG	0.8041	181717513
4660	PCodG	0.3472	182032444
16218	PCodG	0.0261	182222508
17141	PCodG	0.0178	182300089
7479	PCodG	0.6321	182389666
925	PCodG	0.5414	182399640
7171	PCodG	0.0917	182439698
6697	PCodG	0.1104	182456874
3324	PCodG	0.0151	182560791
18517	PCodG	0.2042	182711911
17036	PCodG	0.0835	182756455
3111	PCodG	0.0634	183111272
9164	PCodG	0.0279	183145017
14474	PCodG	0.0034	183534774
2069	PCodG	0.4224	183586578
22303	PCodG	-0.0013	183647418
22862	PCodG	0.057	183755473
23947	PCodG	0.0407	183761621
7458	PCodG	0.0161	183915234
17631	PCodG	0.0359	184048764
18619	PCodG	0.1295	184337090
8813	PCodG	0.0964	184375569
15473	PCodG	0.9585	184657858
19904	PCodG	0.1034	184657946
24287	PCodG	0.0267	184762832
21934	PCodG	0.5567	184810448
4150	PCodG	0.0135	184944083
24440	PCodG	0.0203	184945899
6298	PCodG	0.0669	185444332
19785	PCodG	0.0557	185818904
21829	PCodG	0.7653	185891850
11943	PCodG	0.1225	186596194
10913	PCodG	0.0805	186620694
5417	PCodG	0.0028	186793430
4856	PCodG	0.1309	186798598
13935	PCodG	0.2918	187070129
18796	PCodG	0.0051	187071612
12962	PCodG	0.0172	187144988
2319	PCodG	0.462	187150602
15645	PCodG	0.0159	187156688
6534	PCodG	0.0849	187173568
6635	PCodG	0.0554	187200847
12380	PCodG	0.0513	187200935
16164	PCodG	0.114	187228783
23908	PCodG	0.247	187283734
20990	PCodG	0.5875	187284579
9800	PCodG	0.0139	187349940
24999	PCodG	0.0106	187350028
22324	PCodG	0.1703	187356527
2454	PCodG	0.0699	187747804
20197	PCodG	0.034	187926469
12303	PCodG	0.0404	188020070
24684	PCodG	0.0381	188143177
11768	PCodG	0.1805	188143265
11902	PCodG	0.0232	188199670
22276	PCodG	0.0042	188493478
11500	PCodG	0.0466	188574510
25306	PCodG	0.0153	188715637
22937	PCodG	0.2188	189247897
16168	PCodG	0.0283	189485280
2830	PCodG	0.1373	189486121
1490	PCodG	0.0747	189577757
3798	PCodG	0.1516	189614659
21016	PCodG	0.2645	189661344
11417	PCodG	0.0591	189773093
20163	PCodG	0.0255	190458636
11860	PCodG	0.4783	190488046
22729	PCodG	0.0218	190686685
7604	PCodG	0.1076	190811021
19632	PCodG	0.3642	191022164
6357	PCodG	0.0927	191383976
19107	PCodG	0.219	191413461
24414	PCodG	0.0604	191533316
17670	PCodG	0.4424	191638111
19046	PCodG	0.0339	191639175
11886	PCodG	0.1023	192094924
3307	PCodG	0.1751	192326849
23211	PCodG	0.2658	192337369
12406	PCodG	0.0068	192753721
24833	PCodG	0.07	192821552
12299	PCodG	0.0306	193061752
12946	PCodG	0.3491	193074674
8693	PCodG	0.2353	193096201
20753	PCodG	0.5973	193219547
1258	PCodG	0.0499	193335565
11488	PCodG	0.0268	193368791
11406	PCodG	0.0169	193420529
12394	PCodG	0.0496	193467553
20472	PCodG	0.4289	193482612
11176	PCodG	0.0362	193516027
19020	PCodG	0.0323	193524473
22989	PCodG	0.032	193561142
16425	PCodG	0.0172	193737013
4514	PCodG	0.1234	193835548
19879	PCodG	0.0162	193855658
21785	PCodG	0.055	193947570
12564	PCodG	0.1104	193971085
22430	PCodG	0.2309	194055763
16718	PCodG	0.1564	194119388
25032	PCodG	0.1364	194216449
16834	PCodG	0.2969	194283694
24680	PCodG	0.8212	194350323
964	PCodG	0.8623	194371496
7313	PCodG	0.937	194371584
1036	PCodG	0.2437	194779686
19685	PCodG	0.0272	194839928
17993	PCodG	0.2091	195029525
11566	PCodG	0.1338	195095348
2087	PCodG	0.1151	195095436
21723	PCodG	0.0553	195284308
3606	PCodG	0.0784	195334886
20395	PCodG	0.1992	195707213
21961	PCodG	0.2282	195744746
17216	PCodG	0.0583	195779657
20248	PCodG	0.0899	196017881
19520	PCodG	0.1042	196022398
23402	PCodG	0.8588	196226919
4381	PCodG	0.2634	196245901
9667	PCodG	0.1668	196279099
10380	PCodG	0.0053	196329148
5739	PCodG	0.0016	196545049
23193	PCodG	0.0552	196648616
7395	PCodG	-6.00E-04	196708990
19372	PCodG	0.0095	197068809
7058	PCodG	0.3845	197946107
14421	PCodG	0.0906	198049543
11126	PCodG	0.0138	198049631
8103	PCodG	0.3294	198053529
17867	PCodG	7.00E-04	198510638
14153	PCodG	0.0295	198524243
200	PCodG	0.1117	198614126
174	PCodG	0.037	198698709
4596	PCodG	0.0246	199148026
19342	PCodG	0.1201	201129104
17856	PCodG	0.037	201562780
7466	PCodG	0.1926	201587111
15973	PCodG	0.0441	202098242
3193	PCodG	0.1792	202189792
16186	PCodG	0.4877	202327350
23100	PCodG	0.0136	202802040
24606	PCodG	0.0328	202813945
22626	PCodG	0.2661	202974450
3207	PCodG	0.509	203035046
12508	PCodG	0.0079	203186442
16965	PCodG	0.0443	203198008
16238	PCodG	0.0378	203198096
20526	PCodG	0.3108	203360148
7046	PCodG	0.8553	203574576
3244	PCodG	0.0105	203881848
17168	PCodG	0.0723	203956398
6771	PCodG	0.0962	204099175
820	PCodG	0.1736	204169558
11850	PCodG	0.1056	204206078
16032	PCodG	0.3663	204248906
21540	PCodG	0.153	204343177
9813	PCodG	0.0301	204358166
11257	PCodG	0.1368	204430806
15024	PCodG	0.0442	204457064
8002	PCodG	0.0185	204479952
10038	PCodG	0.0149	204547768
23980	PCodG	0.04	204548998
21600	PCodG	0.009	204557417
5623	PCodG	0.2755	204625973
7290	PCodG	0.031	204971305
24759	PCodG	0.0063	205185917
16803	PCodG	0.0208	205454513
19587	PCodG	0.4083	205564974
8803	PCodG	0.0606	205565062
22900	PCodG	0.0121	205687530
16134	PCodG	0.1035	205692188
14537	PCodG	0.061	205705719
11132	PCodG	0.1732	205968296
8208	PCodG	0.0568	206143205
15112	PCodG	0.1038	206298804
3373	PCodG	0.0292	206353278
10421	PCodG	0.4559	206615038
5844	PCodG	0.0895	206943601
5060	PCodG	0.2439	206976678
16292	PCodG	0.0573	207177629
10844	PCodG	0.1641	207184260
12064	PCodG	-0.0017	207429328
23580	PCodG	0.4106	207511931
1693	PCodG	0.2058	207630106
5834	PCodG	0.0996	207654629
3960	PCodG	0.008	207728927
18900	PCodG	0.0322	207734177
10431	PCodG	0.0155	207751305
545	PCodG	0.114	207799835
23076	PCodG	0.0426	207810179
15748	PCodG	0.9888	207833278
20791	PCodG	0.019	207990196
24825	PCodG	0.0107	207990642
4491	PCodG	0.4365	208019458
15432	PCodG	0.0379	208191123
18628	PCodG	0.0554	208202024
21539	PCodG	0.2161	208209923
4383	PCodG	0.0237	208246119
16698	PCodG	0.0538	208282639
4040	PCodG	0.0544	208298840
16165	PCodG	0.5674	208309455
571	PCodG	0.0015	208458261
2506	PCodG	0.0216	208682680
7865	PCodG	-0.0017	208751318
9679	PCodG	0.0915	208839274
13723	PCodG	0.0089	208891123
17666	PCodG	0.061	208891211
20578	PCodG	0.0537	209149940
22563	PCodG	0.9515	209206784
23593	PCodG	0.0531	209211051
2408	PCodG	0.7941	209246794
16121	PCodG	0.662	209379836
18615	PCodG	0.9144	209508464
10726	PCodG	0.1869	209524406
17267	PCodG	0.9511	210011323
14044	PCodG	0.1626	210074241
4368	PCodG	0.0117	210131223
23293	PCodG	0.0843	210230659
1089	PCodG	0.0128	210499025
7501	PCodG	0.0199	210514703
256	PCodG	0.7413	210570741
15568	PCodG	0.2763	210623712
16141	PCodG	0.0051	210904349
227	PCodG	0.1152	211036962
24384	PCodG	0.0568	211142681
17870	PCodG	0.9488	211226622
1098	PCodG	0.2241	211346639
20530	PCodG	0.0235	211458814
11260	PCodG	0.0236	211557042
9229	PCodG	0.357	211573745
23395	PCodG	0.1255	211573833
20285	PCodG	0.0289	211593211
6910	PCodG	0.0345	211767822
1821	PCodG	0.4758	212027051
13925	PCodG	0.2963	212052546
21531	PCodG	0.058	212425339
16911	PCodG	0.0287	212425427
20760	PCodG	0.063	212496657
3161	PCodG	0.2725	212517088
528	PCodG	0.1349	212542340
4891	PCodG	0.4035	212942152
10061	PCodG	0.626	213045473
25277	PCodG	0.014	213168251
5450	PCodG	0.0169	213212594
17190	PCodG	0.0167	213212682
10951	PCodG	0.4728	213793397
7974	PCodG	0.5566	213953489
8815	PCodG	0.0331	214053692
11420	PCodG	0.0626	214413213
20270	PCodG	0.062	214735329
24993	PCodG	0.0624	214961820
9284	PCodG	0.1155	215100283
943	PCodG	0.0429	215252449
5206	PCodG	0.1189	215399345
13241	PCodG	0.1908	215400370
11759	PCodG	0.9532	215488900
18889	PCodG	0.0255	215532811
6229	PCodG	0.0205	215770068
7807	PCodG	0.5447	215856460
18073	PCodG	0.068	215974811
24415	PCodG	0.0486	216152844
2234	PCodG	0.0963	216335493
17392	PCodG	0.0119	216423970
22332	PCodG	0.1897	216484306
16942	PCodG	0.0773	216501574
9888	PCodG	0.0273	216685397
12521	PCodG	0.0132	216925645
10166	PCodG	0.0401	217044451
8997	PCodG	0.3894	217429845
13738	PCodG	0.0323	217911067
1266	PCodG	0.075	218154900
19923	PCodG	0.0316	218319998
2851	PCodG	0.0445	218455031
10885	PCodG	0.0611	218860874
4317	PCodG	0.2606	218902912
16087	PCodG	0.012	218917333
13724	PCodG	-0.0013	218950220
18702	PCodG	0.1684	218950308
24554	PCodG	0.0248	219150016
373	PCodG	0.005	219321800
11300	PCodG	0.0349	219625522
9940	PCodG	0.0352	219753725
10392	PCodG	0.0369	219862853
23649	PCodG	0.1878	220327567
17885	PCodG	0.0464	220398552
16205	PCodG	0.0021	220720001
10401	PCodG	0.0322	220760774
9419	PCodG	0.5845	221589415
22526	PCodG	0.8415	221712394
2400	PCodG	0.0067	221837984
23159	PCodG	0.3907	221933682
21092	PCodG	0.0384	221962077
22824	PCodG	0.7086	222144128
21470	PCodG	0.0891	222148209
4609	PCodG	0.4525	222148297
3197	PCodG	0.1109	222232490
18726	PCodG	0.0651	222516919
24683	PCodG	0.3405	222736549
7522	PCodG	0.0592	222784038
24253	PCodG	0.0165	222922109
23564	PCodG	0.0187	223104923
17933	PCodG	0.0626	223104925
10991	PCodG	0.0119	223170699
2368	PCodG	0.3591	223570792
23592	PCodG	0.199	223586848
15881	PCodG	0.0185	223878324
14342	PCodG	0.0156	224325097
21802	PCodG	0.3158	224792468
18502	PCodG	0.0445	225123645
7128	PCodG	0.0991	225388070
11018	PCodG	0.0182	225438563
5198	PCodG	0.0757	225576882
708	PCodG	0.0456	225837617
4556	PCodG	0.0324	226055675
3651	PCodG	0.2764	226055763
18276	PCodG	0.1207	226077258
17384	PCodG	0.1251	226353475
12566	PCodG	0.0642	226667637
20522	PCodG	0.0143	226690372
15806	PCodG	0.0536	226783720
24222	PCodG	0.2423	227015854
10172	PCodG	0.3434	227258617
25269	PCodG	0.0432	227338959
9606	PCodG	0.0117	227620273
3458	PCodG	0.0531	227676983
18196	PCodG	0.7799	227760820
4615	PCodG	0.09	227853679
21061	PCodG	0.0426	227962849
18186	PCodG	0.1411	228086106
20937	PCodG	0.0289	228277264
3297	PCodG	0.0307	228383677
7151	PCodG	0.1265	228404829
20726	PCodG	0.0087	228619888
5685	PCodG	0.1686	228678443
25028	PCodG	0.7366	228819015
23354	PCodG	0.0143	228839024
3683	PCodG	0.0041	228863855
8194	PCodG	0.9531	229069992
16637	PCodG	0.0273	229094001
9077	PCodG	0.0369	229478926
12971	PCodG	0.0888	229497031
7109	PCodG	0.2412	229500259
3948	PCodG	0.1968	229854704
5124	PCodG	0.0511	229897151
1504	PCodG	0.0812	230267951
21120	PCodG	0.2506	230331111
12803	PCodG	0.0458	230472961
15471	PCodG	0.6459	230651323
5011	PCodG	0.6537	230651411
6099	PCodG	0.0213	231032723
415	PCodG	0.3416	231127358
1047	PCodG	0.2101	231129979
20890	PCodG	0.017	231236716
19199	PCodG	0.0307	231236804
21454	PCodG	0.1685	231288582
13813	PCodG	0.0792	231342023
22698	PCodG	0.0077	231622087
7902	PCodG	0.3868	231806529
14594	PCodG	0.1541	232012870
12990	PCodG	0.0398	232076460
20036	PCodG	0.2024	232120715
4146	PCodG	0.1172	232394528
14042	PCodG	0.1025	232763182
11691	PCodG	0.354	232763272
13279	PCodG	0.0035	233579913
4702	PCodG	0.1681	233632383
7514	PCodG	0.0014	233645551
15907	PCodG	0.7444	233648290
5853	PCodG	0.0563	234093621
23935	PCodG	0.0175	234120960
561	PCodG	0.084	234257091
12713	PCodG	0.0233	234449491
5174	PCodG	0.0031	234530589
9489	PCodG	0.0533	234604087
12567	PCodG	0.0672	234604175
25293	PCodG	0.6658	234604595
5882	PCodG	0.1621	234644742
20798	PCodG	0.0247	234866002
19371	PCodG	0.2012	234872376
9576	PCodG	0.1865	234910707
18401	PCodG	0.1119	235045465
23924	PCodG	0.1142	235094607
25396	PCodG	0.0338	235197205
11848	PCodG	0.0047	235324169
23308	PCodG	0.0374	235448265
617	PCodG	0.9173	235480613
18757	PCodG	0.0366	235480768
22918	PCodG	0.0136	235678060
13940	PCodG	0.1212	235679299
16806	PCodG	0.0194	235680117
2230	PCodG	0.0177	235688493
15462	PCodG	0.0741	235765201
20446	PCodG	0.8584	235855124
17230	PCodG	0.2013	235950736
7104	PCodG	0.0116	235950824
12017	PCodG	0.6224	236469364
11849	PCodG	-5.00E-04	236747312
23143	PCodG	0.0355	236776354
20265	PCodG	0.051	236805274
1311	PCodG	0.0068	236805360
23111	PCodG	0.1114	236982197
9215	PCodG	0.0271	236990673
22806	PCodG	0.3265	237054654
18482	PCodG	0.0061	237111607
22873	PCodG	0.0586	237171463
11307	PCodG	0.7192	237171551
7465	PCodG	0.0979	237364276
22092	PCodG	0.0078	237428576
7328	PCodG	0.6968	237479831
24117	PCodG	0.0036	237479919
17185	PCodG	0.0154	237694452
17702	PCodG	0.244	237702097
10198	PCodG	0.3157	238023374
21686	PCodG	0.5678	238109162
410	PCodG	0.3183	238109252
7314	PCodG	0.2691	238136310
8322	PCodG	0.0118	238221186
19752	PCodG	0.0831	238336688
8199	PCodG	0.3744	238647888
5930	PCodG	0.031	238686205
