locus	n.pairs	n.both.miss	n.b1.miss	n.b2.miss	n.both.genod	n.matched	n.mismatch.hom2hom	n.mismatch.het2hom	n.mismatch.hom2het
15475	50	5	0	1	44	44	0	0	0
15476	50	5	0	2	43	43	0	0	0
15480	50	0	0	2	48	47	0	0	1
15483	50	50	0	0	0	0	0	0	0
15487	50	50	0	0	0	0	0	0	0
15491	50	6	0	2	42	41	0	0	1
15493	50	0	0	1	49	48	0	0	1
15494	50	50	0	0	0	0	0	0	0
15498	50	50	0	0	0	0	0	0	0
1550	50	1	0	0	49	49	0	0	0
15501	50	1	0	1	48	48	0	0	0
15509	50	1	0	0	49	49	0	0	0
1551	50	1	0	41	8	8	0	0	0
15514	50	1	0	0	49	49	0	0	0
15516	50	5	0	6	39	39	0	0	0
15517	50	2	0	1	47	47	0	0	0
15518	50	6	0	5	39	39	0	0	0
15522	50	1	0	2	47	47	0	0	0
15524	50	2	0	3	45	44	0	0	1
15531	50	50	0	0	0	0	0	0	0
15538	50	10	0	2	38	36	0	0	2
15546	50	4	0	5	41	40	0	0	1
15547	50	50	0	0	0	0	0	0	0
15551	50	4	46	0	0	0	0	0	0
15553	50	2	0	4	44	43	0	0	1
15556	50	4	0	0	46	46	0	0	0
15562	50	3	0	2	45	45	0	0	0
15563	50	49	0	0	1	1	0	0	0
15569	50	4	0	1	45	45	0	0	0
1557	50	3	47	0	0	0	0	0	0
15571	50	0	0	0	50	50	0	0	0
15577	50	3	0	1	46	46	0	0	0
15580	50	2	0	4	44	43	0	0	1
15582	50	0	0	2	48	48	0	0	0
15585	50	0	0	1	49	49	0	0	0
15587	50	50	0	0	0	0	0	0	0
15588	50	50	0	0	0	0	0	0	0
15590	50	50	0	0	0	0	0	0	0
15592	50	9	0	3	38	38	0	0	0
15593	50	2	1	2	45	34	0	0	11
15599	50	0	0	5	45	45	0	0	0
156	50	50	0	0	0	0	0	0	0
15601	50	47	0	2	1	1	0	0	0
15605	50	4	0	1	45	39	0	0	6
15606	50	5	45	0	0	0	0	0	0
15613	50	6	0	0	44	44	0	0	0
15616	50	5	0	1	44	42	0	0	2
1562	50	4	0	1	45	45	0	0	0
15621	50	4	0	3	43	42	0	0	1
15627	50	2	0	4	44	44	0	0	0
15629	50	50	0	0	0	0	0	0	0
15630	50	8	0	15	27	26	0	0	1
15631	50	13	36	0	1	0	1	0	0
15639	50	50	0	0	0	0	0	0	0
1564	50	13	0	4	33	32	0	0	1
15640	50	4	0	1	45	0	37	8	0
15643	50	2	0	3	45	45	0	0	0
15646	50	2	0	4	44	43	0	0	1
1565	50	5	0	0	45	45	0	0	0
15653	50	0	0	1	49	49	0	0	0
15657	50	0	0	5	45	45	0	0	0
15658	50	3	0	7	40	38	0	0	2
1566	50	4	0	8	38	37	0	0	1
15660	50	2	0	8	40	33	0	7	0
15663	50	2	0	4	44	44	0	0	0
15666	50	2	0	0	48	48	0	0	0
15673	50	1	0	49	0	0	0	0	0
15675	50	3	0	2	45	45	0	0	0
15680	50	2	0	3	45	44	0	0	1
15682	50	7	43	0	0	0	0	0	0
15685	50	7	0	0	43	43	0	0	0
15691	50	2	0	3	45	43	0	0	2
15693	50	6	0	3	41	41	0	0	0
15694	50	2	12	0	36	16	0	20	0
15696	50	8	0	0	42	42	0	0	0
15699	50	3	47	0	0	0	0	0	0
15705	50	19	0	4	27	0	19	8	0
15706	50	1	0	2	47	47	0	0	0
15712	50	7	0	3	40	40	0	0	0
15719	50	10	0	7	33	33	0	0	0
15724	50	2	0	48	0	0	0	0	0
15728	50	0	0	2	48	0	45	3	0
15731	50	0	0	0	50	50	0	0	0
15733	50	4	0	2	44	42	0	0	2
15743	50	1	0	1	48	48	0	0	0
15746	50	0	50	0	0	0	0	0	0
15749	50	50	0	0	0	0	0	0	0
1575	50	0	0	0	50	48	0	0	2
15753	50	1	0	2	47	47	0	0	0
15754	50	1	0	1	48	47	0	0	1
15755	50	0	1	4	45	0	43	0	2
15757	50	4	0	46	0	0	0	0	0
15766	50	2	0	2	46	45	0	0	1
15768	50	4	0	1	45	45	0	0	0
15769	50	0	0	1	49	49	0	0	0
15772	50	0	0	2	48	47	0	0	1
15776	50	1	0	0	49	47	0	0	2
15777	50	6	0	2	42	42	0	0	0
15778	50	1	0	2	47	46	0	0	1
15782	50	50	0	0	0	0	0	0	0
15789	50	0	0	4	46	46	0	0	0
15799	50	5	0	1	44	42	0	0	2
15803	50	2	47	0	1	0	1	0	0
15805	50	5	0	6	39	38	0	0	1
15807	50	5	1	1	43	0	43	0	0
15809	50	9	0	7	34	34	0	0	0
15810	50	2	0	2	46	45	0	0	1
15811	50	4	41	0	5	1	0	4	0
15813	50	1	0	2	47	0	46	0	1
15815	50	50	0	0	0	0	0	0	0
15816	50	2	0	2	46	46	0	0	0
1582	50	3	0	3	44	44	0	0	0
15831	50	50	0	0	0	0	0	0	0
15832	50	2	0	48	0	0	0	0	0
15834	50	1	2	1	46	46	0	0	0
15837	50	1	0	49	0	0	0	0	0
15839	50	1	0	1	48	48	0	0	0
1584	50	50	0	0	0	0	0	0	0
15841	50	0	1	0	49	49	0	0	0
15842	50	50	0	0	0	0	0	0	0
15846	50	1	0	1	48	48	0	0	0
15848	50	9	0	7	34	34	0	0	0
15849	50	2	1	3	44	41	0	3	0
15853	50	3	0	47	0	0	0	0	0
15854	50	9	0	41	0	0	0	0	0
15855	50	50	0	0	0	0	0	0	0
15859	50	3	0	3	44	44	0	0	0
15861	50	3	0	47	0	0	0	0	0
15865	50	1	0	4	45	45	0	0	0
15874	50	0	0	1	49	48	0	0	1
15875	50	5	0	6	39	39	0	0	0
15890	50	3	0	2	45	45	0	0	0
15894	50	7	0	1	42	41	0	0	1
15898	50	6	0	9	35	35	0	0	0
159	50	4	0	1	45	45	0	0	0
15904	50	4	46	0	0	0	0	0	0
15910	50	0	0	2	48	0	43	4	1
15917	50	0	0	2	48	48	0	0	0
15920	50	1	0	5	44	44	0	0	0
15928	50	50	0	0	0	0	0	0	0
15932	50	4	0	1	45	44	0	0	1
15935	50	10	1	3	36	36	0	0	0
15937	50	50	0	0	0	0	0	0	0
15945	50	6	0	2	42	41	0	0	1
15946	50	1	0	1	48	48	0	0	0
1595	50	50	0	0	0	0	0	0	0
15951	50	3	0	4	43	42	0	0	1
15952	50	3	1	3	43	43	0	0	0
15955	50	1	0	1	48	48	0	0	0
15957	50	5	1	4	40	38	0	0	2
1596	50	3	0	0	47	47	0	0	0
15966	50	50	0	0	0	0	0	0	0
1597	50	13	0	11	26	26	0	0	0
15971	50	3	0	2	45	41	0	0	4
15972	50	2	1	3	44	42	0	0	2
1598	50	2	0	48	0	0	0	0	0
15980	50	50	0	0	0	0	0	0	0
15983	50	0	0	0	50	48	0	0	2
15985	50	5	45	0	0	0	0	0	0
15988	50	5	0	4	41	41	0	0	0
15989	50	9	0	3	38	3	28	7	0
15998	50	8	0	7	35	35	0	0	0
160	50	50	0	0	0	0	0	0	0
16005	50	1	0	48	1	1	0	0	0
16006	50	5	0	6	39	39	0	0	0
16009	50	1	0	2	47	46	0	0	1
16010	50	5	0	4	41	41	0	0	0
16011	50	1	0	1	48	48	0	0	0
16013	50	1	0	1	48	47	0	0	1
16015	50	1	0	3	46	45	0	0	1
16018	50	12	0	10	28	26	0	0	2
16019	50	6	0	1	43	42	0	0	1
16022	50	0	0	1	49	48	0	0	1
16032	50	5	1	3	41	41	0	0	0
16033	50	1	0	2	47	47	0	0	0
16035	50	3	47	0	0	0	0	0	0
16041	50	5	0	2	43	41	0	0	2
1605	50	0	0	1	49	49	0	0	0
16052	50	50	0	0	0	0	0	0	0
16053	50	6	0	8	36	35	0	0	1
16057	50	5	0	45	0	0	0	0	0
16059	50	2	0	2	46	46	0	0	0
16071	50	8	0	1	41	41	0	0	0
16073	50	50	0	0	0	0	0	0	0
16075	50	8	0	2	40	38	0	0	2
1608	50	50	0	0	0	0	0	0	0
16080	50	6	0	1	43	43	0	0	0
16081	50	11	0	39	0	0	0	0	0
16086	50	0	0	0	50	49	0	0	1
16089	50	2	0	1	47	47	0	0	0
16092	50	0	0	2	48	48	0	0	0
1610	50	6	0	44	0	0	0	0	0
16100	50	3	0	47	0	0	0	0	0
16105	50	4	0	7	39	39	0	0	0
16107	50	50	0	0	0	0	0	0	0
16108	50	7	0	4	39	38	0	0	1
16111	50	1	0	2	47	47	0	0	0
16122	50	4	46	0	0	0	0	0	0
16126	50	0	0	1	49	47	0	0	2
16129	50	2	0	1	47	47	0	0	0
16134	50	5	0	45	0	0	0	0	0
16140	50	1	0	1	48	48	0	0	0
16141	50	0	0	0	50	47	0	0	3
16144	50	4	0	4	42	40	0	0	2
16145	50	14	0	4	32	32	0	0	0
16148	50	5	1	2	42	41	0	0	1
16149	50	0	0	5	45	42	0	0	3
16152	50	1	0	2	47	47	0	0	0
16158	50	0	49	1	0	0	0	0	0
16159	50	6	40	1	3	0	0	3	0
1616	50	0	0	0	50	50	0	0	0
16160	50	2	0	3	45	44	0	0	1
16169	50	3	0	6	41	39	0	0	2
16172	50	2	0	2	46	46	0	0	0
16181	50	6	0	3	41	40	0	0	1
16186	50	0	0	0	50	50	0	0	0
16188	50	8	0	2	40	40	0	0	0
16191	50	5	0	45	0	0	0	0	0
16195	50	1	0	1	48	47	0	0	1
16204	50	1	0	0	49	49	0	0	0
16205	50	5	0	3	42	42	0	0	0
16208	50	6	0	2	42	41	0	0	1
1621	50	1	0	3	46	44	0	0	2
16211	50	9	0	41	0	0	0	0	0
16212	50	0	0	1	49	48	0	0	1
16213	50	7	40	0	3	0	0	3	0
16216	50	8	0	42	0	0	0	0	0
16224	50	50	0	0	0	0	0	0	0
16227	50	50	0	0	0	0	0	0	0
16233	50	4	0	46	0	0	0	0	0
16234	50	8	0	42	0	0	0	0	0
16239	50	2	0	3	45	45	0	0	0
16240	50	50	0	0	0	0	0	0	0
16242	50	8	0	2	40	40	0	0	0
16243	50	50	0	0	0	0	0	0	0
16244	50	3	0	47	0	0	0	0	0
16245	50	1	0	4	45	43	0	0	2
16249	50	0	0	0	50	47	0	0	3
1625	50	3	0	3	44	44	0	0	0
16254	50	1	0	0	49	15	9	24	1
16257	50	1	48	0	1	1	0	0	0
16259	50	0	0	1	49	49	0	0	0
16264	50	6	0	3	41	40	0	0	1
16269	50	50	0	0	0	0	0	0	0
16277	50	1	0	0	49	47	0	0	2
16278	50	1	0	1	48	48	0	0	0
16281	50	2	47	0	1	0	1	0	0
16283	50	7	0	4	39	39	0	0	0
16285	50	50	0	0	0	0	0	0	0
16287	50	2	0	3	45	0	43	2	0
16295	50	8	0	4	38	38	0	0	0
163	50	1	0	2	47	47	0	0	0
16302	50	5	0	2	43	38	0	4	1
16303	50	6	0	3	41	41	0	0	0
16304	50	2	0	0	48	44	0	0	4
16308	50	50	0	0	0	0	0	0	0
16313	50	50	0	0	0	0	0	0	0
16314	50	0	0	2	48	0	41	6	1
16317	50	6	0	3	41	41	0	0	0
16322	50	4	46	0	0	0	0	0	0
16323	50	0	0	2	48	47	0	0	1
16326	50	50	0	0	0	0	0	0	0
16329	50	50	0	0	0	0	0	0	0
16332	50	4	46	0	0	0	0	0	0
16338	50	7	43	0	0	0	0	0	0
16342	50	3	0	2	45	41	0	0	4
16344	50	3	0	3	44	42	0	0	2
16349	50	3	0	5	42	42	0	0	0
16351	50	0	0	0	50	49	0	0	1
16354	50	0	0	4	46	45	0	0	1
16356	50	3	0	2	45	44	0	0	1
16364	50	6	0	3	41	41	0	0	0
16365	50	6	1	8	35	35	0	0	0
16372	50	0	0	0	50	50	0	0	0
16373	50	0	0	5	45	45	0	0	0
16374	50	7	0	1	42	42	0	0	0
16378	50	5	0	5	40	40	0	0	0
16382	50	11	39	0	0	0	0	0	0
16389	50	2	0	48	0	0	0	0	0
16392	50	8	0	6	36	36	0	0	0
16393	50	1	0	1	48	47	0	0	1
16395	50	2	0	3	45	3	36	5	1
16397	50	50	0	0	0	0	0	0	0
164	50	2	1	3	44	42	0	0	2
16400	50	1	0	3	46	45	0	0	1
16402	50	1	1	0	48	46	0	0	2
16409	50	50	0	0	0	0	0	0	0
16411	50	3	0	6	41	25	4	12	0
16412	50	2	0	3	45	42	0	0	3
16420	50	0	0	0	50	46	0	4	0
16421	50	3	0	4	43	43	0	0	0
16422	50	0	0	0	50	50	0	0	0
16423	50	2	0	3	45	45	0	0	0
1643	50	39	0	11	0	0	0	0	0
16431	50	1	0	1	48	48	0	0	0
16434	50	50	0	0	0	0	0	0	0
16435	50	50	0	0	0	0	0	0	0
16438	50	2	0	0	48	47	0	0	1
16439	50	8	0	4	38	37	0	0	1
16444	50	0	0	50	0	0	0	0	0
16445	50	5	0	3	42	42	0	0	0
1645	50	2	0	1	47	46	0	0	1
16452	50	0	0	1	49	49	0	0	0
16456	50	50	0	0	0	0	0	0	0
16458	50	0	0	4	46	46	0	0	0
16459	50	50	0	0	0	0	0	0	0
16461	50	1	0	0	49	49	0	0	0
16462	50	50	0	0	0	0	0	0	0
16465	50	2	0	2	46	46	0	0	0
16469	50	6	0	5	39	39	0	0	0
16471	50	0	1	0	49	49	0	0	0
16472	50	0	0	1	49	49	0	0	0
16476	50	5	0	5	40	40	0	0	0
16477	50	5	0	3	42	42	0	0	0
16478	50	3	0	47	0	0	0	0	0
16481	50	0	0	4	46	45	0	0	1
16486	50	2	0	1	47	47	0	0	0
16487	50	0	0	6	44	44	0	0	0
16488	50	4	0	1	45	45	0	0	0
1649	50	0	0	3	47	44	0	0	3
16492	50	50	0	0	0	0	0	0	0
16493	50	6	0	3	41	41	0	0	0
16498	50	50	0	0	0	0	0	0	0
16505	50	4	26	0	20	2	0	18	0
16511	50	50	0	0	0	0	0	0	0
16516	50	0	0	8	42	40	0	0	2
16517	50	1	0	0	49	49	0	0	0
16518	50	3	1	4	42	41	0	0	1
16526	50	2	0	4	44	44	0	0	0
16527	50	3	0	3	44	44	0	0	0
16535	50	20	4	23	3	3	0	0	0
16539	50	4	0	3	43	42	0	0	1
16542	50	0	0	1	49	49	0	0	0
16546	50	9	0	2	39	39	0	0	0
16547	50	0	0	1	49	49	0	0	0
16557	50	4	0	2	44	44	0	0	0
16558	50	0	0	3	47	45	0	0	2
16561	50	50	0	0	0	0	0	0	0
16562	50	49	0	1	0	0	0	0	0
16563	50	7	0	6	37	37	0	0	0
16569	50	2	0	3	45	45	0	0	0
16573	50	2	0	5	43	43	0	0	0
16577	50	0	0	1	49	49	0	0	0
16580	50	4	0	4	42	42	0	0	0
16583	50	50	0	0	0	0	0	0	0
16590	50	50	0	0	0	0	0	0	0
16592	50	12	0	7	31	30	0	0	1
16593	50	1	0	4	45	45	0	0	0
16594	50	0	0	1	49	48	0	0	1
16597	50	50	0	0	0	0	0	0	0
16600	50	1	0	3	46	46	0	0	0
16603	50	10	0	1	39	39	0	0	0
16605	50	50	0	0	0	0	0	0	0
16606	50	50	0	0	0	0	0	0	0
16607	50	8	0	4	38	38	0	0	0
16608	50	4	0	46	0	0	0	0	0
16609	50	2	0	3	45	44	0	0	1
16614	50	1	1	0	48	46	0	0	2
16619	50	2	0	1	47	47	0	0	0
16620	50	1	0	6	43	41	0	0	2
16626	50	50	0	0	0	0	0	0	0
16630	50	1	0	4	45	44	0	0	1
16635	50	1	0	4	45	45	0	0	0
16637	50	2	0	1	47	45	0	0	2
16641	50	1	1	4	44	43	0	0	1
16644	50	1	0	49	0	0	0	0	0
16649	50	1	0	0	49	49	0	0	0
16654	50	1	44	0	5	1	0	4	0
16664	50	1	0	5	44	44	0	0	0
16669	50	0	0	0	50	50	0	0	0
16678	50	8	0	4	38	37	0	0	1
1668	50	50	0	0	0	0	0	0	0
16683	50	1	0	2	47	47	0	0	0
1669	50	1	0	0	49	48	0	0	1
16691	50	0	0	1	49	49	0	0	0
16693	50	6	0	4	40	40	0	0	0
16694	50	9	0	6	35	33	0	0	2
16696	50	5	45	0	0	0	0	0	0
16702	50	10	0	6	34	34	0	0	0
16703	50	1	0	1	48	48	0	0	0
1671	50	0	0	45	5	0	0	0	5
16712	50	5	0	4	41	41	0	0	0
16715	50	0	0	1	49	49	0	0	0
16735	50	1	0	3	46	45	0	0	1
16738	50	0	0	3	47	47	0	0	0
1674	50	9	0	12	29	29	0	0	0
16756	50	4	0	2	44	44	0	0	0
1676	50	5	0	45	0	0	0	0	0
16760	50	0	0	2	48	48	0	0	0
16761	50	1	0	1	48	48	0	0	0
16762	50	3	0	10	37	37	0	0	0
16764	50	10	0	12	28	27	0	0	1
16770	50	0	0	1	49	48	0	0	1
1678	50	2	45	0	3	0	0	3	0
16784	50	1	0	4	45	43	0	0	2
16786	50	7	32	1	10	0	2	8	0
16789	50	1	0	4	45	43	0	0	2
16790	50	3	1	2	44	41	0	2	1
16795	50	5	1	2	42	42	0	0	0
16798	50	4	0	9	37	37	0	0	0
16800	50	50	0	0	0	0	0	0	0
16807	50	0	1	0	49	49	0	0	0
1681	50	3	0	1	46	45	0	0	1
16814	50	1	6	1	42	23	0	19	0
16815	50	50	0	0	0	0	0	0	0
1682	50	50	0	0	0	0	0	0	0
16821	50	4	13	1	32	0	7	25	0
16824	50	50	0	0	0	0	0	0	0
16825	50	13	0	3	34	34	0	0	0
16830	50	14	35	0	1	1	0	0	0
16831	50	0	0	6	44	41	0	3	0
16835	50	1	0	2	47	47	0	0	0
16836	50	8	0	42	0	0	0	0	0
16839	50	7	0	8	35	35	0	0	0
16841	50	0	0	1	49	49	0	0	0
16844	50	3	0	47	0	0	0	0	0
16846	50	4	0	1	45	44	0	0	1
16847	50	6	0	3	41	0	28	12	1
16848	50	8	0	5	37	1	28	8	0
16849	50	2	0	6	42	41	0	0	1
16857	50	7	0	6	37	37	0	0	0
1686	50	9	0	5	36	36	0	0	0
16862	50	2	0	48	0	0	0	0	0
16868	50	0	0	3	47	0	47	0	0
16871	50	2	0	0	48	46	0	0	2
16872	50	49	1	0	0	0	0	0	0
16873	50	50	0	0	0	0	0	0	0
16879	50	0	0	2	48	47	0	0	1
16884	50	14	0	1	35	35	0	0	0
16888	50	4	0	3	43	42	0	0	1
16889	50	50	0	0	0	0	0	0	0
16891	50	3	1	2	44	43	0	0	1
16893	50	0	0	1	49	49	0	0	0
16897	50	6	44	0	0	0	0	0	0
16899	50	0	0	1	49	49	0	0	0
169	50	3	0	1	46	46	0	0	0
1690	50	50	0	0	0	0	0	0	0
16900	50	0	0	0	50	49	0	0	1
16902	50	50	0	0	0	0	0	0	0
16903	50	1	48	0	1	1	0	0	0
16905	50	2	0	4	44	0	44	0	0
16907	50	13	1	5	31	31	0	0	0
16909	50	50	0	0	0	0	0	0	0
16916	50	50	0	0	0	0	0	0	0
16930	50	2	0	1	47	46	0	0	1
16932	50	50	0	0	0	0	0	0	0
16938	50	2	0	2	46	46	0	0	0
1694	50	1	0	0	49	36	0	12	1
16944	50	50	0	0	0	0	0	0	0
16954	50	10	0	2	38	37	0	0	1
16955	50	0	0	1	49	49	0	0	0
16958	50	6	0	10	34	33	0	0	1
1696	50	0	0	0	50	49	0	0	1
16962	50	0	2	1	47	29	0	18	0
16965	50	3	0	2	45	45	0	0	0
16968	50	5	0	6	39	0	38	0	1
16970	50	1	0	0	49	49	0	0	0
16971	50	13	0	2	35	35	0	0	0
16973	50	5	8	0	37	20	0	17	0
16976	50	1	0	1	48	47	0	0	1
16977	50	1	0	1	48	48	0	0	0
1698	50	4	0	2	44	44	0	0	0
16981	50	2	0	3	45	44	0	0	1
16984	50	4	5	2	39	0	21	18	0
16986	50	7	1	0	42	42	0	0	0
16994	50	12	0	2	36	33	0	0	3
16995	50	12	0	6	32	32	0	0	0
16996	50	5	0	3	42	42	0	0	0
16997	50	1	0	1	48	47	0	0	1
17	50	0	0	4	46	46	0	0	0
17004	50	50	0	0	0	0	0	0	0
17008	50	0	0	0	50	50	0	0	0
17009	50	10	0	5	35	35	0	0	0
1701	50	3	1	1	45	39	0	6	0
17010	50	50	0	0	0	0	0	0	0
17013	50	9	0	8	33	33	0	0	0
17018	50	1	0	0	49	49	0	0	0
17021	50	15	34	0	1	1	0	0	0
17022	50	0	0	3	47	46	0	0	1
17026	50	1	0	2	47	46	0	0	1
17028	50	3	0	2	45	45	0	0	0
17038	50	2	0	7	41	16	4	21	0
1704	50	50	0	0	0	0	0	0	0
17043	50	4	0	31	15	15	0	0	0
17044	50	3	0	4	43	43	0	0	0
17045	50	0	0	0	50	49	0	0	1
17046	50	0	0	5	45	0	45	0	0
17048	50	2	0	0	48	48	0	0	0
17049	50	50	0	0	0	0	0	0	0
17050	50	0	0	4	46	44	0	0	2
17053	50	0	0	1	49	48	0	0	1
17054	50	0	0	0	50	49	0	0	1
17057	50	8	0	4	38	38	0	0	0
17067	50	0	0	2	48	46	0	0	2
17083	50	1	0	2	47	47	0	0	0
17089	50	7	0	2	41	41	0	0	0
1709	50	0	0	2	48	15	10	23	0
17090	50	9	0	11	30	30	0	0	0
17094	50	20	29	0	1	1	0	0	0
17096	50	0	0	0	50	49	0	1	0
17106	50	5	0	4	41	41	0	0	0
17108	50	5	0	4	41	41	0	0	0
17116	50	2	0	5	43	42	0	0	1
17117	50	50	0	0	0	0	0	0	0
1712	50	50	0	0	0	0	0	0	0
17120	50	50	0	0	0	0	0	0	0
17122	50	4	41	0	5	0	0	5	0
17128	50	5	0	45	0	0	0	0	0
17129	50	5	0	45	0	0	0	0	0
17130	50	6	0	1	43	42	0	0	1
17134	50	0	0	2	48	45	0	0	3
17136	50	2	0	1	47	0	45	0	2
1715	50	12	0	3	35	32	0	0	3
17165	50	11	0	5	34	32	0	0	2
17168	50	46	4	0	0	0	0	0	0
17174	50	1	0	1	48	47	0	0	1
17178	50	3	0	4	43	31	2	8	2
17198	50	50	0	0	0	0	0	0	0
17199	50	1	0	1	48	48	0	0	0
17200	50	1	0	5	44	44	0	0	0
17203	50	0	0	1	49	49	0	0	0
17204	50	2	0	1	47	47	0	0	0
17211	50	12	33	0	5	0	0	5	0
17215	50	6	0	1	43	43	0	0	0
17216	50	50	0	0	0	0	0	0	0
17217	50	3	0	4	43	42	0	0	1
17219	50	2	0	5	43	42	0	0	1
17221	50	2	0	0	48	47	0	0	1
17224	50	1	0	3	46	45	0	0	1
17226	50	12	0	9	29	28	0	0	1
17232	50	0	0	0	50	50	0	0	0
17244	50	7	43	0	0	0	0	0	0
17256	50	50	0	0	0	0	0	0	0
17257	50	0	0	0	50	43	0	7	0
17260	50	0	0	0	50	50	0	0	0
17262	50	5	0	5	40	40	0	0	0
17271	50	10	39	0	1	1	0	0	0
17274	50	3	0	1	46	0	45	1	0
17276	50	10	40	0	0	0	0	0	0
17277	50	2	0	2	46	46	0	0	0
17281	50	2	0	7	41	40	0	0	1
1729	50	10	0	6	34	34	0	0	0
17290	50	2	0	2	46	46	0	0	0
17293	50	49	0	1	0	0	0	0	0
17296	50	6	0	5	39	38	0	0	1
17297	50	6	0	2	42	41	0	0	1
17303	50	50	0	0	0	0	0	0	0
17304	50	2	0	4	44	44	0	0	0
17313	50	6	0	2	42	42	0	0	0
17317	50	2	0	48	0	0	0	0	0
17318	50	1	0	3	46	46	0	0	0
17320	50	50	0	0	0	0	0	0	0
17325	50	1	0	2	47	0	47	0	0
17330	50	50	0	0	0	0	0	0	0
17331	50	7	0	7	36	36	0	0	0
17333	50	0	0	2	48	45	0	0	3
17336	50	11	0	1	38	38	0	0	0
17339	50	5	1	3	41	41	0	0	0
17346	50	1	0	2	47	46	0	0	1
17349	50	6	1	0	43	43	0	0	0
17355	50	16	0	7	27	0	27	0	0
17356	50	7	43	0	0	0	0	0	0
17358	50	5	0	1	44	44	0	0	0
1736	50	0	0	3	47	46	0	0	1
17360	50	0	0	1	49	48	0	0	1
17365	50	15	0	5	30	30	0	0	0
17368	50	5	0	5	40	40	0	0	0
17371	50	17	0	5	28	28	0	0	0
17375	50	6	1	1	42	42	0	0	0
17379	50	50	0	0	0	0	0	0	0
1738	50	1	0	2	47	45	0	0	2
17381	50	10	0	2	38	37	0	0	1
17385	50	2	0	1	47	47	0	0	0
17388	50	9	41	0	0	0	0	0	0
17390	50	50	0	0	0	0	0	0	0
17393	50	0	0	0	50	49	0	0	1
17396	50	9	0	41	0	0	0	0	0
17399	50	4	0	3	43	43	0	0	0
174	50	5	45	0	0	0	0	0	0
17400	50	0	50	0	0	0	0	0	0
17402	50	7	0	2	41	41	0	0	0
17404	50	0	0	1	49	48	0	0	1
17407	50	50	0	0	0	0	0	0	0
17412	50	2	0	2	46	45	0	0	1
17413	50	1	0	2	47	45	0	0	2
17415	50	2	0	5	43	43	0	0	0
17416	50	1	0	0	49	49	0	0	0
17417	50	5	30	1	14	0	0	14	0
17418	50	0	0	0	50	50	0	0	0
17424	50	2	0	5	43	43	0	0	0
17426	50	50	0	0	0	0	0	0	0
17431	50	4	0	1	45	45	0	0	0
17432	50	3	0	3	44	44	0	0	0
17435	50	50	0	0	0	0	0	0	0
17437	50	13	2	12	23	19	0	3	1
17441	50	0	0	3	47	46	0	0	1
17448	50	1	0	2	47	0	47	0	0
17451	50	7	0	3	40	40	0	0	0
17452	50	2	5	2	41	35	0	6	0
17457	50	3	0	3	44	43	0	0	1
17461	50	1	0	0	49	47	0	0	2
17464	50	2	0	4	44	43	0	0	1
17465	50	1	0	6	43	43	0	0	0
17468	50	50	0	0	0	0	0	0	0
17472	50	50	0	0	0	0	0	0	0
17473	50	2	0	2	46	46	0	0	0
17481	50	1	0	2	47	47	0	0	0
17483	50	17	0	33	0	0	0	0	0
17484	50	0	0	1	49	49	0	0	0
17485	50	50	0	0	0	0	0	0	0
17486	50	2	0	1	47	46	0	0	1
17497	50	0	0	1	49	49	0	0	0
17499	50	4	0	46	0	0	0	0	0
1750	50	3	1	5	41	41	0	0	0
17522	50	4	3	1	42	37	0	5	0
17523	50	4	0	46	0	0	0	0	0
17524	50	1	0	49	0	0	0	0	0
17527	50	0	0	1	49	0	43	5	1
1753	50	13	0	2	35	34	0	0	1
17537	50	50	0	0	0	0	0	0	0
17540	50	7	0	4	39	39	0	0	0
17541	50	2	0	2	46	46	0	0	0
17547	50	2	0	1	47	47	0	0	0
17550	50	3	0	47	0	0	0	0	0
17551	50	1	2	1	46	44	0	0	2
17559	50	6	0	44	0	0	0	0	0
17561	50	7	0	4	39	39	0	0	0
17563	50	1	0	3	46	46	0	0	0
17564	50	5	0	6	39	39	0	0	0
17567	50	3	0	3	44	44	0	0	0
17568	50	1	0	5	44	44	0	0	0
17569	50	8	0	2	40	39	0	0	1
17575	50	10	34	0	6	0	1	5	0
17576	50	0	0	0	50	50	0	0	0
1758	50	11	0	7	32	32	0	0	0
17589	50	50	0	0	0	0	0	0	0
17590	50	2	0	1	47	47	0	0	0
17593	50	4	46	0	0	0	0	0	0
17595	50	4	19	0	27	0	0	27	0
17599	50	12	38	0	0	0	0	0	0
17601	50	1	43	0	6	0	1	5	0
17602	50	0	0	2	48	48	0	0	0
17604	50	7	42	0	1	0	1	0	0
17611	50	7	33	0	10	0	0	10	0
17615	50	50	0	0	0	0	0	0	0
17616	50	1	0	4	45	44	0	0	1
17628	50	9	12	0	29	0	6	23	0
17636	50	0	0	0	50	47	0	0	3
17639	50	50	0	0	0	0	0	0	0
1764	50	0	0	0	50	48	0	0	2
17642	50	50	0	0	0	0	0	0	0
17643	50	1	0	49	0	0	0	0	0
17644	50	0	0	2	48	48	0	0	0
17646	50	50	0	0	0	0	0	0	0
17651	50	4	0	3	43	43	0	0	0
17653	50	1	0	0	49	48	0	0	1
17655	50	2	2	3	43	38	0	5	0
17658	50	50	0	0	0	0	0	0	0
17659	50	4	1	4	41	7	17	16	1
17670	50	3	0	1	46	45	0	0	1
17676	50	4	0	1	45	45	0	0	0
17677	50	9	0	1	40	40	0	0	0
17684	50	1	0	2	47	46	0	0	1
