Locus	LG	Position
12434	LG02	18018124
12437	LG15	24445854
12439	LG06	22196497
12443	LG08	18246070
12463	LG20	855117
12467	LG06	19011233
12477	LG06	6779590
12480	LG01	907791
12483	LG12	17033148
12493	LG11	21490717
12516	LG09	20438490
12517	LG02	21189371
12524	LG07	11776764
12535	LG14	19729152
12541	LG19	15079031
12550	LG18	3774016
12566	LG09	2484464
12568	LG23	3548982
12578	LG07	10968252
12579	LG03	5782208
12587	LG06	17333810
12623	LG03	23860880
12641	LG03	5337885
12668	LG12	20070737
12670	LG05	11651084
12671	LG13	6621267
12701	LG06	653437
12705	LG18	9156806
12713	LG09	10266318
12726	LG11	1323218
12728	LG09	21667850
12739	LG02	12116786
12746	LG06	5825278
12758	LG23	18804744
12763	LG08	14775567
12771	LG01	7923920
12803	LG09	6289788
12804	LG04	837997
12810	LG11	7562224
12813	LG12	6182623
12824	LG16	22857426
12845	LG21	6609604
12877	LG01	22265414
12881	LG03	22108213
12892	LG03	714072
12895	LG20	1297463
12903	LG11	21543078
12913	LG18	7113617
12917	LG01	9329019
12921	LG15	8126093
12925	LG16	17738268
12937	LG22	19236552
12946	LG07	26921264
12948	LG14	19332362
12962	LG07	20991578
12963	LG06	4294118
12979	LG17	11969763
12987	LG10	7768031
12990	LG09	7893287
13021	LG19	10863529
13038	LG02	5142106
13041	LG01	10868696
13054	LG09	16092904
13066	LG05	10679060
13081	LG05	12942571
13087	LG23	7156359
13100	LG05	5100690
13107	LG11	13398459
13142	LG01	8383158
13180	LG13	14958633
13188	LG14	4639051
13193	LG10	11847796
13196	LG17	9348149
13207	LG09	19949567
13218	LG21	21326887
13221	LG16	670370
13240	LG19	13057425
13242	LG15	13956318
13258	LG05	23305723
13275	LG01	23209262
13278	LG04	8519373
13285	LG12	18663488
13295	LG10	5590510
13304	LG18	2998800
13308	LG06	6089527
13316	LG15	11097840
13330	LG16	7185813
13338	LG18	20235757
13341	LG06	10553940
13342	LG20	17827932
13345	LG05	63205
13355	LG11	13376613
13362	LG02	23374742
13379	LG22	21235782
13387	LG09	1276318
13406	LG16	30901281
13412	LG20	17416654
13418	LG14	1300871
13430	LG14	25158945
13432	LG23	8664423
13443	LG04	13609177
13458	LG12	7732046
13461	LG09	20559077
13462	LG23	14995379
13476	LG09	16123768
13485	LG16	9342132
13486	LG01	3357702
13488	LG02	20259945
13490	LG09	12276131
13501	LG19	2930535
13505	LG18	7040279
13506	LG01	12222620
13521	LG18	3780258
13531	LG22	14090530
13533	LG16	10109648
13536	LG01	5711276
13539	LG14	24844317
13547	LG06	17746245
13556	LG07	545999
13574	LG21	21915733
13591	LG03	19343259
13598	LG11	15810155
13603	LG18	21802273
13607	LG15	24471470
13620	LG23	11685815
13627	LG06	3338770
13634	LG19	4341430
13681	LG11	23667698
13701	LG12	18405059
13702	LG13	13876524
13720	LG10	20106301
13721	LG09	20115295
13723	LG08	11504836
13727	LG19	14280623
13732	LG07	4878672
13745	LG04	9931089
13760	LG13	7924478
13762	LG13	8670969
13773	LG19	17987535
13783	LG19	9770000
13791	LG10	12697932
13796	LG03	5379523
13818	LG16	9080244
13829	LG06	3570789
13834	LG21	3843338
13846	LG05	14410779
13856	LG19	8072076
13860	LG15	16643517
13873	LG12	7476701
13880	LG11	27245517
13881	LG10	5762212
13892	LG19	16044478
13895	LG11	9770660
13897	LG13	23112652
13902	LG05	5860607
13909	LG14	9933392
13917	LG06	6569806
13927	LG04	4562289
13934	LG22	12595462
13935	LG07	20916719
13940	LG09	11496126
13948	LG18	21570622
13969	LG20	8795426
13975	LG16	28690614
13988	LG16	17439483
14015	LG08	13181421
14022	LG06	7169083
14042	LG09	8580009
14044	LG08	12687954
14059	LG20	11201299
14075	LG23	4746307
14115	LG23	1801745
14130	LG17	8854517
14146	LG22	9591533
14153	LG08	1137956
14174	LG18	22110953
14176	LG06	9604337
14207	LG07	18036273
14221	LG21	20827935
14226	LG01	4712996
14229	LG07	17194590
14249	LG02	17331983
14260	LG09	16137299
14266	LG14	23110841
14275	LG22	10718843
14285	LG06	20325025
14296	LG22	20639374
14298	LG06	2745165
14311	LG20	15345806
14327	LG16	8985041
14329	LG01	5404659
14342	LG09	141924
14349	LG13	23841986
14360	LG11	20090953
14365	LG13	3111674
14371	LG19	2649246
14379	LG01	3282792
14380	LG16	6493538
14405	LG16	11024455
14422	LG16	13025508
14432	LG03	10654173
14444	LG22	19675493
14459	LG03	28067721
14461	LG01	15523673
14472	LG04	30956502
14474	LG07	17381364
14475	LG19	12036721
14489	LG05	6441140
14502	LG15	7810607
14515	LG15	13155930
14526	LG10	16803171
14537	LG08	8319432
14547	LG13	788032
14550	LG19	5644780
14555	LG09	17882027
14572	LG06	3819643
14595	LG03	27423553
14607	LG07	30202882
14612	LG23	9619657
14631	LG01	11501011
14641	LG18	20610762
14667	LG07	9537995
14689	LG08	4167743
14697	LG12	26198542
14714	LG17	14503970
14720	LG01	14360204
14729	LG12	18146976
14740	LG17	10865346
14741	LG21	6153416
14765	LG18	17770724
14782	LG17	4393532
14783	LG19	19801598
14792	LG18	3757273
14829	LG12	7992250
14863	LG16	9046431
14864	LG14	12377418
14869	LG13	19009416
14875	LG01	10197087
14878	LG09	10710886
14882	LG20	20099646
14889	LG13	19821728
14890	LG02	3068799
14897	LG05	21210136
14909	LG18	19225818
14913	LG23	8352641
14915	LG03	7800068
14917	LG07	4571859
14920	LG11	13818187
14923	LG20	6342525
14924	LG16	19012423
14930	LG17	6469854
14938	LG09	10899868
14943	LG14	24439071
14955	LG06	4090145
14965	LG19	19086752
14968	LG18	11175149
14975	LG19	11994410
14978	LG07	12668629
14990	LG13	8544475
14997	LG18	7269364
15002	LG10	18594202
15003	LG12	8128215
15010	LG11	8774566
15011	LG08	2611461
15034	LG11	11184765
15037	LG01	13433828
15039	LG21	7743800
15045	LG10	6003028
15052	LG11	26568958
15053	LG01	16100804
15060	LG11	4509609
15069	LG03	20311656
15074	LG23	14931584
15101	LG01	12649995
15104	LG13	20808605
15109	LG02	16919317
15112	LG08	8912517
15119	LG10	16344912
15121	LG13	22645688
15136	LG18	15404441
15139	LG05	21923875
15150	LG03	7669281
15156	LG23	2485583
15171	LG23	9283213
15185	LG18	18731251
15207	LG18	19412597
15232	LG01	1020445
15234	LG10	15260066
15235	LG16	23745057
15239	LG14	8514359
15240	LG01	7286931
15242	LG12	25621100
15267	LG22	5820699
15274	LG15	5888323
15290	LG03	7794247
15293	LG20	22046387
15300	LG05	13640918
15306	LG21	5307455
15313	LG10	14212835
15323	LG18	1928483
15326	LG15	21253119
15327	LG14	12142906
15382	LG05	11546705
15386	LG03	11769363
15393	LG01	20244563
15401	LG15	4294985
15404	LG14	19447388
15425	LG09	11687002
15437	LG21	18560515
15442	LG03	23446575
15443	LG01	20190362
15454	LG12	24069660
15470	LG18	14915792
15494	LG05	18979819
15519	LG12	18810608
15527	LG21	9637925
15528	LG16	13025420
15531	LG20	13226742
15536	LG07	5891920
15542	LG01	15459652
15543	LG01	3923225
15546	LG13	12413111
15549	LG06	22868996
15560	LG23	19944389
15571	LG18	1896621
15573	LG06	6638277
15582	LG09	7267978
15598	LG19	16515016
15601	LG08	26153250
15610	LG21	7275660
15614	LG20	15153259
15623	LG14	27104520
15636	LG04	19538551
15645	LG07	21003278
15650	LG09	16091715
15667	LG20	23656667
15669	LG16	28468562
15670	LG20	10321258
15673	LG14	13989118
15675	LG01	8990063
15680	LG18	16785048
15699	LG21	20801013
15706	LG12	21289220
15727	LG16	26886242
15746	LG19	189341
15748	LG08	10446991
15756	LG11	27938726
15780	LG23	5975215
15786	LG13	18869411
15796	LG23	10082796
15799	LG04	13337940
15805	LG19	7169435
15806	LG09	2600547
15808	LG20	6786084
15823	LG23	9068386
15825	LG01	15865506
15846	LG20	22418886
15848	LG21	10529889
15850	LG15	8529809
15855	LG11	13815890
15866	LG14	17565545
15887	LG17	6752963
15903	LG03	7655613
15907	LG09	9465117
15910	LG04	17189095
15918	LG16	9680656
15925	LG01	26825871
15927	LG03	29283876
15931	LG08	2358955
15934	LG07	11782849
15965	LG03	7238280
15973	LG08	4711955
15986	LG05	11755143
15991	LG13	5583437
15997	LG14	9216980
16006	LG02	21973340
16009	LG09	17406696
16035	LG12	18326476
16039	LG01	3360383
16040	LG01	214355
16044	LG15	16643429
16047	LG19	4033041
16062	LG07	12076536
16063	LG15	10787770
16074	LG01	4167803
16089	LG03	6574564
16098	LG23	11428544
16121	LG08	11993549
16127	LG03	5549836
16134	LG08	8305901
16157	LG23	19649645
16168	LG07	23331870
16179	LG03	27266677
16180	LG23	10509126
16184	LG13	23965889
16195	LG08	5415841
16205	LG08	23333714
16209	LG01	6164035
16212	LG04	22949444
16218	LG07	16069098
16231	LG23	9724724
16245	LG10	19765296
16257	LG11	15142617
16262	LG03	11326896
16270	LG11	3234999
16280	LG10	9631682
16291	LG01	14215233
16292	LG08	9791342
16325	LG14	3425971
16348	LG16	6196102
16352	LG16	26257743
16358	LG13	18417056
16410	LG07	6570170
16425	LG07	27583603
16429	LG11	11596915
16457	LG15	3946906
16474	LG04	14767734
16482	LG13	9438752
16486	LG16	26142570
16504	LG06	23022030
16520	LG15	14334485
16521	LG15	10385682
16522	LG01	16029166
16542	LG09	11346908
16548	LG18	8484982
16549	LG17	3102403
16560	LG19	5063117
16563	LG22	138954
16573	LG07	1633397
16577	LG22	4572970
16599	LG15	16275261
16612	LG10	1560210
16616	LG13	1620642
16620	LG04	18616085
16630	LG01	1729054
16650	LG13	11699849
16654	LG23	18467308
16655	LG17	17473806
16678	LG04	21931509
16683	LG02	5502143
16690	LG20	19503177
16706	LG03	8053761
16718	LG07	27965978
16729	LG22	209898
16752	LG13	7127580
16766	LG13	25053940
16800	LG04	17712984
16806	LG09	11496944
16814	LG14	2926912
16846	LG12	25008399
16858	LG21	330607
16861	LG23	1366855
16874	LG16	19137696
16880	LG17	18049624
16902	LG23	17396584
16905	LG19	1989696
16908	LG20	11658627
16931	LG18	19293340
16934	LG14	23734811
16942	LG08	19115287
16955	LG01	4680553
16963	LG21	7542984
16966	LG15	25007035
16971	LG15	8397658
16983	LG11	16907359
17002	LG18	16070330
17004	LG22	9292673
17009	LG06	16861962
17025	LG20	13368655
17036	LG07	16603045
17038	LG09	17129440
17070	LG19	11077729
17085	LG04	17429376
17087	LG11	11366771
17099	LG13	24084421
17100	LG11	9017614
17106	LG14	19739720
17128	LG19	19855741
17132	LG03	11263632
17133	LG07	9549553
17134	LG03	14854029
17139	LG06	6638189
17141	LG07	16146679
17173	LG05	9941308
17181	LG10	10048933
17183	LG01	14174929
17185	LG09	13511279
17192	LG21	6931837
17216	LG07	29626247
17228	LG22	11276756
17230	LG09	11767563
17245	LG14	19228505
17254	LG21	9839979
17255	LG16	14444680
17267	LG08	12625036
17307	LG18	7614320
17319	LG06	6641359
17325	LG17	6195355
17328	LG05	11002377
17332	LG02	12300457
17342	LG01	13165795
17347	LG06	1844542
17350	LG21	5322647
17351	LG10	2645492
17357	LG04	18182664
17380	LG09	14943944
17389	LG01	7446313
17391	LG02	19424468
17392	LG08	19037683
17396	LG15	24808975
17436	LG17	7310136
17446	LG13	11956125
17489	LG16	11744546
17490	LG14	27420218
17522	LG20	894030
17525	LG06	11739189
17552	LG19	178221
17557	LG06	3360539
17561	LG01	11481567
17568	LG16	27117684
17578	LG21	19954312
17580	LG03	5317343
17582	LG12	6410601
17592	LG13	19931606
17606	LG02	4524449
17624	LG18	12170837
17631	LG07	17895354
17643	LG17	10830571
17666	LG08	11504924
17680	LG10	1123447
17683	LG05	12036263
17685	LG17	14162786
17702	LG09	13518924
17708	LG15	13907715
17718	LG05	21496059
17737	LG05	11138867
17738	LG05	23403828
17745	LG03	6291658
17760	LG10	18095577
17817	LG06	11955279
17825	LG01	6887258
17835	LG07	9383414
17837	LG18	13681410
17856	LG08	4176493
17859	LG20	16006653
17879	LG10	2293277
17885	LG08	23012265
17888	LG14	10243426
17909	LG04	27400513
17912	LG09	23034645
17917	LG23	6910701
17920	LG01	4183466
17923	LG18	20853640
17927	LG07	30249224
17947	LG14	25735447
17951	LG09	14669233
17968	LG09	23570799
17977	LG14	24906233
17978	LG02	18279914
17985	LG02	19239438
17993	LG07	28876115
17994	LG20	5179074
17999	LG10	11365506
18002	LG02	5475402
18012	LG12	22709819
18033	LG14	25609326
18049	LG02	15045848
18065	LG23	23935
18070	LG12	18432995
18075	LG15	6218214
18078	LG11	445695
18089	LG15	18910824
18094	LG18	13222722
18111	LG10	2525180
18113	LG16	20723621
18115	LG18	20123093
18134	LG19	17667074
18139	LG19	11287547
18142	LG20	19914321
18159	LG06	23485475
18166	LG12	567544
18168	LG22	2749536
18186	LG09	3902933
18191	LG15	23717326
18193	LG04	26465366
18197	LG02	16980393
18218	LG20	22478003
18232	LG17	12103329
18234	LG13	8411221
18243	LG23	3883723
18251	LG22	20341831
18253	LG12	23861769
18273	LG13	19032406
18284	LG10	21180327
18287	LG03	6394974
18293	LG22	17277075
18298	LG08	17506355
18308	LG01	22419255
18309	LG01	4438940
18312	LG17	4416937
18313	LG11	8774654
18318	LG22	3971952
18319	LG09	21889342
18332	LG12	18533379
18336	LG20	9658687
18337	LG13	14242723
18347	LG17	7722689
18360	LG08	7605562
18366	LG10	18594290
18398	LG22	1046541
18415	LG03	27141255
18419	LG11	23548507
18436	LG01	17564712
18448	LG22	15177242
18464	LG21	21960064
18466	LG11	14716635
18471	LG21	9085935
18476	LG21	11674406
18478	LG12	11760945
18494	LG10	18126164
18502	LG09	940472
18508	LG04	20070601
18517	LG07	16558501
18523	LG18	5958731
18535	LG03	23373618
18561	LG02	479150
18571	LG11	4312750
18579	LG18	14957201
18582	LG02	21499796
18594	LG17	17024401
18621	LG15	16439929
18625	LG03	17142800
18637	LG05	21652083
18641	LG20	6528477
18642	LG20	5533118
18648	LG04	19725566
18659	LG14	2164166
18662	LG15	12265718
18678	LG16	26034933
18685	LG18	7683614
18687	LG14	25020971
18698	LG17	2748516
18721	LG07	21111562
18740	LG15	10787858
18741	LG19	8595624
18743	LG06	7692783
18754	LG10	19102995
18757	LG09	11297595
18765	LG18	19005461
18770	LG20	17297175
18804	LG19	19636844
18868	LG16	22702413
18879	LG11	2695805
18881	LG22	7620032
18889	LG08	18146524
18900	LG08	10347890
18906	LG05	9579838
18925	LG05	11763208
18934	LG15	8332754
18937	LG03	11600893
18938	LG23	14589392
18947	LG11	8837364
18951	LG08	19037595
18952	LG10	2698488
18954	LG01	13155892
18961	LG05	17939989
18968	LG16	25267546
18975	LG05	2579067
18993	LG16	23002702
19010	LG03	13024108
19020	LG07	27371063
19022	LG21	9959989
19023	LG10	17098983
19037	LG11	9019282
19050	LG22	5557857
19066	LG20	3439763
19069	LG13	1656421
19081	LG03	7238162
19083	LG09	16022854
19091	LG09	14043433
19098	LG14	24096084
19103	LG20	20701458
19107	LG07	25260051
19118	LG05	14061436
19126	LG02	11403166
19141	LG18	8738997
19170	LG13	10600670
19174	LG12	5655789
19181	LG18	18862777
19199	LG09	7053631
19201	LG11	4663213
19203	LG10	24740412
19215	LG16	705080
19222	LG12	19916291
19228	LG11	2128700
19231	LG14	25976208
19235	LG19	1397333
19241	LG19	10009059
19255	LG03	19837223
19263	LG11	15974041
19267	LG13	19936382
19269	LG19	12258877
19279	LG23	18562360
19286	LG22	10702229
19292	LG14	22568955
19293	LG19	16355956
19294	LG20	11627795
19295	LG13	415183
19303	LG16	12228873
19329	LG03	24955295
19334	LG13	4952169
19339	LG21	1354706
19340	LG01	25547121
19342	LG08	3742817
19344	LG23	6514656
19353	LG07	5397635
19356	LG21	14642869
19360	LG09	21644883
19371	LG09	10689203
19384	LG22	2473590
19415	LG08	13184542
19421	LG08	9600822
19425	LG03	10767687
19428	LG17	12580317
19441	LG03	5484346
19458	LG16	30927774
19466	LG06	22609209
19498	LG10	6688377
19504	LG13	897657
19509	LG13	24173924
19515	LG21	5363018
19520	LG07	29868988
19545	LG18	17910627
19551	LG06	5223455
19553	LG23	4941545
19559	LG16	4031997
19575	LG07	8476389
19598	LG02	20048778
19608	LG13	5343568
19616	LG02	3134816
19626	LG13	6621179
19650	LG21	20367923
19666	LG21	20790620
19679	LG19	12150283
19683	LG13	13024843
19685	LG07	28686518
19697	LG16	24303952
19716	LG01	13543599
19720	LG14	7840851
19725	LG17	11204349
19729	LG11	9699702
19731	LG20	1842228
19742	LG11	658080
19750	LG02	6566985
19756	LG04	17689844
19758	LG20	13703430
19772	LG17	4161952
19781	LG13	2758136
19785	LG07	19665494
19795	LG14	20229317
19816	LG21	4227074
19830	LG11	18942693
19831	LG09	1215049
19853	LG16	4413742
19854	LG19	14775984
19863	LG04	29592965
19904	LG07	18504536
19928	LG14	12103261
19932	LG13	22491181
19943	LG11	5432424
19945	LG13	17151357
19956	LG12	9597045
19964	LG11	5576643
19965	LG15	14387770
19966	LG07	11913028
19971	LG15	18510285
19990	LG06	10021608
19994	LG16	27979524
20026	LG04	23683586
20042	LG05	12599556
20048	LG05	14614304
20061	LG15	19363735
20068	LG09	23628908
20078	LG16	14766717
20083	LG23	19876950
20101	LG06	7734851
20130	LG03	22446759
20144	LG05	14401240
20148	LG03	28122202
20153	LG06	9913232
20154	LG01	19065023
20158	LG04	25712430
20183	LG13	4648135
20187	LG23	16912590
20191	LG18	14173788
20195	LG01	4436797
20197	LG07	21773059
20198	LG13	17432380
20219	LG19	16400424
20222	LG01	15949701
20237	LG11	8223601
20239	LG20	19669429
20245	LG01	14915282
20255	LG04	17092539
20257	LG13	23629689
20270	LG08	17349042
20285	LG08	14206924
20295	LG10	24766333
20309	LG20	18324743
20318	LG16	24628893
20321	LG18	8985599
20351	LG11	24512227
20354	LG04	25968078
20364	LG14	8805051
20384	LG14	18183471
20385	LG18	7040191
20400	LG15	7408576
20402	LG06	24374929
20413	LG04	22474367
20425	LG05	6497308
20431	LG07	10311245
20437	LG01	8869410
20457	LG01	21157641
20462	LG22	10749043
20484	LG03	3789505
20490	LG03	25668424
20500	LG18	6322989
20511	LG01	27684673
20512	LG11	11010035
20513	LG13	13087856
20514	LG19	5790343
20516	LG02	20985519
20518	LG16	19918894
20522	LG09	2507199
20525	LG16	8921702
20530	LG08	14072527
20532	LG21	5502111
20551	LG16	27618250
20552	LG02	7704733
20559	LG01	8160450
20570	LG02	3848141
20572	LG02	19225999
20590	LG06	7818590
20609	LG14	8091522
20656	LG07	12878857
20662	LG07	11931427
20681	LG16	18531270
20688	LG21	15905567
20706	LG16	5823127
20718	LG10	9466709
20732	LG14	7233848
20744	LG05	23975122
20749	LG13	4406839
20756	LG06	3568242
20758	LG12	7637825
20760	LG08	15110370
20770	LG13	20742960
20782	LG13	2581050
20786	LG05	17675806
20794	LG01	6675702
20795	LG21	3588758
20796	LG11	10174407
20829	LG08	11072062
20835	LG22	15230255
20844	LG08	16812035
20867	LG06	15224176
20876	LG15	24371340
20890	LG09	7053543
20898	LG03	6721773
20899	LG23	6329971
20908	LG15	8329374
20920	LG10	19404682
20926	LG01	19851693
20928	LG18	12055207
20932	LG23	5701947
20943	LG14	18278577
20952	LG05	14175080
20954	LG11	12030039
20959	LG16	28528644
20964	LG15	19751967
20997	LG18	17575333
21003	LG23	12820690
21039	LG11	20186470
21046	LG03	18033092
21069	LG22	17334198
21071	LG15	25544457
21073	LG12	4069175
21078	LG02	22029483
21089	LG10	4739467
21092	LG08	24575790
21100	LG20	15135577
21119	LG20	6179252
21120	LG09	6147938
21140	LG10	17349755
21152	LG21	19559785
21175	LG09	4770493
21176	LG10	20217965
21224	LG15	19989014
21249	LG07	438846
21250	LG16	17738356
21256	LG11	3027003
21263	LG19	16627080
21271	LG22	12358879
21275	LG19	3518134
21285	LG21	20391581
21290	LG05	16180064
21298	LG13	13118901
21313	LG11	852857
21317	LG19	18962587
21339	LG04	10785561
21353	LG20	23635832
21358	LG22	1489889
21370	LG17	2257137
21376	LG16	18669407
21381	LG21	19991170
21453	LG06	6580009
21466	LG23	20456302
21492	LG14	10086345
21500	LG10	10351187
21501	LG11	6729867
21537	LG22	11444989
21539	LG08	10823636
21540	LG08	6956890
21550	LG08	18772472
21557	LG17	8377567
21559	LG21	9696329
21572	LG05	4258516
21573	LG23	15103569
21613	LG03	7275254
21633	LG16	3885750
21641	LG05	2417332
21643	LG06	3660867
21649	LG05	13154753
21653	LG13	14590679
21678	LG02	19100209
21680	LG13	21784563
21692	LG15	14387858
21710	LG12	21340188
21748	LG20	20065316
21762	LG20	8139735
21765	LG11	27244384
21779	LG14	10097824
21788	LG17	14129644
21789	LG11	11847676
21801	LG01	3842286
21803	LG21	9666335
21826	LG19	19574950
21833	LG21	20406551
21843	LG01	14174841
21870	LG10	2836992
21874	LG07	15564103
21880	LG22	10669955
21886	LG08	19945320
21907	LG18	13803198
21924	LG22	6202798
21934	LG07	18657038
21989	LG14	14128458
22011	LG10	4306943
22020	LG06	13229716
22034	LG04	23376531
22084	LG17	10466061
22087	LG15	12236939
22112	LG10	22750400
22113	LG13	1622364
22206	LG12	21990158
22208	LG06	4566002
22242	LG23	1656399
22253	LG20	2992034
22270	LG03	2331790
22284	LG20	406647
22286	LG16	10185157
22295	LG16	4288722
22323	LG17	16498976
22328	LG23	688488
22330	LG02	1459777
22331	LG16	3984059
22336	LG20	12477427
22340	LG02	19082581
22348	LG18	4567412
22364	LG22	19950094
22386	LG23	1332557
22387	LG04	15238316
22404	LG03	17122075
22406	LG22	15374292
22409	LG20	5968841
22411	LG01	27524858
22423	LG20	19010849
22425	LG05	13640830
22431	LG05	10067172
22434	LG04	15803099
22437	LG01	6834192
22447	LG03	12068674
22449	LG23	10287740
22508	LG02	19309451
22526	LG08	24326107
22550	LG01	14185276
22557	LG01	6249994
22563	LG08	11820497
22595	LG14	27451587
22596	LG15	17133549
22608	LG05	3283415
22617	LG12	26643090
22621	LG19	11606651
22631	LG23	14763187
22675	LG07	29181565
22677	LG13	7980396
22688	LG14	20409170
22690	LG18	8787872
22699	LG02	13825179
22705	LG04	17429463
22710	LG12	10828140
22719	LG16	26563582
22729	LG07	24533275
22731	LG14	13607687
22739	LG05	11633495
22771	LG10	3784167
22783	LG06	17151219
22789	LG15	23061083
22812	LG21	3882469
22824	LG08	24757841
22828	LG13	16011750
22830	LG19	3310600
22842	LG23	5489707
22868	LG17	7022931
22873	LG09	12988290
22886	LG12	6284415
22895	LG03	24988455
22898	LG14	28147577
22899	LG22	10850682
22900	LG08	8301243
22914	LG17	7614233
22921	LG06	9693517
22930	LG04	34615017
22937	LG07	23094487
22941	LG20	4347686
22943	LG16	3029380
22947	LG11	3409526
22950	LG14	242580
22954	LG15	16462762
22957	LG10	21276279
22961	LG10	9917591
22967	LG07	27010681
22978	LG01	11703390
22984	LG20	18502803
23009	LG13	20869043
23024	LG19	12298523
23026	LG20	5077173
23057	LG01	8762573
23062	LG13	17685828
23076	LG08	10423892
23078	LG09	18413061
23079	LG04	21683194
23083	LG12	12563125
23093	LG11	27289201
23095	LG18	17155554
23099	LG16	9663803
23112	LG02	19178339
23122	LG17	3626254
23124	LG23	19544808
23136	LG09	23542273
23159	LG08	24547395
23168	LG11	13620304
23180	LG17	10475862
23190	LG07	6942938
23191	LG04	19725654
23222	LG16	15692483
23232	LG06	5400756
23244	LG13	22509678
23248	LG07	1151010
23258	LG12	4735969
23276	LG03	11572191
23293	LG08	12844372
23334	LG14	1850852
23337	LG05	20278724
23347	LG18	13982683
23351	LG22	3637554
23372	LG19	18846216
23374	LG13	17292407
23387	LG23	11905996
23395	LG08	14187546
23412	LG15	8051383
23426	LG23	12507419
23429	LG22	1779035
23445	LG13	8744355
23448	LG11	26240894
23449	LG01	9519370
23451	LG15	12323986
23482	LG16	29902337
23486	LG11	16266066
23490	LG10	6203703
23493	LG17	16135309
23494	LG18	19645350
23508	LG03	2759358
23511	LG16	4694470
23520	LG20	19109947
23534	LG23	13337311
23556	LG01	8703318
23575	LG20	5716729
23579	LG21	19929616
23587	LG06	24168683
23591	LG03	23913948
23592	LG08	26200561
23593	LG08	11824764
23612	LG06	20772659
23613	LG21	19382634
23617	LG02	22626275
23627	LG22	11043718
23633	LG16	11778376
23638	LG06	20146836
23650	LG06	17098228
23661	LG18	13861240
23685	LG15	10818312
23703	LG03	20880357
23705	LG04	30578350
23711	LG01	14052877
23721	LG22	12306044
23724	LG16	12539489
23727	LG18	6540727
23728	LG13	16358386
23732	LG03	18399324
23783	LG22	3255366
23788	LG06	19578433
23791	LG14	10192562
23794	LG10	18167957
23824	LG04	1450506
23827	LG15	12270324
23845	LG04	17671956
23858	LG19	12740514
23884	LG04	20800759
23886	LG15	19219373
23891	LG20	2777879
23892	LG15	13746396
23903	LG15	9410969
23908	LG07	21130324
23914	LG23	10085963
23920	LG20	4206449
23922	LG22	8131824
23926	LG02	16657950
23927	LG11	11392893
23933	LG17	2257049
23950	LG22	4037329
23964	LG04	29517813
23967	LG03	20590982
23977	LG12	25429189
23999	LG04	26670688
24009	LG05	12735878
24011	LG06	15433561
24025	LG16	28685001
24028	LG06	10474106
24031	LG21	20491855
24036	LG15	15428650
24039	LG13	12372313
24083	LG01	4439028
24098	LG14	11755005
24099	LG02	13321868
24101	LG02	21722681
24102	LG02	20941121
24117	LG09	13296746
24126	LG06	2155760
24147	LG12	24341605
24148	LG02	9902304
24158	LG20	1953008
24167	LG14	2490084
24168	LG11	20084116
24171	LG12	18098743
24194	LG03	23926965
24196	LG11	3832245
24203	LG03	16651829
24219	LG16	8745678
24223	LG03	20683932
24226	LG11	13148494
24232	LG23	11789069
24239	LG18	2126902
24253	LG08	25535822
24265	LG23	8127529
24277	LG13	14988666
24288	LG03	788105
24306	LG14	6017748
24307	LG10	18499922
24309	LG21	9666423
24324	LG01	13359280
24342	LG14	9467759
24359	LG06	7772098
24370	LG03	10352186
24372	LG01	17254201
24374	LG14	26250745
24384	LG08	13756394
24394	LG06	6040318
24399	LG02	10882413
24407	LG18	21802361
24409	LG05	14290735
24415	LG08	18766557
24416	LG01	12866975
24433	LG21	13109523
24440	LG07	18792489
24451	LG14	4188617
24454	LG21	6228229
24464	LG13	5444037
24465	LG01	11562805
24470	LG12	19492656
24471	LG21	6153504
24473	LG13	19295333
24483	LG14	23231740
24484	LG13	16647584
24485	LG15	25286539
24501	LG21	11113855
24504	LG05	11587563
24510	LG21	7237527
24518	LG23	16153639
24543	LG13	13571484
24544	LG22	5932831
24546	LG01	15695766
24562	LG05	23204546
24563	LG19	14761731
24578	LG19	13611823
24591	LG10	15711501
24597	LG13	9929672
24598	LG08	25091572
24605	LG12	4863168
24621	LG04	7835287
24642	LG04	29224003
24643	LG01	8762661
24647	LG12	4462842
24649	LG12	12170251
24659	LG10	9903825
24664	LG22	3891485
24673	LG01	12331744
24683	LG08	25350262
24684	LG07	21989767
24691	LG20	8312312
24698	LG18	19941705
24712	LG03	16739655
24725	LG17	11946303
24739	LG12	19685379
24742	LG22	8820938
24774	LG17	7625576
24801	LG14	27298761
24823	LG18	2035672
24824	LG14	18241278
24827	LG15	23141315
24839	LG08	18959095
24841	LG16	2273141
24866	LG01	21344701
24867	LG13	15382442
24868	LG06	17520164
24874	LG01	6163947
24876	LG06	3270632
24891	LG19	2930447
24899	LG12	19056276
24920	LG05	19158882
24924	LG19	19772698
24934	LG01	22930946
24941	LG11	20323618
24948	LG11	7510007
24955	LG19	9644125
24967	LG02	6619063
24977	LG21	11965510
24980	LG21	14333627
24986	LG22	10906649
24990	LG05	20206853
24994	LG21	12031059
24997	LG10	4867288
24999	LG07	21196618
25012	LG04	13867153
25032	LG07	28063039
25046	LG18	7796759
25048	LG12	12140034
25050	LG01	6778344
25060	LG19	6221949
25063	LG13	18266311
25065	LG19	9758371
25074	LG07	30398559
25094	LG21	16089239
25095	LG01	28089675
