Locus	LG	Position
8465	LG06	22765417
8471	LG21	4831712
8484	LG22	19029332
8493	LG11	17108879
8499	LG04	23394825
8507	LG10	15259978
8514	LG21	5112341
8517	LG18	22543513
8525	LG10	16367116
8527	LG15	7756968
8530	LG22	3244164
8534	LG20	10902826
8536	LG11	11875912
8547	LG02	11866579
8552	LG04	28035744
8554	LG23	4965463
8568	LG01	14990824
8572	LG03	20677019
8586	LG21	9106710
8590	LG04	25049798
8596	LG13	3111762
8597	LG10	16803083
8601	LG15	10911179
8603	LG09	18435106
8606	LG18	18859511
8641	LG11	17280494
8642	LG20	22696666
8670	LG11	27130781
8671	LG16	14413278
8690	LG19	14692145
8693	LG07	26942791
8703	LG05	3371670
8704	LG02	22597571
8724	LG04	17119035
8726	LG14	17015235
8727	LG15	1282872
8743	LG15	10299258
8747	LG19	10319156
8758	LG06	12398312
8759	LG15	24908542
8769	LG17	9185034
8778	LG02	19375815
8788	LG15	20999563
8789	LG01	11152405
8794	LG22	10702141
8798	LG10	24193411
8803	LG08	8178775
8804	LG10	23759277
8808	LG18	9852172
8810	LG12	7061780
8813	LG07	18222159
8815	LG08	16667405
8816	LG17	6318548
8820	LG05	23467616
8827	LG17	4130127
8831	LG21	12302764
8840	LG21	7607298
8847	LG14	1030467
8867	LG21	20949290
8872	LG06	12940079
8885	LG14	23077035
8890	LG07	6489881
8898	LG07	9012236
8915	LG20	7955725
8936	LG23	7449359
8955	LG15	10868462
8997	LG08	20043558
9000	LG01	20164805
9043	LG03	19476998
9050	LG13	14493837
9054	LG19	14616405
9061	LG12	8785295
9077	LG09	5295753
9079	LG21	5024714
9082	LG09	20408663
9085	LG20	18816719
9091	LG12	25336179
9100	LG16	12442275
9102	LG14	7840939
9119	LG14	8731210
9131	LG20	2330881
9134	LG21	5010586
9135	LG06	12182054
9144	LG16	19012335
9156	LG18	19232226
9158	LG11	6826719
9159	LG10	6204018
9164	LG07	16991607
9165	LG13	8397560
9168	LG19	9468369
9174	LG05	21240325
9184	LG22	2675465
9187	LG15	12299422
9190	LG17	6640394
9191	LG11	18886155
9192	LG21	16443926
9203	LG11	12511703
9205	LG11	11238044
9210	LG18	5958819
9211	LG22	11875758
9213	LG11	27848202
9215	LG09	12807500
9216	LG06	92177
9218	LG20	23516462
9228	LG15	14543912
9229	LG08	14187458
9247	LG18	1960035
9251	LG11	26642181
9252	LG10	2489942
9275	LG22	20046047
9280	LG05	12095423
9284	LG08	17713996
9289	LG16	23744969
9299	LG06	683028
9305	LG01	16799615
9308	LG04	32661853
9316	LG04	30729475
9323	LG21	22259790
9326	LG19	12260534
9331	LG19	4094309
9350	LG01	3570289
9354	LG15	23136934
9355	LG20	22453977
9363	LG12	10454862
9369	LG06	7049845
9378	LG14	886773
9387	LG09	23454920
9393	LG16	12409656
9408	LG11	16231009
9415	LG23	3879604
9418	LG22	9230332
9421	LG01	24972595
9452	LG10	19417830
9456	LG01	12895039
9458	LG11	16016506
9461	LG05	18045280
9489	LG09	10420914
9502	LG06	5572616
9506	LG14	25014414
9538	LG10	18851597
9545	LG09	19485278
9549	LG10	17848565
9563	LG20	20191387
9565	LG20	6360309
9576	LG09	10727534
9582	LG06	16749471
9585	LG11	11440099
9590	LG17	14394793
9593	LG12	17830910
9596	LG01	11383360
9604	LG02	17526987
9606	LG09	3437100
9610	LG22	14641840
9611	LG09	16641125
9632	LG02	6571036
9640	LG18	3955603
9645	LG01	10419488
9658	LG12	21292189
9663	LG13	3663429
9664	LG07	2897347
9667	LG07	30125689
9668	LG09	15119144
9673	LG02	549312
9675	LG14	20158765
9679	LG08	11452987
9681	LG04	1199563
9682	LG16	21936621
9684	LG06	16217777
9691	LG11	21257364
9704	LG03	24677592
9705	LG22	16598331
9714	LG04	15238228
9717	LG14	5541915
9726	LG20	6963568
9729	LG01	10497992
9738	LG13	8668477
9740	LG16	13248239
9741	LG02	5980256
9755	LG10	13377165
9770	LG14	1996083
9776	LG04	1846805
9789	LG15	20443398
9800	LG07	21196530
9801	LG01	8078099
9812	LG18	1096221
9813	LG08	6971879
9819	LG13	197290
9825	LG01	12866887
9833	LG17	10130791
9840	LG04	3791168
9845	LG13	18630044
9850	LG04	4223942
9852	LG21	10137258
9853	LG03	22734972
9855	LG20	8445572
9864	LG03	22541811
9865	LG21	10935303
9870	LG01	25537657
9872	LG16	22294421
9878	LG04	28655265
9886	LG23	2904649
9888	LG08	19299110
9894	LG01	23601228
9896	LG12	26878070
9898	LG04	20122738
9922	LG17	1142573
9926	LG01	23296870
9940	LG08	22367438
9943	LG14	13142370
9964	LG21	10996710
9965	LG01	22419167
9966	LG09	17673401
9967	LG06	5507919
9970	LG20	21800201
9979	LG12	20945653
9983	LG03	9887414
9986	LG10	9602660
9987	LG18	16244437
9992	LG04	14860399
10006	LG13	9576401
10012	LG02	8567215
10015	LG10	15810510
10022	LG04	30922281
10024	LG05	2172020
10029	LG13	1297680
10038	LG08	7161481
10039	LG01	21639498
10045	LG15	7792632
10061	LG08	15659186
10063	LG03	6310553
10076	LG15	10908966
10079	LG14	25560788
10086	LG14	26250657
10092	LG14	16098827
10113	LG02	11368661
10134	LG22	18177595
10136	LG04	19736434
10138	LG10	301809
10139	LG18	10073218
10150	LG22	3525998
10151	LG18	11939298
10153	LG05	17965979
10160	LG20	15783678
10166	LG08	19658164
10172	LG09	3075444
10177	LG06	6889844
10178	LG06	11324595
10188	LG11	24474143
10191	LG02	5034803
10198	LG09	13840201
10199	LG19	20452984
10207	LG12	19645674
10210	LG07	8879525
10215	LG07	11803415
10217	LG12	22048248
10218	LG14	18095079
10226	LG21	6811994
10227	LG02	21921775
10232	LG16	26051334
10236	LG23	16472284
10245	LG14	12893504
10260	LG10	4477635
10263	LG12	5229610
10276	LG05	19239849
10284	LG15	22995467
10285	LG07	14894969
10291	LG10	6547702
10295	LG12	23243263
10299	LG06	4083575
10304	LG02	21825266
10306	LG14	15462903
10307	LG11	5262579
10316	LG22	16614805
10319	LG23	12543949
10334	LG13	17465274
10342	LG16	23334848
10350	LG03	7068423
10366	LG01	7718267
10374	LG02	22089412
10386	LG06	3618928
10392	LG08	22476566
10396	LG10	7240187
10399	LG01	22235777
10401	LG08	23374487
10410	LG14	6016044
10413	LG03	19637006
10414	LG16	17455883
10421	LG08	9228751
10425	LG16	24274630
10429	LG05	2555026
10431	LG08	10365018
10435	LG06	24850560
10440	LG18	9448091
10441	LG21	10658867
10445	LG23	22081947
10456	LG12	11310204
10460	LG13	6966466
10462	LG14	11822248
10471	LG16	16729483
10475	LG15	9190720
10476	LG13	10039372
10488	LG05	5151374
10495	LG04	30851725
10497	LG12	3555248
10498	LG23	16901532
10501	LG21	13147913
10514	LG23	21207956
10524	LG01	15222575
10529	LG20	6701710
10530	LG20	5796135
10539	LG15	4351655
10552	LG21	7506255
10560	LG17	11340830
10567	LG05	2974965
10568	LG20	21700706
10576	LG21	8043328
10577	LG02	21140684
10580	LG10	20152067
10585	LG04	22250919
10595	LG18	19191660
10598	LG23	11912700
10620	LG19	1053140
10648	LG05	11265067
10665	LG03	22711876
10675	LG23	19071795
10676	LG21	3879500
10685	LG03	11289964
10687	LG09	17530179
10691	LG15	8792435
10706	LG04	9581815
10711	LG20	6584996
10718	LG12	19212702
10726	LG08	12138119
10730	LG13	12192317
10732	LG20	10708777
10738	LG20	24076299
10742	LG15	16381554
10752	LG13	15104410
10756	LG15	21461663
10760	LG18	19613888
10761	LG18	17229667
10785	LG21	17775041
10799	LG11	13643360
10806	LG02	21825178
10813	LG12	1339414
10820	LG23	22823800
10821	LG14	25883171
10823	LG06	3377386
10828	LG11	16821051
10836	LG20	17324031
10838	LG05	17222349
10839	LG15	20569522
10840	LG17	2067492
10844	LG08	9797973
10848	LG13	19995938
10849	LG05	20154474
10857	LG04	19775761
10860	LG03	10767775
10872	LG13	2826437
10878	LG02	11133801
10882	LG05	11668653
10894	LG18	11058911
10913	LG07	20467284
10921	LG18	12320425
10928	LG23	8351205
10933	LG13	23401812
10951	LG08	16407110
10953	LG21	14345198
10954	LG14	13316350
10960	LG13	24575456
10965	LG05	13105253
10966	LG10	10433055
10978	LG11	3709479
10979	LG19	10854621
10991	LG08	25784412
10995	LG10	5381301
10999	LG07	14769705
11001	LG03	14489701
11003	LG14	1334127
11008	LG06	9463080
11019	LG11	17081030
11027	LG17	10674849
11049	LG10	12577783
11052	LG05	8177311
11054	LG01	22931034
11056	LG09	17620838
11059	LG05	6974071
11072	LG18	1753151
11081	LG10	22122129
11090	LG17	6752875
11092	LG06	11334310
11113	LG18	8305419
11115	LG01	9595976
11116	LG13	23508205
11119	LG13	16168416
11126	LG08	663344
11129	LG16	15293227
11132	LG08	8582009
11133	LG15	24264749
11140	LG01	11291570
11144	LG22	17277163
11146	LG20	10708865
11149	LG07	14869558
11154	LG13	20413713
11162	LG03	25703336
11166	LG03	2817506
11170	LG13	20663798
11176	LG07	27362617
11190	LG19	14330578
11191	LG05	20436363
11210	LG11	25211807
11214	LG02	22650212
11216	LG07	9149874
11225	LG13	20699326
11234	LG16	11625756
11244	LG04	34560907
11254	LG05	21626691
11257	LG08	7044519
11260	LG08	14170755
11262	LG20	3439675
11268	LG21	11120561
11273	LG02	17972205
11282	LG11	2541278
11290	LG03	12068762
11300	LG08	22239235
11304	LG02	4112741
11313	LG14	11519823
11319	LG10	17278254
11325	LG13	7918800
11336	LG23	17114644
11337	LG17	15326186
11343	LG23	6939864
11348	LG13	5718070
11354	LG14	18914944
11367	LG22	5685661
11370	LG01	17483374
11378	LG02	7657629
11386	LG15	19591012
11395	LG06	20300416
11400	LG01	5957030
11406	LG07	27267119
11408	LG10	6902002
11413	LG02	22543785
11415	LG12	25161775
11417	LG07	23619683
11420	LG08	17026926
11422	LG18	13594708
11433	LG15	21253207
11437	LG01	4662599
11441	LG21	86016
11443	LG21	5151457
11447	LG14	8514447
11454	LG18	7277678
11459	LG09	19421069
11462	LG17	7614145
11469	LG22	4116742
11476	LG16	23192284
11479	LG01	24916735
11482	LG11	20660135
11483	LG05	16568600
11500	LG07	22421100
11504	LG01	24263046
11505	LG15	4956975
11506	LG12	24036984
11509	LG05	3589620
11520	LG18	17374494
11537	LG22	19413456
11552	LG15	14987505
11563	LG06	6489767
11565	LG22	16696270
11566	LG07	28941938
11574	LG17	10579200
11576	LG07	10877109
11579	LG13	17644758
11580	LG20	23814200
11591	LG12	9634261
11594	LG11	11876000
11609	LG20	677054
11611	LG22	18943071
11618	LG13	13050029
11627	LG04	6571022
11638	LG09	24432292
11646	LG16	3719647
11651	LG16	24628805
11663	LG06	6786952
11675	LG23	9980807
11686	LG19	20003266
11687	LG05	13038479
11691	LG09	8580099
11708	LG11	4914685
11711	LG01	14052789
11717	LG05	22040377
11722	LG12	22026053
11725	LG04	19611569
11736	LG04	23393908
11738	LG05	17317386
11749	LG14	22298004
11759	LG08	18102613
11760	LG07	9519203
11761	LG23	14775625
11762	LG04	4067370
11768	LG07	21989855
11770	LG12	5439863
11774	LG13	799439
11783	LG03	17011557
11789	LG15	19532910
11805	LG12	25684710
11818	LG05	2648540
11841	LG15	17272691
11843	LG16	8907544
11846	LG21	7885294
11848	LG09	11140996
11849	LG09	12564139
11859	LG17	5512636
11860	LG07	24334636
11871	LG16	7631345
11872	LG16	8113974
11878	LG12	7385906
11880	LG12	8638270
11886	LG07	25941514
11889	LG20	23418653
11895	LG10	16877062
11896	LG04	26693499
11899	LG16	16177834
11902	LG07	22046260
11905	LG03	970105
11910	LG10	22004313
11912	LG11	25064455
11926	LG17	10408429
11943	LG07	20442784
11947	LG15	7306164
11951	LG18	22543425
11954	LG10	2256027
11964	LG17	15924327
11978	LG11	8976665
11988	LG13	7790511
11990	LG15	25370491
11992	LG12	19963181
11994	LG13	8744832
11997	LG07	11912940
12001	LG01	15477998
12017	LG09	12286191
12025	LG15	25246517
12028	LG13	1250680
12036	LG11	13972815
12049	LG21	21822616
12054	LG17	4393620
12055	LG13	7298389
12064	LG08	10043041
12065	LG02	9912651
12068	LG19	9420848
12070	LG15	23757783
12082	LG01	19122718
12083	LG13	13895706
12087	LG03	25954272
12099	LG15	2399558
12107	LG11	599330
12108	LG13	414978
12116	LG05	5496922
12120	LG17	11202738
12123	LG06	1575634
12145	LG02	22837555
12155	LG14	24906321
12158	LG14	2519559
12161	LG02	704956
12182	LG10	11702412
12184	LG19	15296445
12190	LG03	15406459
12194	LG02	15563819
12199	LG10	16892873
12201	LG09	14680579
12205	LG01	144969
12206	LG15	17049341
12213	LG20	6716434
12218	LG16	27383916
12220	LG06	23763699
12233	LG15	2168412
12242	LG18	18874747
12254	LG11	10063725
12255	LG21	22222499
12277	LG20	4368395
12288	LG06	18486795
12291	LG05	14410867
12294	LG19	4553077
12295	LG15	20811419
12299	LG07	26908342
12303	LG07	21866660
12309	LG19	19586926
12320	LG20	9208037
12322	LG18	3184470
12331	LG04	18954802
12332	LG20	3304957
12337	LG05	17283576
12352	LG04	25253747
12380	LG07	21047525
12384	LG09	22398721
12394	LG07	27314143
12403	LG12	12909587
12406	LG07	26600311
12425	LG15	18613652
12430	LG21	18156381
12431	LG11	27862706
12432	LG20	8137103
12434	LG02	18018124
12458	LG21	21179787
12477	LG06	6779590
12483	LG12	17033148
12493	LG11	21490717
12506	LG21	17973510
12508	LG08	5800155
12515	LG04	18612120
12516	LG09	20438490
12520	LG20	9309314
12521	LG08	19539358
12537	LG22	2287224
12541	LG19	15079031
12544	LG06	16294851
12554	LG09	24497475
12555	LG23	12601838
12559	LG23	21947173
12564	LG07	27817675
12566	LG09	2484464
12567	LG09	10421002
12568	LG23	3548982
12570	LG04	15462653
12578	LG07	10968252
12579	LG03	5782208
12600	LG23	16671202
12605	LG11	24712171
12615	LG23	17463133
12622	LG14	2527534
12623	LG03	23860880
12636	LG17	15217183
12639	LG20	15594600
12641	LG03	5337885
12649	LG03	27466090
12668	LG12	20070737
12670	LG05	11651084
12686	LG12	9689646
12701	LG06	653437
12705	LG18	9156806
12707	LG14	22288613
12709	LG15	18555128
12711	LG22	19701486
12713	LG09	10266318
12720	LG02	1753113
12725	LG10	10819623
12726	LG11	1323218
12729	LG03	21639916
12736	LG22	12325865
12738	LG15	4776604
12746	LG06	5825278
12747	LG14	25735359
12756	LG01	15941922
12758	LG23	18804744
12768	LG04	15333523
12771	LG01	7923920
12775	LG21	8664788
12779	LG03	16893706
12803	LG09	6289788
12810	LG11	7562224
12813	LG12	6182623
12823	LG05	9109345
12824	LG16	22857426
12851	LG12	24393793
12852	LG12	4520038
12866	LG14	28684850
12869	LG14	24287175
12877	LG01	22265414
12881	LG03	22108213
12884	LG14	17957451
12886	LG23	8197999
12889	LG11	6356698
12892	LG03	714072
12895	LG20	1297463
12897	LG11	6504285
12903	LG11	21543078
12916	LG10	23265400
12917	LG01	9329019
12921	LG15	8126093
12925	LG16	17738268
12937	LG22	19236552
12942	LG11	22635948
12945	LG10	13448653
12946	LG07	26921264
12948	LG14	19332362
12952	LG04	15935786
12956	LG15	25165052
12962	LG07	20991578
12963	LG06	4294118
12972	LG16	17979586
12979	LG17	11969763
12987	LG10	7768031
12990	LG09	7893287
13010	LG05	15083235
13038	LG02	5142106
13041	LG01	10868696
13052	LG11	18447466
13054	LG09	16092904
13063	LG03	21034670
13066	LG05	10679060
13081	LG05	12942571
13082	LG15	18002680
13083	LG16	8943019
13090	LG01	2507110
13100	LG05	5100690
13104	LG18	13752109
13107	LG11	13398459
13124	LG18	20374201
13125	LG10	11392859
13129	LG09	16518082
13135	LG01	17894333
13142	LG01	8383158
13148	LG06	10767220
13152	LG18	22541017
13162	LG01	4650983
13163	LG09	23918871
13168	LG05	20205229
13176	LG12	10454950
13180	LG13	14958633
13188	LG14	4639051
13192	LG05	23756830
13196	LG17	9348149
13198	LG07	11977671
13207	LG09	19949567
13209	LG15	12653317
13211	LG04	32864667
13218	LG21	21326887
13220	LG19	9222714
13221	LG16	670370
13237	LG18	12117320
13241	LG08	18014083
13242	LG15	13956318
13249	LG02	5557389
13258	LG05	23305723
13275	LG01	23209262
13276	LG01	13203369
13279	LG09	9396740
13285	LG12	18663488
13286	LG06	3570877
13291	LG03	19837311
13295	LG10	5590510
13297	LG16	24748163
13304	LG18	2998800
13308	LG06	6089527
13316	LG15	11097840
13322	LG14	23076947
13333	LG17	2707127
13338	LG18	20235757
13341	LG06	10553940
13345	LG05	63205
13352	LG16	2319360
13355	LG11	13376613
13369	LG17	6882621
13379	LG22	21235782
13384	LG14	445467
13406	LG16	30901281
13408	LG12	11313784
13411	LG14	3709681
13412	LG20	17416654
13418	LG14	1300871
13422	LG14	9809082
13430	LG14	25158945
13432	LG23	8664423
13443	LG04	13609177
13458	LG12	7732046
13461	LG09	20559077
13462	LG23	14995379
13463	LG03	17403120
13468	LG14	22542776
13476	LG09	16123768
13478	LG02	21036308
13485	LG16	9342132
13486	LG01	3357702
13501	LG19	2930535
13505	LG18	7040279
13506	LG01	12222620
13514	LG13	3195046
13518	LG21	12948521
13521	LG18	3780258
13523	LG23	22378811
13531	LG22	14090530
13533	LG16	10109648
13537	LG06	8949504
13547	LG06	17746245
13552	LG21	15321811
13556	LG07	545999
13563	LG14	11822336
13574	LG21	21915733
13575	LG06	6229225
13583	LG03	17439369
13597	LG15	8387655
13598	LG11	15810155
13600	LG16	6622274
13607	LG15	24471470
13608	LG22	4982979
13620	LG23	11685815
13626	LG16	13642303
13627	LG06	3338770
13631	LG05	19888628
13641	LG20	22149764
13650	LG23	14136677
13652	LG07	7326289
13656	LG23	6939776
13670	LG01	1022687
13693	LG19	18386627
13701	LG12	18405059
13702	LG13	13876524
13712	LG22	8763501
13721	LG09	20115295
13723	LG08	11504836
13724	LG08	21563933
13725	LG16	24533622
13732	LG07	4878672
13756	LG23	7751151
13762	LG13	8670969
13766	LG01	26270788
13769	LG03	16947873
13773	LG19	17987535
13774	LG16	24085921
13791	LG10	12697932
13796	LG03	5379523
13802	LG18	13884781
13818	LG16	9080244
13841	LG12	3161131
13845	LG04	25562752
13846	LG05	14410779
13850	LG03	5549748
13856	LG19	8072076
13857	LG19	3501506
13860	LG15	16643517
13880	LG11	27245517
13881	LG10	5762212
13892	LG19	16044478
13895	LG11	9770660
13902	LG05	5860607
13908	LG19	9585128
13909	LG14	9933392
13911	LG14	16316919
13917	LG06	6569806
13925	LG08	14666259
13934	LG22	12595462
13935	LG07	20916719
13937	LG01	5901020
13940	LG09	11496126
13960	LG23	22378723
13979	LG05	14406847
13982	LG19	11889636
13991	LG06	2695268
14006	LG16	24742755
14011	LG13	21916385
14032	LG03	7893897
14042	LG09	8580009
14044	LG08	12687954
14045	LG17	18367227
14049	LG20	5750166
14059	LG20	11201299
14064	LG05	5914975
14070	LG03	13845404
14075	LG23	4746307
14115	LG23	1801745
14117	LG20	4500729
14122	LG13	14951265
14127	LG14	4585306
14130	LG17	8854517
14131	LG11	9371620
14140	LG06	7517417
14143	LG17	13948333
14171	LG22	12059848
14174	LG18	22110953
14176	LG06	9604337
14190	LG10	12653246
14199	LG16	14420852
14213	LG21	6057118
14221	LG21	20827935
14234	LG01	5909093
14236	LG20	21758312
14247	LG20	1842713
14249	LG02	17331983
14260	LG09	16137299
14266	LG14	23110841
14269	LG22	8484813
14287	LG10	7429779
14293	LG02	4229502
14296	LG22	20639374
14298	LG06	2745165
14305	LG23	4802793
14311	LG20	15345806
14327	LG16	8985041
14329	LG01	5404659
14342	LG09	141924
14344	LG01	2557271
14360	LG11	20090953
14364	LG04	5000575
14365	LG13	3111674
14371	LG19	2649246
14379	LG01	3282792
14380	LG16	6493538
14405	LG16	11024455
14421	LG08	663256
14426	LG05	4935071
14432	LG03	10654173
14448	LG02	21558567
14459	LG03	28067721
14461	LG01	15523673
14466	LG22	7681962
14472	LG04	30956502
14473	LG15	4360609
14474	LG07	17381364
14475	LG19	12036721
14491	LG23	16153727
14492	LG14	21336299
14495	LG12	17024962
14502	LG15	7810607
14505	LG13	21021074
14510	LG15	17519019
14517	LG14	6015956
14522	LG06	22869084
14526	LG10	16803171
14532	LG23	13828739
14536	LG11	27881862
14537	LG08	8319432
14546	LG07	14831843
14547	LG13	788032
14550	LG19	5644780
14554	LG10	3092111
14555	LG09	17882027
14572	LG06	3819643
14591	LG23	20521916
14592	LG22	14345474
14593	LG06	13656731
14594	LG09	7829697
14618	LG11	3238756
14620	LG14	7777852
14626	LG06	237123
14628	LG09	7789676
14634	LG01	26802776
14635	LG02	20550530
14640	LG07	13545769
14641	LG18	20610762
14655	LG02	8606584
14657	LG05	6497396
14659	LG05	2828095
14661	LG01	9665708
14666	LG12	7566813
14667	LG07	9537995
14696	LG04	27711493
14702	LG14	8731298
14710	LG23	3145700
14714	LG17	14503970
14719	LG16	24993048
14720	LG01	14360204
14727	LG17	18986709
14729	LG12	18146976
14740	LG17	10865346
14741	LG21	6153416
14754	LG03	15653987
14755	LG09	20338374
14758	LG13	3432489
14760	LG11	5530610
14762	LG05	16361882
14764	LG20	20813925
14765	LG18	17770724
14783	LG19	19801598
14804	LG14	9932846
14810	LG07	12619906
14824	LG05	22503857
14839	LG14	8562765
14852	LG16	23792477
14853	LG05	11755055
14864	LG14	12377418
14869	LG13	19009416
14889	LG13	19821728
14890	LG02	3068799
14897	LG05	21210136
14902	LG21	20674646
14906	LG06	18358526
14909	LG18	19225818
14913	LG23	8352641
14920	LG11	13818187
14922	LG23	5120488
14924	LG16	19012423
14930	LG17	6469854
14932	LG06	24003056
14955	LG06	4090145
14968	LG18	11175149
14972	LG03	23204521
14979	LG17	8156150
14990	LG13	8544475
14992	LG14	27104608
14997	LG18	7269364
14999	LG07	11429270
15002	LG10	18594202
15003	LG12	8128215
15007	LG02	8436896
15009	LG10	15663397
15010	LG11	8774566
15017	LG12	6450207
15024	LG08	7070777
15034	LG11	11184765
15037	LG01	13433828
15039	LG21	7743800
15052	LG11	26568958
15053	LG01	16100804
15060	LG11	4509609
15069	LG03	20311656
15086	LG05	10725484
15098	LG22	4547122
15104	LG13	20808605
15109	LG02	16919317
15112	LG08	8912517
15113	LG11	13328849
15122	LG23	8708221
15139	LG05	21923875
15140	LG06	5825366
15145	LG13	3341126
15150	LG03	7669281
15165	LG16	22293396
15171	LG23	9283213
15185	LG18	18731251
15207	LG18	19412597
15212	LG05	21327788
15217	LG01	6363572
15218	LG13	15160240
15229	LG17	10830659
15232	LG01	1020445
15234	LG10	15260066
15235	LG16	23745057
15239	LG14	8514359
15240	LG01	7286931
15242	LG12	25621100
15248	LG18	18337469
15251	LG20	5763678
15256	LG12	446630
15267	LG22	5820699
15269	LG01	7489971
15274	LG15	5888323
15279	LG05	23371420
15290	LG03	7794247
15293	LG20	22046387
15298	LG06	13372966
15300	LG05	13640918
15306	LG21	5307455
15311	LG09	14890489
15313	LG10	14212835
15316	LG14	14880637
15323	LG18	1928483
15326	LG15	21253119
15327	LG14	12142906
15354	LG11	19828160
15373	LG20	10902738
15382	LG05	11546705
15386	LG03	11769363
15393	LG01	20244563
15398	LG15	18062209
15401	LG15	4294985
15407	LG06	21582654
15419	LG18	19657777
15432	LG08	10804836
15442	LG03	23446575
15443	LG01	20190362
15456	LG04	28674444
15459	LG18	14866493
15462	LG09	11582028
15471	LG09	6468150
15473	LG07	18504448
15488	LG18	19946164
15494	LG05	18979819
15507	LG15	17152729
15508	LG15	10903474
15527	LG21	9637925
15528	LG16	13025420
15531	LG20	13226742
15536	LG07	5891920
15543	LG01	3923225
15546	LG13	12413111
15548	LG01	13549939
15557	LG02	9912739
15560	LG23	19944389
15568	LG08	13237425
15571	LG18	1896621
15573	LG06	6638277
15586	LG09	16189035
15588	LG05	5118449
15595	LG13	1320012
15598	LG19	16515016
15604	LG03	23897780
15610	LG21	7275660
15614	LG20	15153259
15615	LG06	17092433
15623	LG14	27104520
15645	LG07	21003278
15650	LG09	16091715
15667	LG20	23656667
15675	LG01	8990063
15680	LG18	16785048
15701	LG06	10563813
15713	LG02	5557301
15714	LG02	5577796
15735	LG02	11907621
15748	LG08	10446991
15749	LG11	2453939
15752	LG16	7650464
15754	LG18	7531815
15756	LG11	27938726
15763	LG13	6534830
15774	LG14	7268942
15780	LG23	5975215
15788	LG12	25185115
15791	LG01	141695
15796	LG23	10082796
15805	LG19	7169435
15806	LG09	2600547
15808	LG20	6786084
15828	LG04	18954890
15829	LG11	24629151
15841	LG22	4037240
15850	LG15	8529809
15855	LG11	13815890
15869	LG15	21129965
15872	LG02	13098019
15887	LG17	6752963
15903	LG03	7655613
15907	LG09	9465117
15910	LG04	17189095
15925	LG01	26825871
15927	LG03	29283876
15934	LG07	11782849
15948	LG22	2521856
15954	LG11	5805730
15955	LG11	19958585
15958	LG23	12977353
15965	LG03	7238280
15968	LG19	19746363
15973	LG08	4711955
15991	LG13	5583437
15997	LG14	9216980
16005	LG13	19499378
16009	LG09	17406696
16011	LG18	4992066
16032	LG08	6862619
16033	LG01	22274751
16035	LG12	18326476
16036	LG01	15698538
16037	LG22	4808953
16039	LG01	3360383
16040	LG01	214355
16046	LG04	8899634
16053	LG04	6544967
16059	LG21	20400508
16062	LG07	12076536
16063	LG15	10787770
16089	LG03	6574564
16098	LG23	11428544
16121	LG08	11993549
16127	LG03	5549836
16134	LG08	8305901
16135	LG11	28354202
16141	LG08	13518062
16145	LG10	19915286
16151	LG11	9208997
16157	LG23	19649645
16164	LG07	21075373
16168	LG07	23331870
16173	LG04	10254916
16178	LG18	21410134
16179	LG03	27266677
16180	LG23	10509126
16186	LG08	4941063
16187	LG13	1500096
16190	LG04	29395045
16205	LG08	23333714
16208	LG16	15615046
16209	LG01	6164035
16211	LG19	18910262
16215	LG14	9813679
16218	LG07	16069098
16227	LG13	17695584
16231	LG23	9724724
16233	LG14	4113927
16238	LG08	5811809
16245	LG10	19765296
16257	LG11	15142617
16261	LG18	9852260
16264	LG05	3973528
16270	LG11	3234999
16277	LG02	21057505
16280	LG10	9631682
16291	LG01	14215233
16292	LG08	9791342
16325	LG14	3425971
16332	LG02	563449
16352	LG16	26257743
16360	LG03	7374030
16369	LG13	18299287
16370	LG05	7643714
16375	LG12	17446219
16384	LG15	18797867
16393	LG22	17716788
16396	LG02	1855213
16410	LG07	6570170
16422	LG10	18439664
16425	LG07	27583603
16429	LG11	11596915
16441	LG01	17478244
16456	LG05	4768937
16457	LG15	3946906
16458	LG20	9073013
16474	LG04	14767734
16480	LG15	14087189
16482	LG13	9438752
16492	LG20	1852056
16504	LG06	23022030
16517	LG23	9899809
16520	LG15	14334485
16522	LG01	16029166
16535	LG15	15737628
16549	LG17	3102403
16560	LG19	5063117
16563	LG22	138954
16564	LG11	4376683
16573	LG07	1633397
16577	LG22	4572970
16599	LG15	16275261
16612	LG10	1560210
16615	LG21	22174957
16616	LG13	1620642
16620	LG04	18616085
16621	LG03	26542928
16637	LG09	4910828
16650	LG13	11699849
16654	LG23	18467308
16683	LG02	5502143
16690	LG20	19503177
16695	LG05	17929251
16697	LG05	16589226
16698	LG08	10896352
16706	LG03	8053761
16718	LG07	27965978
16745	LG22	20148987
16748	LG23	13575352
16752	LG13	7127580
16766	LG13	25053940
16787	LG10	6644405
16789	LG11	18944992
16791	LG10	25140041
16800	LG04	17712984
16803	LG08	8068226
16806	LG09	11496944
16812	LG20	7395212
16814	LG14	2926912
16833	LG01	25695043
16834	LG07	28130284
16846	LG12	25008399
16858	LG21	330607
16861	LG23	1366855
16865	LG23	16865370
16872	LG02	20006957
16874	LG16	19137696
16880	LG17	18049624
16881	LG07	15142172
16897	LG12	7887658
16902	LG23	17396584
16908	LG20	11658627
16911	LG08	15039140
16931	LG18	19293340
16933	LG18	8828592
16934	LG14	23734811
16942	LG08	19115287
16947	LG05	3136987
16955	LG01	4680553
16963	LG21	7542984
16965	LG08	5811721
16966	LG15	25007035
