Locus	fst	chromosome	c_pos
2830	0.0019	LG07	189486121
1490	-0.002	LG07	189577757
3798	-0.0017	LG07	189614659
21016	-0.001	LG07	189661344
11860	0	LG07	190488046
22729	-0.0026	LG07	190686685
7604	-0.0002	LG07	190811021
19632	0.001	LG07	191022164
6357	-0.0002	LG07	191383976
19107	0.0054	LG07	191413461
24414	0.0111	LG07	191533316
19046	0.0002	LG07	191639175
11886	0.0018	LG07	192094924
3307	-0.0047	LG07	192326849
23211	-0.0014	LG07	192337369
24833	-0.0076	LG07	192821552
12299	0.012	LG07	193061752
12946	0.0077	LG07	193074674
8693	0.0044	LG07	193096201
20753	-0.0044	LG07	193219547
1258	0.0008	LG07	193335565
11488	0.0002	LG07	193368791
12394	0.0059	LG07	193467553
20472	-0.0016	LG07	193482612
11176	0.0003	LG07	193516027
22989	0.0146	LG07	193561142
16425	-0.0009	LG07	193737013
21785	-0.0015	LG07	193947570
22430	0.0007	LG07	194055763
16718	0.0211	LG07	194119388
16834	0.0838	LG07	194283694
24680	0.0274	LG07	194350323
964	0.0624	LG07	194371496
7313	0.0247	LG07	194371584
1036	-0.0125	LG07	194779686
19685	-0.004	LG07	194839928
17993	0.0006	LG07	195029525
11566	0.0012	LG07	195095348
2087	0.0006	LG07	195095436
21723	0.0442	LG07	195284308
3606	0.0031	LG07	195334886
20395	0.0183	LG07	195707213
19520	0.0045	LG07	196022398
23402	-0.0115	LG07	196226919
5739	0.0015	LG07	196545049
23193	0.0029	LG07	196648616
7395	0.0162	LG07	196708990
19372	0.0003	LG07	197068809
11126	0.0297	LG08	198049631
8103	-0.0019	LG08	198053529
17867	-0.0021	LG08	198510638
4596	-0.0003	LG08	199148026
17856	0.0171	LG08	201562780
7466	0.002	LG08	201587111
3193	0.0091	LG08	202189792
16186	-0.0031	LG08	202327350
23100	-0.0055	LG08	202802040
24606	0.0025	LG08	202813945
22626	0.0024	LG08	202974450
3207	-0.0012	LG08	203035046
16965	0.0008	LG08	203198008
16238	-0.0026	LG08	203198096
20526	-0.0037	LG08	203360148
7046	0.0041	LG08	203574576
17168	-0.0035	LG08	203956398
6771	-0.0058	LG08	204099175
16032	0.0072	LG08	204248906
9813	0.0023	LG08	204358166
10038	0.0032	LG08	204547768
23980	0.0197	LG08	204548998
21600	0.0004	LG08	204557417
5623	-0.0075	LG08	204625973
16134	-0.0021	LG08	205692188
11132	0.0003	LG08	205968296
8208	0.0004	LG08	206143205
5844	0.0075	LG08	206943601
5060	-0.007	LG08	206976678
12064	0.017	LG08	207429328
23580	0.0112	LG08	207511931
5834	-0.0029	LG08	207654629
3960	0.0316	LG08	207728927
545	0.0004	LG08	207799835
23076	0.0059	LG08	207810179
20791	0.0129	LG08	207990196
24825	0.0108	LG08	207990642
4491	0.0222	LG08	208019458
15432	-0.0047	LG08	208191123
18628	0.012	LG08	208202024
21539	-0.0028	LG08	208209923
4383	-0.0076	LG08	208246119
16698	0.0067	LG08	208282639
4040	0.0004	LG08	208298840
16165	0.0072	LG08	208309455
571	0.0135	LG08	208458261
2506	0.0033	LG08	208682680
7865	0.008	LG08	208751318
20578	0.0621	LG08	209149940
22563	-0.0048	LG08	209206784
23593	0.0029	LG08	209211051
2408	-0.0044	LG08	209246794
10726	0.0109	LG08	209524406
17267	-0.0086	LG08	210011323
14044	0.0099	LG08	210074241
1089	0.0047	LG08	210499025
7501	-0.004	LG08	210514703
15568	0.0734	LG08	210623712
227	-0.0017	LG08	211036962
17870	-0.0043	LG08	211226622
20530	0.0051	LG08	211458814
11260	0.0019	LG08	211557042
23395	0.0008	LG08	211573833
20285	0.0011	LG08	211593211
6910	0.0048	LG08	211767822
1821	-0.0032	LG08	212027051
13925	0.0037	LG08	212052546
21531	0.0016	LG08	212425339
16911	0.0204	LG08	212425427
528	-0.0103	LG08	212542340
4891	0.0008	LG08	212942152
10061	0.002	LG08	213045473
17190	0.016	LG08	213212682
10951	0.025	LG08	213793397
7974	0.0028	LG08	213953489
8815	0.0046	LG08	214053692
20270	0.0487	LG08	214735329
24993	0.0184	LG08	214961820
5206	-0.001	LG08	215399345
13241	0.0003	LG08	215400370
11759	0	LG08	215488900
6229	0	LG08	215770068
7807	-0.003	LG08	215856460
18073	-0.0106	LG08	215974811
24415	-0.0003	LG08	216152844
2234	0.0364	LG08	216335493
12521	-0.0039	LG08	216925645
10166	-0.0124	LG08	217044451
8997	-0.001	LG08	217429845
13738	-0.0044	LG08	217911067
19923	0.0047	LG08	218319998
10885	-0.0103	LG08	218860874
13724	0.1074	LG08	218950220
18702	0.0124	LG08	218950308
24554	0.0157	LG08	219150016
373	0.0133	LG08	219321800
11300	0.007	LG08	219625522
9940	-0.0007	LG08	219753725
10392	0.0046	LG08	219862853
23649	0.0105	LG08	220327567
16205	0.014	LG08	220720001
10401	-0.0094	LG08	220760774
9419	-0.0056	LG08	221589415
22526	-0.0058	LG08	221712394
23159	0.0002	LG08	221933682
21092	-0.0026	LG08	221962077
22824	0.0008	LG08	222144128
4609	-0.0097	LG08	222148297
3197	-0.0059	LG08	222232490
24683	-0.0076	LG08	222736549
7522	0.0175	LG08	222784038
24253	-0.0106	LG08	222922109
23564	0.0157	LG08	223104923
17933	0.0051	LG08	223104925
10991	0.0504	LG08	223170699
2368	0.0183	LG08	223570792
15881	0.0037	LG08	223878324
21802	0.0045	LG09	224792468
18502	0.0049	LG09	225123645
11018	0.0012	LG09	225438563
5198	0.0248	LG09	225576882
708	-0.0023	LG09	225837617
4556	0.0764	LG09	226055675
18276	0.0763	LG09	226077258
17384	0.0247	LG09	226353475
20522	-0.0012	LG09	226690372
15806	0.0005	LG09	226783720
24222	0.0112	LG09	227015854
9606	0.028	LG09	227620273
3458	-0.0137	LG09	227676983
18196	0.0062	LG09	227760820
4615	-0.0053	LG09	227853679
18186	-0.0029	LG09	228086106
20937	-0.001	LG09	228277264
3297	0.0495	LG09	228383677
7151	0.0005	LG09	228404829
3683	0.0165	LG09	228863855
8194	0.0127	LG09	229069992
9077	0.0037	LG09	229478926
5124	0.0041	LG09	229897151
1504	-0.0061	LG09	230267951
6099	0.0178	LG09	231032723
415	0.0013	LG09	231127358
1047	0.016	LG09	231129979
21454	0.0001	LG09	231288582
22698	0.0153	LG09	231622087
7902	0.0293	LG09	231806529
14594	0.005	LG09	232012870
12990	0.0021	LG09	232076460
20036	-0.0032	LG09	232120715
4146	0.0249	LG09	232394528
4702	0.0119	LG09	233632383
15907	-0.0014	LG09	233648290
23935	0.0258	LG09	234120960
5174	0.0002	LG09	234530589
25293	-0.0027	LG09	234604595
18401	-0.0044	LG09	235045465
23924	0.0098	LG09	235094607
25396	-0.0058	LG09	235197205
11848	0.01	LG09	235324169
23308	0	LG09	235448265
617	0.0001	LG09	235480613
18757	-0.0012	LG09	235480768
22918	0.0866	LG09	235678060
13940	0.0472	LG09	235679299
2230	0.0027	LG09	235688493
20446	-0.0077	LG09	235855124
11849	0.0076	LG09	236747312
23111	0.0043	LG09	236982197
22806	0.0003	LG09	237054654
22873	0.0122	LG09	237171463
11307	0.0127	LG09	237171551
7465	-0.0095	LG09	237364276
22092	0.0127	LG09	237428576
7328	0.0008	LG09	237479831
10198	0.0032	LG09	238023374
21686	-0.0024	LG09	238109162
410	-0.0104	LG09	238109252
19752	-0.0088	LG09	238336688
8199	-0.0028	LG09	238647888
5930	-0.009	LG09	238686205
17951	-0.0042	LG09	238852406
12201	-0.01	LG09	238863752
17588	-0.0042	LG09	239055436
15311	0.0002	LG09	239073662
15650	0.0047	LG09	240274888
13054	-0.0115	LG09	240276077
22246	-0.0027	LG09	240302238
16967	0.0308	LG09	240306853
14260	0.0335	LG09	240320472
15586	0.0281	LG09	240372208
9611	-0.0023	LG09	240824298
17901	-0.0028	LG09	241019994
18043	0.0147	LG09	241293722
9980	-0.0095	LG09	241312525
17038	-0.0104	LG09	241312613
16009	-0.0065	LG09	241589869
10687	0.0005	LG09	241713352
4142	0.0137	LG09	241770982
11056	0.0072	LG09	241804011
21118	0.0004	LG09	241827184
22640	-0.0067	LG09	241835777
9966	0.0074	LG09	241856574
22488	0.0126	LG09	241939275
4960	-0.0016	LG09	241993802
14555	0.0066	LG09	242065200
39	0.0007	LG09	242065288
986	0.0021	LG09	242596322
8603	-0.0101	LG09	242618279
16667	0.0078	LG09	243445188
7759	-0.0048	LG09	243462795
21239	-0.0152	LG09	243549215
9545	0.0001	LG09	243668451
18188	0.023	LG09	243997105
13207	0.0286	LG09	244132740
263	-0.0006	LG09	244160367
13721	0.003	LG09	244298468
12648	0.0003	LG09	244298556
14755	0.0025	LG09	244521547
23178	0.007	LG09	245024832
19360	0	LG09	245828056
18319	0.0061	LG09	246072515
17912	-0.0018	LG09	247217818
11209	-0.0026	LG09	247753884
20068	-0.0001	LG09	247812081
22753	0.0527	LG09	247868041
8124	-0.0057	LG09	247949728
13163	0.0034	LG09	248102044
917	0.0296	LG09	248149227
1794	-0.0011	LG09	248326573
11638	0.0331	LG09	248615465
12554	0.0119	LG09	248680648
4226	0.0191	LG09	248790775
8569	0.0043	LG10	249656435
10138	0.0502	LG10	249867296
3962	0.0165	LG10	250170512
7384	0.0355	LG10	250917914
5002	0.0094	LG10	250935534
16612	0.0004	LG10	251125697
11954	-0.0034	LG10	251821514
17879	-0.0071	LG10	251858764
9252	0.0009	LG10	252055429
1592	-0.0115	LG10	252067978
18111	0.0099	LG10	252090667
1073	-0.0043	LG10	252168670
17343	0.007	LG10	252376394
14554	0.0866	LG10	252657598
10181	-0.0111	LG10	253183880
22771	-0.0025	LG10	253349654
22011	0.0207	LG10	253872430
4426	-0.0013	LG10	253965490
25250	0.0016	LG10	254194592
10995	-0.0112	LG10	254946788
5203	-0.01	LG10	255107940
13881	-0.0022	LG10	255327699
5962	0.0039	LG10	255400291
18330	0.0067	LG10	255408706
885	0.0144	LG10	255416587
3434	0.0044	LG10	255568603
9159	0.0104	LG10	255769505
10291	0.0051	LG10	256113189
16787	0.002	LG10	256209892
11408	0.004	LG10	256467489
10396	0.0037	LG10	256805674
19829	0.0068	LG10	256927004
21800	0.0276	LG10	256927533
14287	0.0048	LG10	256995266
7214	0.005	LG10	256996917
6701	0.0072	LG10	257034614
12987	0.0021	LG10	257333518
21681	0.0239	LG10	257345485
4620	-0.0009	LG10	257378972
18629	-0.0072	LG10	257584744
8160	0.0263	LG10	258313636
9986	-0.0089	LG10	259168147
3753	-0.0039	LG10	259426433
24659	-0.006	LG10	259469312
17181	-0.0042	LG10	259614420
92	-0.0016	LG10	260061530
12725	-0.0003	LG10	260385110
8033	0.0121	LG10	260460954
17999	0.0097	LG10	260930993
13125	0.0028	LG10	260958346
12182	0.0176	LG10	261267899
198	0.0005	LG10	262107953
11049	0.0061	LG10	262143270
14190	0.0055	LG10	262218733
11546	-0.0015	LG10	262218821
13791	-0.001	LG10	262263419
9755	0.0128	LG10	262942652
7453	0.0413	LG10	263215886
24796	0.0376	LG10	263465549
17990	0.0404	LG10	263465637
15313	-0.0001	LG10	263778322
19765	0.04	LG10	264410831
4083	0.012	LG10	264704534
8507	0.002	LG10	264825465
15234	0.0115	LG10	264825553
24591	0.0153	LG10	265276988
4251	0.0138	LG10	266203738
14526	-0.0002	LG10	266368658
12199	0.0263	LG10	266458360
5217	0.0446	LG10	266458448
22392	0.0058	LG10	266521131
7505	0.0162	LG10	266617089
13301	-0.0004	LG10	266912678
4171	0.0006	LG10	267109331
9549	0.0019	LG10	267414052
17760	-0.002	LG10	267661064
24634	-0.0004	LG10	267800541
16422	0.0039	LG10	268005151
24307	0.0021	LG10	268065409
18366	0.0082	LG10	268159777
21884	0.0059	LG10	268235611
18754	0.0001	LG10	268668482
9452	0.1006	LG10	268983317
7879	-0.009	LG10	269033454
16245	-0.012	LG10	269330783
23189	-0.0005	LG10	269333191
16145	0.0256	LG10	269480773
3248	-0.0024	LG10	269587104
10580	0.0252	LG10	269717554
19564	-0.0066	LG10	269911374
21007	-0.002	LG10	271427310
6040	-0.0049	LG10	271569712
11910	0.0068	LG10	271569800
2558	0.0091	LG10	271586315
8486	0.0001	LG10	272092182
11	0.0003	LG10	272444707
11165	0.0013	LG10	272560388
25444	-0.005	LG10	272563307
472	0.0118	LG10	272806595
12916	0.0208	LG10	272830887
23146	-0.0041	LG10	272995942
5594	-0.0061	LG10	273287536
8804	0.0085	LG10	273324764
8798	0.0078	LG10	273758898
20295	0.0127	LG10	274331820
16791	0.0105	LG10	274705528
24444	-0.0055	LG10	274797787
19742	0.0113	LG11	275527873
21313	-0.0016	LG11	275722650
6484	0.0074	LG11	275912507
6769	-0.0097	LG11	276202915
7711	0.011	LG11	277192370
15749	0.0241	LG11	277323732
3258	0.0098	LG11	277323820
23150	0.0017	LG11	277333062
19021	0.0035	LG11	277335998
6803	0.0195	LG11	277410983
11282	-0.0033	LG11	277411071
8526	0.0547	LG11	277489541
18879	0.0245	LG11	277565598
21335	-0.0056	LG11	277860959
21256	0.0012	LG11	277896796
16270	-0.0022	LG11	278104792
14618	-0.0031	LG11	278108549
3428	-0.0008	LG11	278351027
23066	-0.0076	LG11	278584864
5966	0.0155	LG11	278607221
24196	0.0013	LG11	278702038
18571	0.0023	LG11	279182543
23094	0.0113	LG11	279220057
16564	-0.005	LG11	279246476
24124	0.0042	LG11	279717789
7940	0.0049	LG11	279805102
10307	-0.0096	LG11	280132372
3931	-0.0093	LG11	280165693
18236	-0.0011	LG11	280210928
18322	-0.0018	LG11	280292185
7929	0.0137	LG11	280292273
19943	0	LG11	280302217
21590	-0.0083	LG11	280302735
19964	-0.0018	LG11	280446436
15954	0.0003	LG11	280675523
25650	-0.0141	LG11	280678534
17440	0.0889	LG11	280730867
6757	0.0035	LG11	280730951
2468	0.0043	LG11	280913689
12889	0.0015	LG11	281226491
6203	0.0214	LG11	281325901
12897	0.0176	LG11	281374078
9158	0.0075	LG11	281696512
6550	-0.0028	LG11	281779471
12810	0.003	LG11	282432017
1547	0.0174	LG11	282615852
1756	0.0215	LG11	282956035
752	0.0088	LG11	283093482
18313	0.0054	LG11	283644447
18947	0.0052	LG11	283707157
11978	0.0091	LG11	283846458
14131	0.0186	LG11	284241413
22145	0.0732	LG11	284683824
18762	0.0084	LG11	284760717
12254	-0.0055	LG11	284933518
4956	0.0039	LG11	285360320
8192	0.0025	LG11	285421120
1167	0.0004	LG11	285465516
10886	-0.0106	LG11	285570944
15114	0.004	LG11	285993633
9205	0.0171	LG11	286107837
17087	0.0127	LG11	286236564
9585	0.0127	LG11	286309892
16429	0.0055	LG11	286466708
6890	-0.0025	LG11	286650722
21789	-0.0003	LG11	286717469
11594	0.0014	LG11	286745793
23709	0.0416	LG11	287386513
17709	0.0048	LG11	287570147
13355	0.0012	LG11	288246406
13107	0.0103	LG11	288268252
10799	0.0578	LG11	288513153
14920	0.0333	LG11	288687980
20923	0.0269	LG11	289338398
3430	0.0386	LG11	289338486
3886	0.0162	LG11	289371316
8315	-0.0039	LG11	289398016
2604	0.0024	LG11	289685718
16257	0.011	LG11	290012410
308	-0.001	LG11	290340289
9458	-0.0081	LG11	290886299
8346	0.0029	LG11	290923499
7161	-0.005	LG11	290939174
17726	0.0484	LG11	291093433
9408	0.0237	LG11	291100802
5003	0.007	LG11	291260238
11013	0.0074	LG11	291278677
21360	-0.0064	LG11	291689741
10828	-0.0048	LG11	291690844
25416	0.0031	LG11	291745162
11019	0.0323	LG11	291950823
19478	0.0405	LG11	292368058
20140	0.0014	LG11	293317347
4837	-0.0022	LG11	293434013
3266	0.0188	LG11	293665099
3188	-0.0039	LG11	293712247
19830	-0.0055	LG11	293812486
16789	-0.0035	LG11	293814785
24334	0.029	LG11	294069330
6729	-0.0041	LG11	294285349
19784	0.0052	LG11	294454879
15354	0.0106	LG11	294697953
15955	-0.0041	LG11	294828378
2153	-0.0095	LG11	295642889
1478	0.0087	LG11	295642977
14020	-0.0085	LG11	296134498
11299	-0.0047	LG11	296318985
12903	0.0015	LG11	296412871
22851	-0.0055	LG11	296810100
8152	-0.0029	LG11	296875685
7457	-0.0076	LG11	296893447
5464	0.0127	LG11	296956628
20666	0.0088	LG11	297164065
3039	0.0056	LG11	297272213
12942	-0.0077	LG11	297505741
18250	0.001	LG11	297505829
19035	0.0225	LG11	298537579
5614	0.0015	LG11	298678483
1655	0.0044	LG11	299142305
6158	-0.0043	LG11	299142851
17644	0.0017	LG11	299302256
4696	0.0065	LG11	299347156
8448	0.0421	LG11	299347244
22637	0.1174	LG11	299347244
3362	0.0004	LG11	299405950
12605	0.0143	LG11	299581964
2922	0.0091	LG11	299640829
11912	-0.003	LG11	299934248
5572	0.018	LG11	299982472
7749	-0.0018	LG11	300056814
4901	0.0292	LG11	300931540
53	-0.006	LG11	301110599
23448	-0.0025	LG11	301110687
23014	-0.0075	LG11	301361505
25289	-0.0028	LG11	301383935
9251	-0.0073	LG11	301511974
21807	-0.0046	LG11	301602687
8670	0.0016	LG11	302000574
4361	-0.0023	LG11	302030694
1473	-0.0053	LG11	302068424
6377	0.0197	LG11	302098979
13880	0.0007	LG11	302115310
5	-0.0073	LG11	302131607
11535	0.0058	LG11	302640583
494	-0.004	LG11	302717269
9213	0.0052	LG11	302717995
12431	0.0042	LG11	302732499
14536	0.0105	LG11	302751655
15756	0.0005	LG11	302808519
12122	-0.0042	LG11	302842937
8190	0.0032	LG11	302950753
411	-0.0053	LG11	303085071
7434	-0.003	LG11	303176670
16135	-0.0019	LG11	303223995
15256	0.0022	LG12	304259391
5476	0.025	LG12	304281152
18166	-0.0002	LG12	304380305
1354	-0.002	LG12	307097064
7431	0.0051	LG12	307139446
4473	-0.0051	LG12	307822570
780	0.0036	LG12	308026366
16343	-0.0034	LG12	308110852
23258	0.0322	LG12	308548730
4568	-0.0001	LG12	308591847
10263	0.0123	LG12	309042371
11770	0.0198	LG12	309252624
8037	0.0163	LG12	309344989
15646	0.0062	LG12	309392004
2335	-0.0025	LG12	309838806
20544	0.0047	LG12	309899585
8064	-0.0036	LG12	309992903
12813	0.004	LG12	309995384
17582	0.0069	LG12	310223362
6144	-0.0071	LG12	310241380
15017	0.0092	LG12	310262968
8278	-0.0056	LG12	310564878
7574	-0.0007	LG12	310724210
8810	-0.0093	LG12	310874541
11878	-0.0053	LG12	311198667
14666	0.0137	LG12	311379574
3833	0.023	LG12	311508848
13458	-0.0122	LG12	311544807
15003	-0.0003	LG12	311940976
4711	-0.0076	LG12	311980022
6094	-0.0025	LG12	312279646
11880	-0.0101	LG12	312451031
16820	0.0015	LG12	312477168
9061	0.0059	LG12	312598056
17406	0.0162	LG12	312687250
18315	0.0044	LG12	313104480
11591	-0.0091	LG12	313447022
960	0.0366	LG12	313987218
23201	-0.0003	LG12	314096971
13176	-0.0027	LG12	314267711
21202	0.0286	LG12	314428724
541	0.003	LG12	314699574
16175	-0.0077	LG12	314761463
10456	0.028	LG12	315122965
13408	0.0222	LG12	315126545
1881	-0.0025	LG12	315297103
18478	0.0989	LG12	315573706
15061	0.0108	LG12	315807174
1581	-0.0171	LG12	315910495
24389	0.0001	LG12	315919910
25048	-0.0015	LG12	315952795
10698	0.018	LG12	316192351
12403	0.0142	LG12	316722348
18792	0.0077	LG12	317014400
25241	0.0032	LG12	317180663
10758	0.0169	LG12	318224472
14495	-0.0102	LG12	320837723
5817	-0.0037	LG12	321216719
5396	0.0007	LG12	321513652
4550	0.0077	LG12	321566633
16035	0.0089	LG12	322139237
18070	-0.0021	LG12	322245756
3505	-0.0017	LG12	322406338
13285	0.006	LG12	322476249
18133	-0.0024	LG12	322563026
522	0.0257	LG12	322633305
772	0.0001	LG12	323015723
10718	0.0024	LG12	323025463
7674	-0.0028	LG12	323065125
24470	0.0021	LG12	323305417
5133	-0.0018	LG12	323305505
10207	-0.0085	LG12	323458435
19222	-0.0038	LG12	323729052
7565	-0.0022	LG12	323734200
12474	-0.0064	LG12	323741884
11992	-0.0049	LG12	323775942
12668	0.0083	LG12	323883498
25622	-0.0026	LG12	324062317
98	0.0051	LG12	324105234
3343	0.0025	LG12	324237456
5672	0.0004	LG12	324351415
7086	-0.0011	LG12	324529137
9979	-0.0045	LG12	324758414
9658	-0.0074	LG12	325104950
12770	-0.0037	LG12	325382930
22206	-0.0018	LG12	325802919
3304	0.0042	LG12	325803007
4411	0.0031	LG12	325831764
10217	-0.008	LG12	325861009
18012	-0.0028	LG12	326522580
3480	0.0202	LG12	326887570
10295	0.0068	LG12	327056024
3437	0.0121	LG12	327102873
18434	0.0034	LG12	327210341
1568	-0.0051	LG12	327511512
11506	0.0066	LG12	327849745
25411	0.0025	LG12	328105380
12851	0.0005	LG12	328206554
16846	0.0208	LG12	328821160
187	-0.0001	LG12	328821248
6071	0.0072	LG12	328920134
11415	0.0007	LG12	328974536
9091	-0.0053	LG12	329148940
23977	0.0032	LG12	329241950
6462	0.0099	LG12	329262217
15242	0.0138	LG12	329433861
11805	-0.0089	LG12	329497471
6312	0.0064	LG12	330416493
167	0.0006	LG12	330572524
9896	0.0303	LG12	330690831
24954	0.0325	LG13	332033555
2274	0.0066	LG13	332339750
12028	0.0008	LG13	332361415
10029	0.0261	LG13	332408415
15595	-0.0014	LG13	332430747
16187	0.0052	LG13	332610831
3708	0.0008	LG13	332646256
19069	0.053	LG13	332767156
7092	-0.006	LG13	332965445
14365	0.0041	LG13	334222409
8596	0.0158	LG13	334222497
7605	-0.0062	LG13	334291646
13514	-0.0074	LG13	334305781
15145	-0.0022	LG13	334451861
14758	0.0021	LG13	334543224
13318	0.0065	LG13	334695369
9663	0.0008	LG13	334774164
4507	0.057	LG13	335678383
3062	-0.0004	LG13	335753541
1635	-0.0047	LG13	336187433
24464	0.0044	LG13	336554772
4643	0.0002	LG13	336667618
11348	0.0016	LG13	336828805
3929	0.0034	LG13	337183053
8426	0.0052	LG13	337619738
15763	-0.0051	LG13	337645565
19626	0.0108	LG13	337731914
7736	0.0134	LG13	337743536
24135	0.0007	LG13	338047372
10460	-0.0017	LG13	338077201
2258	-0.0056	LG13	338210190
16752	0.1031	LG13	338238315
4396	0.0244	LG13	338409036
11988	0.0114	LG13	338901246
22677	0.007	LG13	339091131
9165	0.0169	LG13	339508295
14990	-0.0063	LG13	339655210
7747	0	LG13	339737593
13762	0.0216	LG13	339781704
18558	0.0025	LG13	340242079
17739	-0.0011	LG13	340275207
16482	0.0038	LG13	340549487
17586	0.0147	LG13	340682220
10006	-0.0035	LG13	340687136
23503	-0.0012	LG13	341082136
5475	0.0138	LG13	341138781
19170	0.0021	LG13	341711405
1482	-0.0018	LG13	342082411
16650	0.104	LG13	342810584
17446	0	LG13	343066860
5741	-0.0037	LG13	343066948
25378	0.0052	LG13	343328362
15546	0.0099	LG13	343523846
1571	-0.002	LG13	343550820
19683	0.0008	LG13	344135578
12083	0.0234	LG13	345006441
8086	-0.0019	LG13	345638629
4442	0.0006	LG13	345638717
7957	-0.0044	LG13	345697987
21653	0.0052	LG13	345701414
5845	0.0052	LG13	345820079
14122	0.0032	LG13	346062000
18591	-0.0092	LG13	346188866
10752	0.003	LG13	346215145
20056	-0.003	LG13	346454390
18467	-0.0035	LG13	346866995
8198	0.0041	LG13	347255315
4575	-0.0059	LG13	347270264
11119	-0.005	LG13	347279151
7183	0.0157	LG13	347600494
4671	0.002	LG13	347758231
7301	0.0003	LG13	348186332
705	0.0127	LG13	348328385
5560	-0.0012	LG13	348395547
21896	-0.0025	LG13	348505767
20198	0.0004	LG13	348543115
10334	0.0045	LG13	348576009
11579	-0.0002	LG13	348755493
8241	-0.0076	LG13	348755580
16227	-0.0043	LG13	348806319
16369	-0.0036	LG13	349410022
2826	-0.0039	LG13	349704668
8288	-0.0067	LG13	349740159
9845	-0.0076	LG13	349740779
4227	0.013	LG13	349797343
25273	-0.0027	LG13	349831409
7775	0.0032	LG13	349902576
23792	-0.0088	LG13	349967551
2824	0.0125	LG13	350072796
14869	-0.0014	LG13	350120151
4664	-0.0017	LG13	350120239
7803	0.0072	LG13	350143229
3132	-0.0034	LG13	350167955
16005	-0.0008	LG13	350610113
17592	0.0245	LG13	351042341
17182	0.0061	LG13	351058216
10848	0.0046	LG13	351106673
1228	0.0033	LG13	351127601
7027	-0.0012	LG13	351131613
18514	0.0133	LG13	351665263
18586	-0.0028	LG13	351666184
23389	0.011	LG13	351678599
11170	0.0136	LG13	351774533
11225	0.0289	LG13	351810061
20770	-0.0038	LG13	351853695
1048	0.002	LG13	352125522
14505	0.0024	LG13	352131809
1689	-0.0029	LG13	352154206
14011	0.0738	LG13	353027120
4140	-0.0029	LG13	353313453
21827	0.0056	LG13	354258608
20699	-0.0013	LG13	354619028
2682	0.0193	LG13	354639724
20257	0	LG13	354740424
23883	-0.0032	LG13	354812243
4156	0.0089	LG13	355124404
19509	0.0624	LG13	355284659
10960	-0.0003	LG13	355686191
3541	0.0036	LG13	355686279
25323	0.0952	LG13	355819951
8295	0.0095	LG13	356010698
18633	0.1021	LG13	356116971
16766	0.0207	LG13	356164675
12401	0.0457	LG13	356713750
2587	0.0007	LG14	356990303
22950	0.0031	LG14	357030050
9378	0.0205	LG14	357674243
490	-0.002	LG14	358311462
616	-0.0019	LG14	358326190
18528	0.0257	LG14	358475449
1078	0.0008	LG14	358526123
17625	0.0003	LG14	358742787
25478	-0.0059	LG14	358829018
21704	0.0183	LG14	358925276
23776	-0.0026	LG14	359077294
618	-0.004	LG14	359112644
6540	0.0033	LG14	359212040
24167	-0.0026	LG14	359277554
12158	0.0327	LG14	359307029
12622	-0.0032	LG14	359315004
940	0.0312	LG14	359354888
13525	0.0008	LG14	359380591
22282	0.0032	LG14	359475108
20625	0.006	LG14	360497065
13411	0.1805	LG14	360497151
25091	0.0001	LG14	360618328
16233	0.0137	LG14	360901397
24451	0.0001	LG14	360976087
8330	-0.0003	LG14	361029832
2550	0.0075	LG14	361121793
5892	0.006	LG14	361186360
14127	0.0089	LG14	361372776
13188	0.0004	LG14	361426521
6608	-0.0049	LG14	361443112
1975	0.0319	LG14	361838567
91	0.0195	LG14	361844629
19651	-0.0087	LG14	361968207
9717	0.0053	LG14	362329385
21726	-0.0047	LG14	362391221
6399	0.0003	LG14	362470576
3594	0.0253	LG14	362691061
5781	0.0041	LG14	362786197
14517	0.0007	LG14	362803426
7910	0.0294	LG14	363360735
21403	0.0026	LG14	363578046
554	0.0078	LG14	363996661
2204	0.0147	LG14	364021230
20732	0.0155	LG14	364021318
24090	0.0101	LG14	364397881
17597	-0.001	LG14	364453361
14620	-0.0101	LG14	364565322
19720	0.0169	LG14	364628321
9102	0.0142	LG14	364628409
20609	0.001	LG14	364878992
22892	0.0181	LG14	364963710
2425	0.0227	LG14	365073689
5580	0.0034	LG14	365073777
691	-0.0046	LG14	365287923
15239	0.0002	LG14	365301829
11447	0.0063	LG14	365301917
14839	-0.0055	LG14	365350235
14702	0.012	LG14	365518768
20364	-0.007	LG14	365592521
2843	-0.0044	LG14	365868895
24342	0.0018	LG14	366255229
2974	0.0007	LG14	366506833
8389	-0.0018	LG14	366595603
21492	0.009	LG14	366873815
21779	-0.0069	LG14	366885294
1441	-0.0053	LG14	367110338
3308	-0.0059	LG14	367387396
445	-0.0016	LG14	368028179
11313	-0.0011	LG14	368307293
3417	0.0017	LG14	368463831
24098	0.0004	LG14	368542475
10462	0.0004	LG14	368609718
19928	-0.0061	LG14	368890731
8461	-0.0007	LG14	368953114
4989	-0.0036	LG14	369040099
14864	-0.0046	LG14	369164888
5945	0.0193	LG14	369656548
721	-0.0056	LG14	369656636
5151	-0.0075	LG14	369715817
9943	0.001	LG14	369929840
10954	0.0254	LG14	370103820
21989	0.0149	LG14	370915928
15316	-0.0042	LG14	371668107
17654	0.0005	LG14	371706172
10306	0.0188	LG14	372250373
4185	0.0155	LG14	372566056
6631	-0.0018	LG14	372566877
10092	0.0217	LG14	372886297
