locus	n_missing	p_missing
6014_85	24	0.0372670807453
6026_36	2	0.00310559006211
6028_46	3	0.00465838509317
6030_51	57	0.0885093167702
6031_42	30	0.0465838509317
6033_46	5	0.00776397515528
6040_71	9	0.0139751552795
6050_33	4	0.00621118012422
6051_90	3	0.00465838509317
6057_58	371	0.576086956522
6058_48	238	0.369565217391
6060_31	26	0.0403726708075
6061_80	64	0.0993788819876
6065_50	12	0.0186335403727
6069_78	15	0.0232919254658
6071_37	22	0.0341614906832
6072_53	10	0.0155279503106
6074_58	37	0.0574534161491
6075_85	17	0.026397515528
6077_57	10	0.0155279503106
6080_49	21	0.0326086956522
6081_81	45	0.0698757763975
6083_45	21	0.0326086956522
6085_61	15	0.0232919254658
6090_55	117	0.181677018634
6092_84	80	0.124223602484
6094_62	9	0.0139751552795
6099_41	3	0.00465838509317
6100_79	17	0.026397515528
6104_66	4	0.00621118012422
6106_65	110	0.170807453416
6112_32	8	0.0124223602484
6121_90	45	0.0698757763975
6126_83	67	0.104037267081
6136_79	19	0.0295031055901
6138_46	177	0.274844720497
6144_80	3	0.00465838509317
6147_55	16	0.0248447204969
6153_34	341	0.52950310559
6156_84	17	0.026397515528
6157_60	10	0.0155279503106
6158_79	52	0.0807453416149
6159_68	15	0.0232919254658
6160_82	351	0.545031055901
6166_28	375	0.582298136646
6171_59	43	0.0667701863354
6182_75	25	0.0388198757764
6187_54	5	0.00776397515528
6190_56	9	0.0139751552795
6191_57	13	0.0201863354037
6195_31	13	0.0201863354037
6196_29	26	0.0403726708075
6203_88	60	0.0931677018634
6214_58	25	0.0388198757764
6218_44	20	0.0310559006211
6220_71	26	0.0403726708075
6225_50	2	0.00310559006211
6228_64	340	0.527950310559
6229_68	12	0.0186335403727
6230_59	4	0.00621118012422
6237_39	21	0.0326086956522
6238_68	71	0.110248447205
6239_71	10	0.0155279503106
6244_67	19	0.0295031055901
6247_66	4	0.00621118012422
6248_50	20	0.0310559006211
6259_58	24	0.0372670807453
6260_44	12	0.0186335403727
6261_46	336	0.521739130435
6269_46	17	0.026397515528
6270_85	6	0.00931677018634
6273_42	60	0.0931677018634
6274_66	4	0.00621118012422
6275_59	65	0.100931677019
6278_63	418	0.649068322981
6279_77	14	0.0217391304348
6282_91	261	0.405279503106
6292_49	17	0.026397515528
6297_77	343	0.532608695652
6298_55	52	0.0807453416149
6303_70	48	0.0745341614907
6306_73	4	0.00621118012422
6307_90	7	0.0108695652174
6312_47	88	0.136645962733
6314_77	14	0.0217391304348
6315_37	11	0.0170807453416
6318_62	44	0.0683229813665
6319_49	36	0.055900621118
6322_67	6	0.00931677018634
6329_40	15	0.0232919254658
6332_70	380	0.590062111801
6333_65	39	0.0605590062112
6334_59	50	0.0776397515528
6342_29	13	0.0201863354037
6353_58	27	0.0419254658385
6357_67	13	0.0201863354037
6360_31	24	0.0372670807453
6366_79	7	0.0108695652174
6368_55	51	0.0791925465839
6374_55	1	0.00155279503106
6377_58	18	0.027950310559
6382_85	20	0.0310559006211
6384_58	63	0.0978260869565
6388_28	48	0.0745341614907
6390_56	3	0.00465838509317
6393_29	1	0.00155279503106
6394_84	92	0.142857142857
6399_82	24	0.0372670807453
6403_41	7	0.0108695652174
6408_86	15	0.0232919254658
6409_41	7	0.0108695652174
6410_35	28	0.0434782608696
6417_77	18	0.027950310559
6421_66	356	0.552795031056
6424_50	37	0.0574534161491
6425_36	175	0.271739130435
6426_86	60	0.0931677018634
6429_61	6	0.00931677018634
6431_59	21	0.0326086956522
6432_60	82	0.127329192547
6441_39	30	0.0465838509317
6443_83	20	0.0310559006211
6454_85	34	0.0527950310559
6458_63	3	0.00465838509317
6461_37	0	0.0
6462_74	8	0.0124223602484
6467_68	124	0.192546583851
6470_81	118	0.183229813665
6482_48	25	0.0388198757764
6484_84	12	0.0186335403727
6485_60	404	0.627329192547
6487_81	7	0.0108695652174
6491_50	237	0.36801242236
6492_65	6	0.00931677018634
6498_47	10	0.0155279503106
6500_75	17	0.026397515528
6510_41	8	0.0124223602484
6515_44	339	0.526397515528
6519_37	3	0.00465838509317
6520_58	12	0.0186335403727
6521_76	233	0.361801242236
6522_79	12	0.0186335403727
6525_43	13	0.0201863354037
6526_63	14	0.0217391304348
6532_85	7	0.0108695652174
6533_77	14	0.0217391304348
6534_38	17	0.026397515528
6540_52	48	0.0745341614907
6547_74	65	0.100931677019
6549_89	352	0.546583850932
6550_76	5	0.00776397515528
6551_51	425	0.659937888199
6554_54	1	0.00155279503106
6563_43	11	0.0170807453416
6565_44	41	0.0636645962733
6566_46	17	0.026397515528
6567_50	74	0.114906832298
6573_48	340	0.527950310559
6576_55	23	0.0357142857143
6579_86	12	0.0186335403727
6583_74	61	0.0947204968944
6589_82	76	0.11801242236
6593_48	9	0.0139751552795
6594_34	61	0.0947204968944
6597_84	17	0.026397515528
6602_52	24	0.0372670807453
6603_91	229	0.355590062112
6604_91	12	0.0186335403727
6606_83	16	0.0248447204969
6608_72	11	0.0170807453416
6609_40	118	0.183229813665
6617_71	15	0.0232919254658
6618_39	4	0.00621118012422
6620_63	62	0.0962732919255
6622_58	37	0.0574534161491
6627_31	41	0.0636645962733
6631_29	26	0.0403726708075
6635_36	10	0.0155279503106
6637_63	20	0.0310559006211
6638_64	90	0.139751552795
6640_89	21	0.0326086956522
6642_90	286	0.444099378882
6646_44	19	0.0295031055901
6652_50	8	0.0124223602484
6653_60	46	0.0714285714286
6655_48	457	0.709627329193
6657_91	26	0.0403726708075
6658_72	14	0.0217391304348
6660_52	5	0.00776397515528
6670_85	6	0.00931677018634
6671_80	148	0.229813664596
6672_82	6	0.00931677018634
6675_56	1	0.00155279503106
6677_66	23	0.0357142857143
6680_36	12	0.0186335403727
6682_33	12	0.0186335403727
6683_35	3	0.00465838509317
6687_77	2	0.00310559006211
6690_52	26	0.0403726708075
6693_57	3	0.00465838509317
6695_75	361	0.560559006211
6697_67	3	0.00465838509317
6701_56	8	0.0124223602484
6706_89	24	0.0372670807453
6709_44	4	0.00621118012422
6713_38	10	0.0155279503106
6720_82	3	0.00465838509317
6721_62	9	0.0139751552795
6722_82	4	0.00621118012422
6724_34	4	0.00621118012422
6728_44	10	0.0155279503106
6729_33	19	0.0295031055901
6735_73	55	0.0854037267081
6737_47	343	0.532608695652
6739_87	50	0.0776397515528
6745_85	384	0.596273291925
6749_86	20	0.0310559006211
6754_85	0	0.0
6757_34	8	0.0124223602484
6768_35	18	0.027950310559
6769_72	5	0.00776397515528
6771_38	12	0.0186335403727
6773_74	4	0.00621118012422
6786_78	12	0.0186335403727
6793_37	10	0.0155279503106
6795_74	29	0.0450310559006
6797_36	4	0.00621118012422
6799_63	3	0.00465838509317
6801_64	9	0.0139751552795
6802_82	46	0.0714285714286
6803_41	7	0.0108695652174
6807_44	7	0.0108695652174
6810_52	78	0.121118012422
6816_71	10	0.0155279503106
6818_88	27	0.0419254658385
6823_78	8	0.0124223602484
6824_88	21	0.0326086956522
6827_82	126	0.195652173913
6833_88	8	0.0124223602484
6835_58	10	0.0155279503106
6845_39	16	0.0248447204969
6846_44	24	0.0372670807453
6854_35	117	0.181677018634
6860_76	5	0.00776397515528
6863_28	173	0.268633540373
6870_70	12	0.0186335403727
6876_29	37	0.0574534161491
6877_67	11	0.0170807453416
6878_82	4	0.00621118012422
6881_43	43	0.0667701863354
6882_55	5	0.00776397515528
6883_72	11	0.0170807453416
6886_44	38	0.0590062111801
6887_77	4	0.00621118012422
6890_83	41	0.0636645962733
6893_74	28	0.0434782608696
6894_58	11	0.0170807453416
6899_66	17	0.026397515528
6910_54	6	0.00931677018634
6913_32	25	0.0388198757764
6914_77	5	0.00776397515528
6924_49	22	0.0341614906832
6925_28	9	0.0139751552795
6926_32	13	0.0201863354037
6928_33	18	0.027950310559
6929_88	8	0.0124223602484
6938_37	49	0.0760869565217
6944_70	12	0.0186335403727
6947_83	6	0.00931677018634
6949_51	53	0.082298136646
6953_46	21	0.0326086956522
6956_73	20	0.0310559006211
6960_38	1	0.00155279503106
6962_43	17	0.026397515528
6969_91	12	0.0186335403727
6970_91	114	0.17701863354
6971_55	19	0.0295031055901
6975_69	64	0.0993788819876
6976_90	56	0.0869565217391
6983_53	10	0.0155279503106
6986_49	185	0.287267080745
6988_71	38	0.0590062111801
6989_73	5	0.00776397515528
6992_52	21	0.0326086956522
6993_33	53	0.082298136646
6995_84	2	0.00310559006211
6996_90	15	0.0232919254658
7000_73	32	0.0496894409938
7004_81	8	0.0124223602484
7011_44	340	0.527950310559
7016_85	9	0.0139751552795
7017_77	2	0.00310559006211
7021_63	52	0.0807453416149
7023_32	38	0.0590062111801
7027_81	14	0.0217391304348
7028_85	3	0.00465838509317
7031_57	15	0.0232919254658
7035_68	61	0.0947204968944
7036_42	21	0.0326086956522
7039_62	133	0.20652173913
7041_88	232	0.360248447205
7045_85	14	0.0217391304348
7046_82	19	0.0295031055901
7048_61	9	0.0139751552795
7050_83	129	0.200310559006
7055_70	30	0.0465838509317
7058_31	44	0.0683229813665
7064_46	379	0.58850931677
7072_83	65	0.100931677019
7073_67	84	0.130434782609
7074_44	8	0.0124223602484
7076_87	306	0.475155279503
7077_35	24	0.0372670807453
7081_84	43	0.0667701863354
7083_74	72	0.111801242236
7086_30	7	0.0108695652174
7089_75	7	0.0108695652174
7090_88	134	0.208074534161
7092_59	10	0.0155279503106
7093_67	120	0.186335403727
7094_41	54	0.083850931677
7096_84	8	0.0124223602484
7097_78	7	0.0108695652174
7101_72	35	0.054347826087
7104_30	5	0.00776397515528
7106_81	14	0.0217391304348
7109_47	13	0.0201863354037
7111_90	29	0.0450310559006
7116_70	12	0.0186335403727
7117_67	34	0.0527950310559
7127_63	22	0.0341614906832
7128_68	5	0.00776397515528
7129_73	346	0.537267080745
7132_85	6	0.00931677018634
7134_46	31	0.0481366459627
7137_33	4	0.00621118012422
7138_87	9	0.0139751552795
7139_39	4	0.00621118012422
7142_63	48	0.0745341614907
7144_74	68	0.105590062112
7146_68	8	0.0124223602484
7151_56	51	0.0791925465839
7161_68	0	0.0
7163_53	26	0.0403726708075
7164_51	5	0.00776397515528
7171_55	21	0.0326086956522
7173_66	12	0.0186335403727
7175_71	30	0.0465838509317
7177_69	8	0.0124223602484
7183_88	15	0.0232919254658
7188_29	6	0.00931677018634
7192_67	106	0.164596273292
7193_58	2	0.00310559006211
7203_52	20	0.0310559006211
7205_55	7	0.0108695652174
7206_46	8	0.0124223602484
7208_38	10	0.0155279503106
7209_75	28	0.0434782608696
7214_60	9	0.0139751552795
7216_35	10	0.0155279503106
7217_88	64	0.0993788819876
7220_67	46	0.0714285714286
7223_30	7	0.0108695652174
7227_78	10	0.0155279503106
7229_35	384	0.596273291925
7230_43	45	0.0698757763975
7239_32	2	0.00310559006211
7241_88	28	0.0434782608696
7244_58	7	0.0108695652174
7252_85	5	0.00776397515528
7263_68	196	0.304347826087
7264_67	43	0.0667701863354
7268_78	47	0.0729813664596
7271_32	11	0.0170807453416
7272_77	0	0.0
7274_63	12	0.0186335403727
7275_89	7	0.0108695652174
7282_82	88	0.136645962733
7283_54	59	0.0916149068323
7286_64	61	0.0947204968944
7289_89	33	0.0512422360248
7290_61	16	0.0248447204969
7296_89	127	0.197204968944
7298_41	7	0.0108695652174
7299_47	27	0.0419254658385
7301_50	19	0.0295031055901
7309_52	6	0.00931677018634
7312_86	22	0.0341614906832
7313_69	60	0.0931677018634
7314_35	22	0.0341614906832
7315_72	3	0.00465838509317
7320_51	5	0.00776397515528
7322_91	19	0.0295031055901
7324_73	27	0.0419254658385
7326_65	24	0.0372670807453
7327_56	10	0.0155279503106
7328_39	6	0.00931677018634
7332_80	16	0.0248447204969
7333_75	4	0.00621118012422
7335_80	44	0.0683229813665
7336_62	262	0.406832298137
7341_67	7	0.0108695652174
7345_38	13	0.0201863354037
7351_34	5	0.00776397515528
7358_67	297	0.461180124224
7366_57	23	0.0357142857143
7367_63	7	0.0108695652174
7369_37	46	0.0714285714286
7370_61	22	0.0341614906832
7372_69	1	0.00155279503106
7377_28	18	0.027950310559
7384_89	45	0.0698757763975
7387_75	52	0.0807453416149
7390_38	13	0.0201863354037
7391_73	16	0.0248447204969
7395_41	30	0.0465838509317
7398_90	68	0.105590062112
7399_44	4	0.00621118012422
7404_88	25	0.0388198757764
7405_81	12	0.0186335403727
7411_44	33	0.0512422360248
7412_67	75	0.116459627329
7414_91	228	0.354037267081
7421_79	5	0.00776397515528
7426_87	11	0.0170807453416
7431_79	5	0.00776397515528
7433_57	10	0.0155279503106
7434_88	100	0.155279503106
7450_31	86	0.133540372671
7453_72	26	0.0403726708075
7457_53	3	0.00465838509317
7458_83	57	0.0885093167702
7461_75	9	0.0139751552795
7463_62	282	0.437888198758
7465_45	44	0.0683229813665
7466_63	5	0.00776397515528
7467_28	8	0.0124223602484
7479_31	9	0.0139751552795
7485_46	12	0.0186335403727
7489_76	7	0.0108695652174
7490_84	12	0.0186335403727
7491_88	64	0.0993788819876
7494_79	10	0.0155279503106
7498_47	4	0.00621118012422
7501_37	39	0.0605590062112
7505_78	24	0.0372670807453
7507_76	6	0.00931677018634
7509_89	62	0.0962732919255
7514_90	50	0.0776397515528
7520_56	38	0.0590062111801
7522_77	46	0.0714285714286
7526_63	3	0.00465838509317
7527_53	161	0.25
7535_35	2	0.00310559006211
7537_53	6	0.00931677018634
7542_65	63	0.0978260869565
7545_46	1	0.00155279503106
7559_86	6	0.00931677018634
7565_46	4	0.00621118012422
7568_48	4	0.00621118012422
7570_65	19	0.0295031055901
7571_64	28	0.0434782608696
7573_38	33	0.0512422360248
7574_52	7	0.0108695652174
7583_76	13	0.0201863354037
7588_77	40	0.0621118012422
7591_67	84	0.130434782609
7598_90	21	0.0326086956522
7599_48	65	0.100931677019
7603_45	43	0.0667701863354
7604_75	48	0.0745341614907
7605_40	32	0.0496894409938
7610_68	7	0.0108695652174
7620_90	37	0.0574534161491
7624_59	162	0.251552795031
7627_35	6	0.00931677018634
7632_73	142	0.22049689441
7635_86	21	0.0326086956522
7637_38	54	0.083850931677
7638_65	7	0.0108695652174
7643_51	12	0.0186335403727
7646_89	12	0.0186335403727
7647_91	33	0.0512422360248
7648_38	18	0.027950310559
7650_52	8	0.0124223602484
7657_44	25	0.0388198757764
7663_33	9	0.0139751552795
7666_86	28	0.0434782608696
7672_64	360	0.55900621118
7674_67	15	0.0232919254658
7676_37	26	0.0403726708075
7677_35	73	0.113354037267
7678_53	340	0.527950310559
7682_90	1	0.00155279503106
7686_42	20	0.0310559006211
7688_59	24	0.0372670807453
7690_38	5	0.00776397515528
7697_35	10	0.0155279503106
7698_46	10	0.0155279503106
7699_70	23	0.0357142857143
7702_46	34	0.0527950310559
7703_80	16	0.0248447204969
7706_49	514	0.798136645963
7708_82	11	0.0170807453416
7711_81	12	0.0186335403727
7713_58	6	0.00931677018634
7715_71	7	0.0108695652174
7726_74	7	0.0108695652174
7730_83	2	0.00310559006211
7731_67	3	0.00465838509317
7735_38	16	0.0248447204969
7736_85	8	0.0124223602484
7742_83	44	0.0683229813665
7747_33	23	0.0357142857143
7749_60	32	0.0496894409938
7752_80	76	0.11801242236
7754_29	38	0.0590062111801
7755_36	20	0.0310559006211
7759_46	28	0.0434782608696
7763_30	6	0.00931677018634
7767_40	31	0.0481366459627
7768_77	13	0.0201863354037
7769_76	33	0.0512422360248
7775_39	4	0.00621118012422
7777_58	9	0.0139751552795
7781_62	9	0.0139751552795
7789_91	68	0.105590062112
7790_58	7	0.0108695652174
7791_84	31	0.0481366459627
7798_72	17	0.026397515528
7803_76	4	0.00621118012422
7806_50	53	0.082298136646
7807_85	113	0.175465838509
7811_39	13	0.0201863354037
7818_81	8	0.0124223602484
7823_79	5	0.00776397515528
7825_56	3	0.00465838509317
7827_90	61	0.0947204968944
7828_41	5	0.00776397515528
7833_68	3	0.00465838509317
7839_84	346	0.537267080745
7844_57	5	0.00776397515528
7846_53	46	0.0714285714286
7847_79	25	0.0388198757764
7854_54	7	0.0108695652174
7855_74	6	0.00931677018634
7859_30	116	0.180124223602
7861_61	4	0.00621118012422
7863_34	344	0.534161490683
7865_79	20	0.0310559006211
7866_29	113	0.175465838509
7869_59	7	0.0108695652174
7870_41	11	0.0170807453416
7875_29	35	0.054347826087
7879_28	40	0.0621118012422
7880_35	10	0.0155279503106
7884_58	41	0.0636645962733
7890_57	3	0.00465838509317
7895_69	19	0.0295031055901
7899_33	2	0.00310559006211
7902_58	8	0.0124223602484
7907_37	3	0.00465838509317
7910_64	13	0.0201863354037
7913_83	12	0.0186335403727
7915_45	3	0.00465838509317
7916_91	49	0.0760869565217
7922_46	9	0.0139751552795
7926_35	137	0.212732919255
7928_79	350	0.54347826087
7929_68	18	0.027950310559
7936_51	37	0.0574534161491
7939_50	36	0.055900621118
7940_62	13	0.0201863354037
7942_83	2	0.00310559006211
7950_91	31	0.0481366459627
7952_34	79	0.122670807453
7953_37	8	0.0124223602484
7955_87	38	0.0590062111801
7957_84	5	0.00776397515528
7962_76	12	0.0186335403727
7967_90	8	0.0124223602484
7973_90	49	0.0760869565217
7974_36	13	0.0201863354037
7975_63	21	0.0326086956522
7976_72	29	0.0450310559006
7978_53	37	0.0574534161491
7985_71	150	0.232919254658
7987_68	30	0.0465838509317
7988_46	11	0.0170807453416
7992_49	33	0.0512422360248
7998_87	0	0.0
8002_45	6	0.00931677018634
8006_54	10	0.0155279503106
8016_76	4	0.00621118012422
8017_50	43	0.0667701863354
8018_72	21	0.0326086956522
8019_80	7	0.0108695652174
8020_39	8	0.0124223602484
8021_56	151	0.234472049689
8022_56	342	0.531055900621
8023_56	87	0.135093167702
8025_73	67	0.104037267081
8026_68	16	0.0248447204969
8027_74	1	0.00155279503106
8029_35	5	0.00776397515528
8033_75	33	0.0512422360248
8035_46	113	0.175465838509
8037_85	22	0.0341614906832
8040_29	19	0.0295031055901
8045_72	20	0.0310559006211
8046_84	27	0.0419254658385
8048_91	73	0.113354037267
8055_51	44	0.0683229813665
8056_84	32	0.0496894409938
8057_54	10	0.0155279503106
8058_91	26	0.0403726708075
8062_73	2	0.00310559006211
8064_38	41	0.0636645962733
8067_91	19	0.0295031055901
8078_87	3	0.00465838509317
8079_83	11	0.0170807453416
8085_76	6	0.00931677018634
8086_77	13	0.0201863354037
8090_30	244	0.378881987578
8095_30	58	0.0900621118012
8098_88	26	0.0403726708075
8099_59	320	0.496894409938
8100_53	31	0.0481366459627
8103_28	16	0.0248447204969
8104_76	448	0.695652173913
8106_58	343	0.532608695652
8112_65	110	0.170807453416
8115_56	23	0.0357142857143
8122_66	25	0.0388198757764
8124_33	12	0.0186335403727
8126_72	3	0.00465838509317
8129_36	55	0.0854037267081
8130_65	53	0.082298136646
8135_77	1	0.00155279503106
8138_39	58	0.0900621118012
8140_50	344	0.534161490683
8143_81	5	0.00776397515528
8145_75	15	0.0232919254658
8148_45	12	0.0186335403727
8149_91	27	0.0419254658385
8150_34	10	0.0155279503106
8152_79	73	0.113354037267
8155_55	34	0.0527950310559
8159_65	346	0.537267080745
8160_81	74	0.114906832298
8168_76	3	0.00465838509317
8169_28	6	0.00931677018634
8171_56	100	0.155279503106
8177_53	63	0.0978260869565
8183_30	22	0.0341614906832
8190_38	37	0.0574534161491
8191_90	160	0.248447204969
8192_64	23	0.0357142857143
8194_39	4	0.00621118012422
8196_88	18	0.027950310559
8197_81	10	0.0155279503106
8198_52	55	0.0854037267081
8199_45	65	0.100931677019
8202_35	9	0.0139751552795
8203_72	12	0.0186335403727
8204_48	63	0.0978260869565
8205_41	46	0.0714285714286
8206_87	27	0.0419254658385
8207_90	308	0.478260869565
8208_57	4	0.00621118012422
8209_47	10	0.0155279503106
8212_81	5	0.00776397515528
8214_58	17	0.026397515528
8217_47	62	0.0962732919255
8218_85	37	0.0574534161491
8224_73	229	0.355590062112
8231_41	161	0.25
8234_37	84	0.130434782609
8238_76	10	0.0155279503106
8240_85	56	0.0869565217391
8241_29	87	0.135093167702
8242_28	21	0.0326086956522
8244_41	65	0.100931677019
8246_32	56	0.0869565217391
8252_76	9	0.0139751552795
8254_42	369	0.57298136646
8260_59	4	0.00621118012422
8267_80	88	0.136645962733
8274_40	13	0.0201863354037
8275_74	475	0.737577639752
8277_67	6	0.00931677018634
8278_38	15	0.0232919254658
8281_86	12	0.0186335403727
8288_52	37	0.0574534161491
8289_59	14	0.0217391304348
8294_91	340	0.527950310559
8295_66	3	0.00465838509317
8299_86	14	0.0217391304348
8301_54	7	0.0108695652174
8305_42	8	0.0124223602484
8308_91	53	0.082298136646
8309_61	66	0.10248447205
8312_70	9	0.0139751552795
8315_86	59	0.0916149068323
8316_73	26	0.0403726708075
8320_51	22	0.0341614906832
8322_68	97	0.150621118012
8327_33	95	0.14751552795
8330_45	20	0.0310559006211
8333_62	34	0.0527950310559
8334_64	85	0.13198757764
8336_60	22	0.0341614906832
8342_82	168	0.260869565217
8343_56	89	0.138198757764
8344_46	85	0.13198757764
8346_36	6	0.00931677018634
8350_81	49	0.0760869565217
8352_46	38	0.0590062111801
8355_83	471	0.731366459627
8359_67	119	0.184782608696
8368_87	472	0.732919254658
8370_41	34	0.0527950310559
8372_73	39	0.0605590062112
8375_54	5	0.00776397515528
8379_85	32	0.0496894409938
8387_41	377	0.585403726708
8388_35	9	0.0139751552795
8389_50	2	0.00310559006211
8392_81	404	0.627329192547
8393_45	15	0.0232919254658
8394_63	53	0.082298136646
8396_40	107	0.166149068323
8398_89	76	0.11801242236
8402_69	346	0.537267080745
8403_64	25	0.0388198757764
8405_63	13	0.0201863354037
8409_89	7	0.0108695652174
8414_44	33	0.0512422360248
8419_28	341	0.52950310559
8423_90	126	0.195652173913
8426_53	22	0.0341614906832
8427_62	12	0.0186335403727
8428_86	140	0.217391304348
8429_36	14	0.0217391304348
8432_90	35	0.054347826087
8434_84	545	0.846273291925
8442_56	7	0.0108695652174
8445_76	18	0.027950310559
8448_69	190	0.295031055901
8449_32	7	0.0108695652174
8450_50	7	0.0108695652174
8454_85	13	0.0201863354037
8457_44	33	0.0512422360248
8459_67	403	0.625776397516
8461_74	21	0.0326086956522
8465_79	15	0.0232919254658
8471_70	5	0.00776397515528
8472_50	12	0.0186335403727
8475_34	18	0.027950310559
8484_54	47	0.0729813664596
8486_35	28	0.0434782608696
8489_45	10	0.0155279503106
8493_55	6	0.00931677018634
8496_43	32	0.0496894409938
8498_64	13	0.0201863354037
8499_62	4	0.00621118012422
8504_72	12	0.0186335403727
8507_76	62	0.0962732919255
8509_72	4	0.00621118012422
8510_85	60	0.0931677018634
8514_76	11	0.0170807453416
8517_55	2	0.00310559006211
8525_86	7	0.0108695652174
8526_30	9	0.0139751552795
8527_71	5	0.00776397515528
8530_69	9	0.0139751552795
8532_64	67	0.104037267081
8534_89	9	0.0139751552795
8536_56	6	0.00931677018634
8538_39	3	0.00465838509317
8540_39	5	0.00776397515528
8547_63	70	0.108695652174
8552_86	92	0.142857142857
8554_34	7	0.0108695652174
8558_68	338	0.524844720497
8563_62	277	0.430124223602
8568_90	5	0.00776397515528
8569_91	17	0.026397515528
8572_68	47	0.0729813664596
8576_70	571	0.886645962733
8579_58	45	0.0698757763975
8581_73	7	0.0108695652174
8584_84	79	0.122670807453
8586_81	50	0.0776397515528
8590_88	15	0.0232919254658
8596_44	10	0.0155279503106
8597_82	3	0.00465838509317
8600_38	45	0.0698757763975
8601_60	11	0.0170807453416
8603_50	5	0.00776397515528
8605_91	343	0.532608695652
8606_64	0	0.0
8614_70	29	0.0450310559006
8628_86	14	0.0217391304348
8630_46	3	0.00465838509317
8637_57	4	0.00621118012422
8639_91	347	0.538819875776
8641_48	13	0.0201863354037
8642_37	6	0.00931677018634
8646_39	151	0.234472049689
8649_72	127	0.197204968944
8661_35	354	0.549689440994
8662_37	61	0.0947204968944
8665_87	4	0.00621118012422
8670_88	7	0.0108695652174
8671_85	14	0.0217391304348
8687_89	40	0.0621118012422
8690_59	5	0.00776397515528
8693_71	14	0.0217391304348
8696_32	16	0.0248447204969
8698_74	403	0.625776397516
8700_71	24	0.0372670807453
8703_63	19	0.0295031055901
8704_87	31	0.0481366459627
8707_85	34	0.0527950310559
8721_61	117	0.181677018634
8722_88	2	0.00310559006211
8724_60	8	0.0124223602484
8725_47	75	0.116459627329
8726_71	10	0.0155279503106
8727_40	14	0.0217391304348
8743_91	3	0.00465838509317
8745_48	10	0.0155279503106
8746_52	82	0.127329192547
8747_48	23	0.0357142857143
8748_63	89	0.138198757764
8750_71	80	0.124223602484
8756_69	15	0.0232919254658
8758_62	30	0.0465838509317
8759_82	4	0.00621118012422
8761_69	215	0.333850931677
8765_35	347	0.538819875776
8766_36	138	0.214285714286
8769_56	12	0.0186335403727
8778_32	10	0.0155279503106
8781_89	110	0.170807453416
8786_39	48	0.0745341614907
8788_37	22	0.0341614906832
8789_47	11	0.0170807453416
8792_55	34	0.0527950310559
8793_91	386	0.599378881988
8794_32	15	0.0232919254658
8798_54	13	0.0201863354037
8803_51	50	0.0776397515528
8804_51	84	0.130434782609
8805_68	3	0.00465838509317
8808_78	8	0.0124223602484
8810_84	6	0.00931677018634
8813_47	6	0.00931677018634
8815_34	4	0.00621118012422
8816_61	1	0.00155279503106
8820_64	1	0.00155279503106
8824_32	81	0.125776397516
8827_43	9	0.0139751552795
8831_82	7	0.0108695652174
8833_60	351	0.545031055901
8838_64	177	0.274844720497
8840_32	17	0.026397515528
8841_52	430	0.667701863354
8842_54	53	0.082298136646
8847_86	4	0.00621118012422
8849_29	41	0.0636645962733
8850_30	296	0.459627329193
8857_70	5	0.00776397515528
8866_80	318	0.493788819876
8867_55	7	0.0108695652174
8872_88	9	0.0139751552795
8873_62	11	0.0170807453416
8878_70	3	0.00465838509317
8885_28	20	0.0310559006211
8890_67	14	0.0217391304348
8898_61	6	0.00931677018634
8900_85	412	0.639751552795
8901_37	30	0.0465838509317
8902_63	3	0.00465838509317
8907_61	4	0.00621118012422
8915_80	59	0.0916149068323
8917_52	302	0.468944099379
8920_54	8	0.0124223602484
8924_74	25	0.0388198757764
8936_51	5	0.00776397515528
8937_33	70	0.108695652174
8943_51	1	0.00155279503106
8948_43	69	0.107142857143
8955_34	36	0.055900621118
8968_91	7	0.0108695652174
8979_79	4	0.00621118012422
8989_85	3	0.00465838509317
8993_34	46	0.0714285714286
8997_45	16	0.0248447204969
9000_35	5	0.00776397515528
9002_55	8	0.0124223602484
9006_41	17	0.026397515528
9008_77	24	0.0372670807453
9023_32	74	0.114906832298
9027_81	24	0.0372670807453
9030_36	142	0.22049689441
9031_37	66	0.10248447205
9042_28	33	0.0512422360248
9043_45	12	0.0186335403727
9045_91	50	0.0776397515528
9048_29	12	0.0186335403727
9050_81	59	0.0916149068323
9054_79	6	0.00931677018634
9057_76	52	0.0807453416149
9059_74	70	0.108695652174
9061_67	9	0.0139751552795
9066_50	13	0.0201863354037
9069_62	23	0.0357142857143
9070_30	97	0.150621118012
9072_39	343	0.532608695652
9073_68	49	0.0760869565217
9076_71	33	0.0512422360248
9077_74	6	0.00931677018634
9079_79	5	0.00776397515528
9082_73	8	0.0124223602484
9085_44	7	0.0108695652174
9091_57	31	0.0481366459627
9096_52	40	0.0621118012422
9097_89	6	0.00931677018634
9100_33	10	0.0155279503106
9102_44	4	0.00621118012422
9109_87	342	0.531055900621
9111_47	66	0.10248447205
9119_36	32	0.0496894409938
9126_61	25	0.0388198757764
9131_33	20	0.0310559006211
9134_83	16	0.0248447204969
9135_64	3	0.00465838509317
9141_77	14	0.0217391304348
9144_58	23	0.0357142857143
9154_91	41	0.0636645962733
9156_59	37	0.0574534161491
9158_70	4	0.00621118012422
9159_60	72	0.111801242236
9162_45	0	0.0
9163_44	8	0.0124223602484
9164_37	25	0.0388198757764
9165_62	14	0.0217391304348
9166_67	188	0.291925465839
