Locus	chromosome	fst	c_pos
20021	PCodG	0.0085	153621481
8872	PCodG	0.011	153628869
5077	PCodG	0.0133	153643725
8327	PCodG	0.1417	154278141
14593	PCodG	-0.0027	154345521
24665	PCodG	-0.004	154959514
3887	PCodG	0.0987	154967453
7726	PCodG	0.0049	155454142
13323	PCodG	0.012	155702152
25368	PCodG	0.0136	155748965
20867	PCodG	0.0821	155912966
2331	PCodG	0.0044	156491941
9684	PCodG	0.0216	156906567
12544	PCodG	0.0146	156983641
9582	PCodG	-0.0046	157438261
16968	PCodG	0.0181	157735954
21921	PCodG	0.0739	157736042
23650	PCodG	0.1448	157787018
22783	PCodG	0.0394	157840009
3973	PCodG	-0.0057	158194372
24868	PCodG	0.0261	158208954
23346	PCodG	0.033	158408537
13547	PCodG	0.033	158435035
7735	PCodG	-0.0057	158999664
14906	PCodG	0.043	159047316
12288	PCodG	0.053	159175585
4058	PCodG	-0.0034	159440656
4398	PCodG	0.2106	159686951
23788	PCodG	0.0508	160267223
5232	PCodG	0.0209	160532482
1054	PCodG	0.1216	160587539
8805	PCodG	0.0123	160676635
5336	PCodG	0.1034	160748328
12069	PCodG	0.0121	160926344
4191	PCodG	-0.004	161429863
23765	PCodG	0.0203	162022311
16839	PCodG	-0.0027	162148622
15407	PCodG	0.032	162271444
4887	PCodG	-0.0044	162897239
23817	PCodG	-0.006	163171412
19466	PCodG	0.0016	163297999
5465	PCodG	0.0175	163446358
7391	PCodG	0.0387	163454119
14522	PCodG	0.0344	163557874
8057	PCodG	0.1195	163633638
16898	PCodG	0.1533	163704175
16504	PCodG	0.0216	163710820
24663	PCodG	-0.0049	163770166
18159	PCodG	0.033	164174265
7666	PCodG	0.0219	164266757
12220	PCodG	0.0338	164452489
18782	PCodG	-0.0067	164597168
20465	PCodG	0.0261	164635530
14932	PCodG	-0.0053	164691846
4572	PCodG	4.00E-04	164746243
17898	PCodG	0.0136	164788320
23587	PCodG	0.0061	164857473
20402	PCodG	-5.00E-04	165063719
10435	PCodG	0.0172	165539350
17066	PCodG	-0.0021	165654809
3396	PCodG	0.0173	166003744
16904	PCodG	0.1112	166394661
13556	PCodG	-0.0044	166699409
23748	PCodG	0.0232	166699497
4472	PCodG	0.0538	166960004
3957	PCodG	0.0397	166976836
23248	PCodG	-0.0058	167304420
23457	PCodG	-0.0028	168476663
9664	PCodG	0.0022	169050757
13732	PCodG	0.0182	171032082
15536	PCodG	-0.0034	172045330
8890	PCodG	-0.004	172643291
16410	PCodG	-0.0013	172723580
23190	PCodG	-0.0016	173096348
13652	PCodG	0.0606	173479699
7763	PCodG	-0.0044	173631546
8334	PCodG	0.1544	174198757
6882	PCodG	0.0777	174232115
63	PCodG	0.0092	174403914
10210	PCodG	0.0272	175032935
8898	PCodG	0.0186	175165646
17318	PCodG	-0.0034	175313153
17835	PCodG	0.0031	175536824
11760	PCodG	0.038	175672613
14667	PCodG	0.016	175691405
3284	PCodG	0.0334	175693340
23562	PCodG	0.1024	175906333
3095	PCodG	0.0048	176953912
9434	PCodG	0.0026	177030431
11576	PCodG	0.0041	177030519
12578	PCodG	-0.003	177121662
8100	PCodG	0.0023	177581927
14999	PCodG	0.0191	177582680
7875	PCodG	0.1423	177606100
23986	PCodG	-0.0046	177851570
15934	PCodG	0.0068	177936259
10215	PCodG	-0.0051	177956825
13198	PCodG	0.0162	178131081
25059	PCodG	0.0828	178349402
20885	PCodG	-0.0058	178441722
2520	PCodG	0.0138	178515495
14810	PCodG	0.0033	178773316
5031	PCodG	-0.0019	178882261
2735	PCodG	0.0177	179389736
3195	PCodG	0.0265	179451298
1555	PCodG	0.0315	179584887
14640	PCodG	0.1323	179699179
23944	PCodG	0.0016	180536844
1737	PCodG	0.0274	180794101
25567	PCodG	0.0027	180899043
10999	PCodG	0.0155	180923115
14546	PCodG	-0.0054	180985253
22166	PCodG	-0.0072	181008092
10285	PCodG	-9.00E-04	181048379
24274	PCodG	0.1149	181391026
4637	PCodG	0.1249	181565333
24467	PCodG	0.0061	181607994
21874	PCodG	0.0685	181717513
4660	PCodG	-0.0058	182032444
17141	PCodG	0.0053	182300089
7479	PCodG	0.0212	182389666
925	PCodG	-0.0047	182399640
7171	PCodG	-0.0048	182439698
6697	PCodG	0.003	182456874
18517	PCodG	-0.0025	182711911
17036	PCodG	-0.006	182756455
14474	PCodG	0.036	183534774
2069	PCodG	-0.002	183586578
22303	PCodG	0.087	183647418
22862	PCodG	-0.0011	183755473
23947	PCodG	0.016	183761621
7458	PCodG	-0.0011	183915234
17631	PCodG	1.00E-04	184048764
18619	PCodG	-0.006	184337090
8813	PCodG	0.0149	184375569
15473	PCodG	0.0174	184657858
19904	PCodG	-0.0067	184657946
24287	PCodG	2.00E-04	184762832
21934	PCodG	-1.00E-04	184810448
4150	PCodG	0.0955	184944083
24440	PCodG	0.0106	184945899
19785	PCodG	0.127	185818904
21829	PCodG	0.004	185891850
11943	PCodG	0.0251	186596194
5417	PCodG	0.0823	186793430
13935	PCodG	0.0577	187070129
18796	PCodG	-0.0062	187071612
12962	PCodG	0.0832	187144988
2319	PCodG	0.0023	187150602
15645	PCodG	0.1953	187156688
6534	PCodG	0.0516	187173568
6635	PCodG	0.0375	187200847
12380	PCodG	0.0369	187200935
16164	PCodG	-0.0037	187228783
23908	PCodG	0.0072	187283734
20990	PCodG	0.003	187284579
20197	PCodG	0.0177	187926469
11768	PCodG	0.0373	188143265
11902	PCodG	0.1696	188199670
22276	PCodG	0.0127	188493478
11500	PCodG	0.037	188574510
22937	PCodG	0.073	189247897
16168	PCodG	0.0182	189485280
2830	PCodG	-0.0058	189486121
1490	PCodG	-0.0031	189577757
3798	PCodG	0.0455	189614659
21016	PCodG	-0.0057	189661344
11417	PCodG	0.0165	189773093
20163	PCodG	-0.0062	190458636
7604	PCodG	-0.0065	190811021
19632	PCodG	0.1008	191022164
6357	PCodG	0.1786	191383976
17670	PCodG	0.1376	191638111
19046	PCodG	0.004	191639175
11886	PCodG	0.0978	192094924
3307	PCodG	0.0022	192326849
23211	PCodG	0.0507	192337369
12406	PCodG	-0.0044	192753721
24833	PCodG	0.0233	192821552
12946	PCodG	0.0392	193074674
8693	PCodG	-0.0057	193096201
20753	PCodG	0.0662	193219547
1258	PCodG	0.0175	193335565
11488	PCodG	0.0096	193368791
11406	PCodG	0.1806	193420529
12394	PCodG	0.0182	193467553
20472	PCodG	-0.0059	193482612
11176	PCodG	-0.0056	193516027
19020	PCodG	0.0082	193524473
16425	PCodG	0.0137	193737013
4514	PCodG	0.0837	193835548
19879	PCodG	0.0072	193855658
12564	PCodG	0.0249	193971085
22430	PCodG	0.1663	194055763
16718	PCodG	-0.0051	194119388
25032	PCodG	0.0202	194216449
16834	PCodG	-0.0042	194283694
24680	PCodG	0.0097	194350323
964	PCodG	-0.0082	194371496
7313	PCodG	-0.0062	194371584
1036	PCodG	0.0033	194779686
19685	PCodG	0.0024	194839928
17993	PCodG	0.0168	195029525
11566	PCodG	-0.0051	195095348
3606	PCodG	0.1892	195334886
21961	PCodG	0.031	195744746
17216	PCodG	0.0303	195779657
20248	PCodG	0.0458	196017881
23402	PCodG	0.1027	196226919
4381	PCodG	0.0236	196245901
9667	PCodG	-4.00E-04	196279099
5739	PCodG	0.0681	196545049
7395	PCodG	0.0162	196708990
19372	PCodG	0.0074	197068809
7058	PCodG	0.0382	197946107
14421	PCodG	-0.0017	198049543
8103	PCodG	-0.0049	198053529
17867	PCodG	-0.0044	198510638
14153	PCodG	0.0174	198524243
200	PCodG	0.0265	198614126
174	PCodG	0.044	198698709
4596	PCodG	0.074	199148026
19342	PCodG	-0.0044	201129104
17856	PCodG	0.0178	201562780
15973	PCodG	-0.0043	202098242
3193	PCodG	-0.0018	202189792
16186	PCodG	0.0265	202327350
23100	PCodG	3.00E-04	202802040
22626	PCodG	0.0133	202974450
3207	PCodG	0.0148	203035046
12508	PCodG	0.0369	203186442
16965	PCodG	0.0087	203198008
16238	PCodG	-0.0041	203198096
20526	PCodG	0.0172	203360148
7046	PCodG	-0.0032	203574576
3244	PCodG	0.1408	203881848
6771	PCodG	0.3631	204099175
820	PCodG	0.0283	204169558
11850	PCodG	0.0041	204206078
16032	PCodG	0.3551	204248906
21540	PCodG	0.0039	204343177
11257	PCodG	0.0628	204430806
15024	PCodG	0.0082	204457064
8002	PCodG	-0.002	204479952
21600	PCodG	-0.0055	204557417
5623	PCodG	1.00E-04	204625973
7290	PCodG	0.0084	204971305
16803	PCodG	0.1178	205454513
19587	PCodG	0.037	205564974
8803	PCodG	0.0073	205565062
22900	PCodG	0.1762	205687530
16134	PCodG	0.0246	205692188
14537	PCodG	0.0507	205705719
11132	PCodG	0.0134	205968296
8208	PCodG	0.0255	206143205
15112	PCodG	0.0249	206298804
3373	PCodG	0.0641	206353278
10421	PCodG	0.2347	206615038
5060	PCodG	0.0012	206976678
16292	PCodG	0.0103	207177629
10844	PCodG	0.0119	207184260
12064	PCodG	-0.0034	207429328
23580	PCodG	0.0472	207511931
1693	PCodG	-0.0028	207630106
18900	PCodG	-0.0031	207734177
10431	PCodG	0.0806	207751305
545	PCodG	-0.0016	207799835
15748	PCodG	0.0241	207833278
24825	PCodG	0.0773	207990642
4491	PCodG	0.061	208019458
18628	PCodG	0.0489	208202024
21539	PCodG	-0.0051	208209923
16698	PCodG	8.00E-04	208282639
4040	PCodG	0.0512	208298840
16165	PCodG	0.0197	208309455
571	PCodG	0.2428	208458261
2506	PCodG	0.0329	208682680
7865	PCodG	0.0082	208751318
9679	PCodG	0.0305	208839274
13723	PCodG	0.0162	208891123
17666	PCodG	0.0495	208891211
22563	PCodG	0.0158	209206784
23593	PCodG	0.0062	209211051
16121	PCodG	0.0772	209379836
18615	PCodG	0.0195	209508464
4368	PCodG	0.0648	210131223
23293	PCodG	0.0035	210230659
7501	PCodG	0.061	210514703
256	PCodG	0.0592	210570741
227	PCodG	-0.0059	211036962
24384	PCodG	0.0084	211142681
17870	PCodG	-0.0015	211226622
1098	PCodG	-4.00E-04	211346639
9229	PCodG	0.1476	211573745
23395	PCodG	0.0442	211573833
1821	PCodG	0.021	212027051
20760	PCodG	-0.005	212496657
3161	PCodG	0.0529	212517088
10061	PCodG	0.0924	213045473
25277	PCodG	0.0602	213168251
5450	PCodG	0.1014	213212594
10951	PCodG	0.0169	213793397
7974	PCodG	0.0417	213953489
11420	PCodG	0.0309	214413213
24993	PCodG	-6.00E-04	214961820
9284	PCodG	0.0218	215100283
943	PCodG	0.0312	215252449
13241	PCodG	0.0413	215400370
11759	PCodG	0.3559	215488900
18889	PCodG	-0.0057	215532811
6229	PCodG	0.0224	215770068
7807	PCodG	-0.0065	215856460
2234	PCodG	-0.0028	216335493
17392	PCodG	0.0061	216423970
22332	PCodG	0.0353	216484306
16942	PCodG	-0.0017	216501574
9888	PCodG	0.0033	216685397
12521	PCodG	0.0407	216925645
8997	PCodG	-0.0058	217429845
1266	PCodG	-0.0066	218154900
19923	PCodG	0.0233	218319998
2851	PCodG	-5.00E-04	218455031
4317	PCodG	0.0877	218902912
16087	PCodG	0.1467	218917333
13724	PCodG	0.0032	218950220
18702	PCodG	-0.0045	218950308
373	PCodG	-4.00E-04	219321800
9940	PCodG	-0.0036	219753725
17885	PCodG	-0.005	220398552
16205	PCodG	0.0166	220720001
9419	PCodG	0.0176	221589415
22526	PCodG	-4.00E-04	221712394
23159	PCodG	0.0598	221933682
22824	PCodG	0.0275	222144128
21470	PCodG	0.004	222148209
4609	PCodG	0.0094	222148297
3197	PCodG	0.0423	222232490
18726	PCodG	0.01	222516919
7522	PCodG	0.0063	222784038
2368	PCodG	0.0169	223570792
23592	PCodG	0.027	223586848
15881	PCodG	0.0178	223878324
14342	PCodG	0.082	224325097
21802	PCodG	0.0387	224792468
7128	PCodG	0.0104	225388070
11018	PCodG	0.2876	225438563
4556	PCodG	-0.0052	226055675
3651	PCodG	0.1084	226055763
18276	PCodG	-0.003	226077258
12566	PCodG	-0.006	226667637
20522	PCodG	0.0869	226690372
10172	PCodG	0.0459	227258617
25269	PCodG	0.0915	227338959
18196	PCodG	0.0849	227760820
21061	PCodG	0.1143	227962849
7151	PCodG	0.0645	228404829
20726	PCodG	0.1099	228619888
5685	PCodG	0.0046	228678443
25028	PCodG	-0.0043	228819015
23354	PCodG	0.0417	228839024
3683	PCodG	0.0623	228863855
8194	PCodG	0.2388	229069992
16637	PCodG	0.0042	229094001
12971	PCodG	2.00E-04	229497031
7109	PCodG	-0.0043	229500259
3948	PCodG	-0.0058	229854704
21120	PCodG	0.1516	230331111
12803	PCodG	-0.0028	230472961
15471	PCodG	0.0605	230651323
5011	PCodG	0.0558	230651411
415	PCodG	-5.00E-04	231127358
1047	PCodG	0.1146	231129979
20890	PCodG	0.0563	231236716
19199	PCodG	-0.0037	231236804
21454	PCodG	0.0274	231288582
13813	PCodG	0.0147	231342023
22698	PCodG	0.1433	231622087
14594	PCodG	-0.0039	232012870
12990	PCodG	0.035	232076460
20036	PCodG	0.0588	232120715
14042	PCodG	0.0177	232763182
11691	PCodG	-0.0038	232763272
13279	PCodG	-0.0028	233579913
4702	PCodG	0.0106	233632383
7514	PCodG	-0.0029	233645551
15907	PCodG	0.065	233648290
5853	PCodG	0.0649	234093621
561	PCodG	0.0411	234257091
12713	PCodG	-0.0057	234449491
5174	PCodG	0.2391	234530589
9489	PCodG	0.0326	234604087
12567	PCodG	0.0607	234604175
25293	PCodG	0.0136	234604595
5882	PCodG	0.0177	234644742
20798	PCodG	0.0338	234866002
19371	PCodG	0.0421	234872376
9576	PCodG	0.0745	234910707
18401	PCodG	-0.0022	235045465
11848	PCodG	0.0852	235324169
23308	PCodG	0.0188	235448265
617	PCodG	0.0012	235480613
18757	PCodG	-1.00E-04	235480768
22918	PCodG	0.1086	235678060
16806	PCodG	0.1978	235680117
15462	PCodG	0.0036	235765201
20446	PCodG	0.0685	235855124
17230	PCodG	0.0046	235950736
7104	PCodG	0.0764	235950824
12017	PCodG	0.1133	236469364
11849	PCodG	0.0256	236747312
23143	PCodG	0.1023	236776354
20265	PCodG	0.0474	236805274
1311	PCodG	0.0821	236805360
9215	PCodG	-0.007	236990673
22806	PCodG	0.0016	237054654
11307	PCodG	0.024	237171551
22092	PCodG	0.1609	237428576
7328	PCodG	0.2717	237479831
24117	PCodG	0.0626	237479919
17185	PCodG	0.0299	237694452
17702	PCodG	0.0285	237702097
21686	PCodG	0.0268	238109162
410	PCodG	0.0222	238109252
7314	PCodG	0.0744	238136310
8322	PCodG	0.0827	238221186
8199	PCodG	-0.0059	238647888
2792	PCodG	0.0112	238801441
12201	PCodG	0.0975	238863752
15311	PCodG	-0.0023	239073662
9668	PCodG	0.0308	239302317
23785	PCodG	0.0213	239317698
7818	PCodG	0.0285	239657727
19083	PCodG	-0.0041	240206027
15650	PCodG	0.017	240274888
22246	PCodG	0.153	240302238
13476	PCodG	-0.0021	240306941
14260	PCodG	0.1216	240320472
13129	PCodG	-0.0041	240701255
9611	PCodG	0.1176	240824298
4617	PCodG	-0.0046	241021822
17959	PCodG	0.0028	241052638
1582	PCodG	0.0039	241123479
4090	PCodG	0.0025	241246858
17001	PCodG	-0.0035	241293810
9980	PCodG	0.0223	241312525
17038	PCodG	0.0119	241312613
16009	PCodG	0.0166	241589869
21118	PCodG	0.1708	241827184
5451	PCodG	0.0149	241835689
22640	PCodG	8.00E-04	241835777
9966	PCodG	-0.0045	241856574
22488	PCodG	0.0199	241939275
4960	PCodG	0.0018	241993802
39	PCodG	0.0597	242065288
17442	PCodG	-0.0042	242207114
8603	PCodG	0.0017	242618279
379	PCodG	-0.0014	242674496
16667	PCodG	0.0278	243445188
7759	PCodG	0.0071	243462795
21239	PCodG	0.1142	243549215
11459	PCodG	-0.0068	243604242
5423	PCodG	0.0362	243605925
9545	PCodG	0.3913	243668451
4459	PCodG	0.0733	243677462
18188	PCodG	0.0014	243997105
13207	PCodG	0.0135	244132740
263	PCodG	-0.0051	244160367
3031	PCodG	0.0037	244208903
12648	PCodG	0.0157	244298556
9082	PCodG	0.0348	244591836
12516	PCodG	0.0096	244621663
13461	PCodG	-0.0041	244742250
23178	PCodG	-0.0034	245024832
19360	PCodG	0.0019	245828056
5980	PCodG	-0.0034	246069836
18319	PCodG	0.0397	246072515
12384	PCodG	0.2433	246581894
20337	PCodG	0.0126	246609103
17912	PCodG	0.0262	247217818
9387	PCodG	-0.0058	247638093
23136	PCodG	0.0013	247725446
2895	PCodG	0.0197	247725534
19310	PCodG	-0.0053	247727203
11209	PCodG	-0.0048	247753884
17968	PCodG	0.0673	247753972
20068	PCodG	0.0638	247812081
8124	PCodG	-0.0072	247949728
13163	PCodG	0.0016	248102044
5577	PCodG	-0.006	248152917
1794	PCodG	0.0413	248326573
19682	PCodG	0.0665	248541832
20117	PCodG	-0.0022	248542404
11638	PCodG	2.00E-04	248615465
4226	PCodG	0.0775	248790775
15567	PCodG	0.0138	249268622
9359	PCodG	0.163	250648983
18050	PCodG	0.0026	250680818
5928	PCodG	0.0112	250935446
5002	PCodG	0.0045	250935534
16612	PCodG	0.1053	251125697
11954	PCodG	-0.0051	251821514
17879	PCodG	0.024	251858764
6583	PCodG	0.0014	252030954
9252	PCodG	-0.0034	252055429
18111	PCodG	0.0213	252090667
1073	PCodG	-0.006	252168670
17351	PCodG	0.0016	252210979
18923	PCodG	0.0563	252519506
22771	PCodG	0.0109	253349654
7781	PCodG	-0.0063	253717374
18248	PCodG	0.0092	253870345
22011	PCodG	0.0416	253872430
4426	PCodG	0.1116	253965490
10260	PCodG	0.1045	254043122
15607	PCodG	0.0048	254131680
25250	PCodG	0.0018	254194592
21089	PCodG	-0.0062	254304954
10995	PCodG	-0.0045	254946788
6	PCodG	0.0159	255130893
13295	PCodG	-0.0024	255155997
5962	PCodG	-0.0058	255400291
18330	PCodG	-0.0064	255408706
244	PCodG	0.0058	255416499
885	PCodG	-0.0012	255416587
3434	PCodG	-0.002	255568603
9159	PCodG	0.0118	255769505
10291	PCodG	-0.0063	256113189
10396	PCodG	0.0136	256805674
14287	PCodG	0.0029	256995266
7214	PCodG	0.0295	256996917
4620	PCodG	0.0404	257378972
7791	PCodG	-0.0047	257379060
18629	PCodG	0.0175	257584744
21204	PCodG	0.1176	258082426
12584	PCodG	0.2024	258437254
16280	PCodG	0.0139	259197169
4206	PCodG	-0.0031	259358704
3753	PCodG	-0.0032	259426433
22961	PCodG	-0.0053	259483078
10966	PCodG	0.0598	259998542
92	PCodG	0.0104	260061530
12725	PCodG	-0.0039	260385110
21971	PCodG	-0.006	260432646
8033	PCodG	0.0018	260460954
13125	PCodG	-4.00E-04	260958346
12182	PCodG	0.0265	261267899
198	PCodG	-0.008	262107953
11049	PCodG	-0.0013	262143270
11546	PCodG	0.0048	262218821
20081	PCodG	0.0251	262224023
13791	PCodG	0.041	262263419
3121	PCodG	5.00E-04	262423493
9755	PCodG	0.019	262942652
12945	PCodG	0.0032	263014140
24796	PCodG	-0.0027	263465549
17990	PCodG	-0.003	263465637
15313	PCodG	0.0037	263778322
23615	PCodG	-0.0027	264288195
4083	PCodG	0.0238	264704534
3015	PCodG	0.0028	264729141
8507	PCodG	0.065	264825465
15234	PCodG	0.0688	264825553
15009	PCodG	-0.0052	265228884
10015	PCodG	0.0016	265375997
8525	PCodG	0.1815	265932603
4251	PCodG	-0.0058	266203738
8597	PCodG	0.0523	266368570
14526	PCodG	0.0593	266368658
11895	PCodG	-0.0052	266442549
1907	PCodG	0.0768	266664382
19023	PCodG	0.0934	266664470
11319	PCodG	0.0185	266843741
13301	PCodG	0.2084	266912678
4171	PCodG	-0.0015	267109331
25620	PCodG	-0.0039	267255987
17760	PCodG	0.0104	267661064
16422	PCodG	0.0198	268005151
24307	PCodG	0.0552	268065409
15002	PCodG	0.0427	268159689
18366	PCodG	0.0034	268159777
9538	PCodG	0.1024	268417084
20945	PCodG	0.0624	268932242
20920	PCodG	0.0709	268970169
9452	PCodG	0.0246	268983317
7879	PCodG	0.1747	269033454
16245	PCodG	-0.0021	269330783
3248	PCodG	0.0754	269587104
10580	PCodG	-0.0044	269717554
19564	PCodG	9.00E-04	269911374
1872	PCodG	0.074	270798090
19088	PCodG	0.1154	271051031
2558	PCodG	-0.004	271586315
4958	PCodG	-0.0033	271673407
11081	PCodG	0.0049	271687616
7913	PCodG	-0.0018	271974091
8486	PCodG	0.0023	272092182
11	PCodG	-1.00E-04	272444707
2705	PCodG	0.0161	272444795
25444	PCodG	0.2183	272563307
6033	PCodG	-0.0028	272843537
23146	PCodG	0.0672	272995942
716	PCodG	0.0746	273085728
8798	PCodG	0.0736	273758898
16791	PCodG	-0.004	274705528
13036	PCodG	0.0063	275060510
12107	PCodG	-0.0062	275469123
21313	PCodG	-0.0057	275722650
1027	PCodG	0.0713	275750269
12726	PCodG	0.0394	276193011
10068	PCodG	0.0228	276508582
5807	PCodG	0.0307	276690848
19228	PCodG	-0.0084	276998493
7711	PCodG	0.0245	277192370
3258	PCodG	0.0171	277323820
23150	PCodG	0.0121	277333062
11282	PCodG	0.0328	277411071
8526	PCodG	0.0145	277489541
4154	PCodG	0.0283	277489541
18879	PCodG	0.0523	277565598
21335	PCodG	-8.00E-04	277860959
756	PCodG	0.0152	277997547
16270	PCodG	0.024	278104792
22947	PCodG	-0.006	278279319
3428	PCodG	0.0168	278351027
10978	PCodG	0.0286	278579272
5966	PCodG	0.0385	278607221
24196	PCodG	7.00E-04	278702038
18571	PCodG	-0.0045	279182543
23094	PCodG	-0.0046	279220057
15060	PCodG	0.2147	279379402
19201	PCodG	0.0055	279533006
7940	PCodG	0.1489	279805102
11069	PCodG	-0.0056	280074388
3931	PCodG	-0.007	280165693
18322	PCodG	7.00E-04	280292185
7929	PCodG	0.0984	280292273
19943	PCodG	0.1224	280302217
21590	PCodG	0.0693	280302735
14760	PCodG	0.079	280400403
19964	PCodG	-0.0045	280446436
7769	PCodG	0.1434	280508436
15954	PCodG	0.101	280675523
8196	PCodG	0.065	280820267
2468	PCodG	0.0173	280913689
4336	PCodG	0.0346	280993478
12889	PCodG	-0.0054	281226491
9158	PCodG	0.0311	281696512
5281	PCodG	0.0756	282376001
12810	PCodG	0.1259	282432017
1547	PCodG	0.0182	282615852
25225	PCodG	0.0088	282993673
752	PCodG	0.019	283093482
15010	PCodG	0.0058	283644359
3972	PCodG	-6.00E-04	283764140
21509	PCodG	0.012	283799025
19037	PCodG	-0.0062	283889075
16151	PCodG	0.095	284078790
19729	PCodG	0.1639	284569495
13895	PCodG	0.0346	284640453
22145	PCodG	-0.003	284683824
18762	PCodG	0.025	284760717
25638	PCodG	0.0473	284766229
4344	PCodG	-0.0049	284790454
12254	PCodG	-0.0026	284933518
20796	PCodG	0.0331	285044200
4956	PCodG	0.0615	285360320
8192	PCodG	0.037	285421120
5541	PCodG	-0.0044	285481107
3155	PCodG	0.0384	285481195
10886	PCodG	0.0825	285570944
15114	PCodG	0.0163	285993633
7942	PCodG	0.0788	286107749
9205	PCodG	0.0066	286107837
17087	PCodG	-0.0046	286236564
23927	PCodG	-0.006	286262686
9585	PCodG	0.0049	286309892
6797	PCodG	-1.00E-04	286466796
6890	PCodG	-0.0077	286650722
21789	PCodG	1.00E-04	286717469
8536	PCodG	0.0343	286745705
4834	PCodG	0.0554	286928650
24071	PCodG	0.1021	286971168
4188	PCodG	0.0294	286997728
5337	PCodG	-0.0029	287344883
9203	PCodG	-0.0017	287381496
19660	PCodG	-0.0028	287381584
24226	PCodG	0.0784	288018287
5984	PCodG	0.0206	288244844
13355	PCodG	0.0812	288246406
13107	PCodG	-0.0028	288268252
23168	PCodG	0.0083	288490097
15855	PCodG	0.0016	288685683
719	PCodG	0.0233	289265833
20923	PCodG	-0.0052	289338398
2225	PCodG	0.1235	289365587
19475	PCodG	0.1444	289652311
2604	PCodG	0.0487	289685718
16257	PCodG	0.0228	290012410
13598	PCodG	0.0815	290679948
19263	PCodG	0.0074	290843834
17726	PCodG	6.00E-04	291093433
23486	PCodG	0.0118	291135859
21360	PCodG	0.0736	291689741
10828	PCodG	0.039	291690844
25416	PCodG	0.1077	291745162
11019	PCodG	0.0548	291950823
1963	PCodG	-0.0062	291950911
8493	PCodG	0.0249	291978672
8641	PCodG	0.0087	292150287
13052	PCodG	0.0157	293317259
20140	PCodG	0.2379	293317347
4837	PCodG	-0.0065	293434013
1978	PCodG	0.1211	293465642
3266	PCodG	0	293665099
25284	PCodG	0.0432	293682899
9191	PCodG	-0.0061	293755948
19830	PCodG	0.001	293812486
6729	PCodG	0.0771	294285349
1519	PCodG	0.015	294383296
19784	PCodG	0.3016	294454879
15354	PCodG	0.0422	294697953
2071	PCodG	0.0157	294828290
7028	PCodG	0.022	294925261
24168	PCodG	0.038	294953909
14360	PCodG	0.0074	294960746
6458	PCodG	0.0286	294963576
24941	PCodG	-0.002	295193411
12994	PCodG	0.0246	295394889
11482	PCodG	0.1195	295529928
2153	PCodG	0.0118	295642889
20249	PCodG	0.2385	295924473
6051	PCodG	0.0594	295964229
9691	PCodG	-0.0063	296127157
14020	PCodG	0.0393	296134498
12493	PCodG	0.0584	296360510
21866	PCodG	0.0052	296360598
22851	PCodG	-0.0057	296810100
8152	PCodG	0.0058	296875685
5464	PCodG	0.0041	296956628
20666	PCodG	-0.006	297164065
3039	PCodG	0.0564	297272213
19641	PCodG	0.0283	297285119
3756	PCodG	-0.0032	297338296
18250	PCodG	-0.0052	297505829
8135	PCodG	-0.0023	297600275
19035	PCodG	0.0049	298537579
5614	PCodG	0.0077	298678483
1655	PCodG	0.0687	299142305
6158	PCodG	0.0763	299142851
17644	PCodG	-0.0048	299302256
10188	PCodG	-0.0036	299343936
22637	PCodG	-0.0045	299347244
20351	PCodG	0.032	299382020
15829	PCodG	0.0533	299498944
19014	PCodG	0.0064	299512092
2922	PCodG	0.067	299640829
11912	PCodG	0.0194	299934248
5572	PCodG	0.0026	299982472
7749	PCodG	-0.0045	300056814
11210	PCodG	0.0189	300081600
5042	PCodG	0.0011	300204472
7755	PCodG	0.0183	300673564
1157	PCodG	-0.0066	301063684
53	PCodG	0.0289	301110599
23448	PCodG	0.0095	301110687
23014	PCodG	-0.0059	301361505
25289	PCodG	-0.003	301383935
15052	PCodG	3.00E-04	301438751
9251	PCodG	-0.0014	301511974
21807	PCodG	0.0438	301602687
8670	PCodG	0.0153	302000574
4361	PCodG	0.0742	302030694
1473	PCodG	0.0339	302068424
6377	PCodG	-0.0044	302098979
13880	PCodG	0.0023	302115310
5	PCodG	0.1122	302131607
23093	PCodG	0.0021	302158994
11535	PCodG	0.1393	302640583
9213	PCodG	-0.0044	302717995
12431	PCodG	0.04	302732499
15756	PCodG	0.0078	302808519
8190	PCodG	-0.0046	302950753
14545	PCodG	0.1079	303057289
6606	PCodG	0.0446	303202388
24987	PCodG	0.1686	303202552
20263	PCodG	0.0012	303842474
18166	PCodG	0.0237	304380305
10813	PCodG	0.038	305152175
13841	PCodG	-0.0048	306973892
25214	PCodG	-0.0031	307048084
7431	PCodG	0.0106	307139446
8055	PCodG	0.1358	307153150
10497	PCodG	0.0045	307368009
4473	PCodG	0.1057	307822570
21073	PCodG	0.0032	307881936
24003	PCodG	-0.0058	307882024
780	PCodG	0.0183	308026366
16343	PCodG	0.0545	308110852
5118	PCodG	0.0085	308111351
12852	PCodG	0.2613	308332799
4568	PCodG	0.0097	308591847
4740	PCodG	0.102	308621911
10263	PCodG	0.1012	309042371
11770	PCodG	0.0231	309252624
18840	PCodG	0.0369	309374643
15646	PCodG	0.0091	309392004
19174	PCodG	0.0301	309468550
25357	PCodG	-0.0024	309587165
17677	PCodG	0.0251	309659514
8168	PCodG	6.00E-04	309753571
2335	PCodG	0.0708	309838806
20544	PCodG	0.0592	309899585
8064	PCodG	-0.0026	309992903
