Locus	fst	chromosome	position
Ot001355_Ots03q	-0.0091	Ots03	168.14
Ot009727_Ots03q	0.0468	Ots03	168.14
Ot009919_Ots03q	0.0287	Ots03	168.14
Ot025738_Ots03q	0.0158	Ots03	168.14
Ot022444_Ots03q	-0.006	Ots03	168.27
Ot054422_Ots03q	0.0247	Ots03	168.27
Ot055916_Ots03q	0.0494	Ots03	168.27
Ot003494_Ots03q	0.0019	Ots03	168.75
Ot019438_Ots03q	0.0077	Ots03	169.74
Ot032545_Ots03q	-0.0096	Ots03	169.74
Ot010581_Ots03q	-0.004	Ots03	169.75
Ot004060_Ots03q	0.0103	Ots03	171.68
Ot019422_Ots03q	-0.0106	Ots03	171.68
Ot024396_Ots03q	0.0137	Ots03	171.68
Ot035013_Ots03q	0.0005	Ots03	171.68
Ot038045_Ots03q	-0.0107	Ots03	171.68
Ot047831_Ots03q	0.0057	Ots03	171.68
Ot002287_Ots03q	0.0023	Ots03	171.69
Ot003781_Ots03q	-0.0105	Ots03	171.69
Ot004421_Ots03q	0.0163	Ots03	171.69
Ot005155_Ots03q	-0.0079	Ots03	171.69
Ot005538_Ots03q	-0.0109	Ots03	171.69
Ot009735_Ots03q	0.0318	Ots03	171.69
Ot011377_Ots03q	0.1097	Ots03	171.69
Ot011810_Ots03q	0.0032	Ots03	171.69
Ot013797_Ots03q	0.003	Ots03	171.69
Ot013943_Ots03q	-0.0099	Ots03	171.69
Ot014418_Ots03q	-0.0093	Ots03	171.69
Ot016180_Ots03q	0.0333	Ots03	171.69
Ot021659_Ots03q	-0.0059	Ots03	171.69
Ot021817_Ots03q	0.0371	Ots03	171.69
Ot026659_Ots03q	0.0245	Ots03	171.69
Ot028725_Ots03q	-0.002	Ots03	171.69
Ot031069_Ots03q	0.0048	Ots03	171.69
Ot031916_Ots03q	0.0664	Ots03	171.69
Ot034171_Ots03q	-0.009	Ots03	171.69
Ot037362_Ots03q	-0.0093	Ots03	171.69
Ot041104_Ots03q	0.0019	Ots03	171.69
Ot041290_Ots03q	0.0118	Ots03	171.69
Ot041876_Ots03q	-0.0076	Ots03	171.69
Ot049217_Ots03q	-0.0087	Ots03	171.69
Ot051072_Ots03q	-0.0103	Ots03	171.69
Ot056024_Ots03q	0.015	Ots03	171.69
Ot038150_Ots04p	-0.0077	Ots04	4.56
Ot048389_Ots04p	-0.0095	Ots04	4.56
Ot051649_Ots04p	0.0022	Ots04	4.56
Ot003361_Ots04p	0.0668	Ots04	6.65
Ot004052_Ots04p	0.0424	Ots04	6.65
Ot006700_Ots04p	-0.0118	Ots04	6.65
Ot008506_Ots04p	-0.0117	Ots04	6.65
Ot009563_Ots04p	0.0396	Ots04	6.65
Ot010833_Ots04p	0.0485	Ots04	6.65
Ot011307_Ots04p	0.002	Ots04	6.65
Ot016610_Ots04p	0.0421	Ots04	6.65
Ot022117_Ots04p	0.0862	Ots04	6.65
Ot024356_Ots04p	0.0032	Ots04	6.65
Ot032557_Ots04p	-0.0106	Ots04	6.65
Ot034375_Ots04p	-0.0082	Ots04	6.65
Ot034762_Ots04p	-0.0135	Ots04	6.65
Ot035614_Ots04p	0.0453	Ots04	6.65
Ot037082_Ots04p	-0.0096	Ots04	6.65
Ot037177_Ots04p	-0.0032	Ots04	6.65
Ot042614_Ots04p	-0.0097	Ots04	6.65
Ot044125_Ots04p	0.0165	Ots04	6.65
Ot047825_Ots04p	-0.0056	Ots04	6.65
Ot049343_Ots04p	-0.0084	Ots04	6.65
Ot050697_Ots04p	0.0093	Ots04	6.65
Ot050909_Ots04p	-0.0042	Ots04	6.65
Ot052506_Ots04p	0.0054	Ots04	6.65
Ot053472_Ots04p	-0.0087	Ots04	6.65
Ot053611_Ots04p	0.0698	Ots04	6.65
Ot054134_Ots04p	0.0597	Ots04	6.65
Ot054583_Ots04p	-0.0063	Ots04	6.65
Ot055529_Ots04p	0.0259	Ots04	6.65
Ot044763_Ots04p	-0.0031	Ots04	6.69
Ot003853_Ots04p	-0.0114	Ots04	7.13
Ot009404_Ots04p	-0.0028	Ots04	7.13
Ot017990_Ots04p	-0.0123	Ots04	7.13
Ot040733_Ots04p	0.0105	Ots04	7.13
Ot051648_Ots04p	0.0438	Ots04	8.69
Ot052897_Ots04p	0.0979	Ots04	8.69
Ot017817_Ots04p	0.054	Ots04	12.09
Ot025171_Ots04p	-0.007	Ots04	12.09
Ot000631_Ots04p	0.0228	Ots04	14.18
Ot016033_Ots04p	0.0197	Ots04	14.18
Ot039573_Ots04p	-0.0072	Ots04	14.18
Ot050039_Ots04p	-0.0032	Ots04	15.93
Ot000156_Ots04p	0.0061	Ots04	16.13
Ot001982_Ots04p	-0.002	Ots04	16.13
Ot003246_Ots04p	-0.0086	Ots04	16.13
Ot005392_Ots04p	-0.0099	Ots04	16.13
Ot008643_Ots04p	-0.0023	Ots04	16.13
Ot011945_Ots04p	-0.0018	Ots04	16.13
Ot020922_Ots04p	-0.0088	Ots04	16.13
Ot022052_Ots04p	-0.0139	Ots04	16.13
Ot022787_Ots04p	0.0142	Ots04	16.13
Ot026658_Ots04p	-0.0092	Ots04	16.13
Ot034322_Ots04p	-0.0101	Ots04	16.13
Ot045260_Ots04p	0.0246	Ots04	16.13
Ot054731_Ots04p	-0.0055	Ots04	16.13
Ot055729_Ots04p	0.008	Ots04	16.13
Ot024446_Ots04p	0.0166	Ots04	16.28
Ot019286_Ots04p	-0.0133	Ots04	18.12
Ot023764_Ots04p	0.0378	Ots04	18.12
Ot041773_Ots04p	-0.0051	Ots04	18.12
Ot002157	0.0166	Ots04	18.120
Ot002157	0.0166	Ots04	18.120
Ot037683_Ots04p	0.0068	Ots04	19.24
Ot004502_Ots04p	-0.0017	Ots04	19.45
Ot051589_Ots04p	-0.0086	Ots04	19.45
Ot011292_Ots04p	-0.0099	Ots04	19.54
Ot015069_Ots04p	0.044	Ots04	19.54
Ot020897_Ots04p	0.0091	Ots04	19.54
Ot042918_Ots04p	0.0111	Ots04	19.54
Ot052047_Ots04p	0.0229	Ots04	19.54
Ot019401_Ots04p	0.0085	Ots04	26.26
Ot023817_Ots04p	-0.0122	Ots04	26.26
Ot000910_Ots04p	-0.008	Ots04	30.62
Ot004790_Ots04p	-0.011	Ots04	30.62
Ot038323_Ots04p	-0.0011	Ots04	30.62
Ot012686_Ots04p	-0.0095	Ots04	32.24
Ot021900_Ots04p	0.0397	Ots04	34.42
Ot003485_Ots04p	-0.0073	Ots04	36.3
Ot051984_Ots04p	0.0016	Ots04	36.3
Ot001503_Ots04p	0.0926	Ots04	38.53
Ot049562_Ots04p	0.1102	Ots04	38.53
Ot054810_Ots04p	-0.0024	Ots04	45.85
Ot003716_Ots04p	-0.0078	Ots04	48.83
Ot007991_Ots04p	-0.0089	Ots04	48.83
Ot001794_Ots04p	0.0038	Ots04	51.68
Ot013571_Ots04p	-0.0065	Ots04	51.68
Ot032525_Ots04p	0.0018	Ots04	51.68
Ot033683_Ots04p	-0.0107	Ots04	51.68
Ot022110_Ots04p	0.0382	Ots04	56.04
Ot026474_Ots04p	0.0032	Ots04	56.04
Ot030038_Ots04p	0.0958	Ots04	56.04
Ot026831_Ots04p	0.0116	Ots04	60.14
Ot039567_Ots04p	-0.0063	Ots04	60.14
Ot034784_Ots04p	0.0262	Ots04	63.43
Ot017794_Ots04p	0.0202	Ots04	64.21
Ot032453_Ots04p	0.086	Ots04	66.3
Ot052686_Ots04p	0.0227	Ots04	66.3
Ot023163_Ots04p	-0.0092	Ots04	67.1
Ot039777_Ots04p	0.0635	Ots04	67.1
Ot012270_Ots04c	-0.0092	Ots04	69.97
Ot007013_Ots04c	-0.007	Ots04	71.11
Ot011634_Ots04c	-0.001	Ots04	76.81
Ot035862_Ots04c	0.0016	Ots04	76.81
Ot040588_Ots04c	0.0066	Ots04	76.81
Ot002977_Ots04c	0.0006	Ots04	78.67
Ot042808_Ots04c	-0.0063	Ots04	78.67
Ot048975_Ots04c	-0.0003	Ots04	78.67
Ot007461_Ots04c	0.0853	Ots04	78.98
Ot002103_Ots04c	-0.0107	Ots04	79.51
Ot029561_Ots04c	-0.0097	Ots04	79.51
Ot047709_Ots04c	0.0269	Ots04	79.51
Ot054427_Ots04c	-0.011	Ots04	79.51
Ot005003_Ots04c	-0.0083	Ots04	80.58
Ot033876_Ots04c	-0.0059	Ots04	82.67
Ot042262_Ots04c	0.0383	Ots04	82.67
Ot002889_Ots04c	-0.0083	Ots04	82.68
Ot016981_Ots04c	0.0203	Ots04	82.68
Ot012359_Ots04c	-0.011	Ots04	82.81
Ot018707_Ots04c	-0.0062	Ots04	82.81
Ot056670_Ots04c	-0.0094	Ots04	84.91
Ot010493_Ots04c	-0.0112	Ots04	87.02
Ot028653_Ots04c	-0.0061	Ots04	87.02
Ot036479_Ots04c	0.0185	Ots04	87.02
Ot037547_Ots04c	0.0504	Ots04	87.02
Ot001826_Ots04c	-0.015	Ots04	90.27
Ot003519_Ots04c	0.0387	Ots04	92.18
Ot032703_Ots04c	-0.0103	Ots04	92.18
Ot042696_Ots04c	-0.002	Ots04	92.18
Ot046798_Ots04c	0.0347	Ots04	92.18
Ot048670_Ots04c	-0.0069	Ots04	92.18
Ot000048_Ots04q	0	Ots04	94.03
Ot034321_Ots04q	0.1194	Ots04	95.4
Ot003302_Ots04q	0.0068	Ots04	104.1
Ot032745_Ots04q	-0.0047	Ots04	104.1
Ot025496_Ots04q	0.0264	Ots04	112.97
Ot025578_Ots04q	-0.0036	Ots04	112.97
Ot044582_Ots04q	0.0132	Ots04	112.97
Ot023666_Ots04q	0.0055	Ots04	118.49
Ot040016_Ots04q	-0.0057	Ots04	118.49
Ot003093_Ots04q	-0.0099	Ots04	128.98
Ot011169_Ots04q	0.0033	Ots04	128.98
Ot011387_Ots04q	-0.0097	Ots04	128.98
Ot028472_Ots04q	-0.0096	Ots04	128.98
Ot034968_Ots04q	0.0294	Ots04	131.16
Ot042045_Ots04q	0.0061	Ots04	131.16
Ot004657_Ots04q	0.0964	Ots04	131.82
Ot045019_Ots04q	0.0279	Ots04	131.82
Ot045703_Ots04q	0.0448	Ots04	131.82
Ot047719_Ots04q	0.0111	Ots04	131.82
Ot023656	0.0059	Ots04	133.46
Ot039857_Ots04q	0.0455	Ots04	137.94
Ot045749_Ots04q	0.0469	Ots04	137.94
Ot045554_Ots04q	0.0236	Ots04	142.73
Ot008872_Ots04q	-0.0057	Ots04	153.9
Ot039944_Ots04q	0.0409	Ots04	162.07
Ot003885_Ots05p	-0.0127	Ots05	0
Ot003962_Ots05p	0.0315	Ots05	0
Ot006235_Ots05p	0.0022	Ots05	0
Ot008518_Ots05p	-0.0152	Ots05	0
Ot010343_Ots05p	0.0124	Ots05	0
Ot017627_Ots05p	-0.0085	Ots05	0
Ot017903_Ots05p	-0.0087	Ots05	0
Ot030430_Ots05p	0.0002	Ots05	0
Ot031261_Ots05p	-0.0052	Ots05	0
Ot032228_Ots05p	0.0172	Ots05	0
Ot032250_Ots05p	0.0551	Ots05	0
Ot039974_Ots05p	-0.0007	Ots05	0
Ot043580_Ots05p	-0.011	Ots05	0
Ot014373_Ots05p	-0.0033	Ots05	0.03
Ot024807_Ots05p	-0.0058	Ots05	0.03
Ot033080_Ots05p	0.0379	Ots05	1.76
Ot041260_Ots05p	-0.0079	Ots05	1.76
Ot008555_Ots05p	-0.0093	Ots05	3.94
Ot019007_Ots05p	0.0146	Ots05	3.94
Ot021322_Ots05p	-0.0105	Ots05	3.94
Ot030127_Ots05p	0.0009	Ots05	3.94
Ot047384_Ots05p	0.0038	Ots05	3.94
Ot030861	0.0061	Ots05	3.940
Ot001324_Ots05p	-0.0063	Ots05	3.96
Ot015379_Ots05p	0.0279	Ots05	3.96
Ot027058_Ots05p	-0.0109	Ots05	3.96
Ot028654_Ots05p	0.0291	Ots05	3.96
Ot031371_Ots05p	0.0005	Ots05	3.96
Ot031548_Ots05p	-0.0065	Ots05	3.96
Ot038758_Ots05p	0.0064	Ots05	3.96
Ot048938_Ots05p	-0.0033	Ots05	3.96
Ot046573	-0.0076	Ots05	3.960
Ot006430_Ots05p	-0.0114	Ots05	4.05
Ot013757_Ots05p	-0.0118	Ots05	4.05
Ot029965_Ots05p	-0.0053	Ots05	4.05
Ot033859	-0.0092	Ots05	5.09
Ot007531_Ots05p	-0.0048	Ots05	6.22
Ot010616_Ots05p	0.0854	Ots05	6.22
Ot018535_Ots05p	-0.0093	Ots05	7.14
Ot011811_Ots05p	0.0367	Ots05	8.44
Ot016920_Ots05p	0.0007	Ots05	8.44
Ot047339_Ots05p	0.0044	Ots05	8.44
Ot003540_Ots05p	0.0021	Ots05	8.45
Ot014717_Ots05p	0.0125	Ots05	8.45
Ot024786_Ots05p	0.1919	Ots05	8.45
Ot007708	-0.0047	Ots05	9.770
Ot007708	-0.0047	Ots05	9.770
Ot022901_Ots05p	-0.0064	Ots05	10.41
Ot039264_Ots05p	-0.0005	Ots05	10.41
Ot028121_Ots05p	-0.0057	Ots05	11.09
Ot035858_Ots05p	0.0061	Ots05	11.09
Ot041188_Ots05p	0.0117	Ots05	11.09
Ot044313_Ots05p	0.0155	Ots05	11.09
Ot054909_Ots05p	-0.0101	Ots05	11.09
Ot055024_Ots05p	0.0135	Ots05	11.09
Ot006320_Ots05p	-0.0101	Ots05	13.07
Ot052980_Ots05p	-0.0082	Ots05	13.07
Ot007713_Ots05p	0.0072	Ots05	14.12
Ot025581_Ots05p	-0.0128	Ots05	14.12
Ot020174_Ots05p	-0.009	Ots05	17.12
Ot037574_Ots05p	-0.0067	Ots05	17.12
Ot047569_Ots05p	-0.0095	Ots05	17.12
Ot028780_Ots05p	-0.0095	Ots05	19.79
Ot047395_Ots05p	-0.0059	Ots05	19.79
Ot047445_Ots05p	-0.0086	Ots05	23.91
Ot023127_Ots05p	0.0309	Ots05	24.32
Ot009936_Ots05p	-0.0084	Ots05	27.74
Ot016677_Ots05p	-0.0027	Ots05	27.74
Ot018716_Ots05p	-0.0062	Ots05	27.74
Ot041564_Ots05p	0.0011	Ots05	27.74
Ot021369_Ots05p	0.0013	Ots05	30.28
Ot038175_Ots05p	0.0149	Ots05	30.28
Ot048828_Ots05p	0.0428	Ots05	30.28
Ot004447	0.0045	Ots05	30.280
Ot012426_Ots05p	0.0429	Ots05	30.73
Ot001868_Ots05p	0.0046	Ots05	34.81
Ot002218_Ots05p	0.0147	Ots05	34.81
Ot036235_Ots05p	0.0169	Ots05	34.81
Ot000796_Ots05p	0.0206	Ots05	37.53
Ot006297_Ots05p	-0.0025	Ots05	37.53
Ot006900_Ots05p	0.0732	Ots05	37.53
Ot012914_Ots05p	0.0326	Ots05	37.53
Ot001425_Ots05p	-0.0083	Ots05	42.95
Ot029147_Ots05c	0.0082	Ots05	49.13
Ot048107_Ots05c	-0.0074	Ots05	49.13
Ot049553_Ots05c	0.0012	Ots05	49.13
Ot054714_Ots05c	0.0644	Ots05	49.13
Ot001809_Ots05c	-0.009	Ots05	50.94
Ot023193_Ots05c	0.0846	Ots05	50.94
Ot013717_Ots05c	-0.0081	Ots05	55.25
Ot037654_Ots05q	-0.0069	Ots05	58.8
Ot038499_Ots05q	0.0012	Ots05	58.8
Ot044626_Ots05q	-0.0069	Ots05	58.8
Ot047533_Ots05q	-0.0091	Ots05	58.8
Ot003806_Ots05q	-0.0099	Ots05	61.14
Ot008999_Ots05q	-0.006	Ots05	63.29
Ot014162_Ots05q	-0.0033	Ots05	63.29
Ot019869_Ots05q	-0.0084	Ots05	63.29
Ot004372_Ots05q	-0.0084	Ots05	65.01
Ot011856_Ots05q	-0.0093	Ots05	65.01
Ot016162_Ots05q	-0.0067	Ots05	65.01
Ot042235_Ots05q	-0.004	Ots05	65.01
Ot036606_Ots05q	-0.0062	Ots05	67.42
Ot007651_Ots05q	-0.0076	Ots05	69.53
Ot039091_Ots05q	-0.0041	Ots05	69.53
Ot013501_Ots05q	-0.0137	Ots05	73.57
Ot026865_Ots05q	-0.0089	Ots05	76.94
Ot027647_Ots05q	0.0017	Ots05	79.54
Ot007949_Ots05q	0.0479	Ots05	80.99
Ot009548_Ots05q	0.0105	Ots05	80.99
Ot009785_Ots05q	0.076	Ots05	80.99
Ot053483_Ots05q	-0.0076	Ots05	80.99
Ot054373_Ots05q	0.0082	Ots05	80.99
Ot011676_Ots05q	-0.0119	Ots05	84.94
Ot046209_Ots05q	0.0021	Ots05	84.94
Ot035115_Ots05q	-0.0031	Ots05	86.46
Ot000074_Ots05q	-0.0093	Ots05	88.8
Ot007867_Ots05q	0.211	Ots05	88.8
Ot034726_Ots05q	0.0142	Ots05	92.09
Ot009817_Ots05q	-0.0067	Ots05	93.42
Ot040665_Ots05q	-0.0123	Ots05	99.72
Ot003932_Ots05q	-0.0057	Ots05	100.91
Ot005603_Ots05q	0.0069	Ots05	101.87
Ot038629_Ots05q	-0.006	Ots05	101.87
Ot042448_Ots05q	0.1091	Ots05	101.87
Ot005248_Ots05q	-0.0105	Ots05	105.29
Ot053230_Ots05q	-0.0096	Ots05	105.29
Ot016430_Ots05q	-0.0109	Ots05	108.49
Ot023468_Ots05q	0.0326	Ots05	108.49
Ot055453_Ots05q	-0.01	Ots05	108.49
Ot018074_Ots05q	-0.004	Ots05	108.69
Ot007737_Ots05q	-0.0016	Ots05	109.25
Ot015692_Ots05q	0.0224	Ots05	109.25
Ot017236_Ots05q	-0.0053	Ots05	109.25
Ot020009_Ots05q	0.0341	Ots05	109.25
Ot024563_Ots05q	0.0222	Ots05	109.25
Ot022255_Ots05q	0.0027	Ots05	110.68
Ot015901_Ots05q	-0.0066	Ots05	115.77
Ot043302_Ots05q	-0.0071	Ots05	115.77
Ot052098_Ots05q	0.0215	Ots05	115.77
Ot024605_Ots05q	0.0513	Ots05	116.92
Ot029748_Ots05q	0.0136	Ots05	116.92
Ot000532_Ots05q	-0.0101	Ots05	121.5
Ot000537_Ots05q	0.0178	Ots05	121.5
Ot001711_Ots05q	0.051	Ots05	121.5
Ot006223_Ots05q	-0.0101	Ots05	121.5
Ot021633_Ots05q	-0.0087	Ots05	121.5
Ot025265_Ots05q	-0.0106	Ots05	121.5
Ot027071_Ots05q	-0.0124	Ots05	121.5
Ot034122_Ots05q	-0.0065	Ots05	121.5
Ot042076_Ots05q	-0.0005	Ots05	121.5
Ot043399_Ots05q	-0.0078	Ots05	121.5
Ot047450_Ots05q	0.0326	Ots05	121.5
Ot052800_Ots05q	-0.0087	Ots05	121.5
Ot054431_Ots05q	-0.0078	Ots05	121.5
Ot055586_Ots05q	-0.0115	Ots05	121.5
Ot024560_Ots05q	0.0271	Ots05	123.59
Ot030229_Ots05q	-0.0066	Ots05	123.59
Ot050582_Ots05q	-0.0101	Ots05	124.03
Ot002355_Ots05q	-0.0003	Ots05	124.1
Ot004058_Ots05q	0.0083	Ots05	124.1
Ot005130_Ots05q	-0.0076	Ots05	124.1
Ot005921_Ots05q	0.0043	Ots05	124.1
Ot018896_Ots05q	0.0248	Ots05	124.1
Ot024327_Ots05q	-0.0096	Ots05	124.1
Ot024652_Ots05q	0.0435	Ots05	124.1
Ot024777_Ots05q	0.0143	Ots05	124.1
Ot026322_Ots05q	-0.0106	Ots05	124.1
Ot028384_Ots05q	-0.0117	Ots05	124.1
Ot042768_Ots05q	-0.0006	Ots05	124.1
Ot044676_Ots05q	-0.0071	Ots05	124.1
Ot051563_Ots05q	0.026	Ots05	124.1
Ot050519_Ots05q	0.0809	Ots05	124.11
Ot003236_Ots05q	-0.006	Ots05	124.49
Ot038269_Ots05q	-0.0114	Ots05	124.49
Ot041459_Ots05q	0.0452	Ots05	124.49
Ot054780_Ots05q	0.0013	Ots05	124.49
Ot051028_Ots05q	-0.0077	Ots05	124.5
Ot024312_Ots05q	-0.0096	Ots05	125.83
Ot000238_Ots05q	0.0148	Ots05	125.84
Ot001022_Ots05q	0.0212	Ots05	125.84
Ot001260_Ots05q	0.0165	Ots05	125.84
Ot003762_Ots05q	-0.0012	Ots05	125.84
Ot003946_Ots05q	-0.005	Ots05	125.84
Ot011948_Ots05q	-0.0115	Ots05	125.84
Ot015547_Ots05q	-0.0088	Ots05	125.84
Ot016718_Ots05q	-0.0005	Ots05	125.84
Ot022896_Ots05q	0.0013	Ots05	125.84
Ot042292_Ots05q	0.0008	Ots05	125.84
Ot040586_Ots06p	-0.0102	Ots06	0
Ot005696_Ots06p	-0.0092	Ots06	5.16
Ot011111_Ots06p	-0.0092	Ots06	5.16
Ot026663_Ots06p	-0.0082	Ots06	5.16
Ot035126_Ots06p	-0.0089	Ots06	5.16
Ot040983_Ots06p	-0.0059	Ots06	5.16
Ot042210_Ots06p	0.0784	Ots06	5.16
Ot000097_Ots06p	-0.0075	Ots06	5.17
Ot001062_Ots06p	-0.0027	Ots06	5.17
Ot002105_Ots06p	0.0125	Ots06	5.17
Ot002225_Ots06p	0.0264	Ots06	5.17
Ot003398_Ots06p	-0.001	Ots06	5.17
Ot004163_Ots06p	0.0312	Ots06	5.17
Ot004262_Ots06p	0.0811	Ots06	5.17
Ot005652_Ots06p	0.0497	Ots06	5.17
Ot006233_Ots06p	0.0521	Ots06	5.17
Ot007543_Ots06p	-0.0102	Ots06	5.17
Ot008519_Ots06p	-0.0105	Ots06	5.17
Ot009956_Ots06p	-0.0102	Ots06	5.17
Ot010452_Ots06p	-0.0101	Ots06	5.17
Ot011337_Ots06p	0.0225	Ots06	5.17
Ot015539_Ots06p	-0.0122	Ots06	5.17
Ot017188_Ots06p	-0.0022	Ots06	5.17
Ot021916_Ots06p	-0.0084	Ots06	5.17
Ot023346_Ots06p	-0.0019	Ots06	5.17
Ot024059_Ots06p	0.0274	Ots06	5.17
Ot026458_Ots06p	0.0296	Ots06	5.17
Ot028032_Ots06p	-0.0068	Ots06	5.17
Ot030900_Ots06p	0.0019	Ots06	5.17
Ot033467_Ots06p	-0.0095	Ots06	5.17
Ot037354_Ots06p	-0.0063	Ots06	5.17
Ot038806_Ots06p	-0.0098	Ots06	5.17
Ot039876_Ots06p	0.0142	Ots06	5.17
Ot040897_Ots06p	-0.0074	Ots06	5.17
Ot042769_Ots06p	-0.012	Ots06	5.17
Ot046263_Ots06p	0.0059	Ots06	5.17
Ot047902_Ots06p	0.0014	Ots06	5.17
Ot049834_Ots06p	-0.0075	Ots06	5.17
Ot050860_Ots06p	-0.0095	Ots06	5.17
Ot051826_Ots06p	-0.0057	Ots06	5.17
Ot052192_Ots06p	0.01	Ots06	5.17
Ot053898_Ots06p	-0.0123	Ots06	5.17
Ot056042_Ots06p	-0.011	Ots06	5.17
Ot000848_Ots06p	0.0169	Ots06	5.18
Ot021726_Ots06p	0.0214	Ots06	5.18
Ot001530_Ots06p	-0.0045	Ots06	6.61
Ot021922_Ots06p	0.0677	Ots06	6.61
Ot036517_Ots06p	-0.0088	Ots06	6.61
Ot052655_Ots06p	-0.0093	Ots06	6.61
Ot054636_Ots06p	-0.0034	Ots06	6.61
Ot015946_Ots06p	-0.0089	Ots06	6.9
Ot044950_Ots06p	0.0082	Ots06	9.07
Ot003602_Ots06p	0.0018	Ots06	9.47
Ot014412_Ots06p	0.0003	Ots06	9.47
Ot051026_Ots06p	0.1308	Ots06	9.47
Ot053109_Ots06p	-0.0006	Ots06	9.47
Ot047295_Ots06p	-0.0084	Ots06	11.13
Ot047814_Ots06p	0.0243	Ots06	11.13
Ot051326_Ots06p	0.0041	Ots06	13.73
Ot038259_Ots06p	0.0578	Ots06	14.31
Ot020725_Ots06p	-0.0118	Ots06	15.39
Ot026965_Ots06p	0.0087	Ots06	15.69
Ot010053_Ots06p	-0.0083	Ots06	16.41
Ot041204_Ots06p	-0.0047	Ots06	16.41
Ot014899_Ots06p	0.0181	Ots06	16.44
Ot003289_Ots06p	-0.01	Ots06	16.48
Ot036772_Ots06p	-0.0109	Ots06	16.48
Ot038267_Ots06p	-0.0073	Ots06	16.48
Ot033462_Ots06p	-0.0079	Ots06	17.88
Ot033680_Ots06p	0.0559	Ots06	17.88
Ot029722_Ots06p	0.0715	Ots06	20.73
Ot050081_Ots06p	-0.0071	Ots06	20.73
Ot003454_Ots06p	0.0559	Ots06	21.48
Ot024454_Ots06p	-0.0047	Ots06	21.48
Ot008218_Ots06p	0.0097	Ots06	24.35
Ot016698_Ots06p	-0.0104	Ots06	24.35
Ot018468_Ots06p	0.0048	Ots06	24.8
Ot022822_Ots06p	-0.0091	Ots06	24.8
Ot023643_Ots06p	-0.0026	Ots06	24.8
Ot018855_Ots06p	-0.0076	Ots06	26.23
Ot025139_Ots06p	0.0355	Ots06	27.88
Ot027678_Ots06p	0.0727	Ots06	30.06
Ot023980_Ots06p	-0.0017	Ots06	31.47
Ot023879_Ots06p	0.0125	Ots06	31.48
Ot012866_Ots06p	-0.0103	Ots06	31.63
Ot028939_Ots06p	0.0033	Ots06	31.63
Ot046552_Ots06p	-0.0015	Ots06	31.63
Ot036160_Ots06p	-0.0057	Ots06	33.06
Ot027545_Ots06p	-0.0015	Ots06	33.54
Ot050880_Ots06p	-0.0088	Ots06	33.54
Ot032157_Ots06p	-0.0099	Ots06	34.09
Ot036982_Ots06p	0.0085	Ots06	35.65
Ot023420_Ots06p	0.0774	Ots06	36.09
Ot002922_Ots06p	-0.007	Ots06	38.27
Ot030411_Ots06p	0.0799	Ots06	38.27
Ot035078_Ots06p	-0.0091	Ots06	38.27
Ot051887_Ots06p	-0.0119	Ots06	38.27
Ot053203_Ots06p	0.038	Ots06	38.27
Ot028070_Ots06p	0.0083	Ots06	45.25
Ot032011_Ots06p	-0.0091	Ots06	45.25
Ot038200_Ots06p	-0.0136	Ots06	45.25
Ot055008_Ots06p	0.0263	Ots06	45.25
Ot002136_Ots06p	-0.0011	Ots06	46.68
Ot032380_Ots06p	0.0433	Ots06	46.68
Ot044119_Ots06p	-0.0094	Ots06	46.68
Ot012335	-0.0045	Ots06	47.403
Ot006327_Ots06p	-0.0042	Ots06	48.12
Ot018096_Ots06p	-0.0105	Ots06	48.12
Ot047078_Ots06p	0.0178	Ots06	48.12
Ot048381_Ots06p	0.0017	Ots06	48.12
Ot037114_Ots06p	0.047	Ots06	51.53
Ot001424_Ots06p	0.0796	Ots06	52.51
Ot007558_Ots06p	-0.0035	Ots06	52.51
Ot018187_Ots06p	-0.0094	Ots06	53.94
Ot053280_Ots06p	-0.0121	Ots06	53.94
Ot029131_Ots06p	0.0048	Ots06	56.31
Ot029270_Ots06c	0.0248	Ots06	56.45
Ot005261_Ots06c	-0.007	Ots06	60.29
Ot028847_Ots06c	-0.0003	Ots06	60.89
Ot004718_Ots06c	0.0114	Ots06	61.33
Ot043647_Ots06c	0.0576	Ots06	61.57
Ot021772_Ots06c	0.05	Ots06	62.54
Ot037828_Ots06c	-0.0098	Ots06	62.54
Ot014685_Ots06c	0.073	Ots06	63.83
Ot004022_Ots06c	-0.0076	Ots06	64.95
Ot004027_Ots06c	-0.01	Ots06	64.95
Ot005662_Ots06c	-0.0037	Ots06	64.95
Ot024544_Ots06c	0.0031	Ots06	64.95
Ot025263_Ots06c	-0.0078	Ots06	64.95
Ot041789_Ots06c	0.0019	Ots06	64.95
Ot047801_Ots06c	0.0092	Ots06	64.95
Ot000175_Ots06c	-0.0003	Ots06	65.94
Ot004983_Ots06c	-0.0078	Ots06	65.94
Ot010443_Ots06c	-0.0043	Ots06	65.94
Ot021359_Ots06c	0.1249	Ots06	65.94
Ot048897_Ots06c	-0.0056	Ots06	65.94
Ot051482_Ots06c	-0.0046	Ots06	65.94
Ot053875_Ots06c	-0.0065	Ots06	65.94
Ot026049_Ots06c	-0.0057	Ots06	66.39
Ot000269_Ots06c	0.018	Ots06	68.58
Ot002789_Ots06c	0.0372	Ots06	68.58
Ot003759_Ots06q	0.0811	Ots06	70.32
Ot000395_Ots06q	0.0536	Ots06	70.91
