Locus	fst	chromosome	c.pos
24665	-0.0014	PCodG	154959514
3887	0.1402	PCodG	154967453
7726	-0.0047	PCodG	155454142
13323	0.0137	PCodG	155702152
25368	0.0112	PCodG	155748965
20867	0.0918	PCodG	155912966
2331	0.0031	PCodG	156491941
9684	0.019	PCodG	156906567
12544	0.0085	PCodG	156983641
9582	-0.007	PCodG	157438261
16968	0.0279	PCodG	157735954
21921	0.0821	PCodG	157736042
23650	0.1603	PCodG	157787018
22783	0.0592	PCodG	157840009
3973	-0.0054	PCodG	158194372
24868	0.0133	PCodG	158208954
23346	0.0256	PCodG	158408537
13547	0.0166	PCodG	158435035
7735	-0.0064	PCodG	158999664
14906	0.04	PCodG	159047316
12288	0.0639	PCodG	159175585
4058	-0.0036	PCodG	159440656
4398	0.1731	PCodG	159686951
23788	0.0593	PCodG	160267223
5232	0.023	PCodG	160532482
1054	0.1097	PCodG	160587539
8805	0.013	PCodG	160676635
5336	0.1166	PCodG	160748328
12069	0.014	PCodG	160926344
4191	-0.0068	PCodG	161429863
23765	0.0214	PCodG	162022311
16839	-0.0054	PCodG	162148622
15407	0.0077	PCodG	162271444
4887	-0.0051	PCodG	162897239
23817	-0.0071	PCodG	163171412
19466	0.0071	PCodG	163297999
5465	0.0194	PCodG	163446358
7391	0.0425	PCodG	163454119
14522	0.077	PCodG	163557874
8057	0.1474	PCodG	163633638
16898	0.1707	PCodG	163704175
16504	0.0139	PCodG	163710820
24663	0.0061	PCodG	163770166
18159	0.0312	PCodG	164174265
7666	0.0201	PCodG	164266757
12220	0.0444	PCodG	164452489
18782	-0.0048	PCodG	164597168
20465	0.0303	PCodG	164635530
14932	-0.0045	PCodG	164691846
4572	0.0026	PCodG	164746243
17898	0.0106	PCodG	164788320
23587	0.0086	PCodG	164857473
20402	0.0001	PCodG	165063719
10435	0.0162	PCodG	165539350
17066	-0.0027	PCodG	165654809
3396	0.0185	PCodG	166003744
16904	0.048	PCodG	166394661
13556	-0.0051	PCodG	166699409
23748	0.0305	PCodG	166699497
4472	0.0477	PCodG	166960004
3957	0.047	PCodG	166976836
23248	-0.0078	PCodG	167304420
23457	-0.0051	PCodG	168476663
9664	-0.0033	PCodG	169050757
13732	0.0254	PCodG	171032082
15536	-0.0068	PCodG	172045330
8890	-0.0056	PCodG	172643291
16410	-0.0103	PCodG	172723580
23190	-0.0043	PCodG	173096348
13652	0.0671	PCodG	173479699
7763	-0.0051	PCodG	173631546
8334	0.1612	PCodG	174198757
6882	0.0897	PCodG	174232115
63	0.012	PCodG	174403914
10210	0.0462	PCodG	175032935
8898	0.0217	PCodG	175165646
17318	-0.0031	PCodG	175313153
17835	0.0117	PCodG	175536824
11760	0.0389	PCodG	175672613
14667	0.0186	PCodG	175691405
3284	0.0367	PCodG	175693340
23562	0.0872	PCodG	175906333
3095	0.005	PCodG	176953912
9434	-0.0039	PCodG	177030431
11576	-0.0019	PCodG	177030519
12578	-0.0042	PCodG	177121662
8100	0.0034	PCodG	177581927
14999	0.0151	PCodG	177582680
7875	0.1429	PCodG	177606100
23986	-0.0059	PCodG	177851570
15934	0.0091	PCodG	177936259
10215	-0.0058	PCodG	177956825
13198	0.0142	PCodG	178131081
25059	0.0782	PCodG	178349402
20885	-0.0069	PCodG	178441722
2520	0.0157	PCodG	178515495
14810	-0.0023	PCodG	178773316
5031	0.0012	PCodG	178882261
2735	0.026	PCodG	179389736
3195	0.011	PCodG	179451298
1555	0.0423	PCodG	179584887
14640	0.1201	PCodG	179699179
23944	-0.0062	PCodG	180536844
1737	0.0236	PCodG	180794101
25567	0.0248	PCodG	180899043
10999	0.0008	PCodG	180923115
14546	-0.0053	PCodG	180985253
22166	-0.0083	PCodG	181008092
10285	-0.0041	PCodG	181048379
24274	0.1134	PCodG	181391026
4637	0.1118	PCodG	181565333
24467	0.0048	PCodG	181607994
21874	0.0579	PCodG	181717513
4660	-0.0056	PCodG	182032444
17141	0.005	PCodG	182300089
7479	0.0176	PCodG	182389666
925	-0.0051	PCodG	182399640
7171	-0.0061	PCodG	182439698
6697	0.0097	PCodG	182456874
18517	-0.0022	PCodG	182711911
17036	-0.0074	PCodG	182756455
14474	0.0218	PCodG	183534774
2069	0.0007	PCodG	183586578
22303	0.1064	PCodG	183647418
22862	-0.0017	PCodG	183755473
23947	0.0146	PCodG	183761621
7458	-0.005	PCodG	183915234
17631	0.0005	PCodG	184048764
18619	-0.0083	PCodG	184337090
8813	0.0246	PCodG	184375569
15473	0.0156	PCodG	184657858
19904	-0.0024	PCodG	184657946
24287	-0.0058	PCodG	184762832
21934	-0.0066	PCodG	184810448
4150	0.0527	PCodG	184944083
24440	0.014	PCodG	184945899
19785	0.1294	PCodG	185818904
21829	0.0031	PCodG	185891850
11943	0.0276	PCodG	186596194
5417	0.0848	PCodG	186793430
13935	0.0716	PCodG	187070129
18796	-0.0052	PCodG	187071612
12962	0.0717	PCodG	187144988
2319	0.0183	PCodG	187150602
15645	0.1764	PCodG	187156688
6534	0.0464	PCodG	187173568
6635	0.0446	PCodG	187200847
12380	0.0462	PCodG	187200935
16164	-0.0063	PCodG	187228783
23908	0.0035	PCodG	187283734
20990	0.0028	PCodG	187284579
20197	0.0196	PCodG	187926469
11768	0.026	PCodG	188143265
11902	0.18	PCodG	188199670
22276	0.0021	PCodG	188493478
11500	0.0416	PCodG	188574510
22937	0.0811	PCodG	189247897
16168	0.014	PCodG	189485280
2830	-0.0068	PCodG	189486121
1490	-0.007	PCodG	189577757
3798	0.0571	PCodG	189614659
21016	-0.0065	PCodG	189661344
11417	0.0175	PCodG	189773093
20163	-0.0081	PCodG	190458636
7604	-0.0052	PCodG	190811021
19632	0.0744	PCodG	191022164
6357	0.1618	PCodG	191383976
17670	0.1534	PCodG	191638111
19046	-0.0061	PCodG	191639175
11886	0.1032	PCodG	192094924
3307	0.0026	PCodG	192326849
23211	0.0499	PCodG	192337369
24833	0.0273	PCodG	192821552
12946	0.0434	PCodG	193074674
8693	-0.007	PCodG	193096201
20753	0.0735	PCodG	193219547
1258	0.0187	PCodG	193335565
11488	-0.0048	PCodG	193368791
11406	0.1366	PCodG	193420529
12394	0.0023	PCodG	193467553
20472	-0.0077	PCodG	193482612
11176	-0.0022	PCodG	193516027
19020	0.0172	PCodG	193524473
16425	0.0127	PCodG	193737013
4514	0.0846	PCodG	193835548
19879	0.0097	PCodG	193855658
12564	0.0238	PCodG	193971085
22430	0.1608	PCodG	194055763
16718	-0.006	PCodG	194119388
25032	0.0125	PCodG	194216449
16834	-0.0057	PCodG	194283694
24680	0.0098	PCodG	194350323
964	-0.0073	PCodG	194371496
7313	-0.0092	PCodG	194371584
1036	-0.0059	PCodG	194779686
19685	0.0012	PCodG	194839928
17993	0.0183	PCodG	195029525
11566	-0.0062	PCodG	195095348
3606	0.2105	PCodG	195334886
21961	0.029	PCodG	195744746
17216	0.0632	PCodG	195779657
20248	0.0762	PCodG	196017881
23402	0.0866	PCodG	196226919
4381	0.026	PCodG	196245901
9667	-0.0006	PCodG	196279099
5739	0.1028	PCodG	196545049
7395	0.013	PCodG	196708990
19372	0.008	PCodG	197068809
7058	0.0375	PCodG	197946107
14421	-0.0057	PCodG	198049543
8103	-0.0075	PCodG	198053529
14153	0.018	PCodG	198524243
200	0.0344	PCodG	198614126
174	0.0541	PCodG	198698709
4596	0.0818	PCodG	199148026
19342	0.0024	PCodG	201129104
17856	0.0448	PCodG	201562780
15973	-0.0057	PCodG	202098242
3193	-0.0066	PCodG	202189792
16186	0.036	PCodG	202327350
23100	-0.001	PCodG	202802040
22626	0.0106	PCodG	202974450
3207	0.0179	PCodG	203035046
12508	0.019	PCodG	203186442
16965	0.0087	PCodG	203198008
16238	-0.0043	PCodG	203198096
20526	0.0188	PCodG	203360148
7046	-0.0025	PCodG	203574576
3244	0.1088	PCodG	203881848
6771	0.3654	PCodG	204099175
820	0.0442	PCodG	204169558
11850	-0.0054	PCodG	204206078
16032	0.3267	PCodG	204248906
21540	0.0087	PCodG	204343177
11257	0.0667	PCodG	204430806
15024	0.0031	PCodG	204457064
8002	-0.0015	PCodG	204479952
21600	-0.0051	PCodG	204557417
5623	-0.0013	PCodG	204625973
7290	0.0101	PCodG	204971305
16803	0.128	PCodG	205454513
19587	0.0249	PCodG	205564974
8803	-0.0015	PCodG	205565062
22900	0.1699	PCodG	205687530
16134	0.0298	PCodG	205692188
14537	0.0895	PCodG	205705719
11132	0.0113	PCodG	205968296
8208	0.0231	PCodG	206143205
15112	0.0124	PCodG	206298804
3373	0.021	PCodG	206353278
10421	0.221	PCodG	206615038
5060	0.0021	PCodG	206976678
16292	0.0054	PCodG	207177629
10844	0.0207	PCodG	207184260
12064	-0.0075	PCodG	207429328
23580	0.0617	PCodG	207511931
1693	-0.0042	PCodG	207630106
18900	0.0008	PCodG	207734177
10431	0.1075	PCodG	207751305
545	-0.002	PCodG	207799835
15748	0.0259	PCodG	207833278
24825	0.0582	PCodG	207990642
4491	0.0679	PCodG	208019458
18628	0.0541	PCodG	208202024
21539	-0.0053	PCodG	208209923
16698	0.0002	PCodG	208282639
4040	0.0421	PCodG	208298840
16165	0.0281	PCodG	208309455
571	0.327	PCodG	208458261
2506	0.0288	PCodG	208682680
7865	0.0046	PCodG	208751318
9679	0.0352	PCodG	208839274
13723	0.0177	PCodG	208891123
17666	0.0515	PCodG	208891211
22563	0.0174	PCodG	209206784
23593	0.0065	PCodG	209211051
16121	0.1022	PCodG	209379836
18615	0.0142	PCodG	209508464
4368	0.0883	PCodG	210131223
23293	0.0004	PCodG	210230659
7501	0.074	PCodG	210514703
256	0.0386	PCodG	210570741
227	-0.007	PCodG	211036962
24384	0.0091	PCodG	211142681
17870	-0.0015	PCodG	211226622
1098	-0.0011	PCodG	211346639
9229	0.162	PCodG	211573745
23395	0.0564	PCodG	211573833
1821	0.0282	PCodG	212027051
20760	-0.0058	PCodG	212496657
3161	0.0488	PCodG	212517088
10061	0.1169	PCodG	213045473
25277	0.1166	PCodG	213168251
5450	0.1343	PCodG	213212594
10951	0.0185	PCodG	213793397
7974	0.045	PCodG	213953489
11420	0.0407	PCodG	214413213
24993	-0.0057	PCodG	214961820
9284	0.0251	PCodG	215100283
943	0.0315	PCodG	215252449
13241	0.0716	PCodG	215400370
11759	0.356	PCodG	215488900
18889	-0.0064	PCodG	215532811
6229	0.0689	PCodG	215770068
7807	0.0005	PCodG	215856460
2234	-0.0032	PCodG	216335493
17392	0.0082	PCodG	216423970
22332	0.0194	PCodG	216484306
16942	-0.0078	PCodG	216501574
9888	0.0194	PCodG	216685397
12521	0.0455	PCodG	216925645
8997	-0.0065	PCodG	217429845
1266	-0.0082	PCodG	218154900
19923	0.018	PCodG	218319998
2851	-0.0053	PCodG	218455031
4317	0.0595	PCodG	218902912
16087	0.1186	PCodG	218917333
13724	-0.0041	PCodG	218950220
18702	-0.0064	PCodG	218950308
373	0.0014	PCodG	219321800
9940	-0.0002	PCodG	219753725
17885	0.0017	PCodG	220398552
16205	0.0182	PCodG	220720001
9419	0.0188	PCodG	221589415
22526	0.0083	PCodG	221712394
23159	0.0594	PCodG	221933682
22824	0.0437	PCodG	222144128
21470	0.0194	PCodG	222148209
4609	0.0167	PCodG	222148297
3197	0.0606	PCodG	222232490
18726	0.0024	PCodG	222516919
7522	-0.0013	PCodG	222784038
2368	0.0187	PCodG	223570792
23592	0.028	PCodG	223586848
15881	0.0179	PCodG	223878324
14342	0.0423	PCodG	224325097
21802	0.0183	PCodG	224792468
7128	0.0023	PCodG	225388070
11018	0.3525	PCodG	225438563
4556	-0.0062	PCodG	226055675
3651	0.1271	PCodG	226055763
18276	-0.0052	PCodG	226077258
12566	0.003	PCodG	226667637
20522	0.0718	PCodG	226690372
10172	0.0427	PCodG	227258617
25269	0.1177	PCodG	227338959
18196	0.0918	PCodG	227760820
21061	0.0844	PCodG	227962849
7151	0.061	PCodG	228404829
20726	0.0987	PCodG	228619888
5685	0.001	PCodG	228678443
25028	0.0025	PCodG	228819015
23354	0.0401	PCodG	228839024
3683	0.0628	PCodG	228863855
8194	0.2861	PCodG	229069992
16637	0.0014	PCodG	229094001
12971	-0.0031	PCodG	229497031
7109	-0.0025	PCodG	229500259
3948	-0.0073	PCodG	229854704
21120	0.1413	PCodG	230331111
12803	-0.0003	PCodG	230472961
15471	0.0526	PCodG	230651323
5011	0.0506	PCodG	230651411
415	-0.005	PCodG	231127358
1047	0.0976	PCodG	231129979
20890	0.0211	PCodG	231236716
19199	-0.0034	PCodG	231236804
21454	0.0569	PCodG	231288582
13813	0.0162	PCodG	231342023
22698	0.1589	PCodG	231622087
14594	-0.0049	PCodG	232012870
20036	0.0827	PCodG	232120715
14042	0.0343	PCodG	232763182
11691	-0.0019	PCodG	232763272
13279	-0.0051	PCodG	233579913
4702	0.0067	PCodG	233632383
7514	-0.0051	PCodG	233645551
15907	0.0171	PCodG	233648290
5853	0.0484	PCodG	234093621
561	0.0293	PCodG	234257091
12713	-0.0068	PCodG	234449491
5174	0.2321	PCodG	234530589
9489	0.0305	PCodG	234604087
12567	0.053	PCodG	234604175
25293	0.0028	PCodG	234604595
5882	0.0216	PCodG	234644742
20798	0.0478	PCodG	234866002
19371	0.0376	PCodG	234872376
9576	0.0675	PCodG	234910707
18401	0.0016	PCodG	235045465
11848	0.0679	PCodG	235324169
23308	0	PCodG	235448265
617	0.0005	PCodG	235480613
18757	-0.0008	PCodG	235480768
22918	0.1338	PCodG	235678060
16806	0.1785	PCodG	235680117
15462	-0.0001	PCodG	235765201
20446	0.0793	PCodG	235855124
17230	-0.0054	PCodG	235950736
7104	0.0831	PCodG	235950824
12017	0.0949	PCodG	236469364
11849	0.0118	PCodG	236747312
23143	0.0748	PCodG	236776354
20265	0.0446	PCodG	236805274
1311	0.0676	PCodG	236805360
9215	-0.0057	PCodG	236990673
22806	-0.0001	PCodG	237054654
11307	0.0088	PCodG	237171551
22092	0.1309	PCodG	237428576
7328	0.2297	PCodG	237479831
24117	0.0195	PCodG	237479919
17185	0.0458	PCodG	237694452
17702	0.0263	PCodG	237702097
21686	0.0505	PCodG	238109162
410	0.0246	PCodG	238109252
7314	0.0885	PCodG	238136310
8322	0.0885	PCodG	238221186
8199	-0.0071	PCodG	238647888
2792	0.0158	PCodG	238801441
12201	0.0687	PCodG	238863752
15311	-0.0076	PCodG	239073662
9668	0.0332	PCodG	239302317
23785	0.0208	PCodG	239317698
7818	0.0201	PCodG	239657727
19083	-0.0017	PCodG	240206027
15650	0.0186	PCodG	240274888
22246	0.1536	PCodG	240302238
13476	-0.0023	PCodG	240306941
14260	0.1475	PCodG	240320472
13129	-0.0036	PCodG	240701255
9611	0.0857	PCodG	240824298
4617	-0.0001	PCodG	241021822
17959	-0.002	PCodG	241052638
1582	-0.0011	PCodG	241123479
4090	0.0059	PCodG	241246858
17001	-0.0038	PCodG	241293810
9980	0.0062	PCodG	241312525
17038	0.0008	PCodG	241312613
16009	0.0174	PCodG	241589869
21118	0.1918	PCodG	241827184
5451	0.0165	PCodG	241835689
22640	-0.0051	PCodG	241835777
9966	-0.0052	PCodG	241856574
22488	0.0218	PCodG	241939275
4960	-0.0024	PCodG	241993802
39	0.0605	PCodG	242065288
17442	-0.0065	PCodG	242207114
8603	0.0034	PCodG	242618279
379	-0.0013	PCodG	242674496
16667	0.0193	PCodG	243445188
7759	0.0007	PCodG	243462795
21239	0.1252	PCodG	243549215
11459	-0.0081	PCodG	243604242
5423	0.0327	PCodG	243605925
9545	0.3951	PCodG	243668451
4459	0.0726	PCodG	243677462
18188	0.0083	PCodG	243997105
13207	0.0058	PCodG	244132740
263	-0.007	PCodG	244160367
3031	-0.0013	PCodG	244208903
12648	0.0124	PCodG	244298556
9082	0.0366	PCodG	244591836
12516	0.0165	PCodG	244621663
13461	-0.007	PCodG	244742250
23178	-0.003	PCodG	245024832
19360	0.0044	PCodG	245828056
5980	0.0034	PCodG	246069836
18319	0.0432	PCodG	246072515
12384	0.2826	PCodG	246581894
20337	0.0135	PCodG	246609103
17912	0.0324	PCodG	247217818
9387	-0.005	PCodG	247638093
23136	-0.008	PCodG	247725446
2895	0.0135	PCodG	247725534
19310	-0.0002	PCodG	247727203
11209	-0.0045	PCodG	247753884
17968	0.0612	PCodG	247753972
20068	0.0747	PCodG	247812081
8124	-0.0087	PCodG	247949728
13163	0.0026	PCodG	248102044
5577	-0.0066	PCodG	248152917
1794	0.0388	PCodG	248326573
19682	0.0442	PCodG	248541832
20117	-0.0016	PCodG	248542404
11638	-0.0046	PCodG	248615465
4226	0.0848	PCodG	248790775
15567	0.0079	PCodG	249268622
9359	0.1451	PCodG	250648983
18050	0.0015	PCodG	250680818
5928	0.0109	PCodG	250935446
5002	0.0035	PCodG	250935534
16612	0.0937	PCodG	251125697
11954	-0.0036	PCodG	251821514
17879	0.0487	PCodG	251858764
6583	0	PCodG	252030954
9252	-0.0027	PCodG	252055429
18111	0.0373	PCodG	252090667
1073	0.0004	PCodG	252168670
17351	-0.0057	PCodG	252210979
18923	0.0758	PCodG	252519506
22771	-0.0037	PCodG	253349654
7781	-0.0074	PCodG	253717374
18248	0.0083	PCodG	253870345
22011	0.0439	PCodG	253872430
4426	0.1041	PCodG	253965490
10260	0.0658	PCodG	254043122
15607	0.0096	PCodG	254131680
25250	-0.0015	PCodG	254194592
21089	-0.0061	PCodG	254304954
10995	-0.0072	PCodG	254946788
6	0.0187	PCodG	255130893
13295	-0.0067	PCodG	255155997
5962	-0.0066	PCodG	255400291
18330	-0.0081	PCodG	255408706
244	0.0096	PCodG	255416499
885	-0.0011	PCodG	255416587
3434	-0.0085	PCodG	255568603
9159	0.0132	PCodG	255769505
10291	-0.0064	PCodG	256113189
10396	0.0059	PCodG	256805674
14287	-0.0003	PCodG	256995266
7214	0.022	PCodG	256996917
4620	0.058	PCodG	257378972
7791	-0.0058	PCodG	257379060
18629	0.0185	PCodG	257584744
21204	0.0857	PCodG	258082426
12584	0.2685	PCodG	258437254
16280	0.0414	PCodG	259197169
4206	-0.0045	PCodG	259358704
3753	-0.0026	PCodG	259426433
22961	-0.0063	PCodG	259483078
10966	0.0485	PCodG	259998542
92	0.0094	PCodG	260061530
12725	-0.0069	PCodG	260385110
21971	-0.0065	PCodG	260432646
8033	0.0028	PCodG	260460954
13125	0.0039	PCodG	260958346
12182	0.059	PCodG	261267899
198	-0.0093	PCodG	262107953
11049	-0.0031	PCodG	262143270
11546	0.0036	PCodG	262218821
20081	0.038	PCodG	262224023
13791	0.0482	PCodG	262263419
3121	-0.0004	PCodG	262423493
9755	0.0225	PCodG	262942652
12945	0.0037	PCodG	263014140
24796	-0.0041	PCodG	263465549
17990	-0.0013	PCodG	263465637
15313	0.0071	PCodG	263778322
23615	-0.004	PCodG	264288195
4083	0.0308	PCodG	264704534
3015	0.0177	PCodG	264729141
8507	0.065	PCodG	264825465
15234	0.07	PCodG	264825553
15009	-0.0008	PCodG	265228884
10015	0.0073	PCodG	265375997
8525	0.1517	PCodG	265932603
4251	-0.0052	PCodG	266203738
8597	0.0469	PCodG	266368570
14526	0.056	PCodG	266368658
11895	-0.0075	PCodG	266442549
1907	0.0825	PCodG	266664382
19023	0.1022	PCodG	266664470
11319	0.0158	PCodG	266843741
13301	0.1718	PCodG	266912678
4171	-0.0034	PCodG	267109331
25620	-0.0017	PCodG	267255987
17760	0.0041	PCodG	267661064
16422	0.0246	PCodG	268005151
24307	0.0704	PCodG	268065409
15002	0.0954	PCodG	268159689
18366	0.0118	PCodG	268159777
9538	0.0686	PCodG	268417084
20945	0.0699	PCodG	268932242
20920	0.083	PCodG	268970169
9452	0.0258	PCodG	268983317
7879	0.1784	PCodG	269033454
16245	-0.0044	PCodG	269330783
3248	0.0776	PCodG	269587104
10580	-0.0051	PCodG	269717554
19564	0.0195	PCodG	269911374
1872	0.0782	PCodG	270798090
19088	0.1051	PCodG	271051031
2558	0.0202	PCodG	271586315
4958	-0.0039	PCodG	271673407
11081	0.0184	PCodG	271687616
7913	-0.0039	PCodG	271974091
8486	0.0021	PCodG	272092182
11	-0.0034	PCodG	272444707
2705	0.0151	PCodG	272444795
25444	0.2053	PCodG	272563307
6033	-0.0001	PCodG	272843537
23146	0.0681	PCodG	272995942
716	0.0752	PCodG	273085728
8798	0.0711	PCodG	273758898
16791	0.019	PCodG	274705528
13036	0.0084	PCodG	275060510
12107	-0.0071	PCodG	275469123
21313	-0.0059	PCodG	275722650
1027	0.0764	PCodG	275750269
12726	0.0416	PCodG	276193011
10068	0.028	PCodG	276508582
5807	0.039	PCodG	276690848
19228	-0.0102	PCodG	276998493
7711	0.023	PCodG	277192370
3258	0.0187	PCodG	277323820
23150	0.0124	PCodG	277333062
11282	0.0207	PCodG	277411071
8526	0.0207	PCodG	277489541
4154	0.0282	PCodG	277489541
18879	0.0394	PCodG	277565598
21335	-0.0019	PCodG	277860959
756	0.016	PCodG	277997547
16270	0.0015	PCodG	278104792
22947	-0.0072	PCodG	278279319
3428	0.0186	PCodG	278351027
10978	0.0301	PCodG	278579272
5966	0.0174	PCodG	278607221
24196	0.0043	PCodG	278702038
18571	0.0009	PCodG	279182543
23094	-0.0008	PCodG	279220057
15060	0.2279	PCodG	279379402
19201	-0.0013	PCodG	279533006
7940	0.1321	PCodG	279805102
11069	-0.0075	PCodG	280074388
3931	-0.0077	PCodG	280165693
18322	0.0001	PCodG	280292185
7929	0.1092	PCodG	280292273
19943	0.1138	PCodG	280302217
21590	0.0884	PCodG	280302735
14760	0.0904	PCodG	280400403
19964	-0.0052	PCodG	280446436
7769	0.1725	PCodG	280508436
15954	0.0996	PCodG	280675523
8196	0.0808	PCodG	280820267
2468	0.0165	PCodG	280913689
4336	0.0334	PCodG	280993478
12889	-0.0057	PCodG	281226491
9158	0.0348	PCodG	281696512
5281	0.0649	PCodG	282376001
12810	0.1208	PCodG	282432017
1547	0.0144	PCodG	282615852
25225	0.0058	PCodG	282993673
752	0.0206	PCodG	283093482
15010	-0.0052	PCodG	283644359
3972	-0.0003	PCodG	283764140
21509	0.014	PCodG	283799025
19037	-0.007	PCodG	283889075
16151	0.0765	PCodG	284078790
19729	0.2292	PCodG	284569495
13895	0.0404	PCodG	284640453
22145	-0.0033	PCodG	284683824
18762	0.0253	PCodG	284760717
25638	0.033	PCodG	284766229
4344	0.0055	PCodG	284790454
12254	-0.0065	PCodG	284933518
20796	0.0395	PCodG	285044200
4956	0.0682	PCodG	285360320
8192	0.0404	PCodG	285421120
5541	-0.0051	PCodG	285481107
3155	0.0436	PCodG	285481195
10886	0.1008	PCodG	285570944
15114	0.0179	PCodG	285993633
7942	0.0861	PCodG	286107749
9205	0.0036	PCodG	286107837
17087	-0.0043	PCodG	286236564
23927	-0.007	PCodG	286262686
9585	0.023	PCodG	286309892
6797	-0.0038	PCodG	286466796
6890	-0.0092	PCodG	286650722
21789	0.0022	PCodG	286717469
8536	0.0405	PCodG	286745705
4834	0.0393	PCodG	286928650
24071	0.1285	PCodG	286971168
4188	0.0309	PCodG	286997728
5337	-0.0044	PCodG	287344883
9203	0.0027	PCodG	287381496
24226	0.072	PCodG	288018287
5984	0.0297	PCodG	288244844
13355	0.043	PCodG	288246406
23168	-0.0009	PCodG	288490097
15855	-0.0001	PCodG	288685683
719	0.0166	PCodG	289265833
20923	0.0004	PCodG	289338398
2225	0.1279	PCodG	289365587
19475	0.1443	PCodG	289652311
2604	0.0558	PCodG	289685718
16257	0.0187	PCodG	290012410
13598	0.0672	PCodG	290679948
19263	0.01	PCodG	290843834
17726	0.0001	PCodG	291093433
23486	0.009	PCodG	291135859
21360	0.0959	PCodG	291689741
10828	0.0591	PCodG	291690844
25416	0.0854	PCodG	291745162
11019	0.061	PCodG	291950823
1963	-0.008	PCodG	291950911
8493	0.0426	PCodG	291978672
8641	0.0062	PCodG	292150287
13052	0.0207	PCodG	293317259
20140	0.2454	PCodG	293317347
4837	-0.0079	PCodG	293434013
1978	0.1124	PCodG	293465642
3266	-0.0048	PCodG	293665099
25284	0.037	PCodG	293682899
9191	0.0011	PCodG	293755948
19830	0.0004	PCodG	293812486
6729	0.0816	PCodG	294285349
1519	0.0197	PCodG	294383296
19784	0.3254	PCodG	294454879
15354	0.0659	PCodG	294697953
2071	0.0137	PCodG	294828290
7028	0.0394	PCodG	294925261
24168	0.0241	PCodG	294953909
14360	0.0025	PCodG	294960746
6458	0.0241	PCodG	294963576
24941	-0.0047	PCodG	295193411
12994	0.0258	PCodG	295394889
11482	0.1128	PCodG	295529928
2153	0.0165	PCodG	295642889
20249	0.2359	PCodG	295924473
6051	0.0635	PCodG	295964229
9691	-0.0032	PCodG	296127157
14020	0.0347	PCodG	296134498
12493	0.0549	PCodG	296360510
21866	0.0005	PCodG	296360598
22851	-0.0065	PCodG	296810100
8152	0.0049	PCodG	296875685
5464	0.0044	PCodG	296956628
20666	-0.0063	PCodG	297164065
3039	0.0401	PCodG	297272213
19641	0.0303	PCodG	297285119
3756	-0.0038	PCodG	297338296
18250	-0.0063	PCodG	297505829
8135	-0.0071	PCodG	297600275
19035	0.0147	PCodG	298537579
5614	0.0003	PCodG	298678483
1655	0.0622	PCodG	299142305
6158	0.0893	PCodG	299142851
17644	-0.0071	PCodG	299302256
10188	-0.0063	PCodG	299343936
22637	-0.0053	PCodG	299347244
20351	0.0321	PCodG	299382020
15829	0.0544	PCodG	299498944
19014	0.0038	PCodG	299512092
2922	0.0982	PCodG	299640829
11912	0.0211	PCodG	299934248
5572	0.008	PCodG	299982472
7749	-0.0078	PCodG	300056814
11210	0.0089	PCodG	300081600
5042	-0.0019	PCodG	300204472
7755	0.0236	PCodG	300673564
1157	-0.0056	PCodG	301063684
53	0.0252	PCodG	301110599
23448	0.0141	PCodG	301110687
23014	0.001	PCodG	301361505
25289	-0.0036	PCodG	301383935
15052	-0.0008	PCodG	301438751
9251	0.0125	PCodG	301511974
21807	0.0517	PCodG	301602687
8670	0.0112	PCodG	302000574
4361	0.0777	PCodG	302030694
1473	0.0195	PCodG	302068424
6377	-0.0076	PCodG	302098979
13880	0.0061	PCodG	302115310
5	0.1575	PCodG	302131607
23093	0.0083	PCodG	302158994
11535	0.1122	PCodG	302640583
9213	-0.0051	PCodG	302717995
12431	0.0445	PCodG	302732499
15756	0.0049	PCodG	302808519
8190	-0.0071	PCodG	302950753
14545	0.1047	PCodG	303057289
6606	0.0511	PCodG	303202388
24987	0.266	PCodG	303202552
20263	-0.0049	PCodG	303842474
18166	0.003	PCodG	304380305
10813	0.0579	PCodG	305152175
13841	-0.0035	PCodG	306973892
25214	-0.005	PCodG	307048084
7431	0.0044	PCodG	307139446
8055	0.1241	PCodG	307153150
10497	0.0002	PCodG	307368009
4473	0.1181	PCodG	307822570
21073	0.0093	PCodG	307881936
24003	-0.005	PCodG	307882024
780	0.009	PCodG	308026366
16343	0.0365	PCodG	308110852
5118	0.0085	PCodG	308111351
12852	0.2334	PCodG	308332799
4568	0.0065	PCodG	308591847
4740	0.0902	PCodG	308621911
10263	0.1511	PCodG	309042371
11770	0.0409	PCodG	309252624
18840	0.037	PCodG	309374643
15646	0.0109	PCodG	309392004
19174	0.0363	PCodG	309468550
25357	0.0038	PCodG	309587165
17677	0.0241	PCodG	309659514
8168	0.0044	PCodG	309753571
2335	0.0546	PCodG	309838806
20544	0.0675	PCodG	309899585
8064	-0.0033	PCodG	309992903
4092	-0.0004	PCodG	309995472
17582	-0.0029	PCodG	310223362
23467	0.0592	PCodG	310241292
6144	-0.0071	PCodG	310241380
15017	0.0226	PCodG	310262968
5491	0.0514	PCodG	310463298
18015	0.0247	PCodG	310480076
8278	-0.0049	PCodG	310564878
7574	-0.0067	PCodG	310724210
25593	0.0748	PCodG	311282617
3833	0.0025	PCodG	311508848
13458	-0.0077	PCodG	311544807
1474	-0.0029	PCodG	311566392
