Locus	fst	chromosome	c_pos
20425	0.3672	PCodG	123112043
14657	0.0329	PCodG	123112131
2370	0.1706	PCodG	123528599
11059	0.057	PCodG	123588806
23421	0.0144	PCodG	123738715
8098	0.0484	PCodG	123961378
16370	0.0834	PCodG	124258449
592	0.0345	PCodG	124293905
11052	0.0141	PCodG	124792046
12823	0.0025	PCodG	125724080
23990	0.0928	PCodG	125881110
17919	0.0266	PCodG	126049583
17944	0.0019	PCodG	126192583
18906	0.045	PCodG	126194573
24751	0.8091	PCodG	126409728
6807	0.0381	PCodG	126532605
22431	0.0802	PCodG	126681907
4471	0.0029	PCodG	126820739
4761	0.0251	PCodG	126837664
7345	0.0384	PCodG	126854513
8048	0.7028	PCodG	126900408
15308	0.0725	PCodG	126946280
20232	0.2333	PCodG	127148313
109	0.1495	PCodG	127150787
13066	0.0196	PCodG	127293795
1968	0.0265	PCodG	127295457
15086	0.0094	PCodG	127340219
25641	0.0377	PCodG	127472335
2810	0.0463	PCodG	127589333
17328	0.06	PCodG	127617112
16580	0.0294	PCodG	127691286
18979	0.3002	PCodG	127739638
18355	0.0905	PCodG	127753513
17737	0.0787	PCodG	127753602
2046	0.1384	PCodG	127804469
6292	0.0392	PCodG	127829434
10648	0.0033	PCodG	127879802
4644	0.1012	PCodG	127907886
4878	0.0742	PCodG	128001873
8027	0.0534	PCodG	128096484
15382	0.0824	PCodG	128161440
24504	-0.0048	PCodG	128202298
22739	0.0673	PCodG	128248230
12670	0.4308	PCodG	128265819
10882	0.0185	PCodG	128283388
18925	0.0926	PCodG	128377943
17683	0.0162	PCodG	128650998
9280	0.0224	PCodG	128710158
20042	-0.0025	PCodG	129214291
24009	0.0729	PCodG	129350613
13081	0.3784	PCodG	129557306
11687	0.0856	PCodG	129653214
10965	0.041	PCodG	129719988
21649	0.0817	PCodG	129769488
4818	0.2997	PCodG	129997482
15300	0.0373	PCodG	130255653
3952	0.0199	PCodG	130492422
7494	0.0362	PCodG	130601972
20381	0.0161	PCodG	130641770
19118	0.0167	PCodG	130676171
19867	0.0481	PCodG	130676259
23500	0.014	PCodG	130728683
17629	0.0291	PCodG	130728929
19165	0.0206	PCodG	130729017
24409	0.0176	PCodG	130905470
20144	0.07	PCodG	131015975
13979	0.0752	PCodG	131021582
13846	0.0621	PCodG	131025514
12291	0.0279	PCodG	131025602
4162	0.1458	PCodG	131406625
13010	0.0414	PCodG	131697970
14596	0.0077	PCodG	132789916
21290	0.5901	PCodG	132794799
14762	0.0512	PCodG	132976617
11483	0.1234	PCodG	133183335
16697	0.0204	PCodG	133203961
10838	0.0201	PCodG	133837084
12337	0.0402	PCodG	133898311
20929	0.1842	PCodG	133898399
3585	0.1625	PCodG	133913426
11738	0.1197	PCodG	133932121
20573	0.0269	PCodG	134388226
8842	0.0498	PCodG	134469632
17363	-0.0075	PCodG	134492523
16695	0.0722	PCodG	134543986
25170	0.7239	PCodG	134576744
10153	0.0355	PCodG	134580714
9461	0.3326	PCodG	134660015
23233	0.6204	PCodG	134660103
1454	0.0243	PCodG	134814784
982	0.0292	PCodG	135060896
3728	0.0508	PCodG	135156499
17779	0.0748	PCodG	135262869
5427	0.0311	PCodG	135354718
1961	0.0761	PCodG	135373884
6944	0.3374	PCodG	135378845
22737	0.0695	PCodG	135423910
3057	0.1045	PCodG	135544449
15494	0.0574	PCodG	135594554
19937	0.1663	PCodG	135612065
24920	0.0204	PCodG	135773617
10276	0.0682	PCodG	135854584
5738	0.0254	PCodG	135934670
2934	-0.0029	PCodG	135989127
23313	0.0413	PCodG	136124858
4646	0.1136	PCodG	136358365
4255	0.0803	PCodG	136388364
19856	0.0842	PCodG	136482045
13631	0.0508	PCodG	136503363
5775	0.0535	PCodG	136532121
534	0.0033	PCodG	136724791
10849	0.0264	PCodG	136769209
13168	0.0369	PCodG	136819964
24990	0.0258	PCodG	136821588
10660	0.0226	PCodG	136831767
22541	0.147	PCodG	136851664
11191	0.1569	PCodG	137051098
5600	0.0378	PCodG	137228044
1962	0.0351	PCodG	137238672
19450	0.1076	PCodG	137465699
297	0.0566	PCodG	137473312
7922	0.0231	PCodG	137570881
24976	0.1467	PCodG	137576476
18694	0.0251	PCodG	137683607
8058	0.0557	PCodG	137731601
20449	0.0084	PCodG	137737082
8231	0.0107	PCodG	137799487
14897	0.0468	PCodG	137824871
9174	0.1124	PCodG	137855060
15212	0.0278	PCodG	137942523
17718	0.0424	PCodG	138110794
11254	0.0015	PCodG	138241426
18637	0.0312	PCodG	138266818
2075	0.0553	PCodG	138269224
5469	0.0268	PCodG	138521539
15139	0.1258	PCodG	138538610
11717	0.0814	PCodG	138655112
8849	0.1216	PCodG	138894650
19522	0.0144	PCodG	138922316
14824	0.0286	PCodG	139118592
24371	0.0378	PCodG	139304383
19408	0.0588	PCodG	139566912
13258	0.2128	PCodG	139920458
15279	0.0109	PCodG	139986155
17738	0.0487	PCodG	140018563
3226	0.296	PCodG	140082263
8820	0.7799	PCodG	140082351
13192	0.0608	PCodG	140371565
4613	0.0386	PCodG	140588195
20744	0.0585	PCodG	140589857
9216	0.5946	PCodG	140780967
20128	0.8681	PCodG	140865480
17934	0.049	PCodG	140866107
17816	0.0053	PCodG	140925825
14626	0.3648	PCodG	140925913
4213	0.029	PCodG	140926698
4727	0.0023	PCodG	141178586
12701	0.0934	PCodG	141342227
9299	0.0574	PCodG	141371818
12123	0.019	PCodG	142264424
7915	0.1206	PCodG	142371071
17347	0.0357	PCodG	142533332
13991	0.0453	PCodG	143384058
14298	0.1104	PCodG	143433955
24966	0.0318	PCodG	143441582
5367	0.0645	PCodG	143441670
24876	0.0356	PCodG	143959422
13627	0.0065	PCodG	144027560
10823	0.0043	PCodG	144066176
20756	0.1028	PCodG	144257032
13286	0.1681	PCodG	144259667
6690	0.4765	PCodG	144290122
19689	0.1273	PCodG	144304879
10386	0.0972	PCodG	144307718
25271	0.0651	PCodG	144335678
14572	0.014	PCodG	144508433
4065	0.0131	PCodG	144698626
10299	0.0208	PCodG	144772365
14955	0.13	PCodG	144778935
23148	0.0439	PCodG	144792983
12963	0.0055	PCodG	144982908
25630	0.0189	PCodG	145175366
6069	-0.0061	PCodG	145785370
19551	0.276	PCodG	145912245
23232	0.01	PCodG	146089546
9967	0.0703	PCodG	146196709
9502	0.2156	PCodG	146261406
6260	0.0518	PCodG	146319235
12746	0.5747	PCodG	146514068
15140	0.0633	PCodG	146514156
3734	0.0057	PCodG	146615082
13308	0.0009	PCodG	146778317
7713	0.0048	PCodG	146917927
13575	0.0858	PCodG	146918015
7870	0.5122	PCodG	146998728
927	0.0051	PCodG	147109770
11563	0.0579	PCodG	147178557
13917	0.437	PCodG	147258596
21453	0.1587	PCodG	147268799
23753	0.0252	PCodG	147290383
15573	0.7891	PCodG	147327067
20091	0.0412	PCodG	147331392
18841	0.1494	PCodG	147345481
12477	0.046	PCodG	147468380
11663	0.0564	PCodG	147475742
1017	0.0043	PCodG	147493436
10177	0.0303	PCodG	147578634
4799	0.0219	PCodG	147590910
5610	0.057	PCodG	147654658
9369	0.0026	PCodG	147738635
14140	0.0574	PCodG	148206207
7144	0.0241	PCodG	148206876
18743	0.2275	PCodG	148381573
20101	0.1646	PCodG	148423641
5576	0.0064	PCodG	148547634
3940	0.6791	PCodG	148555946
16571	0.1386	PCodG	148556034
2522	0.2485	PCodG	148717476
21614	0.2606	PCodG	148717564
954	0.1454	PCodG	148753207
21699	0.0245	PCodG	148932338
926	0.0258	PCodG	149260729
6833	0.1085	PCodG	149291752
6342	0.0422	PCodG	149468683
13537	0.0417	PCodG	149638294
11008	0.1176	PCodG	150151870
5770	0.007	PCodG	150190412
14176	0.0274	PCodG	150293127
22921	0.4468	PCodG	150382307
11065	0.021	PCodG	150391099
19990	0.5063	PCodG	150710398
248	0.0244	PCodG	150757326
21611	0.0106	PCodG	150757414
24028	0.0206	PCodG	151162896
13341	0.5987	PCodG	151242730
15701	0.014	PCodG	151252603
18120	0.0128	PCodG	151258694
13148	0.0951	PCodG	151456010
381	0.3892	PCodG	151579589
11521	0.0346	PCodG	151735571
11092	0.1093	PCodG	152023100
5719	0.019	PCodG	152128437
16166	0.0352	PCodG	152152870
8016	0.0391	PCodG	152204426
15332	0.0126	PCodG	152377204
9135	0.0215	PCodG	152870844
4452	0.0499	PCodG	152986598
8758	0.0496	PCodG	153087102
813	0.07	PCodG	153562670
20021	0.0277	PCodG	153621481
8872	0.0122	PCodG	153628869
6112	0.0108	PCodG	153628957
5077	0.2598	PCodG	153643725
3692	0.033	PCodG	153737556
22020	0.258	PCodG	153918506
8327	0.5736	PCodG	154278141
14593	0.0094	PCodG	154345521
4235	0.0467	PCodG	154959425
24665	0.2931	PCodG	154959514
3887	0.3447	PCodG	154967453
6810	0.0164	PCodG	155334167
6157	0.214	PCodG	155402484
7726	0.0416	PCodG	155454142
13323	0.0135	PCodG	155702152
25368	0.0272	PCodG	155748965
20867	0.0487	PCodG	155912966
2331	0.0167	PCodG	156491941
9684	0.7179	PCodG	156906567
12544	0.0776	PCodG	156983641
6652	0.0114	PCodG	157002976
9582	0.0192	PCodG	157438261
16968	0.3853	PCodG	157735954
21921	0.0496	PCodG	157736042
15615	0.7299	PCodG	157781223
23650	0.9035	PCodG	157787018
22783	0.169	PCodG	157840009
3973	0.3134	PCodG	158194372
24868	0.0166	PCodG	158208954
2885	0.017	PCodG	158284461
23346	0.0084	PCodG	158408537
13547	0.224	PCodG	158435035
7735	0.0073	PCodG	158999664
14906	0.3667	PCodG	159047316
12288	0.0456	PCodG	159175585
733	0.0128	PCodG	159348797
4058	0.0925	PCodG	159440656
4398	0.171	PCodG	159686951
23788	0.208	PCodG	160267223
5232	0.0688	PCodG	160532482
1054	0.6023	PCodG	160587539
8805	0.0378	PCodG	160676635
5336	0.8971	PCodG	160748328
12069	0.0181	PCodG	160926344
4191	0.3441	PCodG	161429863
20705	0.2675	PCodG	161743905
23765	0.0221	PCodG	162022311
16839	0.0369	PCodG	162148622
15407	0.1206	PCodG	162271444
4887	0.023	PCodG	162897239
23817	0.0412	PCodG	163171412
19466	0.0656	PCodG	163297999
5465	0.0597	PCodG	163446358
7391	0.0466	PCodG	163454119
8465	0.0141	PCodG	163454207
14522	0.0557	PCodG	163557874
8057	0.1045	PCodG	163633638
16898	0.6404	PCodG	163704175
16504	0.6827	PCodG	163710820
24663	0.0341	PCodG	163770166
18159	0.0577	PCodG	164174265
7666	0.0013	PCodG	164266757
12220	0.0753	PCodG	164452489
18782	0.0555	PCodG	164597168
20465	0.0239	PCodG	164635530
14932	0.0531	PCodG	164691846
4572	0.0255	PCodG	164746243
17898	0.5747	PCodG	164788320
23587	0.1041	PCodG	164857473
20402	0.0238	PCodG	165063719
10435	0.0303	PCodG	165539350
17066	0.1643	PCodG	165654809
3396	0.5405	PCodG	166003744
16904	0.0199	PCodG	166394661
13556	0.5676	PCodG	166699409
23748	0.0459	PCodG	166699497
4472	0.0875	PCodG	166960004
3957	0.01	PCodG	166976836
23248	0.0249	PCodG	167304420
16573	0.001	PCodG	167786807
23992	0.4226	PCodG	168476177
23457	-0.0038	PCodG	168476663
24940	0.2598	PCodG	168672702
5946	0.014	PCodG	168872288
9664	0.0089	PCodG	169050757
5322	0.0178	PCodG	170949829
13732	0.0539	PCodG	171032082
3049	0.0259	PCodG	171185782
20810	0.1505	PCodG	171185870
15536	0.0533	PCodG	172045330
8890	0.0471	PCodG	172643291
16410	0.0625	PCodG	172723580
6894	0.0201	PCodG	173042131
23190	0.016	PCodG	173096348
13652	0.0813	PCodG	173479699
7763	0.0125	PCodG	173631546
25479	0.0145	PCodG	174019774
8334	0.1385	PCodG	174198757
6882	0.1355	PCodG	174232115
63	0.0229	PCodG	174403914
10210	0.0226	PCodG	175032935
8898	0.1795	PCodG	175165646
11216	0.0063	PCodG	175303284
17318	0.0048	PCodG	175313153
17835	0.9561	PCodG	175536824
11760	0.0655	PCodG	175672613
14667	0.1334	PCodG	175691405
3284	0.1362	PCodG	175693340
23562	0.2478	PCodG	175906333
8191	0.0281	PCodG	176232589
3095	0.0261	PCodG	176953912
9434	0.753	PCodG	177030431
11576	0.0835	PCodG	177030519
12578	0.0478	PCodG	177121662
8100	0.0218	PCodG	177581927
14999	0.004	PCodG	177582680
7875	0.3337	PCodG	177606100
23986	-0.0029	PCodG	177851570
15934	0.5703	PCodG	177936259
10215	0.1678	PCodG	177956825
4137	0.0482	PCodG	177965124
11997	0.0273	PCodG	178066350
13198	0.085	PCodG	178131081
16062	0.0124	PCodG	178229946
25059	0.1291	PCodG	178349402
20885	0.017	PCodG	178441722
23563	0.2356	PCodG	178502623
2520	0.0681	PCodG	178515495
14810	0.796	PCodG	178773316
5031	0.1508	PCodG	178882261
17322	0.0675	PCodG	179379514
2735	0.8982	PCodG	179389736
3195	0.719	PCodG	179451298
22035	0.0142	PCodG	179523435
1555	0.1119	PCodG	179584887
14640	0.07	PCodG	179699179
23944	0.7958	PCodG	180536844
121	0.0285	PCodG	180793076
1737	0.0468	PCodG	180794101
20028	0.0127	PCodG	180840916
25567	0.0066	PCodG	180899043
10999	0.2772	PCodG	180923115
14546	0.3571	PCodG	180985253
22166	0.6267	PCodG	181008092
11149	0.0045	PCodG	181022968
10285	-0.0018	PCodG	181048379
16881	0.0134	PCodG	181295582
24274	0.2241	PCodG	181391026
4637	0.0384	PCodG	181565333
24467	0.7019	PCodG	181607994
21874	0.7393	PCodG	181717513
4660	0.2648	PCodG	182032444
16218	0.0157	PCodG	182222508
17141	0.0194	PCodG	182300089
7479	0.53	PCodG	182389666
925	0.3641	PCodG	182399640
7171	0.0516	PCodG	182439698
6697	0.0834	PCodG	182456874
3324	0.0156	PCodG	182560791
18517	0.1212	PCodG	182711911
17036	0.0661	PCodG	182756455
3111	0.0154	PCodG	183111272
9164	0.0138	PCodG	183145017
14474	-0.0055	PCodG	183534774
2069	0.3122	PCodG	183586578
22303	0.0122	PCodG	183647418
22862	0.0322	PCodG	183755473
23947	0.0361	PCodG	183761621
7458	0.005	PCodG	183915234
17631	0.0092	PCodG	184048764
18619	0.077	PCodG	184337090
8813	0.0832	PCodG	184375569
15473	0.9455	PCodG	184657858
19904	0.0627	PCodG	184657946
24287	0.0059	PCodG	184762832
21934	0.4389	PCodG	184810448
4150	0.0114	PCodG	184944083
24440	0.0199	PCodG	184945899
6298	0.0411	PCodG	185444332
19785	0.0987	PCodG	185818904
21829	0.6249	PCodG	185891850
11943	0.0813	PCodG	186596194
10913	0.1829	PCodG	186620694
5417	0.0365	PCodG	186793430
4856	0.1453	PCodG	186798598
13935	0.2435	PCodG	187070129
18796	0.0006	PCodG	187071612
12962	0.0266	PCodG	187144988
2319	0.3448	PCodG	187150602
15645	0.0778	PCodG	187156688
6534	0.0625	PCodG	187173568
6635	0.0974	PCodG	187200847
12380	0.0881	PCodG	187200935
16164	0.0714	PCodG	187228783
23908	0.1657	PCodG	187283734
20990	0.4109	PCodG	187284579
9800	0.0058	PCodG	187349940
24999	0.0042	PCodG	187350028
22324	0.108	PCodG	187356527
2454	0.0568	PCodG	187747804
20197	0.0288	PCodG	187926469
12303	0.0484	PCodG	188020070
24684	0.025	PCodG	188143177
11768	0.1117	PCodG	188143265
11902	0.0299	PCodG	188199670
22276	0.0346	PCodG	188493478
11500	0.0534	PCodG	188574510
25306	0.0099	PCodG	188715637
22937	0.1284	PCodG	189247897
16168	0.0304	PCodG	189485280
2830	0.071	PCodG	189486121
1490	0.0304	PCodG	189577757
3798	0.1256	PCodG	189614659
21016	0.1916	PCodG	189661344
11417	0.0605	PCodG	189773093
20163	0.0245	PCodG	190458636
11860	0.3373	PCodG	190488046
22729	0.0015	PCodG	190686685
7604	0.0642	PCodG	190811021
19632	0.2907	PCodG	191022164
6357	0.1231	PCodG	191383976
19107	0.1213	PCodG	191413461
24414	0.0344	PCodG	191533316
17670	0.4122	PCodG	191638111
19046	0.0273	PCodG	191639175
11886	0.1186	PCodG	192094924
3307	0.0936	PCodG	192326849
23211	0.1672	PCodG	192337369
24833	0.0303	PCodG	192821552
12299	0.0281	PCodG	193061752
12946	0.2234	PCodG	193074674
8693	0.1501	PCodG	193096201
20753	0.4416	PCodG	193219547
1258	0.0314	PCodG	193335565
11488	-0.0005	PCodG	193368791
11406	0.0788	PCodG	193420529
12394	0.0392	PCodG	193467553
20472	0.2952	PCodG	193482612
11176	0.009	PCodG	193516027
19020	0.024	PCodG	193524473
22989	0.03	PCodG	193561142
16425	0.0281	PCodG	193737013
4514	0.1149	PCodG	193835548
19879	0.0206	PCodG	193855658
21785	0.0284	PCodG	193947570
12564	0.0848	PCodG	193971085
22430	0.2118	PCodG	194055763
16718	0.0819	PCodG	194119388
25032	0.0749	PCodG	194216449
16834	0.2476	PCodG	194283694
24680	0.7157	PCodG	194350323
964	0.7607	PCodG	194371496
7313	0.8831	PCodG	194371584
1036	0.1765	PCodG	194779686
19685	0.0176	PCodG	194839928
17993	0.1168	PCodG	195029525
11566	0.0877	PCodG	195095348
2087	0.0633	PCodG	195095436
21723	0.0723	PCodG	195284308
3606	0.1034	PCodG	195334886
20395	0.1296	PCodG	195707213
21961	0.1675	PCodG	195744746
17216	0.0507	PCodG	195779657
20248	0.0785	PCodG	196017881
19520	0.0691	PCodG	196022398
23402	0.7683	PCodG	196226919
4381	0.2007	PCodG	196245901
9667	0.1302	PCodG	196279099
5739	0.0592	PCodG	196545049
23193	0.0338	PCodG	196648616
7395	0.0075	PCodG	196708990
19372	0.0047	PCodG	197068809
7058	0.2965	PCodG	197946107
14421	0.0653	PCodG	198049543
11126	0.0353	PCodG	198049631
8103	0.2453	PCodG	198053529
17867	-0.002	PCodG	198510638
14153	0.0195	PCodG	198524243
200	0.0974	PCodG	198614126
174	0.0554	PCodG	198698709
4596	0.042	PCodG	199148026
19342	0.0859	PCodG	201129104
17856	0.0423	PCodG	201562780
7466	0.1098	PCodG	201587111
15973	0.0259	PCodG	202098242
3193	0.0972	PCodG	202189792
16186	0.3989	PCodG	202327350
23100	0.0012	PCodG	202802040
24606	0.017	PCodG	202813945
22626	0.1457	PCodG	202974450
3207	0.3582	PCodG	203035046
12508	0.0208	PCodG	203186442
16965	0.0206	PCodG	203198008
16238	0.022	PCodG	203198096
20526	0.2048	PCodG	203360148
7046	0.759	PCodG	203574576
3244	0.0422	PCodG	203881848
17168	0.0415	PCodG	203956398
6771	0.0854	PCodG	204099175
820	0.1478	PCodG	204169558
11850	0.054	PCodG	204206078
16032	0.2593	PCodG	204248906
21540	0.0821	PCodG	204343177
9813	0.0124	PCodG	204358166
11257	0.1355	PCodG	204430806
15024	0.0193	PCodG	204457064
8002	0.0256	PCodG	204479952
10038	0.0077	PCodG	204547768
23980	0.0373	PCodG	204548998
21600	-0.0016	PCodG	204557417
5623	0.1624	PCodG	204625973
7290	0.0211	PCodG	204971305
16803	0.1015	PCodG	205454513
19587	0.3134	PCodG	205564974
8803	0.0363	PCodG	205565062
22900	0.0981	PCodG	205687530
16134	0.0753	PCodG	205692188
14537	0.0811	PCodG	205705719
11132	0.117	PCodG	205968296
8208	0.0428	PCodG	206143205
15112	0.0688	PCodG	206298804
3373	0.0293	PCodG	206353278
10421	0.4273	PCodG	206615038
5844	0.051	PCodG	206943601
5060	0.1273	PCodG	206976678
16292	0.0357	PCodG	207177629
10844	0.1139	PCodG	207184260
12064	0.0047	PCodG	207429328
23580	0.2831	PCodG	207511931
1693	0.1124	PCodG	207630106
5834	0.0622	PCodG	207654629
3960	0.0321	PCodG	207728927
18900	0.0161	PCodG	207734177
10431	0.0562	PCodG	207751305
545	0.081	PCodG	207799835
23076	0.0282	PCodG	207810179
15748	0.9816	PCodG	207833278
20791	0.0189	PCodG	207990196
24825	0.0255	PCodG	207990642
4491	0.3116	PCodG	208019458
15432	0.0207	PCodG	208191123
18628	0.0468	PCodG	208202024
21539	0.1471	PCodG	208209923
4383	0.0121	PCodG	208246119
16698	0.0349	PCodG	208282639
4040	0.0608	PCodG	208298840
16165	0.4921	PCodG	208309455
571	0.0717	PCodG	208458261
2506	0.0279	PCodG	208682680
7865	0.002	PCodG	208751318
9679	0.0741	PCodG	208839274
13723	0.0088	PCodG	208891123
17666	0.0623	PCodG	208891211
20578	0.0844	PCodG	209149940
22563	0.9109	PCodG	209206784
23593	0.0186	PCodG	209211051
2408	0.6879	PCodG	209246794
16121	0.5492	PCodG	209379836
18615	0.8586	PCodG	209508464
10726	0.1112	PCodG	209524406
17267	0.921	PCodG	210011323
14044	0.0926	PCodG	210074241
4368	0.0853	PCodG	210131223
23293	0.0521	PCodG	210230659
1089	0.0145	PCodG	210499025
7501	0.0265	PCodG	210514703
256	0.6727	PCodG	210570741
15568	0.2078	PCodG	210623712
227	0.0734	PCodG	211036962
24384	0.0492	PCodG	211142681
17870	0.9017	PCodG	211226622
1098	0.1364	PCodG	211346639
20530	0.0151	PCodG	211458814
11260	0.0082	PCodG	211557042
9229	0.3092	PCodG	211573745
23395	0.1002	PCodG	211573833
20285	0.0139	PCodG	211593211
6910	0.0156	PCodG	211767822
1821	0.327	PCodG	212027051
13925	0.1612	PCodG	212052546
21531	0.0372	PCodG	212425339
16911	0.0289	PCodG	212425427
20760	0.0295	PCodG	212496657
3161	0.2135	PCodG	212517088
528	0.0666	PCodG	212542340
4891	0.2573	PCodG	212942152
10061	0.5316	PCodG	213045473
25277	0.0484	PCodG	213168251
5450	0.0618	PCodG	213212594
17190	0.0252	PCodG	213212682
10951	0.3543	PCodG	213793397
7974	0.4423	PCodG	213953489
8815	0.0248	PCodG	214053692
11420	0.0828	PCodG	214413213
20270	0.0817	PCodG	214735329
24993	0.0409	PCodG	214961820
9284	0.0828	PCodG	215100283
943	0.0442	PCodG	215252449
5206	0.0579	PCodG	215399345
13241	0.1372	PCodG	215400370
11759	0.9425	PCodG	215488900
18889	0.0075	PCodG	215532811
6229	0.0182	PCodG	215770068
7807	0.4177	PCodG	215856460
18073	0.0204	PCodG	215974811
24415	0.0227	PCodG	216152844
2234	0.0805	PCodG	216335493
17392	0.0131	PCodG	216423970
22332	0.1258	PCodG	216484306
16942	0.0535	PCodG	216501574
9888	0.0241	PCodG	216685397
12521	0.0066	PCodG	216925645
10166	0.0125	PCodG	217044451
8997	0.3065	PCodG	217429845
13738	0.0101	PCodG	217911067
1266	0.0336	PCodG	218154900
19923	0.0367	PCodG	218319998
2851	0.0343	PCodG	218455031
10885	0.0168	PCodG	218860874
4317	0.203	PCodG	218902912
16087	0.0486	PCodG	218917333
13724	0.0589	PCodG	218950220
18702	0.1071	PCodG	218950308
24554	0.0285	PCodG	219150016
373	0.0074	PCodG	219321800
11300	0.0266	PCodG	219625522
9940	0.0131	PCodG	219753725
10392	0.0238	PCodG	219862853
23649	0.1324	PCodG	220327567
17885	0.0224	PCodG	220398552
16205	0.0111	PCodG	220720001
10401	0.006	PCodG	220760774
9419	0.4277	PCodG	221589415
22526	0.7689	PCodG	221712394
23159	0.278	PCodG	221933682
21092	0.0134	PCodG	221962077
22824	0.6547	PCodG	222144128
21470	0.0591	PCodG	222148209
4609	0.3135	PCodG	222148297
3197	0.0732	PCodG	222232490
18726	0.0421	PCodG	222516919
24683	0.2063	PCodG	222736549
7522	0.041	PCodG	222784038
24253	-0.0048	PCodG	222922109
23564	0.0274	PCodG	223104923
17933	0.0325	PCodG	223104925
10991	0.0528	PCodG	223170699
2368	0.2445	PCodG	223570792
23592	0.1418	PCodG	223586848
15881	0.0127	PCodG	223878324
14342	0.037	PCodG	224325097
21802	0.1927	PCodG	224792468
18502	0.0287	PCodG	225123645
7128	0.0477	PCodG	225388070
11018	0.1207	PCodG	225438563
5198	0.0634	PCodG	225576882
708	0.0207	PCodG	225837617
4556	0.041	PCodG	226055675
3651	0.2579	PCodG	226055763
18276	0.1457	PCodG	226077258
17384	0.079	PCodG	226353475
12566	0.0405	PCodG	226667637
20522	0.0374	PCodG	226690372
15806	0.0282	PCodG	226783720
24222	0.1577	PCodG	227015854
10172	0.2556	PCodG	227258617
25269	0.0755	PCodG	227338959
9606	0.0328	PCodG	227620273
3458	0.0162	PCodG	227676983
18196	0.6227	PCodG	227760820
4615	0.0532	PCodG	227853679
21061	0.0537	PCodG	227962849
18186	0.0843	PCodG	228086106
20937	0.0167	PCodG	228277264
3297	0.0592	PCodG	228383677
7151	0.0892	PCodG	228404829
20726	0.0342	PCodG	228619888
5685	0.1115	PCodG	228678443
25028	0.6125	PCodG	228819015
23354	0.0341	PCodG	228839024
3683	0.019	PCodG	228863855
8194	0.9393	PCodG	229069992
16637	0.0164	PCodG	229094001
9077	0.0227	PCodG	229478926
12971	0.051	PCodG	229497031
7109	0.1641	PCodG	229500259
3948	0.1507	PCodG	229854704
5124	0.0254	PCodG	229897151
1504	0.0396	PCodG	230267951
21120	0.2212	PCodG	230331111
12803	0.0369	PCodG	230472961
15471	0.5338	PCodG	230651323
5011	0.5373	PCodG	230651411
6099	0.0292	PCodG	231032723
415	0.2532	PCodG	231127358
1047	0.1586	PCodG	231129979
20890	0.0088	PCodG	231236716
19199	0.0111	PCodG	231236804
21454	0.0959	PCodG	231288582
13813	0.0509	PCodG	231342023
22698	0.0481	PCodG	231622087
7902	0.2953	PCodG	231806529
14594	0.0975	PCodG	232012870
12990	0.0296	PCodG	232076460
20036	0.1745	PCodG	232120715
4146	0.0833	PCodG	232394528
14042	0.0822	PCodG	232763182
11691	0.254	PCodG	232763272
13279	0.037	PCodG	233579913
4702	0.1194	PCodG	233632383
7514	0.0362	PCodG	233645551
15907	0.6105	PCodG	233648290
5853	0.0575	PCodG	234093621
23935	0.032	PCodG	234120960
561	0.0554	PCodG	234257091
12713	0.0125	PCodG	234449491
5174	0.0394	PCodG	234530589
9489	0.0505	PCodG	234604087
12567	0.0629	PCodG	234604175
25293	0.5374	PCodG	234604595
5882	0.1122	PCodG	234644742
20798	0.0391	PCodG	234866002
19371	0.1537	PCodG	234872376
9576	0.1545	PCodG	234910707
18401	0.0742	PCodG	235045465
23924	0.0642	PCodG	235094607
25396	0.0068	PCodG	235197205
11848	0.0395	PCodG	235324169
23308	0.0158	PCodG	235448265
617	0.842	PCodG	235480613
18757	0.0233	PCodG	235480768
22918	0.0833	PCodG	235678060
13940	0.1178	PCodG	235679299
16806	0.1542	PCodG	235680117
2230	0.0127	PCodG	235688493
15462	0.047	PCodG	235765201
20446	0.7885	PCodG	235855124
17230	0.1315	PCodG	235950736
7104	0.0425	PCodG	235950824
12017	0.5039	PCodG	236469364
11849	0.0115	PCodG	236747312
23143	0.0388	PCodG	236776354
20265	0.0387	PCodG	236805274
1311	0.0513	PCodG	236805360
23111	0.0607	PCodG	236982197
9215	0.0072	PCodG	236990673
22806	0.2382	PCodG	237054654
22873	0.0408	PCodG	237171463
11307	0.6268	PCodG	237171551
7465	0.0429	PCodG	237364276
22092	0.03	PCodG	237428576
7328	0.6503	PCodG	237479831
24117	0.0093	PCodG	237479919
17185	0.0309	PCodG	237694452
17702	0.1629	PCodG	237702097
10198	0.2097	PCodG	238023374
21686	0.4807	PCodG	238109162
410	0.1988	PCodG	238109252
7314	0.1992	PCodG	238136310
8322	0.0287	PCodG	238221186
19752	0.0399	PCodG	238336688
8199	0.2063	PCodG	238647888
5930	0.0027	PCodG	238686205
2792	0.0224	PCodG	238801441
17951	0.0118	PCodG	238852406
12201	0.057	PCodG	238863752
17588	0.0366	PCodG	239055436
15311	0.6086	PCodG	239073662
9668	0.11	PCodG	239302317
23785	0.0479	PCodG	239317698
7818	0.1166	PCodG	239657727
19083	0.0342	PCodG	240206027
15650	0.0799	PCodG	240274888
13054	0.1923	PCodG	240276077
22246	0.0246	PCodG	240302238
16967	0.057	PCodG	240306853
13476	0.0228	PCodG	240306941
14260	0.1694	PCodG	240320472
15586	0.1037	PCodG	240372208
