chromosome	position	Fst/Fct	Mean_boostrap	lower_95	upper_95	pvalue	positive	negative	selection
LG06	1001390.26845638	0.0867971426304393	0.119006470654321	0.0227166050860095	0.477275595261837	0.401313682828235	0	0	No
LG06	1160603.53691275	0.0839893601499882	0.134585133464385	0.029032454165035	0.439034385737488	0.323600857727447	0	0	No
LG06	1319816.80536913	0.0870061577483222	0.113620733068475	0.020807777581076	0.536135481586048	0.4245105849492	0	0	No
LG06	1479030.0738255	0.0935008663684008	0.117847425325826	0.0166410879793169	0.507444075300506	0.430103892635604	0	0	No
LG06	1638243.34228188	0.0980517422123431	0.121327388346131	0.0173030920461757	0.483084750926992	0.429700974289665	0	0	No
LG06	1797456.61073826	0.0988915978680112	0.12134856040269	0.0173631570921198	0.484513487585053	0.432012525288822	0	0	No
LG06	1956669.87919463	0.0958770529588375	0.1168104823628	0.0174076723771476	0.527167867027721	0.44047567379052	0	0	No
LG06	2115883.14765101	0.0894552516681917	0.119255707757359	0.0285762924724298	0.53280554778292	0.409584612285275	0	0	No
LG06	2275096.41610738	0.0847342273032343	0.144600548726785	0.0348655986047851	0.388465516389839	0.265298778124249	0	0	No
LG06	2434309.68456376	0.0843194861429203	0.135537640519033	0.0260755543723544	0.427356752859978	0.320540596930175	0	0	No
LG06	2593522.95302013	0.0844916612624379	0.135136366212834	0.0256339169506244	0.427507003925627	0.322695485616903	0	0	No
LG06	2752736.22147651	0.082306723751083	0.136667650914415	0.0294301660619059	0.420815173585216	0.305407600363618	0	0	No
LG06	2911949.48993289	0.0794363168880764	0.143876794262737	0.0398649666553639	0.3772549530007	0.239655731754908	0	0	No
LG06	3071162.75838926	0.0821911805448462	0.151605933334247	0.0523924189420626	0.335581788182531	0.17771318516149	0	0	No
LG06	3230376.02684564	0.10520592881129	0.148543338444319	0.0537278655200403	0.339905615109368	0.284004071684209	0	0	No
LG06	3389589.29530201	0.133659656800118	0.154032891200281	0.0528851700940413	0.32616279456158	0.388137954056932	0	0	No
LG06	3548802.56375839	0.150162874412925	0.154500675627935	0.0554374786218754	0.316829770774741	0.474855174383801	0	0	No
LG06	3708015.83221477	0.143260099956136	0.155003904442446	0.0590279519163456	0.310860726681117	0.429233798531857	0	0	No
LG06	3867229.10067114	0.111285379902939	0.155149416012009	0.0597730442220278	0.306944519482114	0.248668424746916	0	0	No
LG06	4026442.36912752	0.0733360975565183	0.152067496516488	0.0547044855882286	0.332042262672174	0.141387597128407	0	0	No
LG06	4185655.63758389	0.0498115874001446	0.149606641004033	0.0454091996950555	0.352631481154113	0.1132686632083	0	0	No
LG06	4344868.90604027	0.038931126185617	0.145866377555376	0.0372655722450975	0.378045592740949	0.121083590501263	0	0	No
LG06	4504082.17449664	0.0351876607076921	0.131875088803545	0.0336039875935363	0.43314685060991	0.185070976618113	0	0	No
LG06	4663295.44295302	0.0447872576991525	0.126452696122472	0.0330519606443878	0.488743784853692	0.245544203206545	0	0	No
LG06	4822508.7114094	0.085594717425249	0.129030620737151	0.031621770608384	0.440747426992461	0.349581591067294	0	0	No
LG06	4981721.97986577	0.128254402954713	0.126897238001934	0.0328243581818533	0.45670763093522	0.50466644045239	0	0	No
LG06	5140935.24832215	0.145305028327841	0.138027783143423	0.0366589835622995	0.401389828389723	0.529412612405814	0	0	No
LG06	5300148.51677852	0.150717932140333	0.149858099190414	0.0432311179144301	0.356988137318568	0.504115379079498	0	0	No
LG06	5459361.7852349	0.159949513646174	0.151767683530531	0.048126507307664	0.341362500120086	0.541726689815189	0	0	No
LG06	5618575.05369128	0.178242463425504	0.152725014798055	0.0512919261788696	0.33243007919456	0.634405954255918	0	0	No
LG06	5777788.32214765	0.193242883087931	0.153085407704135	0.0538885574406138	0.323817679750276	0.71308810738748	0	0	No
LG06	5937001.59060403	0.193583109782066	0.15317753007956	0.0577682827259264	0.323317420122281	0.718310132621329	0	0	No
LG06	6096214.8590604	0.190129821127352	0.153729767069828	0.0615714520156731	0.313410814867133	0.707434846021314	0	0	No
LG06	6255428.12751678	0.20084867109616	0.155178683038652	0.0661469410444101	0.302730950323224	0.769418892252504	0	0	No
LG06	6414641.39597315	0.20979186767946	0.15691139974417	0.0690765567688906	0.289793713436312	0.821452146133712	0	0	No
LG06	6573854.66442953	0.198825223237958	0.156831423721875	0.0702214369030879	0.286666078839536	0.77336633396322	0	0	No
LG06	6733067.93288591	0.167942904933611	0.157397322487241	0.0680970569699112	0.288075866860108	0.573338009197247	0	0	No
LG06	6892281.20134228	0.126491033204662	0.156020785468815	0.0640713380092515	0.297538998640898	0.313837047979577	0	0	No
LG06	7051494.46979866	0.0886933346290278	0.152514255559082	0.0608051755018347	0.316564957595958	0.171517770412356	0	0	No
LG06	7210707.73825503	0.0796667978180329	0.15221701239913	0.0591571125819749	0.32357701258993	0.148029097974077	0	0	No
LG06	7369921.00671141	0.133548248512308	0.147866168673187	0.055414022279297	0.345191011355014	0.425955663669265	0	0	No
LG06	7529134.27516779	0.206494449246265	0.148830870412617	0.0504431524832938	0.346871493192116	0.767826936016516	0	0	No
LG06	7688347.54362416	0.256752189682065	0.153375939906302	0.050842581561541	0.327780773695567	0.921683999659409	0	0	No
LG06	7847560.81208054	0.281792835216783	0.154402422555929	0.0522141094349121	0.322961284831398	0.963045960622949	0	0	No
LG06	8006774.08053691	0.281679665531194	0.153557883463581	0.0515048755002693	0.327758741563707	0.961072157721852	0	0	No
LG06	8165987.34899329	0.253234883735479	0.150880802008249	0.0514616053557205	0.335769138728359	0.912407692982735	0	0	No
LG06	8325200.61744966	0.194717419417034	0.149759090070052	0.0494003432047757	0.345803840559632	0.716806442594054	0	0	No
LG06	8484413.88590604	0.131478026366064	0.142194612790968	0.0423240982350206	0.378603540718328	0.452950008114501	0	0	No
LG06	8643627.15436242	0.0953298034467886	0.137930920939524	0.0324400844130914	0.415331040262253	0.341510004301974	0	0	No
LG06	8802840.42281879	0.0767792518682034	0.135844561891249	0.0282354401707018	0.42742907415915	0.293436051526692	0	0	No
LG06	8962053.69127517	0.0657685507584056	0.130597966935775	0.0322184182211745	0.438005991462372	0.280385254283992	0	0	No
LG06	9121266.95973154	0.0709836088811998	0.138961562602689	0.0391493744316848	0.410153359822582	0.24436326888333	0	0	No
LG06	9280480.22818792	0.100974551825665	0.143222556553638	0.0379050430794197	0.387109675298249	0.326410720943067	0	0	No
LG06	9439693.4966443	0.132084945627359	0.143607686208153	0.0366057618758532	0.389315336982987	0.451897081160952	0	0	No
LG06	9598906.76510067	0.163964307269189	0.146593680380065	0.0391305995143275	0.37296189693439	0.576433266327762	0	0	No
LG06	9758120.03355705	0.196695344577969	0.149886238440787	0.0424747716939343	0.353727259560799	0.714055335658191	0	0	No
LG06	9917333.30201342	0.218280982758129	0.149448658773332	0.0446079136794923	0.354584807290004	0.796109182502034	0	0	No
LG06	10076546.5704698	0.215819740898079	0.141412518389013	0.0461642852653399	0.372036380592624	0.801289209015522	0	0	No
LG06	10235759.8389262	0.202688800473289	0.150135869438583	0.0467398767117035	0.351355841470134	0.741713058449864	0	0	No
LG06	10394973.1073826	0.201038595304795	0.148043654894602	0.0450584556080418	0.351480236890765	0.741324809132389	0	0	No
LG06	10554186.3758389	0.213428799231526	0.147003697533454	0.0423810701225551	0.36599717431103	0.778402953916788	0	0	No
LG06	10713399.6442953	0.227571871377818	0.149825272927178	0.0422848045425003	0.357132876180253	0.8225929807699	0	0	No
LG06	10872612.9127517	0.223645458314187	0.147716973446224	0.0467778572102478	0.356174658714344	0.821207095433526	0	0	No
LG06	11031826.1812081	0.17752503538709	0.147666268489577	0.0501184671156018	0.351681153854786	0.645586384457514	0	0	No
LG06	11191039.4496644	0.112826406132789	0.150002071219688	0.0466721159912785	0.34523660722174	0.320029044970165	0	0	No
LG06	11350252.7181208	0.0717122898299395	0.149683078178788	0.0416773244599297	0.361127473011969	0.179695529518569	0	0	No
LG06	11509465.9865772	0.0531922396041124	0.149071341395621	0.0387524151601992	0.365727845568995	0.137919483307046	0	0	No
LG06	11668679.2550336	0.0417426318062088	0.145554460674026	0.0384335979051182	0.37897653964682	0.128674946692849	0	0	No
LG06	11827892.5234899	0.0379529156533732	0.143000812264395	0.0413278139279493	0.392739274552861	0.127847694575598	0	1	Yes
LG06	11987105.7919463	0.0470933233197272	0.139101178708483	0.0369112680860686	0.408685170991844	0.1795244629744	0	0	No
LG06	12146319.0604027	0.0607280028201119	0.127244412087187	0.0260770428001564	0.455310147895796	0.288862877122934	0	0	No
LG06	12305532.3288591	0.0709309891536893	0.126417046932114	0.0283546900372846	0.451108584151527	0.319121164782572	0	0	No
LG06	12464745.5973154	0.081608143503855	0.136702633412793	0.0389995336805216	0.399494633997762	0.286101940527615	0	0	No
LG06	12623958.8657718	0.098001676760623	0.152117957630522	0.0470866086110708	0.339942384548121	0.242863314195301	0	0	No
LG06	12783172.1342282	0.111732547049751	0.150629319387899	0.0455154322243062	0.350566458115075	0.316219149632889	0	0	No
LG06	12942385.4026846	0.12661652880662	0.151488881273256	0.044183749964435	0.348399904732762	0.379660578263575	0	0	No
LG06	13101598.6711409	0.148147652632608	0.152848652556155	0.0463156307076887	0.340067875064714	0.47587343886614	0	0	No
LG06	13260811.9395973	0.184557359999491	0.150474132771783	0.0480924741810489	0.341072439878899	0.670452573004668	0	0	No
LG06	13420025.2080537	0.23367977215189	0.144825388104968	0.0427214916055702	0.37431193167293	0.840441339093501	0	0	No
LG06	13579238.4765101	0.274634921689529	0.134565152806626	0.0341643219357924	0.419309205617437	0.90647808121844	0	0	No
LG06	13738451.7449664	0.293061465085401	0.126537901934912	0.0311822287378685	0.444737729157047	0.925036333698806	0	0	No
LG06	13897665.0134228	0.289532608552143	0.14278999153034	0.0340001685398773	0.399476389392193	0.931870148465194	0	0	No
LG06	14056878.2818792	0.283303989829692	0.134863052317945	0.0326925341869759	0.414725364467329	0.920934112728622	0	0	No
LG06	14216091.5503356	0.272658450118154	0.129476705537539	0.0315011573262724	0.430528172490201	0.904012652778339	0	0	No
LG06	14375304.8187919	0.241572220264185	0.141613395066223	0.0347476022982285	0.393833179293662	0.849153269752675	0	0	No
LG06	14534518.0872483	0.194054378089692	0.148640316243718	0.039699281433223	0.366623552544459	0.697754076032209	0	0	No
LG06	14693731.3557047	0.143565018157864	0.14212872671786	0.0414739939638314	0.379541006032156	0.506321937599752	0	0	No
LG06	14852944.6241611	0.100981480010447	0.14671594901339	0.0380716814675622	0.375302848988033	0.306785266552969	0	0	No
LG06	15012157.8926174	0.065501811790241	0.143151966832109	0.0342046755212059	0.387781581005757	0.209350032610284	0	0	No
LG06	15171371.1610738	0.0392036467104688	0.132320884049622	0.0303017283673676	0.427566123900109	0.197706271452445	0	0	No
LG06	15330584.4295302	0.0249553774706705	0.12632191885329	0.0279688062808365	0.461880655513453	0.19628755044197	0	1	Yes
LG06	15489797.6979866	0.0272795752843705	0.127448560228794	0.0244635177424848	0.462125114042606	0.205151478094194	0	0	No
LG06	15649010.966443	0.0730725845300051	0.107749210552654	0.0243115352043879	0.60766319055213	0.407773473929396	0	0	No
LG06	15808224.2348993	0.16452771583757	0.112533779202763	0.022620687838511	0.598949654514676	0.638044183638157	0	0	No
LG06	15967437.5033557	0.260950609759168	0.132420639582381	0.0236639318702748	0.447010473108353	0.864521863370621	0	0	No
LG06	16126650.7718121	0.303419512064206	0.132486161407222	0.0247125405286964	0.436320188231171	0.933177111874759	0	0	No
LG06	16285864.0402685	0.289801652408462	0.127638099296234	0.0249077164580169	0.446897085042919	0.915986091587941	0	0	No
LG06	16445077.3087248	0.257300245370279	0.134918404574958	0.0319936331973424	0.420654577255997	0.874428728126184	0	0	No
LG06	16604290.5771812	0.262578968651351	0.142124227160803	0.0411316110627188	0.387460731074656	0.905531746808711	0	0	No
LG06	16763503.8456376	0.35154641514177	0.145417197014087	0.042403257201674	0.378055309637115	0.990127999542937	0	0	No
LG06	16922717.114094	0.433673686965324	0.149040674020485	0.0399428602825304	0.364253122982814	0.999420070223447	1	0	Yes
LG06	17081930.3825503	0.459707937682599	0.147740092247179	0.042761396924809	0.359334737835871	0.99987871017717	1	0	Yes
LG06	17241143.6510067	0.415955508470694	0.152220650811078	0.048610141973035	0.33656001058224	0.999717057529211	1	0	Yes
LG06	17400356.9194631	0.313404899081877	0.152036794450685	0.0496723094710373	0.334439104327123	0.984290039023108	0	0	No
LG06	17559570.1879195	0.219763769782106	0.146964293679088	0.0427223394962841	0.363606197475909	0.800718061719349	0	0	No
LG06	17718783.4563758	0.175635988269715	0.14465275785539	0.0369368036188464	0.386037023081175	0.628268809414182	0	0	No
LG06	17877996.7248322	0.163170134346689	0.140815044816129	0.0374311409988675	0.388529088196127	0.593200745916768	0	0	No
LG06	18037209.9932886	0.177418962417756	0.145438006794223	0.0416502476296755	0.369955537295632	0.641923984153629	0	0	No
LG06	18196423.261745	0.184676006809441	0.134046465910288	0.0362627188284931	0.412804148250302	0.687796131943144	0	0	No
LG06	18355636.5302013	0.171817261111923	0.136665125766378	0.0315570695574681	0.412515314658772	0.631478612998942	0	0	No
LG06	18514849.7986577	0.149802158451648	0.143372804960676	0.0322063693119838	0.391597874592233	0.526220286696581	0	0	No
LG06	18674063.0671141	0.133974650428259	0.141017709097412	0.0325891465907022	0.39983162215365	0.471679362727651	0	0	No
LG06	18833276.3355705	0.135265535566647	0.134108398229957	0.0303237950703404	0.419684066561376	0.504306910747687	0	0	No
LG06	18992489.6040268	0.154538295743595	0.123860043711556	0.0264376258782009	0.476705464375181	0.598298624677242	0	0	No
LG06	19151702.8724832	0.19328842313051	0.121409631282268	0.0253124697220933	0.539060115053874	0.706054553432675	0	0	No
LG06	19310916.1409396	0.262848826644293	0.119516179632309	0.0285967381689845	0.471751968689493	0.875972537701691	0	0	No
LG06	19470129.409396	0.320103084807196	0.125654834167194	0.0286854325616967	0.514640217110028	0.939753732581486	0	0	No
LG06	19629342.6778523	0.349475409272027	0.135577139232634	0.0308885264225969	0.424291436200603	0.976746610954968	0	0	No
LG06	19788555.9463087	0.374273384193528	0.144289221220444	0.0323007801473985	0.396102348008844	0.990398424562977	0	0	No
LG06	19947769.2147651	0.3881338661077	0.14424788030284	0.0329807347701377	0.390633121709609	0.994240202852274	0	0	No
LG06	20106982.4832215	0.38195386735419	0.143112322898316	0.0327222219345764	0.396246076515045	0.992360641387132	0	0	No
LG06	20266195.7516779	0.353694512379936	0.136342329195307	0.0318297371847646	0.422073065835066	0.980278227304335	0	0	No
LG06	20425409.0201342	0.325986996833028	0.132128670016679	0.0313410457619559	0.4435580070468	0.959815510859635	0	0	No
LG06	20584622.2885906	0.332066778687198	0.119112525136146	0.0264349907396707	0.528152467200967	0.947222327408724	0	0	No
LG06	20743835.557047	0.312456871979524	0.106764061874561	0.0205476025594213	0.578054132789207	0.919531274707995	0	0	No
LG06	20903048.8255034	0.229645237494919	0.116462594983698	0.0226002633238679	0.485387725528345	0.803317879747953	0	0	No
LG06	21062262.0939597	0.143804715652814	0.129596512661264	0.0257355021397742	0.467330081653573	0.547671801562105	0	0	No
LG06	21221475.3624161	0.0992105573593418	0.133329321726413	0.0264338266358104	0.432560512725036	0.380182062077379	0	0	No
LG06	21380688.6308725	0.0952034511028889	0.132165471422696	0.0247605978961946	0.440554151562855	0.374091259355835	0	0	No
LG06	21539901.8993289	0.106039307728631	0.124679114774524	0.0223972553952739	0.460416219790781	0.43965038910912	0	0	No
LG06	21699115.1677852	0.116010219518307	0.122597261032519	0.0228599644797419	0.486265210308849	0.479510485363472	0	0	No
LG06	21858328.4362416	0.100324493607155	0.126126837202769	0.0242757316451976	0.463588276981569	0.415377072142067	0	0	No
LG06	22017541.704698	0.0579552812381469	0.118738110973959	0.0278078684698024	0.554216715072595	0.325761361951199	0	0	No
LG06	22176754.9731544	0.0468328169402885	0.120154726882642	0.0296089804542976	0.516724421492061	0.283394023146267	0	0	No
LG06	22335968.2416107	0.0656533125715391	0.137646606001031	0.0379157474523402	0.401925851757866	0.233774217551216	0	0	No
LG06	22495181.5100671	0.0928347303608197	0.148554492081137	0.0461210474592282	0.353109488363894	0.24785778995289	0	0	No
LG06	22654394.7785235	0.133119756383611	0.152535636232716	0.0505863442689993	0.332166909133468	0.397302463359929	0	0	No
LG06	22813608.0469799	0.188275340779104	0.153650271527191	0.050417833452599	0.324910195761244	0.684343064570319	0	0	No
LG06	22972821.3154362	0.246900551770477	0.153498986835224	0.0498214641058476	0.329639649784526	0.89684406583889	0	0	No
LG06	23132034.5838926	0.281400162323204	0.150235575199737	0.0504845373514097	0.339836431559411	0.956378506701523	0	0	No
LG06	23291247.852349	0.246115981981335	0.150465366674034	0.0507546632641931	0.340401179480951	0.892566583182287	0	0	No
LG06	23450461.1208054	0.15134445252023	0.142226300890694	0.0492909469262186	0.371833988267004	0.541820088544798	0	0	No
LG06	23609674.3892617	0.104834635494291	0.144916252697	0.0466476728409559	0.365037404610041	0.318982922343503	0	0	No
LG06	23768887.6577181	0.115319755399677	0.151794618374949	0.0472602876529234	0.341310724257376	0.319845011674159	0	0	No
LG06	23928100.9261745	0.14516253267556	0.152399461864242	0.0468397979715402	0.33973091982295	0.462860829861108	0	0	No
LG06	24087314.1946309	0.170849150793516	0.151947312507917	0.0449564349932599	0.345613153261177	0.593448368681584	0	0	No
LG06	24246527.4630872	0.182191724194635	0.149913753833097	0.0429742766163919	0.35810614173757	0.649573267864844	0	0	No
LG06	24405740.7315436	0.170948738674026	0.141724334506626	0.0419190191980614	0.388612908215198	0.624307256520303	0	0	No
LG06	24564954	0.143470156027762	0.137921561507174	0.0377979967618387	0.410960196358118	0.522103973549487	0	0	No
LG07	991251	0.107200635097025	0.130976869987525	0.0284456373335894	0.430704704440166	0.415300897880425	0	0	No
LG07	1187050.65100671	0.066342082781932	0.123659457226629	0.0252149609813762	0.524658363060877	0.329383270607702	0	0	No
LG07	1382850.30201342	0.0394839510019151	0.109234076965955	0.017960131255048	0.506840392621859	0.312664929463822	0	0	No
LG07	1578649.95302013	0.029425559472224	0.0904029342301125	0.0108323212284567	0.717826876190654	0.369184575364971	0	0	No
LG07	1774449.60402685	0.0608799762005522	0.0938414308846824	0.0158393369038613	0.714019454758213	0.426649662822159	0	0	No
LG07	1970249.25503356	0.17126073360458	0.126559577681708	0.023108222714162	0.458969499313779	0.644608353232612	0	0	No
LG07	2166048.90604027	0.218839132115287	0.123614285837608	0.024399216308072	0.466129645124256	0.77732736347514	0	0	No
LG07	2361848.55704698	0.197092497851806	0.131856713413821	0.0262840185400882	0.440112896538891	0.715479548993211	0	0	No
LG07	2557648.20805369	0.147585341120948	0.139693884184164	0.0282665517858004	0.412102085770808	0.530144813511513	0	0	No
LG07	2753447.8590604	0.091924885277317	0.129985035903254	0.0262095745788139	0.437419499497891	0.368635123388882	0	0	No
LG07	2949247.51006711	0.0549855834152652	0.113901502534155	0.0204883412429342	0.518660495877411	0.334413343050878	0	0	No
LG07	3145047.16107383	0.0360555886423649	0.0993575332574199	0.01296256573306	0.651235334471024	0.352372355504133	0	0	No
LG07	3340846.81208054	0.0294430024942943	0.0878533172922902	0.00811581026920326	0.739126757238227	0.378453924903563	0	0	No
LG07	3536646.46308725	0.0267	0.0637	5e-04	0.8585	0.434419825208829	0	0	No
LG07	3732446.11409396	NA	NA	NA	NA	NA	NA	NA	NA
LG07	3928245.76510067	NA	NA	NA	NA	NA	NA	NA	NA
LG07	4124045.41610738	0.033	0.0637	5e-04	0.8605	0.445713802200625	0	0	No
LG07	4319845.06711409	0.0619237637000232	0.107394939715653	0.0180891435220997	0.573095336649637	0.379052432937373	0	0	No
LG07	4515644.71812081	0.0721148995780842	0.120472637086859	0.0209326045661208	0.503152067725924	0.357040321385379	0	0	No
LG07	4711444.36912752	0.0846726291192479	0.13085854355882	0.0227107475715552	0.451579676034782	0.348536552404219	0	0	No
LG07	4907244.02013423	0.098228412424319	0.135341565287685	0.0235878437709231	0.432322314325949	0.370265588510751	0	0	No
LG07	5103043.67114094	0.110704656548837	0.13255603083407	0.0234467348259876	0.443289049125735	0.425365854142735	0	0	No
LG07	5298843.32214765	0.119766517515953	0.125282340445497	0.0248764878292088	0.458089644740158	0.481901589794322	0	0	No
LG07	5494642.97315436	0.116733676032055	0.126164448039368	0.0241001742872109	0.464079274214939	0.469135780318298	0	0	No
LG07	5690442.62416107	0.103577203475918	0.0739687476138528	0.00769853636125584	0.809102039494417	0.556748023583037	0	0	No
LG07	5886242.27516779	0.0969111631708387	0.0727502040606725	0.00714798473200759	0.809092435870422	0.546367698166621	0	0	No
LG07	6082041.9261745	0.0835486811439954	0.108873617256504	0.0148293727076749	0.616211989362853	0.435579611636113	0	0	No
LG07	6277841.57718121	0.0632648486020766	0.12141474076625	0.0218431746397042	0.484631573411896	0.326117475616108	0	0	No
LG07	6473641.22818792	0.0557596429038001	0.11907414757134	0.023047229800911	0.479633577579611	0.312480745953069	0	0	No
LG07	6669440.87919463	0.0506716827790452	0.134076018798699	0.0245513931919124	0.434772683745959	0.230474133438959	0	0	No
LG07	6865240.53020134	0.0454814914513926	0.131369389446771	0.0282968477185154	0.438482166303479	0.224099300131784	0	0	No
LG07	7061040.18120805	0.046470394930659	0.130987610797831	0.0285776011793568	0.432544927897634	0.224942969536119	0	0	No
LG07	7256839.83221477	0.0500884340538353	0.132264498297657	0.0256960368690182	0.452742748267278	0.241707445494863	0	0	No
LG07	7452639.48322148	0.0511194154158036	0.120370566922549	0.0270500168943848	0.469192027953096	0.28983184051159	0	0	No
LG07	7648439.13422819	0.0649559193913863	0.135593766202242	0.0308095747036536	0.422210374221193	0.254998005892725	0	0	No
LG07	7844238.7852349	0.0979722901300325	0.136143275944305	0.0302523915787555	0.42274677039809	0.359593026037576	0	0	No
LG07	8040038.43624161	0.117129259703855	0.135205595933711	0.026685508804719	0.426831327571947	0.434752598554986	0	0	No
LG07	8235838.08724832	0.114036156479131	0.130477611283633	0.0245779385391586	0.447656714387934	0.444276951125576	0	0	No
LG07	8431637.73825503	0.0987225196205607	0.130788022567117	0.030490881461935	0.463764996376633	0.390262132960414	0	0	No
LG07	8627437.38926174	0.102289835955732	0.132602166540319	0.0326735635380062	0.439687333071242	0.389800534977935	0	0	No
LG07	8823237.04026846	0.138852828404029	0.134161342889817	0.0310418815879971	0.43460576788119	0.516922023179752	0	0	No
LG07	9019036.69127517	0.181334758907248	0.14132257311728	0.0364981664600865	0.388836061427089	0.661942903202979	0	0	No
LG07	9214836.34228188	0.242848277182495	0.148859189341208	0.043393866752686	0.354319002866804	0.871317782259183	0	0	No
LG07	9410635.99328859	0.283427783089375	0.150409845846138	0.0440247807215209	0.354599236967931	0.946025532879044	0	0	No
LG07	9606435.6442953	0.27189585211061	0.146981220732438	0.0401069172760916	0.373361410848326	0.918087127314806	0	0	No
LG07	9802235.29530201	0.224107219156465	0.144433881587663	0.0352234029970705	0.392932671102673	0.796532139254544	0	0	No
LG07	9998034.94630872	0.148453599486483	0.123628949883326	0.027317323187069	0.480704403260017	0.579910194275769	0	0	No
LG07	10193834.5973154	0.085961458153759	0.100937932703049	0.0227490442918067	0.650672845994489	0.462670021691468	0	0	No
LG07	10389634.2483221	0.164223469862303	0.13105790570937	0.0289968863374838	0.461095770062821	0.613203766240939	0	0	No
LG07	10585433.8993289	0.266644222897088	0.135175223254923	0.0270685779067592	0.431509185346432	0.883095816495387	0	0	No
LG07	10781233.5503356	0.285339377823478	0.135209668241599	0.0272830272469174	0.426256154741068	0.914544503851527	0	0	No
LG07	10977033.2013423	0.271169354822994	0.139431190622183	0.034137589438109	0.399255474524233	0.908541742436724	0	0	No
LG07	11172832.852349	0.223795090701545	0.151221847018447	0.0449259398196638	0.350422989651724	0.812894616449146	0	0	No
LG07	11368632.5033557	0.19181800329124	0.143973039852648	0.0487141768565244	0.364148979482119	0.71410482988612	0	0	No
LG07	11564432.1543624	0.202206429479854	0.152396418345022	0.050034799791956	0.334001638972032	0.745295758237736	0	0	No
LG07	11760231.8053691	0.206102910058876	0.153592785412145	0.0543080069727258	0.323023209117013	0.769771464067505	0	0	No
LG07	11956031.4563758	0.187383553932397	0.154133652003301	0.0561381325087476	0.317586404373672	0.6856316714289	0	0	No
LG07	12151831.1073826	0.177281387367199	0.154194109560495	0.0549131767246436	0.32197144473474	0.628817153822267	0	0	No
LG07	12347630.7583893	0.222657906730731	0.150261118375596	0.0486666492776362	0.346786969685556	0.820479186061872	0	0	No
LG07	12543430.409396	0.323474322535137	0.148040057066759	0.0413917709523833	0.367195411955158	0.97749333439343	0	0	No
LG07	12739230.0604027	0.424918401047143	0.135595568642523	0.0408017963515533	0.403589415455401	0.998202948160005	1	0	Yes
LG07	12935029.7114094	0.457354870664278	0.147375994939277	0.0437509023105597	0.367782741881877	0.99983489634345	1	0	Yes
LG07	13130829.3624161	0.429380103827052	0.145662683362307	0.0389237570704704	0.374080088452667	0.999188388252439	1	0	Yes
LG07	13326629.0134228	0.36953970171362	0.147585598865025	0.0356427173271478	0.373470988134111	0.992476900818588	0	0	No
LG07	13522428.6644295	0.297461679044207	0.145078988633352	0.0333381057448651	0.385419560573073	0.945369222316222	0	0	No
LG07	13718228.3154362	0.234564013859131	0.135767615417992	0.0322787389667088	0.428009089748597	0.8231130088883	0	0	No
LG07	13914027.966443	0.30227780195153	0.133566833286924	0.0347953779054196	0.442522615051982	0.940321669087358	0	0	No
LG07	14109827.6174497	0.513471166426862	0.122484490097374	0.0357301976965637	0.533947571633686	0.999087710998129	0	0	No
LG07	14305627.2684564	0.386601844452153	0.140222139964415	0.0416454349703048	0.410420463218386	0.994721634277733	0	0	No
LG07	14501426.9194631	0.270162233801422	0.152376826515973	0.0496413239924253	0.334385952630598	0.941874171782991	0	0	No
LG07	14697226.5704698	0.227851933806457	0.154214278390101	0.0532718196955755	0.32028865033199	0.853932374183302	0	0	No
LG07	14893026.2214765	0.225954856348324	0.154704974066091	0.0566448193624782	0.313121903179728	0.855450866479893	0	0	No
LG07	15088825.8724832	0.244850209107398	0.154465554408516	0.0587600156218324	0.313207587073158	0.912310754255525	0	0	No
LG07	15284625.5234899	0.32001828897349	0.148651740708548	0.050322965904636	0.346713382785874	0.984688642600777	0	0	No
LG07	15480425.1744966	0.426673257108953	0.142890729721927	0.0403924346401859	0.382997952018034	0.998916306049606	1	0	Yes
LG07	15676224.8255034	0.441638047095813	0.144132734478435	0.0453809986409005	0.370238391313073	0.99966669000867	1	0	Yes
LG07	15872024.4765101	0.321125891437281	0.148130265608956	0.0508310221961538	0.348565900153246	0.986191281579365	0	0	No
LG07	16067824.1275168	0.2465575621028	0.152807103540029	0.0494522099276259	0.336336116872276	0.890954892984745	0	0	No
LG07	16263623.7785235	0.22304535457214	0.153319141064469	0.0495754908772215	0.332505133645893	0.825177565588201	0	0	No
LG07	16459423.4295302	0.196453498116587	0.152691839981177	0.0502352216455838	0.331350433791501	0.721792733922134	0	0	No
LG07	16655223.0805369	0.15073789555099	0.148053336955416	0.048020689587843	0.351550837536929	0.513282583352111	0	0	No
LG07	16851022.7315436	0.0995974467681863	0.14077260145162	0.0416163651062168	0.390983902073063	0.331849630585341	0	0	No
LG07	17046822.3825503	0.0817317547273445	0.137332847138542	0.0402385668287879	0.396811994061707	0.284679097098307	0	0	No
LG07	17242622.033557	0.101152320526546	0.148992182477121	0.0427464262229236	0.358871366375976	0.28567082014042	0	0	No
LG07	17438421.6845638	0.100922410662621	0.147838313873677	0.042123351607661	0.36170740866686	0.291676576808544	0	0	No
LG07	17634221.3355705	0.0823740106114305	0.150432868628375	0.0422997288160212	0.35423305851882	0.207613238456181	0	0	No
LG07	17830020.9865772	0.0727916320032246	0.148149340531781	0.0445798450109348	0.360765421841756	0.184523239548186	0	0	No
LG07	18025820.6375839	0.117212087676402	0.144243540449994	0.0457054404752842	0.366969793918811	0.377029585842923	0	0	No
