locus	p_missing_KOR	p_missing_AK
5563_87	0.855828220859	0.875354107649
5564_46	0.0490797546012	0.883852691218
5570_75	0.0858895705521	0.0594900849858
5572_44	0.358895705521	0.209631728045
5576_30	0.0552147239264	0.325779036827
5577_67	0.0429447852761	0.589235127479
5580_31	0.0552147239264	0.0963172804533
5584_88	0.0368098159509	0.0821529745042
5600_60	0.0368098159509	0.0254957507082
5607_28	0.0490797546012	0.0736543909348
5611_35	0.472392638037	1.0
5614_83	0.0920245398773	0.104815864023
5617_80	0.0521472392638	0.872521246459
5621_70	0.251533742331	1.0
5622_47	0.0368098159509	0.056657223796
5629_49	0.696319018405	0.543909348442
5631_85	0.739263803681	0.325779036827
5637_52	0.058282208589	0.0651558073654
5641_73	0.414110429448	0.787535410765
5650_32	0.21472392638	0.0623229461756
5653_63	0.0644171779141	1.0
5654_86	0.20245398773	1.0
5661_53	0.0306748466258	0.413597733711
5662_61	0.0306748466258	0.042492917847
5668_75	0.242331288344	0.889518413598
5669_82	0.0521472392638	0.0793201133144
5677_89	0.361963190184	0.212464589235
5685_29	0.0460122699387	0.257790368272
5693_28	0.0613496932515	0.354107648725
5697_68	0.0429447852761	0.0594900849858
5699_38	0.0368098159509	0.014164305949
5700_68	0.0368098159509	0.028328611898
5702_30	0.763803680982	1.0
5705_73	0.0736196319018	0.028328611898
5709_34	0.021472392638	0.0339943342776
5719_73	0.0552147239264	0.186968838527
5722_74	0.0736196319018	0.0623229461756
5725_51	0.0337423312883	1.0
5744_43	0.0337423312883	0.028328611898
5750_72	0.021472392638	0.0
5765_82	0.0613496932515	1.0
5772_76	0.352760736196	1.0
5776_51	0.226993865031	0.198300283286
5781_51	0.0705521472393	0.484419263456
5786_63	0.0705521472393	0.0793201133144
5794_89	0.0460122699387	1.0
5797_88	0.0674846625767	0.43059490085
5807_74	0.898773006135	0.71104815864
5825_46	0.21472392638	0.524079320113
5834_83	0.343558282209	0.830028328612
5845_50	0.0644171779141	0.643059490085
5851_35	0.349693251534	0.0878186968839
5860_74	0.328220858896	1.0
5862_90	0.849693251534	0.753541076487
5875_42	0.346625766871	0.0481586402266
5876_48	0.579754601227	1.0
5882_73	0.0460122699387	1.0
5889_84	0.0521472392638	0.592067988669
5892_84	0.803680981595	0.762039660057
5894_88	0.0337423312883	0.0311614730878
5895_90	0.19018404908	1.0
5898_34	0.742331288344	1.0
5906_74	0.058282208589	0.495750708215
5913_82	0.0398773006135	0.0793201133144
5916_91	0.0490797546012	0.694050991501
5919_69	0.211656441718	0.790368271955
5923_40	0.199386503067	0.767705382436
5930_32	0.0981595092025	0.492917847025
5934_61	0.509202453988	1.0
5936_61	0.0674846625767	0.495750708215
5939_35	0.0460122699387	0.0509915014164
5953_55	0.0613496932515	0.223796033994
5973_63	0.0337423312883	0.107648725212
5980_80	0.211656441718	0.679886685552
5986_59	1.0	0.070821529745
5987_76	0.233128834356	0.475920679887
5995_39	0.0306748466258	0.0396600566572
5997_60	0.0460122699387	0.0509915014164
6017_65	0.0889570552147	0.351274787535
6028_37	0.0368098159509	0.0311614730878
6054_91	0.355828220859	0.337110481586
6057_58	0.469325153374	1.0
6060_31	0.383435582822	0.351274787535
6077_57	0.211656441718	0.212464589235
6080_67	0.0306748466258	0.478753541076
6081_81	0.665644171779	0.070821529745
6094_62	0.0521472392638	0.0934844192635
6101_74	0.352760736196	0.586402266289
6106_76	0.754601226994	1.0
6123_43	0.346625766871	0.609065155807
6126_86	0.38036809816	0.878186968839
6128_71	0.0613496932515	0.0594900849858
6136_79	0.0766871165644	0.294617563739
6139_83	0.644171779141	1.0
6144_80	0.0460122699387	0.0453257790368
6147_55	0.0613496932515	0.609065155807
6153_34	0.0674846625767	1.0
6166_28	0.315950920245	1.0
6182_75	0.601226993865	0.0594900849858
6187_54	0.0490797546012	0.0198300283286
6196_29	0.257668711656	0.0594900849858
6199_75	0.0644171779141	0.592067988669
6213_90	0.751533742331	1.0
6215_53	0.453987730061	1.0
6218_44	0.0920245398773	0.0878186968839
6225_50	0.0368098159509	0.0254957507082
6229_62	0.0674846625767	0.71388101983
6230_59	0.196319018405	0.0226628895184
6232_79	0.217791411043	1.0
6238_68	0.696319018405	0.872521246459
6248_50	0.349693251534	0.886685552408
6252_68	0.058282208589	0.0651558073654
6253_75	0.616564417178	1.0
6260_44	0.0705521472393	0.226628895184
6261_46	0.0122699386503	1.0
6263_82	0.058282208589	0.354107648725
6269_46	0.0644171779141	0.178470254958
6270_85	0.355828220859	0.0849858356941
6279_45	0.346625766871	0.56657223796
6284_39	0.355828220859	1.0
6305_68	0.0398773006135	0.311614730878
6306_73	0.0398773006135	0.101983002833
6314_77	0.0521472392638	0.223796033994
6315_37	0.0552147239264	0.056657223796
6319_49	0.365030674847	0.875354107649
6322_67	0.0705521472393	0.0368271954674
6332_33	0.665644171779	1.0
6351_43	0.205521472393	1.0
6368_55	0.389570552147	0.889518413598
6374_55	0.0429447852761	0.0396600566572
6377_58	0.0736196319018	0.71671388102
6382_85	0.217791411043	0.594900849858
6388_28	0.340490797546	0.654390934844
6390_56	0.0429447852761	0.042492917847
6394_35	0.389570552147	1.0
6399_52	0.361963190184	0.339943342776
6403_41	0.0460122699387	0.070821529745
6408_86	0.205521472393	0.464589235127
6410_35	0.59509202454	0.0906515580737
6417_77	0.343558282209	0.206798866856
6421_66	0.38036809816	1.0
6424_50	0.395705521472	0.371104815864
6425_59	0.343558282209	1.0
6429_61	0.0521472392638	0.192634560907
6432_80	0.352760736196	0.946175637394
6441_39	0.355828220859	0.756373937677
6447_58	0.352760736196	0.351274787535
6460_90	0.211656441718	1.0
6462_74	0.0613496932515	0.237960339943
6470_56	0.355828220859	1.0
6471_55	0.0490797546012	0.705382436261
6480_80	0.349693251534	0.252124645892
6487_77	0.0184049079755	0.0509915014164
6492_83	0.0490797546012	0.0736543909348
6500_75	0.349693251534	0.645892351275
6511_66	0.469325153374	1.0
6518_50	0.901840490798	0.679886685552
6519_37	0.0398773006135	0.104815864023
6520_58	0.0460122699387	0.0623229461756
6526_80	0.0368098159509	0.762039660057
6532_85	0.0644171779141	0.0623229461756
6534_38	0.226993865031	0.532577903683
6558_50	0.757668711656	1.0
6560_44	0.21472392638	0.348441926346
6565_44	0.0613496932515	0.883852691218
6567_50	0.699386503067	0.0821529745042
6570_60	0.0460122699387	0.0481586402266
6594_60	0.438650306748	0.889518413598
6597_84	0.0613496932515	0.198300283286
6606_83	0.0705521472393	0.356940509915
6609_51	0.374233128834	1.0
6617_86	0.0490797546012	0.348441926346
6622_58	0.0490797546012	0.484419263456
6626_53	0.496932515337	1.0
6631_29	0.0674846625767	0.753541076487
6634_28	0.0766871165644	1.0
6640_89	0.478527607362	0.235127478754
6642_74	0.782208588957	1.0
6653_60	0.509202453988	0.339943342776
6667_35	0.395705521472	0.43059490085
6669_50	0.0705521472393	0.878186968839
6670_85	0.0521472392638	0.028328611898
6680_36	0.0153374233129	0.028328611898
6682_33	0.193251533742	0.0509915014164
6687_77	0.0306748466258	0.0453257790368
6693_57	0.0398773006135	0.0339943342776
6695_70	0.644171779141	1.0
6697_67	0.0306748466258	0.339943342776
6713_38	0.205521472393	0.0821529745042
6715_86	0.358895705521	0.0254957507082
6719_74	0.383435582822	1.0
6720_82	0.0398773006135	0.0934844192635
6722_82	0.0368098159509	0.0651558073654
6734_46	0.371165644172	1.0
6737_47	0.193251533742	1.0
6744_53	0.588957055215	1.0
6754_85	0.0245398773006	0.0198300283286
6766_74	0.573619631902	1.0
6768_35	0.0460122699387	0.475920679887
6795_74	0.355828220859	0.345609065156
6797_36	0.0276073619632	0.101983002833
6802_82	0.220858895706	0.889518413598
6804_72	0.0705521472393	1.0
6810_36	0.766871165644	0.773371104816
6814_71	0.211656441718	0.702549575071
6824_88	0.0398773006135	0.328611898017
6826_34	0.751533742331	1.0
6827_82	0.058282208589	1.0
6844_78	0.0552147239264	0.742209631728
6845_39	0.0736196319018	0.0991501416431
6854_31	0.0490797546012	1.0
6871_82	0.0398773006135	0.345609065156
6875_54	0.0521472392638	0.0679886685552
6876_29	0.349693251534	0.226628895184
6878_82	0.0337423312883	0.0169971671388
6881_47	0.358895705521	0.473087818697
6882_55	0.0429447852761	0.0198300283286
6886_55	0.349693251534	1.0
6890_46	0.834355828221	0.110481586402
6910_38	0.0705521472393	0.0538243626062
6913_32	0.0368098159509	0.878186968839
6924_78	0.0306748466258	0.110481586402
6926_32	0.0644171779141	0.104815864023
6928_33	0.0705521472393	0.107648725212
6933_51	0.199386503067	0.195467422096
6962_43	0.226993865031	0.603399433428
6965_67	0.0276073619632	0.71104815864
6978_43	0.935582822086	0.776203966006
6983_53	0.349693251534	0.218130311615
6994_31	0.432515337423	0.218130311615
6997_86	0.48773006135	0.0311614730878
7000_73	0.205521472393	0.368271954674
7017_77	0.0337423312883	0.206798866856
7023_50	0.211656441718	0.883852691218
7024_46	0.696319018405	1.0
7027_81	0.211656441718	0.351274787535
7028_85	0.0276073619632	0.028328611898
7032_50	0.766871165644	1.0
7039_62	0.0552147239264	1.0
7041_88	0.0398773006135	1.0
7045_85	0.0613496932515	0.070821529745
7050_58	0.0828220858896	1.0
7058_31	0.352760736196	0.722379603399
7077_35	0.233128834356	0.215297450425
7083_37	0.828220858896	0.0594900849858
7089_75	0.0552147239264	0.0509915014164
7094_41	0.935582822086	0.215297450425
7109_47	0.19018404908	0.606232294618
7117_67	0.20245398773	0.881019830028
7127_63	0.0276073619632	0.597733711048
7128_68	0.0429447852761	0.0226628895184
7129_73	0.0613496932515	1.0
7142_63	0.0337423312883	0.606232294618
7144_64	0.199386503067	1.0
7151_56	0.0674846625767	1.0
7158_55	0.757668711656	1.0
7163_41	0.0858895705521	0.872521246459
7171_55	0.058282208589	0.648725212465
7176_64	0.368098159509	0.889518413598
7187_83	0.665644171779	0.0821529745042
7193_58	0.0337423312883	0.0453257790368
7195_90	0.365030674847	1.0
7206_46	0.0398773006135	0.240793201133
7219_45	0.0552147239264	0.0736543909348
7220_67	0.0736196319018	1.0
7227_78	0.058282208589	0.192634560907
7239_32	0.0613496932515	0.042492917847
7244_58	0.0460122699387	0.220963172805
7267_90	0.0245398773006	1.0
7271_32	0.0766871165644	0.042492917847
7274_63	0.0429447852761	0.28895184136
7278_71	0.432515337423	1.0
7296_88	0.365030674847	1.0
7301_41	0.352760736196	0.824362606232
7322_91	0.0306748466258	0.634560906516
7324_73	0.208588957055	0.875354107649
7327_56	0.21472392638	0.101983002833
7328_48	0.0460122699387	0.0339943342776
7348_90	0.058282208589	0.0793201133144
7362_88	0.193251533742	0.818696883853
7364_65	0.0889570552147	0.220963172805
7370_61	0.28527607362	0.0254957507082
7395_88	0.0368098159509	0.762039660057
7405_81	0.211656441718	0.0764872521246
7412_67	0.0889570552147	1.0
7416_32	0.0644171779141	0.195467422096
7419_28	0.355828220859	0.886685552408
7450_31	0.358895705521	1.0
7452_31	0.358895705521	0.473087818697
7476_58	0.613496932515	1.0
7479_31	0.0552147239264	0.223796033994
7485_91	0.346625766871	0.0368271954674
7493_78	0.769938650307	1.0
7501_37	0.208588957055	0.770538243626
7507_76	0.0521472392638	0.028328611898
7509_89	0.346625766871	1.0
7522_77	0.355828220859	0.832861189802
7535_35	0.0521472392638	0.198300283286
7555_82	0.368098159509	0.881019830028
7559_86	0.199386503067	0.0623229461756
7568_41	0.0306748466258	0.00849858356941
7570_65	0.199386503067	0.348441926346
7573_38	0.352760736196	0.889518413598
7574_52	0.0613496932515	0.0339943342776
7576_75	0.0460122699387	1.0
7588_77	0.248466257669	0.368271954674
7596_90	0.058282208589	1.0
7604_75	0.349693251534	0.464589235127
7605_40	0.828220858896	0.662889518414
7610_56	0.0552147239264	0.0509915014164
7615_90	0.352760736196	0.475920679887
7618_60	0.0521472392638	0.0538243626062
7620_90	0.352760736196	0.889518413598
7627_43	0.0368098159509	0.0311614730878
7632_73	0.365030674847	1.0
7638_71	0.0337423312883	0.246458923513
7643_33	0.0644171779141	0.305949008499
7646_59	0.0736196319018	0.0509915014164
7648_38	0.0429447852761	0.645892351275
7656_62	0.0398773006135	0.0623229461756
7659_56	0.0736196319018	1.0
7661_73	0.0674846625767	1.0
7663_51	0.340490797546	0.0679886685552
7671_61	0.365030674847	0.0991501416431
7672_64	0.355828220859	1.0
7685_45	0.0306748466258	0.0226628895184
7688_59	0.355828220859	0.246458923513
7698_46	0.0398773006135	0.484419263456
7701_85	0.0920245398773	0.348441926346
7708_74	0.0521472392638	0.354107648725
7726_74	0.0613496932515	0.042492917847
7734_38	0.0613496932515	0.0906515580737
7742_65	0.490797546012	0.597733711048
7747_33	0.346625766871	0.881019830028
7749_60	0.349693251534	0.651558073654
7755_36	0.0368098159509	0.753541076487
7759_51	0.208588957055	0.722379603399
7762_87	0.730061349693	1.0
7765_87	0.20245398773	0.220963172805
7767_79	0.0705521472393	0.872521246459
7769_76	0.358895705521	0.560906515581
7775_39	0.0276073619632	0.0623229461756
7777_58	0.0245398773006	0.0254957507082
7781_62	0.352760736196	0.0594900849858
7791_84	0.352760736196	0.487252124646
7798_89	0.361963190184	0.0849858356941
7803_76	0.0245398773006	0.0651558073654
7807_85	0.374233128834	1.0
7823_79	0.0245398773006	0.0169971671388
7839_84	0.0705521472393	1.0
7841_33	0.0521472392638	0.226628895184
7854_54	0.0613496932515	0.218130311615
7859_30	0.576687116564	1.0
7861_38	0.0306748466258	0.226628895184
7875_29	0.355828220859	0.464589235127
7880_35	0.0736196319018	0.056657223796
7885_90	0.239263803681	1.0
7890_57	0.0490797546012	0.0198300283286
7891_58	0.361963190184	0.759206798867
7915_45	0.0368098159509	0.042492917847
7929_68	0.0552147239264	0.235127478754
7937_66	0.346625766871	0.461756373938
7939_50	0.236196319018	0.881019830028
7940_62	0.0337423312883	0.767705382436
7945_53	0.0521472392638	0.589235127479
7950_91	0.358895705521	0.507082152975
7952_34	0.0828220858896	1.0
7957_84	0.0276073619632	0.0254957507082
7971_70	0.665644171779	0.274787535411
7974_36	0.0460122699387	0.0906515580737
7975_63	0.0981595092025	0.0594900849858
7976_88	0.21472392638	0.762039660057
7994_50	0.368098159509	1.0
7998_87	0.0153374233129	0.0056657223796
8006_54	0.0705521472393	0.393767705382
8019_80	0.0429447852761	0.0538243626062
8020_39	0.349693251534	0.220963172805
8023_61	0.236196319018	1.0
8025_69	0.205521472393	1.0
8045_72	0.377300613497	0.0736543909348
8055_51	0.352760736196	0.886685552408
8056_84	0.199386503067	0.875354107649
8062_31	0.0337423312883	0.0793201133144
8078_87	0.0184049079755	0.0198300283286
8095_30	0.453987730061	1.0
8097_79	0.0644171779141	0.702549575071
8098_76	0.377300613497	0.371104815864
8103_28	0.20245398773	0.467422096317
8106_58	0.438650306748	1.0
8111_78	0.490797546012	0.133144475921
8122_66	0.230061349693	0.342776203966
8124_33	0.0613496932515	0.583569405099
8129_77	0.549079754601	0.637393767705
8130_65	0.0766871165644	1.0
8134_65	0.00920245398773	0.0821529745042
8140_70	0.0950920245399	1.0
8143_81	0.0552147239264	0.0736543909348
8145_75	0.346625766871	0.070821529745
8149_58	0.328220858896	0.348441926346
8150_34	0.199386503067	0.371104815864
8155_67	0.0674846625767	0.436260623229
8160_84	0.352760736196	1.0
8165_77	0.346625766871	0.475920679887
8171_56	0.355828220859	1.0
8174_67	0.0674846625767	0.597733711048
8177_53	0.631901840491	0.881019830028
8181_52	0.0306748466258	0.215297450425
8187_43	0.211656441718	0.878186968839
8195_49	0.0736196319018	0.351274787535
8196_88	0.0552147239264	0.592067988669
8198_34	0.343558282209	1.0
8199_45	0.28527607362	0.889518413598
8202_35	0.0521472392638	0.0906515580737
8203_72	0.0521472392638	0.365439093484
8204_91	0.610429447853	1.0
8205_41	0.0613496932515	1.0
8209_47	0.208588957055	0.0509915014164
8225_30	0.877300613497	0.535410764873
8238_91	0.058282208589	0.0113314447592
8240_85	0.058282208589	0.654390934844
8242_28	0.20245398773	0.354107648725
8244_41	0.368098159509	1.0
8245_57	0.355828220859	0.042492917847
8246_32	0.355828220859	1.0
8252_76	0.0552147239264	0.209631728045
8254_42	0.401840490798	1.0
8255_66	0.48773006135	0.218130311615
8274_40	0.0429447852761	0.101983002833
8278_38	0.0521472392638	0.586402266289
8288_52	0.0674846625767	0.756373937677
8289_59	0.0460122699387	0.722379603399
8294_91	0.0368098159509	1.0
8295_66	0.0368098159509	0.00849858356941
8305_69	0.0429447852761	0.070821529745
8316_73	0.0552147239264	0.512747875354
8330_45	0.0552147239264	0.450424929178
8333_62	0.383435582822	0.416430594901
8334_51	0.638036809816	1.0
8356_62	0.365030674847	1.0
8359_34	0.58282208589	1.0
8370_41	0.742331288344	0.113314447592
8374_71	0.0736196319018	0.0311614730878
8379_85	0.395705521472	0.362606232295
8387_41	0.616564417178	1.0
8393_45	0.819018404908	0.0991501416431
8398_42	0.374233128834	1.0
8402_69	0.0674846625767	1.0
8410_72	0.162576687117	0.0934844192635
8411_43	0.647239263804	1.0
8423_40	0.021472392638	1.0
8424_83	0.0766871165644	0.201133144476
8429_36	0.0705521472393	0.235127478754
8432_28	0.490797546012	0.365439093484
8448_32	0.69018404908	1.0
8449_32	0.0644171779141	0.0481586402266
8450_75	0.0460122699387	0.0623229461756
8457_44	0.463190184049	1.0
8472_50	0.217791411043	0.348441926346
8484_54	0.374233128834	1.0
8486_35	0.0368098159509	0.654390934844
8492_51	0.38036809816	0.419263456091
8496_43	0.340490797546	0.878186968839
8499_62	0.0276073619632	0.0226628895184
8502_88	0.576687116564	0.345609065156
8504_72	0.0613496932515	0.583569405099
8505_51	0.524539877301	0.0821529745042
8508_39	0.496932515337	1.0
8509_72	0.0368098159509	0.0226628895184
8510_85	0.625766871166	0.209631728045
8520_75	0.374233128834	0.492917847025
8525_86	0.208588957055	0.354107648725
8526_77	0.0613496932515	0.0453257790368
8527_76	0.058282208589	0.0254957507082
8532_64	0.352760736196	0.657223796034
8534_89	0.205521472393	0.0453257790368
8536_56	0.0521472392638	0.0538243626062
8543_91	0.352760736196	0.116147308782
8551_67	0.5	0.0793201133144
8568_90	0.0521472392638	0.0594900849858
8571_36	0.358895705521	0.57790368272
8577_35	0.846625766871	0.883852691218
8584_84	0.58282208589	1.0
8596_44	0.0306748466258	0.0963172804533
8597_43	0.0644171779141	0.0821529745042
8600_38	0.220858895706	0.886685552408
8601_60	0.0552147239264	0.0623229461756
8614_70	0.0828220858896	0.436260623229
8623_62	0.0245398773006	0.0368271954674
8628_86	0.0245398773006	0.042492917847
8630_46	0.0521472392638	0.0339943342776
8637_57	0.0429447852761	0.0339943342776
8641_48	0.0521472392638	0.371104815864
8658_85	0.0245398773006	0.056657223796
8662_31	0.647239263804	0.362606232295
8670_47	0.0521472392638	0.354107648725
8678_50	0.0521472392638	0.600566572238
8690_59	0.0521472392638	0.028328611898
8693_71	0.0490797546012	0.0793201133144
8694_56	0.58282208589	0.223796033994
8704_87	0.0889570552147	1.0
8705_35	0.368098159509	1.0
8707_31	0.349693251534	0.609065155807
8712_55	0.558282208589	0.71671388102
8722_88	0.0337423312883	0.0113314447592
8725_47	0.19018404908	0.889518413598
8726_71	0.346625766871	0.203966005666
8732_30	0.555214723926	1.0
8744_80	0.0245398773006	1.0
8745_48	0.0521472392638	0.195467422096
8747_48	0.365030674847	0.0878186968839
8748_63	0.38036809816	1.0
8750_65	0.386503067485	1.0
8758_62	0.389570552147	0.252124645892
8759_35	0.0306748466258	0.0056657223796
8778_32	0.0644171779141	0.0963172804533
8780_52	0.938650306748	0.0934844192635
8786_39	0.726993865031	0.0764872521246
8789_47	0.0337423312883	0.229461756374
8798_38	0.193251533742	0.0509915014164
8803_51	0.0306748466258	1.0
8804_51	0.926380368098	0.0594900849858
8805_68	0.0306748466258	0.0453257790368
8817_39	0.656441717791	0.351274787535
8818_43	0.656441717791	1.0
8824_32	0.849693251534	0.881019830028
8831_82	0.0644171779141	0.0198300283286
8847_86	0.0490797546012	0.0991501416431
8850_30	0.0521472392638	1.0
8851_70	0.496932515337	1.0
8857_70	0.0613496932515	0.028328611898
8866_80	0.0736196319018	1.0
8872_88	0.211656441718	0.0934844192635
8878_38	0.0429447852761	0.0368271954674
8890_67	0.0521472392638	0.0679886685552
8898_61	0.0460122699387	0.0509915014164
8901_88	0.346625766871	0.645892351275
8916_51	0.625766871166	0.461756373938
8933_87	0.659509202454	1.0
8936_51	0.0337423312883	0.0339943342776
8938_68	0.349693251534	1.0
8939_55	0.662576687117	1.0
8953_50	0.861963190184	0.875354107649
8968_91	0.0368098159509	0.127478753541
8993_34	0.0736196319018	0.614730878187
8997_45	0.0828220858896	0.0906515580737
9000_35	0.0429447852761	0.0198300283286
9002_55	0.0490797546012	0.0538243626062
9006_41	0.346625766871	0.311614730878
9027_40	0.0552147239264	0.824362606232
9030_36	0.665644171779	1.0
9043_45	0.0644171779141	0.484419263456
9045_91	0.361963190184	1.0
9057_76	0.355828220859	1.0
9061_67	0.0521472392638	0.116147308782
9065_58	0.0766871165644	0.0906515580737
9066_50	0.058282208589	0.0623229461756
9069_62	0.355828220859	0.643059490085
9070_30	0.38036809816	1.0
9072_44	0.0828220858896	1.0
9074_65	0.358895705521	1.0
9076_70	0.263803680982	0.232294617564
9085_44	0.0460122699387	0.113314447592
9086_55	1.0	0.056657223796
9096_52	0.184049079755	0.470254957507
9097_89	0.0490797546012	0.0764872521246
9109_87	0.0429447852761	1.0
9115_73	0.0521472392638	0.0368271954674
9117_33	0.361963190184	1.0
9119_36	0.343558282209	0.886685552408
9126_61	0.257668711656	0.0198300283286
9144_58	0.346625766871	0.215297450425
9149_78	0.180981595092	1.0
9156_43	0.0613496932515	0.886685552408
9166_67	0.0644171779141	1.0
9168_58	0.0766871165644	0.889518413598
9174_67	0.251533742331	0.883852691218
9185_52	0.349693251534	0.580736543909
9187_88	0.208588957055	0.543909348442
9192_71	0.358895705521	0.351274787535
9209_80	0.573619631902	1.0
9210_32	0.349693251534	0.356940509915
9218_71	0.358895705521	0.382436260623
9222_53	0.447852760736	1.0
9225_43	0.0644171779141	0.260623229462
9232_76	0.101226993865	1.0
9233_69	0.39263803681	0.521246458924
9235_71	0.0368098159509	0.413597733711
9236_37	0.733128834356	0.541076487252
9249_56	0.588957055215	1.0
9260_38	0.0521472392638	0.0453257790368
9270_51	0.0337423312883	0.0679886685552
9275_59	0.0490797546012	0.0198300283286
9276_86	0.677914110429	1.0
9277_43	0.0552147239264	0.0793201133144
9280_40	0.769938650307	0.70821529745
9284_49	0.0368098159509	0.0254957507082
9286_44	0.711656441718	0.762039660057
9297_31	0.371165644172	0.889518413598
9302_57	0.794478527607	1.0
9306_74	0.0368098159509	0.0679886685552
9308_32	0.058282208589	0.767705382436
9324_42	0.211656441718	0.866855524079
9331_63	0.058282208589	0.124645892351
9347_41	0.211656441718	1.0
9350_55	0.193251533742	1.0
9354_91	0.0674846625767	0.351274787535
9357_61	0.0337423312883	1.0
9359_63	0.20245398773	0.0821529745042
9381_86	0.0552147239264	0.116147308782
9383_66	0.831288343558	0.946175637394
9389_31	0.0245398773006	0.104815864023
9397_71	0.398773006135	1.0
9399_69	0.196319018405	0.368271954674
9404_32	0.226993865031	0.0254957507082
9406_35	0.472392638037	0.218130311615
9409_57	0.242331288344	1.0
9416_90	0.058282208589	0.209631728045
9421_74	0.0552147239264	0.070821529745
9428_43	0.0460122699387	0.113314447592
9429_70	0.855828220859	0.883852691218
9430_59	0.950920245399	0.229461756374
9445_37	0.947852760736	0.0339943342776
9450_48	0.641104294479	0.413597733711
9452_90	0.196319018405	0.206798866856
9471_70	0.0674846625767	0.354107648725
9474_63	0.079754601227	0.0226628895184
9478_81	0.0644171779141	0.402266288952
9482_65	0.0368098159509	0.294617563739
9502_68	0.340490797546	0.776203966006
9513_49	0.38036809816	1.0
9514_34	0.0644171779141	0.0311614730878
9530_91	0.0552147239264	0.342776203966
9543_62	0.211656441718	0.0651558073654
9555_75	0.208588957055	0.0906515580737
9568_74	0.0398773006135	0.0339943342776
9576_74	0.0429447852761	0.0311614730878
9577_74	0.546012269939	1.0
9579_65	0.058282208589	0.0368271954674
9585_44	0.0705521472393	0.0396600566572
9590_88	0.0490797546012	0.594900849858
9593_81	0.205521472393	0.181303116147
9596_54	0.0521472392638	0.881019830028
9617_38	0.383435582822	1.0
9624_43	0.0337423312883	1.0
9630_70	0.0613496932515	0.232294617564
9633_68	0.475460122699	1.0
9640_91	0.361963190184	0.886685552408
9655_35	0.361963190184	1.0
9657_90	0.0674846625767	1.0
9658_59	0.0398773006135	0.356940509915
9667_77	0.0398773006135	0.368271954674
9668_44	0.0429447852761	0.218130311615
9673_90	0.757668711656	0.0736543909348
9679_61	0.0306748466258	0.0339943342776
9681_41	0.38036809816	1.0
9682_66	0.0398773006135	0.107648725212
9693_84	0.0521472392638	1.0
9701_90	0.481595092025	1.0
9704_88	0.0276073619632	0.484419263456
9710_60	0.926380368098	0.603399433428
9725_68	0.0521472392638	0.0623229461756
9744_91	0.340490797546	0.0878186968839
9745_41	0.423312883436	1.0
9749_36	0.0337423312883	0.0113314447592
9755_40	0.0429447852761	0.0481586402266
9761_80	0.653374233129	0.883852691218
9770_54	0.0490797546012	0.0226628895184
9776_73	0.0398773006135	0.759206798867
9786_88	0.208588957055	1.0
9790_83	0.0368098159509	0.229461756374
9809_63	0.0460122699387	0.0396600566572
9831_79	0.334355828221	1.0
9833_50	0.0828220858896	0.878186968839
9837_60	0.0245398773006	0.815864022663
9840_88	0.0153374233129	0.0254957507082
9842_79	0.193251533742	0.0679886685552
9845_73	0.0429447852761	0.107648725212
9850_31	0.0337423312883	0.0481586402266
9853_60	0.368098159509	1.0
9855_72	0.0368098159509	0.0339943342776
9860_66	0.0674846625767	1.0
9864_31	0.0460122699387	0.107648725212
9866_90	0.058282208589	1.0
9870_83	0.0460122699387	0.246458923513
9878_88	0.058282208589	0.0339943342776
9899_69	0.371165644172	1.0
9900_44	0.0184049079755	0.056657223796
9903_70	0.223926380368	0.0509915014164
9913_83	0.365030674847	1.0
9932_39	0.220858895706	0.167138810198
9940_91	0.355828220859	1.0
9947_53	0.0613496932515	0.192634560907
9952_75	0.398773006135	1.0
9957_41	0.610429447853	1.0
9967_43	0.0613496932515	0.028328611898
9971_34	0.0398773006135	0.0934844192635
9976_50	0.911042944785	0.0934844192635
9978_90	0.0705521472393	0.0368271954674
9979_31	0.0521472392638	0.0623229461756
9980_34	0.19018404908	0.110481586402
9985_49	0.592024539877	0.0594900849858
9996_74	0.0122699386503	0.0453257790368
9998_63	0.0674846625767	1.0
10001_46	0.217791411043	0.43342776204
10004_46	0.0122699386503	0.0
10012_73	0.208588957055	0.028328611898
10015_56	0.361963190184	1.0
10024_74	0.579754601227	0.203966005666
10030_77	0.717791411043	1.0
10032_79	0.0245398773006	0.0113314447592
10044_67	0.0552147239264	0.028328611898
10047_89	0.346625766871	1.0
10050_87	0.665644171779	0.762039660057
10054_29	0.211656441718	0.886685552408
10061_54	0.0644171779141	0.178470254958
10068_70	0.021472392638	0.0
10076_78	0.0920245398773	0.878186968839
10086_28	0.355828220859	1.0
10091_83	0.0858895705521	1.0
10100_68	0.371165644172	1.0
10129_33	0.196319018405	0.589235127479
10135_55	0.0705521472393	0.232294617564
10136_53	0.0337423312883	0.0453257790368
10137_70	0.058282208589	0.317280453258
10151_59	0.355828220859	0.705382436261
10156_87	0.61963190184	0.42776203966
10160_86	0.0429447852761	0.0878186968839
10167_80	0.0858895705521	0.824362606232
10172_28	0.0552147239264	0.056657223796
10183_66	0.668711656442	0.359773371105
10184_77	0.368098159509	0.203966005666
10192_53	0.38036809816	0.832861189802
10194_87	0.220858895706	0.70821529745
10199_57	0.346625766871	0.359773371105
10207_37	0.21472392638	0.101983002833
10211_85	0.601226993865	0.0594900849858
