Locus	Fwc(is)	Fwc(st)	Fwc(it)
6287_37         -0.0095        -           -   
6297_77         -0.0000        -           -   
6311_68         -0.0000        -           -   
6312_47         -0.0593        -           -   
6313_60         -0.0000        -           -   
6318_62         -0.0033        -           -   
6321_85         -0.0097        -           -   
6326_77         -0.0000        -           -   
6332_33          0.3206        -           -   
6338_57          0.0000        -           -   
6343_83         -0.0000        -           -   
6348_53         -0.0000        -           -   
6350_53          0.0000        -           -   
6351_43         -0.0027        -           -   
6352_68          1.0000        -           -   
6356_29          0.0000        -           -   
6358_82         -0.0123        -           -   
6376_88          0.0000        -           -   
6384_81          0.0000        -           -   
6385_32          0.0000        -           -   
6394_35          0.4810        -           -   
6405_63          0.0000        -           -   
6406_51         -0.0000        -           -   
6412_55         -0.0097        -           -   
6414_65          0.0000        -           -   
6421_66          0.0249        -           -   
6425_59          0.0000        -           -   
6426_86         -0.0414        -           -   
6434_49         -0.0000        -           -   
6445_89         -0.0114        -           -   
6460_90          0.1762        -           -   
6467_71          0.0000        -           -   
6470_56          0.0807        -           -   
6481_42         -0.0000        -           -   
6491_55         -0.0000        -           -   
6503_50          0.0000        -           -   
6504_34         -0.0099        -           -   
6511_66          0.0248        -           -   
6514_83          0.0000        -           -   
6515_44         -0.0420        -           -   
6527_38         -0.0000        -           -   
6543_83          0.0000        -           -   
6546_52          0.0000        -           -   
6548_73          0.3695        -           -   
6549_89          0.0000        -           -   
6557_76         -0.0000        -           -   
6558_50          0.4608        -           -   
6559_53          0.0000        -           -   
6568_84          0.0000        -           -   
6573_48          0.0726        -           -   
6577_58         -0.0000        -           -   
6583_74          0.1743        -           -   
6584_71         -0.0000        -           -   
6603_91          0.2073        -           -   
6609_51          0.0971        -           -   
6626_53          0.2290        -           -   
6634_28          0.3411        -           -   
6642_74         -0.0000        -           -   
6643_28         -0.0000        -           -   
6668_82         -0.0024        -           -   
6671_55          0.3514        -           -   
6674_34          0.1516        -           -   
6695_70          0.0000        -           -   
6705_65         -0.0000        -           -   
6707_71          0.0000        -           -   
6711_75          0.0000        -           -   
6719_74          0.0812        -           -   
6723_39         -0.0048        -           -   
6727_89          1.0000        -           -   
6734_46          0.1140        -           -   
6735_73         -0.0424        -           -   
6736_51          0.3563        -           -   
6737_47          0.0738        -           -   
6738_91         -0.0000        -           -   
6744_53          0.1164        -           -   
6745_85          0.4949        -           -   
6752_54          0.0000        -           -   
6762_81          0.0000        -           -   
6764_85          0.0000        -           -   
6765_28          0.1558        -           -   
6766_74         -0.0036        -           -   
6780_69         -0.0000        -           -   
6796_82         -0.0000        -           -   
6800_81          0.0000        -           -   
6804_72          0.0441        -           -   
6808_88         -0.0000        -           -   
6812_44          0.0000        -           -   
6826_34          0.0000        -           -   
6827_82          0.0426        -           -   
6854_31          0.3377        -           -   
6857_64          0.0000        -           -   
6863_32          0.2677        -           -   
6869_45          0.0000        -           -   
6886_55          0.1159        -           -   
6888_87         -0.0024        -           -   
6902_78         -0.0000        -           -   
6906_52          0.0000        -           -   
6907_36         -0.0000        -           -   
6917_65         -0.0017        -           -   
6920_69         -0.0024        -           -   
6938_37         -0.0065        -           -   
6942_85         -0.0016        -           -   
6955_49          0.0000        -           -   
6968_63         -0.0000        -           -   
6970_64         -0.0024        -           -   
6979_79          0.0000        -           -   
7008_31         -0.0000        -           -   
7011_44          0.6659        -           -   
7018_35         -0.0049        -           -   
7020_42          0.0000        -           -   
7024_46          0.0000        -           -   
7032_50          0.0000        -           -   
7035_68         -0.0000        -           -   
7039_62          0.3881        -           -   
7041_88          0.0051        -           -   
7044_28         -0.0000        -           -   
7050_58          0.1583        -           -   
7054_78          0.0000        -           -   
7064_46          0.1820        -           -   
7076_62          0.0000        -           -   
7081_43         -0.0000        -           -   
7090_88         -0.0050        -           -   
7093_34          0.0000        -           -   
7095_38          0.0000        -           -   
7099_36          0.0000        -           -   
7124_49         -0.0000        -           -   
7129_73          0.0344        -           -   
7141_86          0.0000        -           -   
7144_64          0.2401        -           -   
7151_56          0.0934        -           -   
7153_34          0.0000        -           -   
7155_66          0.1825        -           -   
7158_55          0.0000        -           -   
7162_72         -0.0000        -           -   
7167_76         -0.0000        -           -   
7172_82          0.0000        -           -   
7175_71         -0.0032        -           -   
7181_66          0.0000        -           -   
7192_47          0.6656        -           -   
7195_90          0.0646        -           -   
7210_70          0.0000        -           -   
7211_73         -0.0000        -           -   
7215_62          0.4966        -           -   
7218_64          0.0000        -           -   
7220_67          0.1627        -           -   
7233_69         -0.0000        -           -   
7240_74         -0.0000        -           -   
7253_62         -0.0000        -           -   
7263_81         -0.0016        -           -   
7264_41         -0.0000        -           -   
7266_38          0.0000        -           -   
7267_90          0.0020        -           -   
7278_71          0.6772        -           -   
7280_83          0.2375        -           -   
7284_68          1.0000        -           -   
7285_41         -0.0000        -           -   
7286_86         -0.0058        -           -   
7296_88          0.1133        -           -   
7336_38         -0.0000        -           -   
7339_54         -0.0000        -           -   
7340_43         -0.0000        -           -   
7346_73          0.0000        -           -   
7349_57         -0.0000        -           -   
7380_84         -0.0027        -           -   
7394_63         -0.0000        -           -   
7397_84          0.0000        -           -   
7412_67          0.0656        -           -   
7415_62          0.0000        -           -   
7418_82          0.0000        -           -   
7427_86         -0.0000        -           -   
7429_91          0.0000        -           -   
7432_80          0.0000        -           -   
7441_36         -0.0000        -           -   
7446_70         -0.0000        -           -   
7449_79          0.1150        -           -   
7450_31         -0.1177        -           -   
7465_48         -0.0000        -           -   
7476_58          0.0000        -           -   
7493_78          0.0000        -           -   
7508_84          0.1976        -           -   
7509_89          0.0909        -           -   
7511_66          0.0000        -           -   
7513_45          0.0000        -           -   
7514_91         -0.0000        -           -   
7520_76          0.0000        -           -   
7527_53          0.2840        -           -   
7542_45          0.0000        -           -   
7550_32          0.0000        -           -   
7552_48         -0.0049        -           -   
7556_58         -0.0071        -           -   
7557_80          0.0000        -           -   
7558_86         -0.0217        -           -   
7562_45         -0.0000        -           -   
7576_75          0.2777        -           -   
7579_36         -0.0018        -           -   
7591_39          0.1377        -           -   
7592_62          0.0000        -           -   
7596_90          0.1111        -           -   
7599_48         -0.0197        -           -   
7613_41          0.0000        -           -   
7624_77         -0.0033        -           -   
7625_71          0.0000        -           -   
7632_73          0.1275        -           -   
7633_76         -0.0000        -           -   
7634_89         -0.0000        -           -   
7637_46         -0.0000        -           -   
7644_87         -0.0000        -           -   
7659_56          0.0486        -           -   
7661_73          0.2692        -           -   
7672_64          0.2312        -           -   
7677_60          0.0000        -           -   
7678_53          0.5038        -           -   
7707_80         -0.0024        -           -   
7716_82          0.0000        -           -   
7719_89          0.4974        -           -   
7732_48          0.2759        -           -   
7741_91         -0.0000        -           -   
7762_87          0.0799        -           -   
7773_50          0.0000        -           -   
7778_76          0.0000        -           -   
7782_82          0.0000        -           -   
7783_40          0.0000        -           -   
7789_46         -0.0019        -           -   
7797_85          0.0000        -           -   
7802_35         -0.0027        -           -   
7806_50          0.1282        -           -   
7807_85          0.0059        -           -   
7816_49         -0.0000        -           -   
7839_84          0.0000        -           -   
7852_47          0.0000        -           -   
7858_60         -0.0000        -           -   
7859_30          0.2311        -           -   
7863_34         -0.0085        -           -   
7866_49          0.0000        -           -   
7872_72          0.1260        -           -   
7885_90         -0.1253        -           -   
7908_73         -0.0000        -           -   
7912_85         -0.0000        -           -   
7918_88         -0.0134        -           -   
7928_60          0.0000        -           -   
7938_42         -0.0000        -           -   
7948_52         -0.0550        -           -   
7952_34         -0.0114        -           -   
7956_62          0.0000        -           -   
7963_31         -0.0000        -           -   
7966_31         -0.0000        -           -   
7981_39          0.0000        -           -   
7985_34          0.4894        -           -   
7994_50          0.3903        -           -   
8003_68          0.0000        -           -   
8021_55          0.0000        -           -   
8022_50         -0.0000        -           -   
8023_61          0.1219        -           -   
8025_69         -0.0700        -           -   
8030_30         -0.0000        -           -   
8048_61         -0.0000        -           -   
8049_67         -0.0024        -           -   
8075_35         -0.0026        -           -   
8076_65          0.0000        -           -   
8087_52          0.0000        -           -   
8095_30          0.1271        -           -   
8099_47         -0.0000        -           -   
8106_58          0.2852        -           -   
8108_62          0.2416        -           -   
8112_65         -0.0000        -           -   
8113_54         -0.0000        -           -   
8130_65          0.1283        -           -   
8131_62         -0.0038        -           -   
8133_71          0.0000        -           -   
8140_70          0.4207        -           -   
8151_51          0.0000        -           -   
8153_81          0.0000        -           -   
8159_65          0.0238        -           -   
8160_84          0.1244        -           -   
8162_41          0.0000        -           -   
8167_61          0.0000        -           -   
8171_56         -0.0276        -           -   
8185_81          0.0000        -           -   
8188_67         -0.0000        -           -   
8198_34          0.0261        -           -   
8204_91          0.0000        -           -   
8205_41         -0.0228        -           -   
8207_91         -0.0029        -           -   
8211_84         -0.0017        -           -   
8217_47         -0.0166        -           -   
8222_82         -0.0065        -           -   
8224_28          0.0000        -           -   
8231_41         -0.0057        -           -   
8232_52          0.0000        -           -   
8234_84          0.0000        -           -   
8241_41         -0.0048        -           -   
8244_41          0.0733        -           -   
8246_32          0.0442        -           -   
8254_42          0.1668        -           -   
8256_61         -0.0000        -           -   
8259_76         -0.0000        -           -   
8261_29         -0.0000        -           -   
8267_37          0.0000        -           -   
8273_54         -0.0000        -           -   
8294_91          0.0825        -           -   
8296_57          0.0000        -           -   
8313_56         -0.0052        -           -   
8322_80          0.0000        -           -   
8325_87         -0.0000        -           -   
8327_33          0.0276        -           -   
8332_83          0.0000        -           -   
8334_51          0.1291        -           -   
8344_58          0.0000        -           -   
8348_83          0.0000        -           -   
8350_81         -0.0097        -           -   
8351_53          0.0000        -           -   
8354_67         -0.0000        -           -   
8356_62          0.0531        -           -   
8359_34          0.6229        -           -   
8367_84         -0.0000        -           -   
8378_29         -0.0000        -           -   
8387_41          0.4508        -           -   
8391_56          0.0000        -           -   
8396_40          0.0921        -           -   
8398_42         -0.0601        -           -   
8402_69          0.1390        -           -   
8411_43          0.5210        -           -   
8419_28         -0.0471        -           -   
8423_40         -0.0624        -           -   
8436_56         -0.0000        -           -   
8448_32          0.5605        -           -   
8456_47          0.0000        -           -   
8457_44          0.1182        -           -   
8470_90         -0.0024        -           -   
8476_88          0.0000        -           -   
8477_65         -0.0000        -           -   
8484_54          0.0613        -           -   
8488_79         -0.0000        -           -   
8491_34          0.0000        -           -   
8507_31         -0.0000        -           -   
8508_39          0.2154        -           -   
8519_58         -0.0000        -           -   
8533_39          0.3829        -           -   
8542_80          0.0000        -           -   
8547_88          0.0000        -           -   
8558_81         -0.0312        -           -   
8584_84         -0.0297        -           -   
8593_30         -0.0079        -           -   
8594_46          0.1825        -           -   
8604_75          0.0000        -           -   
8605_91         -0.0132        -           -   
8613_74         -0.0021        -           -   
8625_57          0.0000        -           -   
8632_34         -0.0082        -           -   
8639_84         -0.0030        -           -   
8646_39          0.4326        -           -   
8655_49          0.0000        -           -   
8661_35         -0.0314        -           -   
8667_28          0.0000        -           -   
8672_58          0.0000        -           -   
8699_48          0.2122        -           -   
8704_87          0.0397        -           -   
8705_35         -0.0234        -           -   
8718_88          0.0000        -           -   
8721_60          0.0000        -           -   
8732_30         -0.7669        -           -   
8735_62         -0.0000        -           -   
8738_39         -0.0027        -           -   
8744_80          0.0629        -           -   
8746_84          0.0000        -           -   
8748_63          0.2944        -           -   
8750_65          0.0717        -           -   
8760_41          0.0000        -           -   
8765_35          0.5366        -           -   
8766_41          0.0000        -           -   
8784_79          0.0000        -           -   
8793_91          0.4429        -           -   
8801_74          0.0000        -           -   
8803_51          0.0834        -           -   
8818_43         -0.0000        -           -   
8825_60         -0.0123        -           -   
8833_67         -0.0050        -           -   
8834_75         -0.0051        -           -   
8838_68          0.0000        -           -   
8843_65         -0.0024        -           -   
8850_30          0.2514        -           -   
8851_70         -0.0000        -           -   
8853_57         -0.0000        -           -   
8860_51          0.0000        -           -   
8865_28          0.0000        -           -   
8866_80          0.0547        -           -   
8917_48          0.0000        -           -   
8922_50          0.0000        -           -   
8931_41          0.2712        -           -   
8933_87          0.2007        -           -   
8937_33          0.0917        -           -   
8938_68          0.1143        -           -   
8939_55         -0.0000        -           -   
8941_39         -0.0032        -           -   
8947_52          0.0000        -           -   
8948_31         -0.0068        -           -   
8952_44         -0.0000        -           -   
8957_61         -0.0024        -           -   
8958_62          0.0000        -           -   
8961_32          0.0000        -           -   
8982_36         -0.0000        -           -   
8987_81         -0.0043        -           -   
8991_55          0.0000        -           -   
8999_64         -0.0000        -           -   
9003_61          1.0000        -           -   
9019_88         -0.0024        -           -   
9023_50          0.1370        -           -   
9029_84         -0.0099        -           -   
9030_36          0.4984        -           -   
9031_37          0.3870        -           -   
9032_69          0.0000        -           -   
9034_62          0.0889        -           -   
9036_53         -0.0000        -           -   
9045_91          0.3167        -           -   
9050_81         -0.0144        -           -   
9057_76          0.0593        -           -   
9059_78         -0.0000        -           -   
9060_75         -0.0048        -           -   
9070_30          0.1950        -           -   
9072_44          0.1817        -           -   
9074_65          0.1259        -           -   
9083_37         -0.0033        -           -   
9086_55         -0.0168        -           -   
9109_87         -0.1278        -           -   
9113_60         -0.0116        -           -   
9117_33          0.0560        -           -   
9128_59         -0.0000        -           -   
9132_39         -0.0042        -           -   
9136_63          0.0000        -           -   
9138_80          0.0000        -           -   
9142_53          0.0000        -           -   
9146_45          0.3944        -           -   
9149_78          0.1320        -           -   
9159_60          0.1654        -           -   
9166_67          0.0747        -           -   
9170_77          0.0000        -           -   
9173_50         -0.0080        -           -   
9183_90          0.0000        -           -   
9189_87         -0.0067        -           -   
9199_28          0.6629        -           -   
9200_41          0.0000        -           -   
9202_30          0.5229        -           -   
9206_50         -0.0132        -           -   
9209_80          0.3485        -           -   
9217_50         -0.0048        -           -   
9220_76         -0.0017        -           -   
9222_53          0.5705        -           -   
9232_76          0.1857        -           -   
9247_56         -0.0216        -           -   
9248_72         -0.0000        -           -   
9249_56         -0.0153        -           -   
9262_42          0.0000        -           -   
9263_60          0.0000        -           -   
9265_46         -0.0044        -           -   
9268_71          0.0000        -           -   
9271_38          0.0000        -           -   
9272_82          0.0000        -           -   
9276_86         -0.0000        -           -   
9285_82          0.4980        -           -   
9293_56         -0.0000        -           -   
9302_57          0.3650        -           -   
9303_91          0.0000        -           -   
9304_89         -0.0073        -           -   
9307_39         -0.0000        -           -   
9314_76         -0.0000        -           -   
9327_32          0.0000        -           -   
9328_63         -0.0000        -           -   
9333_37         -0.0000        -           -   
9334_60         -0.0000        -           -   
9338_66          0.2791        -           -   
9343_81          0.0000        -           -   
9344_70         -0.0000        -           -   
9347_41          0.0689        -           -   
9350_55          0.1578        -           -   
9357_61          0.1467        -           -   
9361_55          0.0000        -           -   
9363_66         -0.0000        -           -   
9365_57          0.0096        -           -   
9369_52         -0.0024        -           -   
9374_75         -0.0079        -           -   
9377_61          0.0000        -           -   
9384_70          0.0000        -           -   
9394_91         -0.0083        -           -   
9397_71          0.0813        -           -   
9398_88          0.3253        -           -   
9405_65         -0.0000        -           -   
9409_57          0.2561        -           -   
9410_59         -0.0000        -           -   
9414_58         -0.0215        -           -   
9422_83         -0.0000        -           -   
9427_41          0.0000        -           -   
9449_47          0.2455        -           -   
9480_89         -0.0000        -           -   
9483_62          0.0000        -           -   
9484_53          0.0000        -           -   
9488_81         -0.0124        -           -   
9489_89         -0.0123        -           -   
9506_84         -0.0154        -           -   
9507_47         -0.0048        -           -   
9513_49          0.1829        -           -   
9544_60          0.0000        -           -   
9563_42         -0.0024        -           -   
9572_67          0.1134        -           -   
9577_74          0.4778        -           -   
9589_73          0.0000        -           -   
9591_28         -0.0000        -           -   
9603_40          0.0000        -           -   
9605_87         -0.0163        -           -   
9610_31          0.1658        -           -   
9617_38          0.4858        -           -   
9624_43          0.1425        -           -   
9633_68         -0.2274        -           -   
9639_51          1.0000        -           -   
9642_41          0.0000        -           -   
9650_43          0.0000        -           -   
9655_35          0.1056        -           -   
9657_90          0.1234        -           -   
9670_88          0.4375        -           -   
9671_65         -0.0000        -           -   
9674_77         -0.0024        -           -   
9681_41          0.1414        -           -   
9685_51         -0.0000        -           -   
9689_89         -0.0000        -           -   
9693_84          0.1392        -           -   
9694_62         -0.0000        -           -   
9701_90          0.1163        -           -   
9702_64          0.0000        -           -   
9711_29          0.0000        -           -   
9713_31         -0.0025        -           -   
9727_60         -0.0000        -           -   
9730_65          0.0000        -           -   
9745_41          0.0785        -           -   
9752_81          0.0000        -           -   
9753_60         -0.0024        -           -   
9775_46         -0.0000        -           -   
9786_88         -0.0239        -           -   
9798_72          0.0000        -           -   
9801_74         -0.0370        -           -   
9807_60          0.0000        -           -   
9815_88          0.0000        -           -   
9831_79          0.3911        -           -   
9846_85          0.0000        -           -   
9853_60          0.1813        -           -   
9858_78          1.0000        -           -   
9860_66          0.2973        -           -   
9866_90         -0.0028        -           -   
9871_53          0.0000        -           -   
9873_65          0.0000        -           -   
9875_91          0.0000        -           -   
9892_61         -0.0202        -           -   
9894_30          0.0240        -           -   
9899_69          0.1151        -           -   
9902_74         -0.0000        -           -   
9907_69         -0.0000        -           -   
9911_49         -0.0000        -           -   
9913_83          0.1881        -           -   
9919_46          0.0000        -           -   
9925_62         -0.0000        -           -   
9939_86          0.0000        -           -   
9940_91          0.0238        -           -   
9952_75          0.3758        -           -   
9957_41          0.3024        -           -   
9958_83         -0.0000        -           -   
9963_80         -0.0000        -           -   
9966_58          0.0000        -           -   
9981_52         -0.0000        -           -   
9988_66         -0.0183        -           -   
9998_63          0.0585        -           -   
10006_87         0.0000        -           -   
10007_79         0.0000        -           -   
10008_57         0.0000        -           -   
10015_56         0.0883        -           -   
10030_77         0.0000        -           -   
10046_55         0.0000        -           -   
10047_89         0.0563        -           -   
10051_86        -0.0366        -           -   
10070_85         0.0000        -           -   
10072_40        -0.0000        -           -   
10073_33        -0.0000        -           -   
10074_91        -0.0079        -           -   
10086_28         0.1295        -           -   
10091_83         0.0286        -           -   
10100_68         0.0563        -           -   
10102_47         0.0000        -           -   
10105_65         0.0000        -           -   
10126_32        -0.0000        -           -   
10134_89        -0.0229        -           -   
10139_45         0.1513        -           -   
10142_57        -0.0000        -           -   
10148_51        -0.0000        -           -   
10158_50        -0.0034        -           -   
10159_37         0.0000        -           -   
10171_34         0.0000        -           -   
10175_56         0.0000        -           -   
10206_56        -0.0000        -           -   
10223_74         1.0000        -           -   
10224_46        -0.0000        -           -   
10238_57         0.3930        -           -   
10239_74         0.0000        -           -   
10241_90        -0.0185        -           -   
10243_66         0.0000        -           -   
10249_73        -0.0000        -           -   
10251_76        -0.0029        -           -   
10254_43        -0.0000        -           -   
10260_31         0.3947        -           -   
10269_74         0.0000        -           -   
10270_80         0.0000        -           -   
10288_29         0.0291        -           -   
10289_31         0.1974        -           -   
10291_74         0.0000        -           -   
10295_35        -0.0477        -           -   
10296_73         0.0000        -           -   
10307_76        -0.1401        -           -   
10309_80         0.0000        -           -   
10311_89         0.0000        -           -   
10312_88         0.2162        -           -   
10316_84        -0.0085        -           -   
10329_63         0.0000        -           -   
10359_28         0.0000        -           -   
10364_68         0.1040        -           -   
10365_62        -0.0164        -           -   
10371_39         0.0000        -           -   
10391_31         0.0000        -           -   
10394_38         0.4934        -           -   
10404_58        -0.0000        -           -   
10409_60        -0.0000        -           -   
10416_46        -0.0016        -           -   
10417_82         0.0000        -           -   
10418_57        -0.0229        -           -   
10425_60        -0.0079        -           -   
10446_34        -0.0000        -           -   
10447_75         0.0000        -           -   
10455_28         0.7961        -           -   
10456_55        -0.0049        -           -   
10458_79         0.3911        -           -   
10464_55         0.0000        -           -   
10479_87         0.0000        -           -   
10483_33        -0.0049        -           -   
10485_47         0.0000        -           -   
10494_41        -0.1029        -           -   
10496_79         0.4086        -           -   
10515_79         0.0000        -           -   
10548_90        -0.0073        -           -   
10549_65         0.3464        -           -   
10550_90        -0.0392        -           -   
10551_39        -0.0000        -           -   
10555_46         0.0000        -           -   
10556_42         0.0000        -           -   
10575_83         0.0470        -           -   
10590_68         0.3622        -           -   
10619_37         0.6656        -           -   
10623_52        -0.0017        -           -   
10624_81        -0.0000        -           -   
10625_67        -0.0000        -           -   
10638_42        -0.0033        -           -   
10640_37        -0.0032        -           -   
10642_80         0.0000        -           -   
10645_39         0.2754        -           -   
10654_71        -0.0000        -           -   
10657_43         0.0000        -           -   
10662_28         0.4970        -           -   
10670_36         0.0561        -           -   
10681_39         0.1535        -           -   
10683_33         0.0000        -           -   
10688_87         0.0000        -           -   
10694_58        -0.0017        -           -   
10697_41         0.0000        -           -   
10702_88        -0.0000        -           -   
10709_39        -0.0000        -           -   
10715_59         0.6650        -           -   
10725_58         0.2789        -           -   
10738_72         0.0000        -           -   
10771_43         0.0000        -           -   
10777_49         0.8554        -           -   
10778_62         0.1353        -           -   
10784_79         0.0000        -           -   
10790_80        -0.0000        -           -   
10817_38         0.0423        -           -   
10826_89         0.3595        -           -   
10835_87         0.0000        -           -   
10853_50        -0.0000        -           -   
10865_88         1.0000        -           -   
10876_84         0.0000        -           -   
10891_34        -0.0139        -           -   
10893_64         0.0000        -           -   
10898_84         0.0967        -           -   
10904_59         0.0436        -           -   
10924_71        -0.0000        -           -   
10925_61        -0.0016        -           -   
10926_50         0.0288        -           -   
10930_63        -0.0025        -           -   
10937_56         0.0567        -           -   
10938_44        -0.0000        -           -   
10940_34         0.0000        -           -   
10948_35        -0.0000        -           -   
10951_60        -0.0040        -           -   
10958_63         0.0000        -           -   
10969_44         0.0000        -           -   
10987_31         0.0994        -           -   
10995_83         0.1148        -           -   
11006_90        -0.0000        -           -   
11007_52        -0.0000        -           -   
11008_35        -0.0000        -           -   
11032_38         0.0000        -           -   
11036_79         0.0000        -           -   
11040_81         0.0000        -           -   
11068_45        -0.0025        -           -   
11075_74        -0.0000        -           -   
11079_81         0.6189        -           -   
11086_68         0.0000        -           -   
11093_34         0.2480        -           -   
11095_85         0.3415        -           -   
11107_77         0.0000        -           -   
11120_87         0.0000        -           -   
11121_66        -0.0028        -           -   
11137_85        -0.0031        -           -   
11140_90         0.0000        -           -   
11141_74         0.7586        -           -   
11159_52        -0.0667        -           -   
11163_61        -0.0054        -           -   
11170_63         0.0430        -           -   
11179_53         0.0000        -           -   
11181_50        -0.0309        -           -   
11187_33        -0.0074        -           -   
11198_86         0.2642        -           -   
11207_80        -0.0000        -           -   
11209_65        -0.0000        -           -   
11211_43         0.1746        -           -   
11225_32        -0.0000        -           -   
11226_69         0.3398        -           -   
11227_85         0.0000        -           -   
11233_43        -0.0246        -           -   
11236_75         0.0070        -           -   
11243_88         0.6656        -           -   
11245_75         0.0344        -           -   
11254_67        -0.0024        -           -   
11255_77        -0.0000        -           -   
11275_83        -0.0000        -           -   
11276_50         0.0000        -           -   
11287_91         1.0000        -           -   
11288_78         1.0000        -           -   
11291_36        -0.0027        -           -   
11292_84        -0.0000        -           -   
11311_48        -0.0016        -           -   
11320_62        -0.0209        -           -   
11322_57         0.0000        -           -   
11329_31         0.1604        -           -   
11334_91        -0.0071        -           -   
11344_91         0.0000        -           -   
11345_50         0.0000        -           -   
11347_35         0.0736        -           -   
11348_63        -0.0000        -           -   
11355_41        -0.0024        -           -   
11357_86         0.0000        -           -   
11360_44         0.0000        -           -   
11361_70         0.0341        -           -   
11362_84         0.3257        -           -   
11363_89         0.2474        -           -   
11374_68        -0.0073        -           -   
11383_38        -0.0048        -           -   
11394_56         1.0000        -           -   
11397_70         0.0000        -           -   
11399_74        -0.0085        -           -   
11404_60         0.0000        -           -   
11415_86        -0.1146        -           -   
11424_35         0.5216        -           -   
11434_70        -0.0136        -           -   
11439_69         0.0510        -           -   
11456_75        -1.0000        -           -   
11463_79         0.2278        -           -   
11464_44         0.5669        -           -   
11477_44         0.0000        -           -   
11482_32         0.0000        -           -   
11484_62         0.1886        -           -   
11494_47         0.2167        -           -   
11497_70         0.2972        -           -   
11510_84         0.0000        -           -   
11516_61         0.0000        -           -   
11524_58         0.0000        -           -   
11530_80         0.0000        -           -   
11536_64        -0.0000        -           -   
11553_72        -0.0000        -           -   
11562_90        -0.0251        -           -   
11579_31        -0.0000        -           -   
11585_34         0.0000        -           -   
11588_90         0.0000        -           -   
11593_71         0.0728        -           -   
11613_51        -0.8079        -           -   
11623_47        -0.0024        -           -   
11632_78         0.2289        -           -   
11642_85         0.0000        -           -   
11652_33        -0.0018        -           -   
11657_53        -0.0000        -           -   
11669_58        -0.0253        -           -   
11676_75         0.0000        -           -   
11683_72        -0.0049        -           -   
11690_57        -0.0000        -           -   
11692_91         0.0719        -           -   
11699_28         0.3520        -           -   
11702_70         0.0352        -           -   
11703_59         0.0000        -           -   
11728_39        -0.0196        -           -   
11753_85         0.0000        -           -   
11767_78        -0.0150        -           -   
11775_81         0.1202        -           -   
11778_91        -0.0951        -           -   
11790_56         0.0752        -           -   
11798_82         0.2180        -           -   
11803_79         0.0000        -           -   
11806_77         0.0967        -           -   
11808_66        -0.0025        -           -   
11815_46        -0.0050        -           -   
11819_78        -0.0000        -           -   
11822_41        -0.0000        -           -   
11827_28        -0.0039        -           -   
11828_89         0.1287        -           -   
11831_59        -0.0000        -           -   
11832_83         0.0000        -           -   
11844_66         1.0000        -           -   
11846_74        -0.0000        -           -   
11858_49         0.0000        -           -   
11859_69        -0.0000        -           -   
11868_86         0.0000        -           -   
11891_43        -0.0000        -           -   
11904_91         0.0000        -           -   
11913_38         0.0000        -           -   
11934_82        -0.0000        -           -   
11936_38        -0.0000        -           -   
11941_53         0.0000        -           -   
11943_89         0.0987        -           -   
11953_70        -0.0374        -           -   
11961_35         0.0740        -           -   
11987_43         0.0000        -           -   
11989_89         1.0000        -           -   
11990_78        -0.0000        -           -   
11993_69        -0.0407        -           -   
11998_65        -0.0269        -           -   
12000_34         0.0000        -           -   
12010_47         0.2411        -           -   
12012_47        -0.0000        -           -   
12017_58         0.1293        -           -   
12020_46        -0.0000        -           -   
12024_31         0.6365        -           -   
12039_56         0.8534        -           -   
12041_73        -0.0000        -           -   
12046_35         0.1039        -           -   
12048_70         0.7988        -           -   
12049_68         0.1096        -           -   
12062_72         0.0000        -           -   
12071_57         0.0000        -           -   
12088_46        -0.0025        -           -   
12092_33         0.2428        -           -   
12096_44         0.0000        -           -   
12110_39        -0.2950        -           -   
12117_34         0.0000        -           -   
12119_41         0.0000        -           -   
12128_60         0.0000        -           -   
12129_37         0.0000        -           -   
12130_49        -0.0150        -           -   
12133_62         0.2061        -           -   
12136_47         0.0000        -           -   
12139_35        -0.0000        -           -   
12147_74         0.0650        -           -   
12148_70        -0.0000        -           -   
12159_87         0.0000        -           -   
12162_91         0.4265        -           -   
12164_47        -0.0000        -           -   
12165_49        -0.0000        -           -   
12174_51         0.0000        -           -   
12177_51         0.1587        -           -   
12182_62         0.0000        -           -   
12195_79        -0.0125        -           -   
12196_57        -0.0000        -           -   
12201_32         0.1575        -           -   
12227_59         0.0000        -           -   
12228_69        -0.0000        -           -   
12236_51         0.0296        -           -   
12242_77         0.0000        -           -   
12245_62         0.0000        -           -   
12248_28        -0.0000        -           -   
12251_64        -0.0000        -           -   
12253_46         0.0000        -           -   
12254_48         0.1602        -           -   
12265_40         0.0000        -           -   
12280_38         0.2930        -           -   
12313_57        -0.0000        -           -   
12314_83        -0.0000        -           -   
12317_77        -0.0000        -           -   
12321_58         0.0402        -           -   
12331_56        -0.0533        -           -   
12334_51        -0.0029        -           -   
12347_53        -0.0000        -           -   
12348_79        -0.0055        -           -   
12357_48        -0.0024        -           -   
12358_85        -0.0017        -           -   
12362_40         0.0000        -           -   
12383_46         0.1675        -           -   
12391_30         0.2181        -           -   
12393_61         0.0000        -           -   
12400_88         0.0000        -           -   
12404_28        -0.0000        -           -   
12431_56         0.0565        -           -   
12438_42         0.0000        -           -   
12442_56         0.0000        -           -   
12465_60         0.2541        -           -   
12469_49         0.0000        -           -   
